Rank,Team,2008,Last 3,Last 1,Home,Away,2007
1,Kansas St,7.9,7.7,9,10.7,4.7,5.8
2,W Virginia,7.6,-3.3,-2,9.8,5.8,6.1
3,Duke,6.8,4.7,-4,11.4,2.9,5
4,Davidson,6.6,-4.3,-4,8,5.6,6
5,Missouri,6.5,2.7,11,8.8,4.7,2.8
6,S Carolina,6,5,3,6.2,5.8,3.1
7,Jacksonville,5.7,2.3,7,9.6,2.2,0.4
8,Buffalo,5.4,6.3,7,7.1,4.3,2.4
9,Houston,5.2,-4,3,5.9,4.6,5.9
10,W Carolina,5.2,7.3,8,9.4,2.6,2.2
11,Stony Brook,4.9,2.3,5,4,5.7,2.6
12,Memphis,4.9,0,1,7.9,2.4,7.1
13,Marquette,4.9,0.3,2,6.9,2.8,5.3
14,Pittsburgh,4.9,2.3,1,7.8,1.7,4.2
15,Chicago St,4.8,11.7,4,12.1,0,-4
16,Morgan St,4.8,7.7,18,5.8,4.4,4.2
17,Tennessee,4.7,1.7,1,6.8,2.9,6.2
18,VA Military,4.7,5.7,-3,7.7,2.4,3
19,N Carolina,4.7,1.3,10,6.1,3.7,5.4
20,TX El Paso,4.6,11.3,9,4.3,5,4.7
21,Clemson,4.6,6.3,15,6.6,2.3,7
22,UCLA,4.6,-0.7,-17,6.7,2.1,5.7
23,Dayton,4.4,6,12,6.2,2.6,1.6
24,Old Dominion,4.4,13,7,7.1,1.2,2.6
25,Holy Cross,4.4,6.7,8,5.6,3.4,0.4
26,Villanova,4.3,2.7,5,7.4,2,4.5
27,Middle Tenn,4.3,3.7,6,6.7,2.2,-1.3
28,Niagara,4.3,3,9,5.4,3.6,3.2
29,Michigan St,4.2,-0.7,-10,4.6,3.9,-0.3
30,Cleveland St,3.9,6.3,7,6.1,2.6,1.2
31,Auburn,3.8,2.7,9,4.7,2.6,1.4
32,Wisconsin,3.8,7.3,7,6.2,1.6,3.5
33,Longwood,3.7,-2,6,8.2,0.6,2.9
34,Rhode Island,3.6,-1.3,-3,8.1,0.4,1.5
35,Washington,3.6,4,4,4.6,2.5,6.5
36,Murray St,3.6,3,4,5.6,2.2,-2.4
37,Siena,3.6,4.7,2,3.4,3.7,4.1
38,LSU,3.5,1.7,0,4.4,2.3,-2.8
39,Beth-Cook,3.5,6.3,5,6.2,2.4,-3.7
40,UNLV,3.4,-1.3,3,6,0.1,3.1
41,Manhattan,3.4,4,5,3.1,3.6,3.1
42,Texas,3.4,-1,-5,4.9,2.2,3
43,TX-San Ant,3.4,-3.7,-3,2.2,4.1,2.1
44,Quinnipiac,3.4,-1.3,1,3.2,3.4,-1.1
45,Marshall,3.3,3.3,4,4.5,2.4,3.6
46,St Marys,3.3,4.7,7,5.2,2,2.4
47,TN Martin,3.3,-3.7,0,4.2,2.5,-1
48,Louisville,3.2,-1.3,-2,6.6,0,1.2
49,San Diego St,3.1,-6.3,-3,5,1.1,3.6
50,New Mexico,3.1,1.7,-1,5.8,0.1,5.8
51,Florida,3,-1,6,5,0.2,2.6
52,Nebraska,2.9,3,4,5.9,-1.2,2.7
53,Kent State,2.8,0.7,-2,4.5,1.3,0.5
54,Texas State,2.7,1,8,5.2,0.5,4
55,Stanford,2.6,3.3,2,5.9,-1,2.4
56,S Mississippi,2.6,0.3,-9,5.1,0.6,3.1
57,Stetson,2.6,1.3,-5,2.5,2.7,-0.3
58,N Hampshire,2.6,1.7,2,5.9,0.2,3.2
59,Drexel,2.5,6,10,4.1,1.2,-2.9
60,Maryland,2.5,3,7,4.1,0.8,-4.6
61,Charlotte,2.5,8,-4,2.9,2.1,3.4
62,UC Riverside,2.5,-4,1,4.2,1.3,-0.8
63,Hofstra,2.5,-3.7,-3,3.9,1.5,-2.8
64,E Tenn St,2.4,12.3,20,1.7,2.9,0.1
65,Akron,2.4,-3.7,3,5.7,0.5,3.8
66,Portland St,2.4,-3.7,-10,2,2.6,1.9
67,Arkansas,2.4,2.3,-7,4.6,-1.5,0.8
68,Ste F Austin,2.4,6,16,1.1,2.9,1.9
69,N Dakota St,2.4,2,-1,1.7,2.7,-0.2
70,BYU,2.3,2.7,3,4.2,0.7,-0.5
71,LIU-Brooklyn,2.3,6,0,3.6,1,4
72,UAB,2.3,5.3,3,4.4,0.8,-0.3
73,Nevada,2.3,1.3,0,3.4,1.1,-2.8
74,St Johns,2.3,-0.7,1,3.8,0.6,1
75,W Kentucky,2.2,4,1,4.1,1.2,4
76,Purdue,2.2,0.7,1,5.3,-1,6.4
77,Creighton,2.2,4.3,8,3.9,0.1,1.5
78,Central Mich,2.2,2,3,3.2,1.2,2.3
79,Mt St Marys,2.2,-1.7,-3,5.2,0.2,-1.2
80,Illinois St,2.1,1.7,4,3.8,0.5,1.2
