Rank,Team,2011,Last 3,Last 1,Home,Away,2010
1,VCU,7.7,2.3,10,12,4.6,2
2,S Mississippi,7.5,16,7,8.9,6.5,4.7
3,Ohio State,6.7,7.3,3,7.7,5.7,7
4,Stony Brook,6.5,12,11,5.3,7.2,1.9
5,Quinnipiac,6.3,3.3,-2,9.4,4.2,7
6,Rob Morris,6.3,3.7,8,7.1,5.8,3
7,Old Dominion,5.7,1.7,-3,5.9,5.5,4.4
8,N Carolina,5.6,-1,-5,9.8,1.8,2.8
9,SC Upstate,5.5,8,3,7.3,4.3,0.1
10,Penn State,5.4,3,-1,8,2.5,1
11,E Washingtn,5.2,0.3,-5,6.2,4.6,0.1
12,Wagner,5.2,-3,-11,6.1,4.4,-3.5
13,Lamar,5.2,1.7,7,8,3.6,2.2
14,Ohio,5,-2,0,8.6,2.1,2.1
15,W Virginia,4.9,12,5,4.6,5.4,1.4
16,Cincinnati,4.9,-1,-11,6.3,3.3,5.1
17,E Tenn St,4.8,-0.7,-1,7.4,3.1,-0.1
18,Savannah St,4.7,6.7,7,8.7,1.8,-1.4
19,Kansas St,4.5,2,14,6.3,3,4.8
20,Winthrop,4.5,13,18,5.8,3.8,2.4
21,Clemson,4.4,5.3,-2,4.8,4.1,3.2
22,Charl South,4.3,-0.7,-8,7.3,2.4,1.2
23,Saint Louis,4.3,1.7,8,5.3,3.5,-0.1
24,Purdue,4.3,-4,-8,7.1,1.6,4.5
25,Cal Poly,4.2,0,-4,7,2.4,2.7
26,Niagara,4.2,11.3,2,5.8,2.9,-1.4
27,Butler,4.1,5.7,1,4.6,3.6,3.4
28,Fresno St,4.1,1.3,-6,4.4,3.8,2
29,Marshall,3.9,-4.7,-4,6.2,1.9,0.2
30,Miss Val St,3.9,6.3,-1,4.3,3.7,-1.6
31,Syracuse,3.9,-8,-8,5.8,1.8,1.1
32,LSU,3.8,4.3,-4,4.3,3.4,-2.3
33,Boise State,3.7,0.3,3,6.5,0.6,6.8
34,Georgia St,3.7,3.3,10,3.8,3.6,0.8
35,Hofstra,3.6,1,-9,5.2,1.8,0
36,Detroit,3.6,8,9,2.5,4.5,-2
37,N Mex State,3.6,1,-6,6.2,1.3,0.3
38,Lehigh,3.5,4.7,9,4.2,3.2,1.5
39,Rhode Island,3.5,-1,1,3.5,3.5,1.7
40,Jksnville St,3.5,4.3,1,3.5,3.4,0.7
41,St Marys,3.5,1,5,5.9,1.2,2.9
42,Washington,3.4,8,14,3.2,3.7,4.9
43,BYU,3.3,-2.3,-9,3.9,2.8,4.1
44,S Illinois,3.2,7,0,3.7,2.9,-1.6
45,San Fransco,3.2,6,12,4.9,1.8,-3
46,Stanford,3.2,4.7,7,2.8,3.6,2.1
47,UCLA,3.1,3.3,6,4.1,2,-2.1
48,Ste F Austin,3.1,6.7,1,7.3,0.4,3.1
49,Davidson,3.1,0.7,1,5.6,1.1,1.2
50,Oklahoma,3,-3.3,-7,4.8,1.1,-2.3
51,TX-Arlington,2.9,3.3,8,6.3,0.9,-3.2
52,Wisconsin,2.9,3,2,4.1,1.7,4.9
53,Central Mich,2.9,5.7,16,3.5,2.5,3.9
54,Oregon St,2.7,-4.7,-1,1.7,3.9,2
55,Loyola-MD,2.7,-3.7,-4,3.8,1.9,2.6
56,IUPUI,2.6,-3.3,-3,6,-0.3,1
57,Missouri,2.6,-6.3,-5,4.4,0.8,4.5
58,Seattle,2.6,2.7,7,5.4,-1,3
59,Oral Roberts,2.6,2.7,0,3.8,1.6,1.3
60,S Dakota St,2.6,-3,-9,4.5,1.5,4
61,TX Christian,2.6,-1,10,4.8,0.4,1.2
62,Lg Beach St,2.5,8.3,6,4.1,1.6,0.5
63,Seton Hall,2.5,-5.7,0,4.5,0.3,1
64,Alabama St,2.5,-1,6,2.4,2.6,2.1
65,Beth-Cook,2.5,4.7,1,3.9,1.9,3.1
66,W Carolina,2.5,0.3,6,5.1,1.2,4.3
67,Bowling Grn,2.5,2.7,-3,3.4,1.7,1.2
68,Wichita St,2.4,1,2,4.9,0.3,2.4
69,Troy,2.4,5.3,5,2.6,2.3,-0.5
70,CS Bakersfld,2.4,2.7,5,4.8,0.8,1
71,Tulane,2.4,2.3,10,3.3,1.4,3.3
72,Texas,2.4,5.3,-4,3.9,0.6,3
73,Montana St,2.3,7.3,4,3.9,1.2,0.1
74,Wyoming,2.3,-3.3,-3,4.6,-0.5,-0.6
75,Florida,2.3,-6.3,-8,5.3,-0.5,1.9
76,Georgia,2.3,-0.3,-8,3.2,1.2,-0.8
77,Prairie View,2.2,6.7,13,2.3,2.2,-2.2
78,Duquesne,2.2,-0.7,1,3,1.4,4.6
79,USC,2.1,-4,-3,2.8,1.3,1.2
80,Central Conn,2,2.3,-1,2.7,1.5,1.3
81,NC-Grnsboro,2,3,-4,3.5,1.2,-2.4
82,Iona,2,0.3,-1,3.9,1,3.8
83,New Mexico,2,0.3,6,5.2,-0.6,1.6
84,Rutgers,2,3.3,-2,4.9,-1.8,2.1
85,S Carolina,2,-1,-1,4,-0.8,2.8
86,UNLV,1.9,7.7,15,3.3,0.5,4.2
87,Geo Wshgtn,1.9,2,6,4.7,-0.6,3.8
88,McNeese St,1.9,2.3,6,2.8,1.5,-0.3
89,Evansville,1.9,-1.3,-6,2.8,0.8,0.4
90,Louisville,1.9,9.7,13,3,0.8,3.5
91,California,1.9,-1.3,10,3.4,0.1,-1.3
92,Cleveland St,1.8,1.3,-1,2,1.7,2.1
93,Fairfield,1.8,2.7,8,-0.3,3.5,3
94,Fla Atlantic,1.8,2,-3,5.3,-0.1,0.7
95,Michigan St,1.7,-1.3,-8,1.9,1.5,0.7
96,Cal St Nrdge,1.7,8.3,2,6.5,-1.3,-0.6
