Rank,Team,2009,Last 3,Last 1,Home,Away,2008
1,Houston,7.2,-3,-3,8.1,6.5,5.2
2,Delaware St,6.5,10.3,7,7.6,5.6,-4.1
3,Duke,6.4,2.7,-5,8.1,5.1,6.8
4,Kansas St,5.9,7,9,8.1,4,7.9
5,W Virginia,5.8,-2.7,-7,11.8,2,7.6
6,Winthrop,5.7,1.7,6,8.4,4,0.1
7,Wisconsin,5.7,8,-2,7.4,3.9,3.8
8,Wright State,5.7,4,4,7.5,4.5,1.3
9,Missouri,5.6,8,10,6.3,4.9,6.5
10,New Mexico,5.6,2.7,-5,7.9,3.5,3.1
11,Rhode Island,5.6,2.7,-10,6.2,5.1,3.6
12,Morehead St,5.5,-4.3,-12,7.5,3.9,0.5
13,Old Dominion,5.5,2.7,4,9.6,2.5,4.4
14,Seattle,5.4,5.3,-2,6.5,4.5,2.2
15,Jacksonville,5.3,6.3,-1,9.8,3,5.7
16,Siena,5.2,2.3,6,5.6,4.8,3.6
17,Washington,5,-0.7,-8,10.1,-0.6,3.6
18,Kent State,5,3.7,-6,6.3,3.9,2.8
19,Texas,4.9,7.3,4,6.5,3.4,3.4
20,W Carolina,4.6,4.7,12,4.2,4.9,5.2
21,Quinnipiac,4.6,-1.3,-9,4.5,4.7,3.4
22,S Mississippi,4.5,9.3,16,5.7,3.5,2.6
23,S Carolina,4.4,5.3,9,6.4,2.3,6
24,Purdue,4.3,-5.7,-4,7.2,1.9,2.2
25,Ste F Austin,4.2,-2,0,8,1.5,2.4
26,BYU,4.2,0.7,-4,8.7,0.8,2.3
27,Providence,4.1,10.3,9,6.2,1.4,0
28,Campbell,4,-1.7,2,4.7,3.5,0.7
29,Oregon,3.7,-1.3,7,4.9,1.9,1.1
30,Army,3.7,3.3,0,7.8,0.1,-0.8
31,VA Tech,3.7,1.3,-5,5.3,1.7,0.1
32,Clemson,3.6,1.3,-3,4.8,2.4,4.6
33,St Johns,3.6,7.7,11,6.6,1.3,2.3
34,Illinois St,3.5,3,0,5.4,1.4,2.1
35,Villanova,3.5,5.3,12,5.7,1.8,4.3
36,Louisville,3.4,-3.3,3,6.3,-0.5,3.2
37,Missouri St,3.3,3.3,-5,4.1,2.4,0.6
38,Akron,3.3,7,0,3.5,3.1,2.4
39,Wichita St,3.2,3.7,9,6.4,0.1,2.1
40,Texas A&M,3.2,3.3,7,4.4,2.2,1.5
41,Seton Hall,3.2,0.7,6,5.3,0.4,0.1
42,Marquette,3.1,-0.7,-1,7,-0.8,4.9
43,Morgan St,3.1,-5.3,-5,0.9,4.1,4.8
44,Geo Wshgtn,3.1,2,6,4.5,1.7,-4.3
45,Wofford,3.1,-3.3,-6,7.1,1.1,0.5
46,Tennessee,3,0,-2,6.2,0.6,4.7
47,UAB,3,6,3,4.6,0.9,2.3
48,N Colorado,3,-0.7,0,6.4,-0.1,-1.2
49,Murray St,2.9,2.7,-5,5.9,0.8,3.6
50,UNLV,2.9,0.7,10,4.7,1.3,3.4
51,Michigan,2.9,-0.3,2,4.2,1.8,1.1
52,Sam Hous St,2.9,5.3,3,3.8,2.5,1.2
53,Florida,2.9,3.7,1,5.8,-0.1,3
54,Middle Tenn,2.9,2.3,2,6.3,0.1,4.3
55,Manhattan,2.8,-4,-19,3.9,1.9,3.4
56,Central Mich,2.8,8.3,6,3.6,2.2,2.2
57,Weber State,2.8,4.3,-15,5.4,0.6,-3.2
58,Fairfield,2.7,0,-1,1.7,3.4,-0.6
59,Buffalo,2.7,11,11,3.1,2.4,5.4
60,N Iowa,2.5,-2.7,-2,4.3,1.3,-1.3
61,Drexel,2.5,7.3,12,2.1,2.8,2.5
62,Mississippi,2.5,5,1,5.8,-1.5,-1.7
63,N Hampshire,2.4,3.7,-5,4.9,0.7,2.6
64,E Tenn St,2.4,4,4,6.3,0,2.4
65,Fla Atlantic,2.4,0.7,14,2.8,2.1,-2.8
66,Chicago St,2.3,6.3,21,9.4,-0.6,4.8
67,San Diego St,2.3,-2,-1,7.3,-1.2,3.1
68,Hofstra,2.3,8.7,3,1.5,3.1,2.5
69,TX-San Ant,2.3,4.3,10,1.4,2.9,3.4
70,Memphis,2.2,-11,-5,5.5,-2.5,4.9
71,UC Irvine,2.2,-1,1,3,1.6,-0.8
72,Alabama St,2.2,0.7,3,3.7,1.5,-2.4
73,W Kentucky,2.1,1.3,-5,4.5,-0.2,2.2
74,Auburn,2.1,3.7,0,3.9,0.2,3.8
75,Cincinnati,2.1,3,-2,2.3,1.9,1.2
76,Butler,2.1,2.7,5,2.6,1.7,0.4
77,Michigan St,2.1,-2.7,-12,5.2,-0.6,4.2
78,S Dakota St,2,5,10,4,0.3,-0.3
79,Stony Brook,2,3.3,8,4.9,-0.1,4.9
80,VCU,2,2,-8,2.6,1.3,1
81,Georgia St,2,-4.7,-14,1.8,2.1,0.1
82,Temple,1.9,-5,0,0.9,2.7,0.2
83,Nicholls St,1.9,3,5,5.1,0.5,1.2
84,Youngs St,1.9,-0.3,5,1.5,2.1,0.1
85,Bucknell,1.8,1.7,14,4.7,-0.5,-4
86,Cleveland St,1.8,-1,1,2.1,1.4,3.9
87,Minnesota,1.8,-3,-3,4.3,-0.6,1.2
88,Beth-Cook,1.8,5,-9,5.2,-0.2,3.5
89,Kentucky,1.7,4,9,3.5,-0.1,-4
90,Utah State,1.7,-0.3,4,3.9,-0.5,0.5
91,Dayton,1.7,-3,4,3.1,0.4,4.4
92,Princeton,1.7,-1.3,-3,3.5,0.4,-3.2
93,Prairie View,1.7,6.3,0,1.9,1.5,1.1
94,Columbia,1.6,2.7,1,0.8,2.4,0.8
95,Kansas,1.6,-4,-4,5.7,-2.4,-0.6
96,Maryland,1.6,10.3,10,3,0.2,2.5
97,St Fran (NY),1.6,6,-7,3.2,0.3,-3.3
98,NC-Grnsboro,1.6,4.3,6,2.5,0.8,-4.2
99,Coastal Car,1.6,-0.7,-12,2.6,0.7,-1.9
100,TX El Paso,1.6,-1.3,-5,4.6,-1.6,4.6
101,Niagara,1.5,0,-3,2.7,0.9,4.3
102,Oakland,1.5,2,-1,7.1,-1.7,-0.5
103,Ohio State,1.5,-2.7,-4,4.5,-1.4,-3.5
104,Texas State,1.5,3,6,1.5,1.5,2.7
105,E Michigan,1.5,0.3,5,2.6,0.4,-1.5
106,Rob Morris,1.5,-2.7,-7,0.6,2.1,0.3
107,Nebraska,1.5,-8.3,-10,6.4,-4.5,2.9
108,Pacific,1.4,3,5,2.7,0.4,1
109,LA Tech,1.4,-8.7,-15,2,1,-1.1
110,UMKC,1.4,3,4,1.4,1.3,0
111,Central Conn,1.3,-0.7,-6,6.4,-2.5,-1.9
112,Rice,1.3,3.7,0,3.1,-0.6,-4.6
113,TN State,1.3,-0.7,-3,0.8,1.6,-3.1
114,Virginia,1.2,-6.7,-6,2.1,0.1,-0.1
115,Iona,1.2,-2.3,-5,2.1,0.4,0.5
116,Davidson,1.1,-1,4,2.1,0.5,6.6
117,McNeese St,1.1,6.7,13,4.3,-0.5,-3.9
118,S Illinois,1.1,4,13,1.1,1.1,-0.9
119,Stanford,1.1,-2.3,-2,4.2,-2.1,2.6
120,Oral Roberts,1.1,4.3,8,4.4,-0.9,1.5
121,Alab A&M,1.1,5.7,8,2.1,0.3,0.5
122,Boise State,1,4.3,-2,2.9,-0.8,-3.9
123,Northwestern,1,1.3,3,1.6,0.3,1.4
124,Florida Intl,1,1.3,2,2.8,-0.2,-2.3
125,E Kentucky,1,8,0,3.2,-0.7,0.3
126,Cornell,0.9,-1.3,-6,2.2,0.4,-0.2
127,Mt St Marys,0.9,5.7,-2,3.9,-1.2,2.2
128,Cal Poly,0.9,3.7,8,2.3,0.1,0.3
129,Wash State,0.9,0.3,7,3.4,-1.2,-0.7
130,Tulane,0.9,-5,-5,1.6,0.3,2
131,Alabama,0.9,0.3,15,2.5,-0.9,-1.6
132,UC Riverside,0.9,-0.7,-3,1.1,0.7,2.5
133,Xavier,0.9,-3,-8,1,0.8,-0.1
134,N Carolina,0.8,1,-4,2.3,-0.7,4.7
135,Lamar,0.8,4.3,0,0.1,1.4,0.2
136,Boston U,0.7,2.3,-6,3.9,-1.3,-0.4
137,U Mass,0.7,-5,0,2.4,-0.2,-3
138,St Peters,0.7,5.7,5,0.4,0.9,0.2
139,LA Lafayette,0.6,1,5,2.8,-1,0.9
140,N Illinois,0.6,6.7,-2,4,-2.3,-0.3
141,Hartford,0.6,2,-2,1.7,-0.1,-2.7
142,California,0.6,-2,-8,2.6,-1.1,-0.1
143,Jackson St,0.6,0.3,-1,2.7,-0.6,0.6
144,Portland,0.6,5.3,-1,3.4,-1.5,0.1
145,DePaul,0.6,-0.3,2,1.3,-0.1,-0.5
146,Detroit,0.6,-6.7,-7,1.9,-0.5,-2.3
147,LSU,0.5,1.7,-1,2.6,-2.3,3.5
148,Oklahoma St,0.5,-3.7,-4,2.6,-1.6,1.4
149,Sacred Hrt,0.4,0.3,2,1.7,-0.7,-2.4
150,Colorado St,0.4,-0.7,-5,1.7,-0.7,0.6
151,High Point,0.4,2.7,0,0.5,0.3,-3
152,Florida St,0.3,5,12,1.8,-1.1,-1.9
153,Rider,0.3,-0.3,2,3.7,-1.9,-0.6
154,Loyola Mymt,0.3,6,13,-0.9,1.2,-1.1
155,Notre Dame,0.3,-1.3,5,1.6,-1.4,0.6
156,IPFW,0.3,-1,4,-1.4,1.5,-2.9
157,Ohio,0.2,-2.7,2,0.2,0.3,-0.4
158,Vermont,0.2,3,10,-0.3,0.5,-0.2
159,USC,0.2,5,9,-1,1.5,0.2
160,Duquesne,0.2,3,3,4.1,-3.1,1.1
161,Lg Beach St,0.2,-2.3,6,3.3,-1.1,-0.9
162,Lipscomb,0.1,-2,-2,1.8,-1.2,-1.9
163,Richmond,0.1,-5.7,-12,3,-2,0.2
164,TX Southern,0.1,-3,-6,2,-0.9,-4.4
165,Boston Col,0.1,0.7,-1,1.9,-2.1,-0.3
166,Yale,0,-6.7,-1,0.9,-0.5,-0.4
167,Wake Forest,0,-0.3,3,1.5,-1.4,-0.2
168,Citadel,0,-2.3,-9,2.3,-1.6,-1.3
169,Illinois,0,3.3,12,3.3,-3.4,-0.1
170,GA Tech,-0.1,0,2,3.1,-2.4,0.2
171,Miami (FL),-0.1,-3.3,-1,1.7,-1.6,1.6
172,Northeastrn,-0.1,-1,3,-0.2,0,1.2
173,W Michigan,-0.1,-3.3,-11,3.1,-2.7,-2.1
174,Fla Gulf Cst,-0.1,-0.3,-8,2.8,-2.5,-4.7
175,San Diego,-0.2,1.7,-6,0.7,-0.8,-0.2
176,Charlotte,-0.2,-2.7,2,1.1,-1.6,2.5
177,LIU-Brooklyn,-0.2,0.7,-2,1.5,-1.4,2.3
178,Monmouth,-0.2,-0.3,1,1,-1.2,-3.3
179,Fresno St,-0.2,0,-2,1.4,-2,-2.5
180,Charl South,-0.2,7,4,2.3,-1.8,-1.5
181,IL-Chicago,-0.2,2.7,9,1.8,-1.9,0.8
182,Delaware,-0.3,-5,-19,2.7,-3.1,-1.4
183,WI-Grn Bay,-0.3,2,4,0.6,-1,0.5
184,Lehigh,-0.4,-1.3,-2,-0.5,-0.2,1.4
185,Navy,-0.4,5.7,-2,-0.6,-0.2,-0.3
186,NC Central,-0.4,5,7,0.7,-0.8,-4.2
187,GA Southern,-0.4,2,13,-0.3,-0.5,-1.9
188,Pepperdine,-0.5,-6.3,-5,2.9,-3.6,-1
189,Gonzaga,-0.5,-4.3,5,1.5,-1.9,1.5
190,Texas Tech,-0.5,-4.7,-9,3.1,-4.8,-3.8
191,WI-Milwkee,-0.6,-2.3,3,0.2,-1,-0.9
192,St Marys,-0.6,-3,-9,0.9,-1.8,3.3
193,Penn State,-0.6,-5.3,-4,2.1,-3.4,2.1
194,Oklahoma,-0.6,-5,-3,3.2,-4.2,-0.9
195,Bowling Grn,-0.6,-6.7,-7,0.4,-1.4,-0.6
196,Pittsburgh,-0.6,4.7,4,-0.8,-0.4,4.9
197,Montana St,-0.7,3.7,4,1.2,-2.2,0.8
198,Arizona St,-0.7,-5,-16,0.6,-2.5,-0.5
199,Marshall,-0.7,-5.7,-4,1.4,-3.3,3.3
200,Kennesaw St,-0.7,-2.3,-1,2.7,-2.8,1
201,Ark Pine Bl,-0.7,-1.3,-4,2.1,-1.8,-0.9
202,Creighton,-0.7,1,0,1.7,-3.2,2.2
203,Central FL,-0.7,-1.3,0,1.9,-2.9,-0.3
204,Troy,-0.8,-2,-10,1.2,-1.9,0.4
205,S Alabama,-0.8,-7.3,-7,1.3,-2.6,-1.8
206,Elon,-0.8,-1,3,2.4,-2.3,-1.6
207,Hampton,-0.8,2,2,-0.2,-1.1,1
208,UC Davis,-0.8,1,5,0.4,-1.5,-3.3
209,Radford,-0.8,0.3,1,-1.6,-0.1,-2.7
210,S Florida,-0.8,0,-1,-1.8,0.1,-1.5
211,Montana,-0.9,-5.7,-7,1.8,-2.9,-3.1
212,Drake,-0.9,-5.3,-8,-0.1,-1.6,-0.7
213,Oregon St,-0.9,-3.7,-1,0.1,-2.1,-3.1
214,Arkansas,-0.9,2.3,-6,-0.9,-0.9,2.4
215,Dartmouth,-0.9,-1.7,7,-1.9,0.2,0.4
216,Cal St Nrdge,-0.9,0.3,-2,-0.5,-1.3,0.7
217,Maine,-1,-3.7,-6,2.7,-3.2,-4.8
218,N Dakota St,-1,-3.3,-6,3.2,-4.4,2.4
219,E Washingtn,-1,0.7,2,1.2,-2.4,1
220,IUPUI,-1,-5.3,-2,1.8,-2.5,1.5
221,NC State,-1.1,4,-3,-0.6,-1.4,-3.8
222,Colgate,-1.1,-3,-6,-1,-1.1,-4.9
223,TN Martin,-1.1,-6,-13,3.1,-3.9,3.3
