Rank,Team,2009,Last 3,Last 1,Home,Away,2008
224,NJIT,-1.1,3.3,0,2.4,-3.1,-4.9
225,VA Military,-1.2,-9.3,-18,1.4,-2.9,4.7
226,St Bonavent,-1.2,-3.3,-3,1.4,-3.4,-3.4
227,Santa Clara,-1.2,-5.7,-2,0.9,-3.6,-5.2
228,Sac State,-1.2,0.7,5,-1.2,-1.2,-5.2
229,Iowa State,-1.2,-5,-5,-0.3,-2.4,-3.9
230,Savannah St,-1.2,-2.3,-1,0.6,-2.3,-0.4
231,Utah Val St,-1.2,4.3,5,3.5,-4.7,-2.5
232,Portland St,-1.3,-6,-15,-0.6,-1.6,2.4
233,S Car State,-1.3,0.3,9,0.5,-2.3,-3.2
234,Jksnville St,-1.3,-3.7,-14,0.6,-3.5,1.5
235,Longwood,-1.4,-8,-10,-1,-1.5,3.7
236,Saint Louis,-1.4,1,8,0.4,-4.1,-1
237,Canisius,-1.4,0.3,-6,-0.1,-2.2,-4.1
238,Syracuse,-1.4,-8,-9,0.4,-3.6,-3.1
239,Geo Mason,-1.5,-4.7,-4,1,-3.9,2.1
240,S Methodist,-1.5,-1.7,-11,-1.7,-1.2,-2.2
241,Arkansas St,-1.5,3.3,3,-0.8,-2.1,1.3
242,Harvard,-1.5,2.7,-6,2.2,-4.2,-3
243,CS Bakersfld,-1.6,-5.3,0,0.5,-2.8,1.5
244,Hawaii,-1.6,-0.7,4,-1.4,-1.8,0.6
245,Stetson,-1.6,-1.7,2,-1.4,-1.7,2.6
246,Indiana,-1.6,-6.7,-15,0.3,-3.9,-3.8
247,Lafayette,-1.6,4,8,-0.9,-2.2,-3.2
248,Central Ark,-1.6,-4,-13,2.3,-4.1,-3
249,TX-Arlington,-1.7,-0.3,3,0.2,-3.4,-0.4
250,Baylor,-1.7,-0.3,-6,3.9,-6,-0.4
251,N Mex State,-1.8,1,-6,-2.4,-1.4,-1.4
252,New Orleans,-1.9,-1.3,-12,1,-3.7,-2.9
253,Miss State,-1.9,0.3,-1,-1.6,-2.1,-2.7
254,TX A&M-CC,-1.9,-2.3,3,2.3,-4.1,0.4
255,E Illinois,-1.9,-8.7,-12,-1.4,-2.3,-2.1
256,LA Monroe,-1.9,-3.3,-8,-1.3,-2.2,-2.2
257,Furman,-1.9,1.7,-1,0.1,-3.4,-1.9
258,Tulsa,-1.9,-1.3,-3,1.6,-5.4,-1.9
259,Valparaiso,-1.9,2.7,11,-0.7,-2.7,-1.4
260,Wyoming,-1.9,-5.7,-6,1.5,-6.2,-5.6
261,TX-Pan Am,-1.9,-1,0,0.7,-3.1,0
262,Nevada,-1.9,-10.3,-13,-0.3,-3.3,2.3
263,Idaho,-2,3.7,8,-0.8,-2.9,-1.2
264,Bradley,-2,-4.7,-13,-0.7,-3.2,-0.1
265,,-2,-7.3,-13,3.2,-6.1,-0.4
266,TX Christian,-2.1,-8.3,-8,0.9,-5.6,1.6
267,Austin Peay,-2.1,-8,-6,-0.9,-3,-0.4
268,Loyola-Chi,-2.1,1.3,3,-0.4,-3.6,1.8
269,San Fransco,-2.1,0.7,2,-2.4,-1.9,-1.2
270,Georgetown,-2.2,-1.7,0,-1.6,-2.7,-3.1
271,Connecticut,-2.2,-1.3,0,-1.9,-2.6,1.1
272,Denver,-2.2,-1,0,-1.6,-2.9,-4.1
273,North Texas,-2.2,-1.7,-6,-1.7,-2.6,1.1
274,UCLA,-2.2,-1.3,1,-2.4,-2.1,4.6
275,NW State,-2.3,-3,3,1.9,-5.1,-0.1
276,Howard,-2.3,-11.3,-13,0.9,-3.5,-5.8
277,Georgia,-2.3,1.7,1,-0.8,-3.9,-2.5
278,Coppin State,-2.3,-1.7,4,0.6,-4,0.3
279,Grambling St,-2.3,-1.3,3,-1.3,-2.9,-4.1
280,SE Missouri,-2.3,0,5,0.5,-4.6,-7.5
281,Chattanooga,-2.5,-6,-4,1.1,-5.4,-2.1
282,Vanderbilt,-2.5,-4,-7,-2.1,-2.9,-3
283,St Josephs,-2.5,-0.7,-6,0.1,-4.8,-2.1
284,Iowa,-2.6,-7,-4,-0.4,-5.4,-2.7
285,Evansville,-2.6,-3.7,-2,-1.9,-3.4,0.9
286,Loyola-MD,-2.6,-1.7,-10,-4.2,-1.5,0.4
287,Holy Cross,-2.6,-3.7,2,-1.6,-3.4,4.4
288,La Salle,-2.7,-7,-11,-2.9,-2.5,0.7
289,Wm & Mary,-2.8,-7,-9,-2.2,-3.1,-1.3
290,Idaho State,-2.9,-8.3,-2,-0.5,-4.2,-1.5
291,Towson,-2.9,-2.7,-16,0.2,-5.8,-0.8
292,,-2.9,-4.3,-2,-1.8,-3.5,-1
293,W Illinois,-2.9,-0.3,2,-0.2,-5,-1.9
294,UCSB,-2.9,-3,2,-1,-4.2,1.3
295,Maryland BC,-2.9,-3.7,0,-0.4,-4.8,0.6
296,Houston Bap,-2.9,-5.3,5,1.4,-5.7,-3.6
297,Arizona,-3,-2,6,-1,-5.1,-1.8
298,App State,-3,2,-4,-1.5,-4.3,-2.6
299,Albany,-3,-6,-10,-1.9,-3.8,1.5
300,Miss Val St,-3,4.3,5,2.3,-5.6,2.1
301,NC A&T,-3,3,-9,-1.3,-3.9,-2.3
302,Maryland ES,-3.2,-6,1,1.2,-5.8,-1
303,U Penn,-3.3,-9,-5,-4.1,-2.7,-0.3
304,Belmont,-3.3,-2,-6,-1.2,-4.9,0.7
305,Col Charlestn,-3.4,3,-2,-3.8,-3.1,-1.3
306,AR Lit Rock,-3.4,-6.3,-8,-1.2,-5.3,-0.2
307,CS Fullerton,-3.5,1.3,-2,-0.8,-5.1,0.1
308,Colorado,-3.5,-9,-6,-2.1,-5,-4.5
309,TN Tech,-3.6,-2.7,-16,-0.8,-5.4,-0.1
310,Utah,-3.6,-6.7,-10,-1.4,-6.3,-3.2
311,Air Force,-3.6,-1.3,-6,-1.2,-6.1,-4
312,Ball State,-3.6,-1.3,-4,-2.5,-5,-1
313,San Jose St,-3.6,-8.3,-7,-2.9,-4.2,-1
314,Liberty,-3.8,-3.3,7,-3.5,-4,-1.9
315,Binghamton,-3.8,-3.7,-5,-2.1,-4.8,-0.3
316,NC-Wilmgton,-3.9,0,-8,-4,-3.8,-1.7
317,Florida A&M,-3.9,-9,-16,-3.5,-4.2,-1.9
318,Miami (OH),-4,-8.3,-3,-2.3,-5.1,-0.7
319,Mercer,-4,-1.7,-7,-1.1,-6.7,-1.8
320,Fordham,-4.1,-5.7,-6,-0.3,-6.5,0.4
321,NC-Asheville,-4.2,0,-10,-2.8,-5.3,-4.7
322,St Fran (PA),-4.2,-1.3,-13,-3.6,-4.7,-4
323,N Arizona,-4.5,-5,-12,-1.8,-6.1,-0.8
324,Rutgers,-4.6,-9.7,-15,-3.4,-6.2,-3.6
325,SC Upstate,-4.6,-1,-2,-1.2,-7.1,-3.7
326,Indiana St,-4.6,-4.3,-3,2,-9.4,-3.1
327,Wagner,-4.8,-11,-10,-3.8,-5.5,-1.1
328,American,-4.9,-1.3,-6,-4.9,-4.8,0.1
329,Southern,-4.9,-5.3,0,-1.6,-6.9,-2.5
330,Norfolk St,-4.9,-1.3,8,-5.2,-4.8,1.2
331,Gard-Webb,-5,-1,-10,-2.5,-7.1,-0.3
332,N Florida,-5,-6.3,-1,-3,-6.2,-4.4
333,James Mad,-5,-11,-6,-1.2,-7.8,-2.9
334,North Dakota,-5,-1,-4,-1.2,-7.9,-6.4
335,F Dickinson,-5.2,-1,-2,-3.8,-6.3,-4.2
336,South Dakota,-5.2,-2.3,-2,-2,-7.1,-11
337,Marist,-5.3,-8.7,-9,-5.2,-5.4,-5.4
338,SIU Edward,-5.5,-3,0,-0.3,-8.2,-8
339,Toledo,-6,-9.3,-11,-3.2,-8.2,-4.9
340,SE Louisiana,-6,-7.3,-13,-6,-6,-2
341,E Carolina,-6.2,-7.3,-14,-2.3,-9.1,-4.2
342,Samford,-6.7,-6,-3,-5,-7.8,-4.7
343,Bryant,-6.8,-9.3,-2,-2.9,-9.1,-2.7
344,Presbyterian,-7.8,-6,-10,0,-11.1,-3.3
345,Brown,-8,0.7,-1,-5.4,-9.8,-4.3
346,Alcorn State,-8.8,-6,0,-6.4,-10.1,-4.1
347,S Utah,-9,-2.7,13,-5.2,-12.1,-1.4
