Rank,Team,2010,Last 3,Last 1,Home,Away,2009
1,Ohio State,7,4.3,7,8.9,4.8,1.5
2,Quinnipiac,7,5.3,0,7.6,6.2,4.6
3,Boise State,6.8,3,3,8.3,5.5,1
4,Belmont,6.7,12.3,2,8.2,6,-3.3
5,GA Tech,6.6,8,5,7.6,5.5,-0.1
6,Cincinnati,5.1,-1.7,-1,7.4,2.7,2.1
7,Washington,4.9,3.7,-3,9.9,0.7,5
8,Wisconsin,4.9,0.7,2,4.9,4.8,5.7
9,Kansas St,4.8,5,-2,9.1,0.9,5.9
10,S Mississippi,4.7,3.7,6,4.8,4.6,4.5
11,Duquesne,4.6,-1,-9,7.5,2.2,0.2
12,Purdue,4.5,0.7,3,6.2,2.9,4.3
13,Missouri,4.5,5,3,7.6,1.1,5.6
14,Jackson St,4.4,9.7,5,9.9,1.7,0.6
15,Old Dominion,4.4,-4.7,-2,6.3,2.7,5.5
16,W Carolina,4.3,0.3,5,3.8,4.6,4.6
17,San Diego St,4.3,6.3,7,6.1,3.1,2.3
18,UNLV,4.2,1.3,7,5.1,3.4,2.9
19,BYU,4.2,3.3,6,6.2,3.1,4.2
20,Hartford,4.2,6.3,10,6.2,2.7,0.6
21,Morehead St,4.1,-1,1,8.8,1.1,5.5
22,S Dakota St,4,-1.7,-7,9.1,-0.2,2
23,Central Mich,3.9,-1,-4,4.7,3.4,2.8
24,St Johns,3.8,-4.7,-3,6.1,1.9,3.6
25,Geo Wshgtn,3.8,6,8,4.2,3.4,3.1
26,Iona,3.8,1,5,6.7,1.5,1.2
27,Jacksonville,3.7,11,20,3.2,4.1,5.3
28,WI-Grn Bay,3.7,0,-1,5.3,2.5,-0.3
29,St Fran (NY),3.7,6.7,4,3.4,3.9,1.6
30,Temple,3.6,-0.3,0,7.1,1.2,1.9
31,Louisville,3.5,2,-5,6.1,-0.4,3.4
32,Pittsburgh,3.4,-1,-3,5.7,0.9,-0.6
33,Middle Tenn,3.4,5.3,-4,4.5,2.6,2.9
34,Tulane,3.3,4,-6,5.9,0.8,0.9
35,Butler,3.2,3.7,11,5.6,1.9,2.1
36,Tennessee,3.2,1.7,-14,4.6,1.6,3
37,Clemson,3.2,2.3,2,2.7,3.6,3.6
38,Oregon,3.2,6,3,5,0,3.7
39,Ste F Austin,3.1,0.3,2,5.5,0.9,4.2
40,Beth-Cook,3.1,3.3,-5,7,1.1,1.8
41,Rob Morris,3,-0.3,-7,4.8,1.8,1.5
42,Santa Clara,3,1.7,-5,4.6,1.4,-1.2
43,Texas,3,-1.7,-4,4.4,1.7,4.9
44,Seattle,3,5.3,-1,4.5,2.1,5.4
45,Sam Hous St,3,3.7,11,3,3,2.9
46,Fairfield,3,-1.7,0,2.8,3.1,2.7
47,Northwestern,2.9,7.7,-3,2.9,2.9,1
48,N Iowa,2.9,4,10,4.6,1.1,2.5
49,St Marys,2.9,5.7,6,4.9,0.8,-0.6
50,Columbia,2.9,2.3,-5,5.5,0.4,1.6
51,N Carolina,2.8,7.3,5,3.9,2,0.8
52,Drexel,2.8,-0.7,2,5.4,0.6,2.5
53,S Carolina,2.8,11,9,4.4,0.8,4.4
54,Missouri St,2.8,6.3,4,2.9,2.7,3.3
55,Loyola-Chi,2.7,-0.3,8,4.8,0.1,-2.1
56,Kansas,2.7,2.7,8,3.4,2,1.6
57,Kentucky,2.7,0,12,4.4,1.5,1.7
58,Cal Poly,2.7,3.3,-2,5.3,1.1,0.9
59,Rice,2.6,12,12,3.4,1.9,1.3
60,Wright State,2.6,3.7,4,4.1,1.2,5.7
61,Loyola-MD,2.6,1.7,5,5.8,-0.2,-2.6
62,Providence,2.5,-1.7,-5,3.2,1.5,4.1
63,San Jose St,2.5,0,-2,1.2,3.4,-3.6
64,Winthrop,2.4,7.7,14,4.3,1,5.7
65,Maryland,2.4,-9,-1,4.5,-0.4,1.6
66,Texas State,2.4,0.3,4,4.7,0.8,1.5
67,Texas A&M,2.4,-0.3,8,2.9,1.9,3.2
68,Alabama,2.4,6.3,12,4.5,0.2,0.9
69,Wichita St,2.4,-1,-12,4,0.8,3.2
70,Gonzaga,2.4,2.3,2,4.1,0.6,-0.5
71,Duke,2.3,3.3,-3,5.3,-0.2,6.4
72,Murray St,2.3,1,2,2.1,2.4,2.9
73,Lamar,2.2,1.3,2,4.4,1.1,0.8
74,Dayton,2.2,6,15,5.2,-1.1,1.7
75,Marquette,2.2,-2.3,-14,3.9,0.6,3.1
76,Cornell,2.2,-5,-8,4.3,0.6,0.9
77,Austin Peay,2.2,-5,-5,3.9,1.2,-2.1
78,Alabama St,2.2,3,4,5.4,0.5,2.2
79,Ohio,2.1,4.7,3,3.5,0.5,0.2
80,Rutgers,2.1,-1.7,5,3.7,0.5,-4.6
81,Cleveland St,2.1,6,20,5.5,-1.8,1.8
82,Stanford,2.1,-4.7,3,4,0,1.1
83,Fresno St,2,6,9,4.5,-0.5,-0.2
84,Nicholls St,2,-2.3,0,5.6,-0.1,1.9
85,VCU,2,-12,-11,5.5,0.1,2
86,VA Tech,2,3.3,-3,3,1.1,3.7
87,Oregon St,2,-6,-5,4.6,-0.8,-0.9
88,IPFW,2,0.7,-3,4.7,-0.2,0.3
89,Florida,1.9,-3.7,-2,5.5,-1.1,2.9
90,Stony Brook,1.9,-0.7,-3,3.8,0.6,2
91,Auburn,1.8,-1.3,-12,3.2,-0.2,2.1
92,Geo Mason,1.8,0,-5,1.9,1.8,-1.5
93,Rhode Island,1.7,-6.3,-11,4.4,-0.6,5.6
94,Morgan St,1.7,1.3,7,2.3,1.3,3.1
95,Utah State,1.7,-2.3,-6,4.9,-0.9,1.7
96,Mississippi,1.7,-1.3,4,2.1,1.3,2.5
97,Wofford,1.6,-3.3,-6,4.2,-0.2,3.1
98,Arkansas St,1.5,4,1,3.4,0.5,-1.5
