Abilene Christian,31,11,20,35.5,2123.0,68.5,49.3,104.3,737,1664,44.3,499,666,74.9,241,599,40.2,51.5,55.9,40.0,44.8,22.5,32.7,1.04,2214,71.4,50.1,1010,32.6,30.5,307,9.9,69.7,703,22.7,109,3.5,54.5,402,13.0,0.89,10.4,221,7.1,21.3,453,14.6,4.4,72,2.3,641,20.7,21
Air Force,30,12,18,40.0,1978.0,65.9,48.0,100.1,679,1561,43.5,406,588,69.0,216,653,33.1,50.4,53.8,37.7,46.8,20.5,32.7,1.0,1980,66.0,48.7,970,32.3,26.7,263,8.8,70.6,707,23.6,88,2.9,61.7,419,14.0,1.05,8.3,164,5.5,20.2,400,13.3,5.9,94,3.1,563,18.8,17
Akron,31,20,11,64.5,2059.0,66.4,52.5,101.9,726,1696,42.8,427,683,62.5,219,637,34.4,49.3,51.9,40.3,48.3,20.4,31.3,1.02,2098,67.7,51.6,1090,35.2,35.1,382,12.3,68.1,708,22.8,92,3.0,47.9,348,11.2,0.84,10.0,206,6.6,20.1,414,13.4,7.8,132,4.3,552,17.8,10
Alabama,31,13,18,41.9,2027.0,65.4,51.8,104.3,723,1619,44.7,491,711,69.1,177,527,33.6,50.1,54.0,43.9,51.7,23.2,25.1,1.04,2114,68.2,48.0,1019,32.9,30.5,309,10.0,65.5,710,22.9,103,3.3,47.4,343,11.1,0.92,10.4,210,6.8,18.4,372,12.0,8.1,136,4.4,596,19.2,16
Alabama A&M,28,13,15,46.4,1888.0,67.4,47.6,96.4,617,1495,41.3,407,625,65.1,177,531,33.3,47.2,50.8,41.8,48.4,22.4,29.2,0.96,1820,65.0,46.4,935,33.4,27.1,269,9.6,65.7,666,23.8,100,3.6,58.5,361,12.9,0.99,9.0,169,6.0,19.3,365,13.0,7.6,112,4.0,611,21.8,16
Alabama State,29,18,11,62.1,2011.0,69.3,54.0,104.0,731,1728,42.3,461,683,67.5,168,572,29.4,47.2,51.0,39.5,53.8,22.0,24.1,1.04,2092,72.1,50.6,1055,36.4,35.2,394,13.6,66.0,661,22.8,121,4.2,52.3,382,13.2,1.08,9.5,192,6.6,17.6,354,12.2,6.7,108,3.7,523,18.0,14
Albany,31,17,14,54.8,1976.0,63.7,51.5,103.4,695,1583,43.9,502,676,74.3,152,420,36.2,48.7,53.7,42.7,53.1,24.6,22.3,1.03,2044,65.9,51.9,1074,34.6,32.7,324,10.5,71.0,750,24.2,121,3.9,49.6,345,11.1,0.88,8.5,168,5.4,19.9,394,12.7,5.7,96,3.1,538,17.4,17
Alcorn State,30,12,18,40.0,1989.0,66.3,49.2,97.2,675,1599,42.2,449,686,65.5,135,436,31.0,46.4,50.2,42.9,55.8,23.2,20.9,0.97,1934,64.5,47.5,924,30.8,28.8,284,9.5,66.2,640,21.3,52,1.7,40.7,275,9.2,0.78,8.8,176,5.9,17.6,351,11.7,6.8,111,3.7,557,18.6,19
American University,32,20,12,62.5,1953.0,61.0,49.8,104.8,737,1490,49.5,369,520,71.0,203,531,38.2,56.3,58.9,34.9,52.2,18.0,29.8,1.05,2046,63.9,48.6,962,30.1,27.0,228,7.1,70.1,734,22.9,82,2.6,65.7,484,15.1,1.09,9.9,194,6.1,22.8,446,13.9,7.0,110,3.4,551,17.2,8
Appalachian State,30,9,21,30.0,2038.0,67.9,53.1,99.8,719,1730,41.6,445,697,63.8,151,500,30.2,45.9,49.3,40.3,55.9,21.9,22.3,1.0,2034,67.8,51.9,1091,36.4,34.0,392,13.1,69.8,699,23.3,131,4.4,45.5,327,10.9,0.9,9.2,187,6.2,17.8,362,12.1,5.0,83,2.8,597,19.9,10
Arizona,31,28,3,90.3,2034.0,65.6,58.5,112.0,814,1743,46.7,493,748,65.9,158,448,35.3,51.2,54.3,42.9,57.6,21.6,20.8,1.12,2279,73.5,55.7,1205,38.9,37.7,398,12.8,73.6,807,26.0,99,3.2,57.5,468,15.1,1.43,8.9,181,5.8,16.1,328,10.6,8.0,133,4.3,512,16.5,9
Arizona State,31,21,10,67.7,2184.0,70.5,50.3,107.3,789,1746,45.2,512,741,69.1,253,652,38.8,52.4,55.8,42.4,45.8,21.9,32.4,1.07,2343,75.6,47.2,1117,36.0,24.7,268,8.6,69.6,849,27.4,72,2.3,56.0,442,14.3,1.24,7.5,163,5.3,16.3,356,11.5,9.7,180,5.8,600,19.4,13
Arkansas,31,21,10,67.7,2278.0,73.5,53.5,109.7,848,1908,44.4,565,781,72.3,238,643,37.0,50.7,54.8,40.9,48.8,22.6,28.6,1.1,2499,80.6,47.4,1115,36.0,31.8,367,11.8,62.9,748,24.1,79,2.5,56.7,481,15.5,1.32,11.8,269,8.7,16.0,365,11.8,9.5,173,5.6,641,20.7,7
Arkansas State,30,18,12,60.0,2099.0,70.0,50.1,108.2,745,1663,44.8,517,705,73.3,264,685,38.5,52.7,56.8,42.4,42.4,22.8,34.9,1.08,2271,75.7,48.1,1027,34.2,26.6,272,9.1,69.6,755,25.2,137,4.6,53.3,397,13.2,1.08,9.8,205,6.8,17.5,367,12.2,4.5,78,2.6,524,17.5,10
Arkansas-Little Rock,30,14,16,46.7,2095.0,69.8,50.2,100.2,719,1693,42.5,512,701,73.0,150,467,32.1,46.9,51.8,41.4,54.2,24.4,21.4,1.0,2100,70.0,50.7,1075,35.8,31.0,332,11.1,70.4,743,24.8,114,3.8,48.1,346,11.5,0.87,8.6,181,6.0,19.0,399,13.3,7.2,118,3.9,634,21.1,17
Arkansas-Pine Bluff,30,13,17,43.3,2038.0,67.9,46.7,93.6,642,1552,41.4,433,658,65.8,190,544,34.9,47.5,51.1,42.4,47.4,22.7,29.9,0.94,1907,63.6,48.0,919,30.6,29.1,299,10.0,66.8,620,20.7,127,4.2,52.5,337,11.2,0.73,14.0,286,9.5,22.7,463,15.4,4.8,72,2.4,587,19.6,14
Army,31,15,16,48.4,2129.0,68.7,52.3,105.4,801,1804,44.4,406,580,70.0,236,697,33.9,50.9,54.0,32.2,50.4,18.1,31.6,1.05,2244,72.4,49.5,1043,33.6,32.1,352,11.4,66.8,691,22.3,102,3.3,54.4,436,14.1,1.09,8.8,187,6.0,18.8,401,12.9,7.5,132,4.3,567,18.3,7
Auburn,30,14,16,46.7,2030.0,67.7,52.2,105.6,723,1655,43.7,526,730,72.1,172,553,31.1,48.9,53.6,44.1,51.4,24.5,24.1,1.06,2144,71.5,49.4,1023,34.1,31.8,331,11.0,66.9,692,23.1,90,3.0,48.3,349,11.6,0.96,9.0,183,6.1,17.9,363,12.1,8.3,134,4.5,645,21.5,22
Austin Peay,30,12,18,40.0,2182.0,72.7,52.0,104.8,797,1632,48.8,535,804,66.5,158,459,34.4,53.7,56.8,49.3,55.9,23.4,20.7,1.05,2287,76.2,48.1,998,33.3,30.2,297,9.9,65.9,701,23.4,76,2.5,55.7,444,14.8,0.94,9.4,206,6.9,21.6,471,15.7,8.4,153,5.1,516,17.2,8
Ball State,30,5,25,16.7,2052.0,68.4,49.1,95.9,651,1601,40.7,469,679,69.1,196,625,31.4,46.8,51.1,42.4,46.3,23.8,29.9,0.96,1967,65.6,53.1,1108,36.9,35.6,383,12.8,70.6,725,24.2,108,3.6,57.6,375,12.5,0.74,6.6,136,4.5,24.6,505,16.8,4.2,70,2.3,615,20.5,18
Baylor,32,22,10,68.8,2092.0,65.4,58.7,114.9,822,1799,45.7,521,781,66.7,238,618,38.5,52.3,55.4,43.4,48.6,21.7,29.7,1.15,2403,75.1,55.2,1245,38.9,42.0,461,14.4,68.3,784,24.5,111,3.5,59.0,485,15.2,1.25,8.0,168,5.3,18.5,388,12.1,9.7,178,5.6,562,17.6,7
Belmont,33,24,9,72.7,2296.0,69.6,53.2,115.2,905,1791,50.5,543,742,73.2,293,738,39.7,58.7,61.7,41.4,46.3,20.5,33.2,1.15,2646,80.2,47.3,1012,30.7,27.8,275,8.3,66.7,737,22.3,83,2.5,57.5,520,15.8,1.22,9.7,222,6.7,18.5,425,12.9,4.3,79,2.4,686,20.8,17
Bethune-Cookman,32,7,25,21.9,2043.0,63.8,49.6,99.5,686,1713,40.0,442,615,71.9,218,613,35.6,46.4,50.7,35.9,46.1,21.8,32.2,0.99,2032,63.5,48.0,1002,31.3,32.9,367,11.5,63.1,635,19.8,121,3.8,46.1,316,9.9,0.77,9.7,199,6.2,20.0,408,12.8,5.0,80,2.5,681,21.3,26
Binghamton,30,7,23,23.3,1993.0,66.4,45.6,92.3,591,1554,38.0,476,687,69.3,182,569,32.0,43.9,48.9,44.2,44.5,25.9,29.7,0.92,1840,61.3,48.4,970,32.3,29.1,312,10.4,67.6,658,21.9,137,4.6,47.7,282,9.4,0.66,9.2,184,6.1,21.5,428,14.3,3.7,60,2.0,596,19.9,15
Boise State,32,20,12,62.5,2141.0,66.9,55.4,114.4,847,1844,45.9,508,678,74.9,247,660,37.4,52.6,56.5,36.8,49.0,20.7,30.3,1.14,2449,76.5,53.9,1097,34.3,33.1,349,10.9,74.6,748,23.4,86,2.7,45.2,383,12.0,1.21,9.1,195,6.1,14.8,316,9.9,3.9,67,2.1,608,19.0,8
Boston College,32,8,24,25.0,2044.0,63.9,49.9,107.5,716,1606,44.6,518,699,74.1,247,702,35.2,52.3,56.7,43.5,42.7,23.6,33.7,1.07,2197,68.7,46.5,951,29.7,27.2,265,8.3,65.8,686,21.4,94,2.9,55.4,397,12.4,1.11,6.8,140,4.4,17.5,358,11.2,4.9,86,2.7,603,18.8,13
Boston University,34,24,10,70.6,2277.0,67.0,51.5,106.7,871,1924,45.3,417,580,71.9,271,751,36.1,52.3,55.2,30.1,49.4,17.2,33.5,1.07,2430,71.5,49.3,1138,33.5,28.5,328,9.6,70.1,810,23.8,131,3.9,54.3,473,13.9,1.17,10.6,241,7.1,17.7,404,11.9,3.3,62,1.8,577,17.0,4
Bowling Green,32,12,20,37.5,2161.0,67.5,48.8,92.9,743,1745,42.6,401,630,63.7,120,417,28.8,46.0,49.1,36.1,62.1,20.0,17.9,0.93,2007,62.7,49.6,1131,35.3,30.1,338,10.6,69.2,793,24.8,103,3.2,52.1,387,12.1,0.83,11.4,246,7.7,21.7,469,14.7,10.2,177,5.5,564,17.6,13
