Air Force,32,16,16,50.0,2022.0,63.2,50.7,103.0,705,1737,40.6,406,567,71.6,266,788,33.8,48.2,51.9,32.6,42.2,19.5,38.3,1.03,2082,65.1,57.0,1110,34.7,34.3,381,11.9,79.6,729,22.8,68,2.1,63.7,449,14.0,1.1,8.6,174,5.4,20.1,407,12.7,6.5,100,3.1,587,18.3,13
Akron,36,13,23,36.1,2454.0,68.2,49.9,96.4,832,2004,41.5,507,768,66.0,194,606,32.0,46.4,49.9,38.3,54.0,21.4,24.6,0.96,2365,65.7,52.2,1345,37.4,32.7,425,11.8,71.7,920,25.6,123,3.4,51.1,425,11.8,0.83,8.8,216,6.0,20.9,514,14.3,4.1,85,2.4,655,18.2,16
Alabama,37,12,25,32.4,2434.0,65.8,47.4,90.3,758,1965,38.6,482,713,67.6,200,629,31.8,43.7,47.7,36.3,50.8,21.9,27.3,0.9,2198,59.4,48.5,1238,33.5,33.8,450,12.2,63.2,788,21.3,147,4.0,50.1,380,10.3,0.65,9.1,221,6.0,23.9,581,15.7,6.9,142,3.8,600,16.2,14
Alabama A&M,28,15,13,53.6,2013.0,71.9,49.4,92.9,658,1594,41.3,413,662,62.4,141,441,32.0,45.7,49.0,41.5,55.3,22.1,22.6,0.93,1870,66.8,51.1,1109,39.6,33.6,360,12.9,68.5,749,26.8,109,3.9,55.2,363,13.0,0.78,11.0,221,7.9,23.1,465,16.6,7.3,117,4.2,565,20.2,14
Alabama State,35,18,17,51.4,2343.0,66.9,48.4,95.3,715,1773,40.3,624,913,68.3,180,525,34.3,45.4,50.6,51.5,47.9,27.9,24.2,0.95,2234,63.8,48.9,1235,35.3,33.4,406,11.6,64.4,829,23.7,159,4.5,55.9,400,11.4,0.73,11.2,262,7.5,23.3,545,15.6,4.7,86,2.5,721,20.6,19
Albany,32,16,16,50.0,1990.0,62.2,52.6,102.9,744,1809,41.1,320,502,63.7,240,730,32.9,47.8,50.0,27.8,49.2,15.6,35.2,1.03,2048,64.0,49.0,1078,33.7,32.9,383,12.0,65.0,695,21.7,120,3.8,59.3,441,13.8,1.32,10.4,206,6.4,16.8,334,10.4,6.2,106,3.3,538,16.8,10
Alcorn State,28,24,4,85.7,2184.0,78.0,54.9,103.4,793,1794,44.2,494,756,65.3,178,555,32.1,49.2,52.4,42.1,54.5,21.9,23.6,1.03,2258,80.6,56.2,1288,46.0,37.9,424,15.1,74.6,864,30.9,94,3.4,60.4,479,17.1,1.13,10.8,236,8.4,19.4,424,15.1,8.0,133,4.8,621,22.2,16
American University,31,9,22,29.0,1949.0,62.9,48.9,101.2,679,1614,42.1,440,604,72.8,175,485,36.1,47.5,51.9,37.4,51.1,22.3,26.6,1.01,1973,63.6,48.2,948,30.6,26.2,268,8.6,70.2,680,21.9,99,3.2,51.8,352,11.4,1.1,8.7,169,5.5,16.5,321,10.4,4.1,65,2.1,584,18.8,14
Appalachian State,31,15,16,48.4,2145.0,69.2,53.1,105.8,841,1822,46.2,390,564,69.1,197,579,34.0,51.6,54.3,31.0,56.8,17.2,26.0,1.06,2269,73.2,50.2,1070,34.5,30.7,329,10.6,69.7,741,23.9,108,3.5,52.4,441,14.2,1.15,9.1,196,6.3,17.8,382,12.3,4.4,77,2.5,598,19.3,16
Arizona,38,8,30,21.1,2574.0,67.7,50.8,100.2,940,2115,44.4,525,774,67.8,175,598,29.3,48.6,52.0,36.6,59.3,20.3,20.3,1.0,2580,67.9,47.6,1167,30.7,29.2,375,9.9,66.0,792,20.8,122,3.2,52.8,496,13.1,1.04,8.7,225,5.9,18.5,475,12.5,6.2,129,3.4,753,19.8,20
