Rank,Team,2009,Last 3,Last 1,Home,Away,2008
1,Kansas,1.144,1.121,1.059,1.195,1.091,1.076
2,Utah State,1.144,1.072,0.844,1.225,1.062,1.15
3,Notre Dame,1.14,0.96,0.916,1.212,1.041,1.074
4,St Marys,1.139,1.083,0.827,1.192,1.093,1.066
5,Duke,1.132,1.208,0.991,1.221,1.062,1.092
6,BYU,1.13,1.045,0.996,1.15,1.115,1.091
7,Syracuse,1.123,1.128,0.91,1.13,1.116,1.074
8,Cornell,1.12,1.128,0.7,1.108,1.126,1.062
9,Ohio State,1.113,1.046,1.072,1.184,1.047,1.044
10,California,1.112,1.038,0.909,1.186,1.051,1.094
11,Memphis,1.103,1.077,1.076,1.141,1.048,1.071
12,Villanova,1.101,1.014,1.026,1.134,1.076,1.071
13,Marquette,1.1,1.066,1.167,1.155,1.045,1.106
14,Baylor,1.1,1.168,1.12,1.151,1.061,1.079
15,E Kentucky,1.098,1.129,1.25,1.163,1.051,1.114
16,Wisconsin,1.096,0.968,1.125,1.153,1.035,1.041
17,Kentucky,1.095,1.051,0.905,1.14,1.05,1.034
18,Sam Hous St,1.095,0.984,0.775,1.16,1.061,1.05
19,Nevada,1.093,1.069,1.071,1.114,1.075,1.016
20,Maryland,1.093,1.085,1.136,1.164,1.023,1.008
21,VCU,1.091,1.106,1.052,1.127,1.05,1.051
22,Murray St,1.091,1,0.914,1.097,1.087,1.026
23,Portland St,1.091,0.979,0.829,1.193,1.039,1.06
24,W Virginia,1.09,0.978,1.043,1.127,1.066,1.064
25,New Mexico,1.09,1.001,0.885,1.097,1.083,1.068
26,Louisville,1.085,0.981,0.894,1.125,1.028,1.062
27,Providence,1.084,1.079,1.191,1.09,1.076,1.04
28,Georgetown,1.083,1.146,1.142,1.102,1.065,1.039
29,App State,1.08,1.129,0.826,1.16,1.015,1.008
30,Xavier,1.079,1.043,1.069,1.16,1.017,1.048
31,Gonzaga,1.079,0.967,0.939,1.152,1.023,1.12
32,Kansas St,1.076,1.056,0.848,1.055,1.093,1.049
33,Lipscomb,1.074,1.087,1.087,1.104,1.05,1.04
34,Seton Hall,1.074,1.055,0.962,1.09,1.053,1.025
35,Missouri St,1.074,1.104,1.174,1.103,1.037,0.945
36,Weber State,1.073,0.92,0.84,1.129,1.03,1.022
37,N Mex State,1.072,1.079,0.999,1.105,1.048,1.059
38,Rhode Island,1.072,0.992,0.811,1.144,1.006,1.092
39,Montana,1.071,1,0.915,1.153,1.01,1.021
40,Portland,1.071,1.062,1.146,1.152,1.006,1.037
41,Vanderbilt,1.071,0.973,0.994,1.126,1.014,1.019
42,Houston,1.071,1.112,1.04,1.069,1.073,1.054
43,IUPUI,1.071,0.957,0.904,1.075,1.068,1.015
44,Marshall,1.069,1.027,1.091,1.123,0.999,1.015
45,Mississippi,1.067,1.003,0.839,1.121,1.005,1.04
46,Denver,1.065,1.046,0.929,1.145,0.982,1.017
47,N Colorado,1.063,1.072,0.924,1.11,1.021,1.019
48,Texas,1.062,1.001,0.975,1.093,1.03,1.04
49,San Jose St,1.061,0.978,1.037,1.13,1.009,0.977
50,Minnesota,1.061,0.91,0.82,1.161,0.966,1.003
51,Michigan St,1.06,0.997,0.841,1.063,1.058,1.054
52,Washington,1.06,1.014,0.738,1.103,1.008,1.05
53,Oklahoma St,1.06,1.039,1,1.148,0.978,1.098
54,Northwestern,1.058,1.036,0.967,1.072,1.04,1.023
55,Arizona St,1.058,0.947,0.963,1.09,1.008,1.112
56,San Diego St,1.058,1.012,0.971,1.102,1.027,1.036
57,Col Charlestn,1.058,1.038,1.075,1.087,1.04,1.096
58,Missouri,1.056,1.05,0.943,1.122,0.967,1.097
59,UNLV,1.054,0.957,1.103,1.092,1.017,1.008
60,Colorado,1.054,1.123,0.886,1.116,0.987,0.958
61,Butler,1.053,0.93,0.958,1.114,1.013,1.046
62,Lafayette,1.05,0.994,0.847,1.085,1.013,0.924
