Rank,Team,2004,Last 3,Last 1,Home,Away,2003
1,Holy Cross,0.862,1.04,1.112,0.86,0.865,0.872
2,Boston U,0.87,0.986,1.039,0.795,0.923,0.899
3,U Penn,0.883,0.966,1.092,0.82,0.928,0.945
4,SE Louisiana,0.885,0.913,1.028,0.862,0.897,0.974
5,Wash State,0.889,0.912,1.049,0.839,0.926,0.982
6,Old Dominion,0.892,1,1.152,0.847,0.931,0.953
7,Norfolk St,0.896,0.972,1.248,0.863,0.916,0.952
8,Louisville,0.898,1.163,1.247,0.83,0.962,0.855
9,Nevada,0.9,0.969,1.034,0.884,0.917,0.932
10,Alab A&M,0.9,0.876,1.105,0.817,0.943,1.023
11,Winthrop,0.901,0.976,1.071,0.86,0.932,0.978
12,Kentucky,0.903,1.032,1.235,0.835,0.958,0.909
13,Duke,0.904,0.911,1.031,0.841,0.96,0.902
14,Cincinnati,0.904,1.034,1.049,0.863,0.952,0.919
15,Connecticut,0.905,0.979,0.988,0.863,0.962,0.889
16,Arkansas,0.906,1.019,1.103,0.848,0.973,0.979
17,Hampton,0.906,0.937,1.05,0.795,0.956,0.975
18,Utah State,0.907,1.049,1.097,0.854,0.955,0.958
19,N Carolina,0.908,1.042,1.095,0.848,0.952,0.974
20,GA Tech,0.91,1.019,1.299,0.809,1.01,0.906
21,Florida,0.91,0.899,1.038,0.845,0.979,0.976
22,Villanova,0.911,0.865,1.012,0.919,0.903,0.988
23,Minnesota,0.912,0.889,0.943,0.885,0.941,1.019
24,Lehigh,0.914,0.933,0.859,0.889,0.931,0.939
25,Illinois,0.914,1.106,1.173,0.886,0.933,0.946
26,Oklahoma,0.915,0.948,1.061,0.856,0.972,0.918
27,Iowa State,0.921,0.954,1.104,0.849,0.995,0.999
28,St Josephs,0.922,0.949,1.047,0.87,0.969,0.9
29,S Illinois,0.924,1.063,1.224,0.858,0.971,0.932
30,Sam Hous St,0.925,0.943,1.143,0.863,0.966,1.034
31,Vermont,0.927,0.911,1.107,0.871,0.965,0.938
32,Utah,0.927,0.945,1.075,0.866,0.971,0.945
33,Jackson St,0.927,0.812,0.936,0.911,0.938,0.904
34,Geo Wshgtn,0.929,0.967,1.045,0.913,0.941,0.978
35,WI-Milwkee,0.929,1.107,1.188,0.882,0.962,0.997
36,S Car State,0.93,1.472,0.942,1.003,0.897,0.956
37,Kansas,0.931,1.064,0.997,0.9,0.985,0.939
38,Wisconsin,0.931,1.035,1.251,0.873,0.984,0.908
39,Syracuse,0.933,0.904,0.866,0.899,0.97,0.971
40,Clemson,0.933,1.01,1.063,0.896,0.969,0.998
41,Bucknell,0.933,1.031,1.179,0.797,1.028,0.93
42,Col Charlestn,0.934,0.838,0.914,0.914,0.961,0.945
43,Nebraska,0.935,0.997,1.021,0.862,1.029,0.959
44,Ohio State,0.937,0.964,0.924,0.848,1.04,1.045
45,Miss State,0.939,1.055,0.977,0.871,0.982,0.917
46,Memphis,0.939,0.958,1.127,0.894,1.01,0.977
47,Maine,0.94,0.926,1.058,0.922,0.951,0.926
48,Cal St Nrdge,0.944,0.959,0.99,0.928,0.952,0.989
49,Maryland,0.944,0.895,0.958,0.908,0.998,0.944
50,Michigan St,0.945,1.049,1.09,0.908,0.976,1.021
51,St Marys,0.945,0.999,0.948,0.898,0.991,0.973
52,TX A&M-CC,0.946,0.897,1.023,0.897,0.981,1.004
53,Oral Roberts,0.946,0.989,0.974,0.914,0.97,1.051
54,Boston Col,0.947,1.029,1.129,0.931,0.967,0.951
55,New Mexico,0.948,0.941,0.814,0.921,0.985,1.026
56,Dayton,0.948,0.962,1.01,0.916,0.999,0.991
57,Hofstra,0.948,1.05,0.95,0.905,0.978,0.991
58,Akron,0.949,0.97,1.014,0.885,1.025,1.037
59,Pittsburgh,0.95,1.046,1.158,0.912,1.004,0.887
60,Iowa,0.95,1.007,1.132,0.919,0.978,0.964
61,Montana St,0.951,1.022,1.09,0.885,1.01,0.968
62,Chattanooga,0.951,0.925,0.984,0.858,1.032,1.07
63,TX Christian,0.951,1.059,1.092,0.866,1.027,1.015
64,Vanderbilt,0.951,1.013,1.146,0.878,1.045,0.937
65,GA Southern,0.952,0.893,0.891,0.933,0.962,0.927
66,Texas Tech,0.952,0.986,0.994,0.874,1.02,0.946
67,Portland St,0.952,1.058,1.031,0.897,1.008,0.967
68,Saint Louis,0.953,0.913,1.209,0.922,0.984,0.931
69,Texas A&M,0.954,1.006,0.988,0.866,1.115,1.07
70,Seton Hall,0.955,1.058,0.98,0.927,1,0.951
71,Miami (OH),0.955,1.019,1.001,0.915,0.989,0.99
72,Alcorn State,0.955,0.921,0.976,0.862,1.016,1.02
73,Beth-Cook,0.958,0.951,1.09,0.935,0.971,0.98
74,Columbia,0.958,1.137,1.16,0.941,0.977,0.993
75,Denver,0.959,1.138,1.18,0.9,0.995,1.019
76,Fordham,0.959,0.99,1.132,0.892,1.014,1.06
77,Arizona,0.96,1.048,1.153,0.937,0.977,1.016
78,Middle Tenn,0.96,0.996,1.039,0.898,1.004,0.99
79,Gard-Webb,0.96,1.043,1.022,0.891,1.007,1.041
80,Missouri St,0.961,1.115,1.101,0.924,1.005,0.95
81,Oklahoma St,0.961,1.044,1.186,0.881,1.016,0.918
82,High Point,0.961,0.992,0.948,0.893,1.011,0.957
83,Albany,0.961,1.057,1.163,0.966,0.958,1.015
84,Binghamton,0.962,1.022,1.12,0.918,0.998,0.936
85,Northeastrn,0.962,1.081,1.222,0.921,0.986,0.971
86,TX Southern,0.962,0.909,0.883,0.929,0.992,0.905
87,San Fransco,0.963,1.1,1.148,0.927,1.007,0.999
88,UAB,0.963,0.983,1.122,0.912,1.003,0.928
89,Texas,0.964,1.032,0.928,0.906,1.031,0.951
90,TX El Paso,0.964,1.035,0.947,0.908,1.019,0.975
91,Drexel,0.965,1.064,1.056,0.916,0.994,0.954
92,VCU,0.965,0.984,1.121,0.953,0.981,0.917
93,LA Lafayette,0.965,1.009,1.005,0.84,1.036,0.977
