Rank,Team,2012,Last 3,Last 1,Home,Away,2011
118,Tennessee,0.962,1.006,1.196,0.979,0.944,0.966
119,BYU,0.962,0.986,1.086,0.908,1.03,0.915
120,LSU,0.962,1.1,1.162,0.923,1.013,0.932
121,Geo Mason,0.962,0.999,1.082,0.93,0.993,0.923
122,S Methodist,0.962,0.98,0.819,0.965,0.961,0.989
123,Arizona St,0.963,1.081,1.121,0.912,1.03,1.031
124,Oklahoma,0.964,1.077,1.086,0.884,1.026,0.993
125,Rob Morris,0.964,1.056,1.139,0.958,0.969,0.95
126,Princeton,0.964,1.07,0.899,0.985,0.949,0.966
127,WI-Grn Bay,0.965,1.085,1.069,0.865,1.061,0.988
128,Bowling Grn,0.967,1.017,1.083,0.893,1.036,0.976
129,Illinois St,0.967,1.037,1.012,0.909,1.021,0.988
130,Elon,0.967,0.955,0.948,0.932,0.992,1.009
131,Lehigh,0.967,1.098,1.078,0.922,1,0.931
132,Radford,0.967,0.97,0.931,0.939,0.985,1.027
133,UC Irvine,0.968,0.999,0.988,0.897,1.005,1.011
134,Florida Intl,0.968,0.863,0.968,0.924,0.999,1.005
135,S Alabama,0.969,0.979,1.179,0.898,1.025,0.988
136,Illinois,0.969,1.004,1.111,0.945,0.989,0.966
137,Charl South,0.969,1.064,1.125,0.961,0.976,1.009
138,W Kentucky,0.97,0.889,0.919,0.937,0.991,0.968
139,Loyola-Chi,0.97,1.014,0.977,0.982,0.96,1.013
140,Notre Dame,0.97,1.048,1.161,0.936,1.016,0.967
141,La Salle,0.971,1.053,1.092,0.923,1.002,0.939
142,USC,0.973,1.055,1.013,0.913,1.033,0.954
143,Coastal Car,0.973,1.053,1.142,0.901,1.046,1.004
144,NW State,0.973,1.053,1.196,0.888,1.024,0.969
145,Indiana St,0.974,0.986,1.011,0.971,0.975,0.98
146,Wash State,0.975,0.924,1.053,0.911,1.059,1.013
147,High Point,0.976,1.002,1.066,0.983,0.97,1.066
148,Tulsa,0.977,1.105,1.047,0.886,1.038,0.956
149,James Mad,0.977,0.984,1.308,0.9,1.026,1.024
150,Seton Hall,0.978,0.98,1.326,0.954,1.001,0.94
151,Dayton,0.979,1.053,1.131,0.937,1.026,1
152,Harvard,0.979,1.028,1.142,0.954,0.999,0.896
153,Evansville,0.979,1.143,1.208,0.931,1.031,1.045
154,N Illinois,0.98,0.987,0.93,0.971,0.987,1.064
155,Towson,0.98,1.022,0.929,0.998,0.97,1.081
156,Murray St,0.981,1.107,0.954,1.005,0.965,0.903
157,St Josephs,0.981,1.055,0.981,0.928,1.022,0.99
158,Iowa State,0.981,1.072,1.153,0.907,1.053,0.984
159,Colorado St,0.982,1.106,1.296,0.941,1.016,1.027
160,Washington,0.982,1.048,1.118,0.973,0.993,0.963
161,Brown,0.983,0.945,0.908,0.935,1.023,1.053
162,Kent State,0.983,1,1.095,0.978,0.989,0.954
163,Temple,0.984,1.038,0.911,0.995,0.973,0.992
164,U Mass,0.985,0.976,0.963,0.956,1.008,0.946
165,UAB,0.985,1.009,1.157,0.96,1.004,0.97
166,Santa Clara,0.985,0.981,1.041,0.956,1.016,1.111
167,Columbia,0.985,1.076,1.12,0.965,1.003,0.974
168,U Penn,0.986,1.047,1.1,0.968,0.999,0.98
169,North Texas,0.986,0.908,1.083,0.927,1.039,0.939
170,Tulane,0.987,1.069,1.059,0.929,1.053,0.939
171,Drexel,0.987,0.941,0.923,0.96,1.008,0.9
172,Oral Roberts,0.987,0.988,1.159,0.957,1.006,0.996
173,Miss State,0.988,0.905,1.054,0.884,1.069,0.998
174,Navy,0.988,1.139,1.022,0.969,1.003,1.048
175,Fla Atlantic,0.989,0.95,1.123,0.97,1.004,1.004
176,Central FL,0.989,1.015,1.043,0.954,1.046,0.976
177,Jksnville St,0.989,1.122,1.261,0.978,0.996,0.954
178,Boise State,0.989,1.055,1.309,0.953,1.018,1.01
179,Chicago St,0.99,0.969,1.115,0.863,1.045,1.063
180,Army,0.99,1.012,1.182,0.931,1.028,0.997
181,S Florida,0.991,0.891,0.803,0.988,0.996,0.935
182,Utah,0.992,0.989,1.01,0.979,1.003,1.098
183,Toledo,0.992,0.975,1.027,0.944,1.026,1.007
184,NC-Asheville,0.992,1.02,1.079,0.962,1.009,1.017
185,TX-Pan Am,0.993,0.873,1.072,0.909,1.041,1.037
186,Coppin State,0.993,1.014,1.189,0.964,1.007,1.08
187,Winthrop,0.994,0.871,0.903,0.929,1.044,1.007
188,N Kentucky,0.994,0.954,1.084,0.939,1.02,--
189,St Peters,0.995,1.106,0.917,0.967,1.018,1.028
190,Auburn,0.996,1.028,1.069,0.957,1.039,0.95
191,SC Upstate,0.996,0.966,1.156,0.936,1.031,0.975
192,Oregon St,0.996,1.024,1.083,0.956,1.044,0.988
193,San Jose St,0.996,1.13,0.987,0.988,1.003,1.067
194,Rutgers,0.996,0.928,1.093,1.005,0.987,0.961
195,Utah State,0.998,0.975,1.268,0.983,1.014,1.001
196,Montana,0.998,1.021,1.196,0.923,1.048,0.926
197,Wake Forest,0.998,1.069,1.036,0.927,1.074,1.037
198,Monmouth,0.998,1.01,0.939,0.973,1.015,1.05
199,NC State,0.998,1.049,1.149,0.987,1.008,0.976
200,Delaware St,0.998,1.029,1.16,0.856,1.055,1.013
201,Florida A&M,0.999,1.048,1.073,0.928,1.025,1.031
202,Hofstra,0.999,0.923,0.9,0.961,1.03,0.985
203,Delaware,0.999,0.95,0.868,0.961,1.024,0.974
204,Richmond,1,1.032,0.949,0.922,1.082,1.016
205,Hawaii,1,1.08,1.025,0.943,1.107,1.037
206,S Carolina,1.001,1.055,0.999,0.985,1.022,1.019
207,TX Christian,1.002,1.156,1.211,0.953,1.06,1.032
208,CS Bakersfld,1.002,0.924,0.86,0.94,1.036,1.039
209,Beth-Cook,1.003,1.031,1.217,0.953,1.028,1.014
210,IPFW,1.003,1.034,1.187,0.996,1.008,1.054
211,Jackson St,1.003,1.054,1.257,0.909,1.041,1.014
212,Nebraska,1.004,1.125,1.169,0.92,1.093,1.031
213,Holy Cross,1.005,1.077,1.254,0.954,1.042,0.986
214,Detroit,1.005,1.016,1.176,0.965,1.036,0.994
215,E Kentucky,1.005,1.12,1.272,0.978,1.028,1.05
216,LA Lafayette,1.006,0.946,1.151,0.969,1.035,0.935
217,Northwestern,1.006,1.109,1.096,0.988,1.032,1.049
218,Maine,1.006,1.039,0.827,0.927,1.053,0.999
219,Niagara,1.006,1.062,1.19,0.979,1.03,1.051
220,North Dakota,1.007,0.995,1.067,0.95,1.041,0.985
221,Quinnipiac,1.007,1.166,1.24,0.954,1.048,0.958
222,Bradley,1.008,1.127,1.449,0.944,1.076,1.031
223,Florida St,1.009,1.1,1.051,0.997,1.022,0.898
224,Youngs St,1.01,1.07,1.105,1.028,0.994,1.009
225,Marist,1.01,1.016,1.003,0.968,1.041,1.024
226,TN State,1.011,1.066,1.067,0.985,1.028,0.985
227,Houston,1.012,1.087,1.075,0.974,1.054,1.023
228,S Dakota St,1.013,1.048,1.144,0.923,1.067,0.984
229,San Diego,1.013,0.95,1.025,1.018,1.009,1.036
230,Alabama St,1.013,0.987,1.037,0.948,1.049,0.943
231,SE Louisiana,1.014,1.021,1.138,0.972,1.036,0.929
232,Miss Val St,1.014,1.038,0.956,0.99,1.026,0.959
233,S Illinois,1.014,1.003,1.068,0.971,1.044,1.026
234,W Virginia,1.014,1.163,1.088,0.977,1.044,0.975
235,SIU Edward,1.015,1.077,1.04,0.974,1.047,1.047
236,Alab A&M,1.015,0.94,1.049,0.943,1.061,1.003
237,Sac State,1.015,1.035,1.203,1,1.027,1.053
238,Buffalo,1.016,0.996,1.018,0.976,1.047,0.966
239,UC Riverside,1.016,1.053,0.841,0.962,1.057,0.968
240,Pacific,1.016,1.033,1.226,0.98,1.04,1.05
241,GA Southern,1.016,1.08,1.29,0.998,1.026,1.011
242,E Carolina,1.016,0.941,1.091,0.99,1.048,0.985
243,S Utah,1.016,1.006,1.019,0.943,1.066,1.035
244,Yale,1.018,1.033,0.935,1.01,1.022,0.953
245,Rhode Island,1.018,1.163,1.159,0.961,1.077,1.065
246,DePaul,1.019,1.206,1.169,0.979,1.064,1.041
247,Morehead St,1.019,1.064,1.169,0.982,1.046,1.003
248,Pepperdine,1.02,1.167,0.929,1.003,1.032,1.026
249,Jacksonville,1.02,1.031,1.137,0.97,1.048,1.055
250,Georgia St,1.02,1.107,1.155,1.003,1.039,0.871
251,Portland,1.02,1.109,0.984,0.983,1.053,1.095
252,San Fransco,1.021,1.006,1.01,0.997,1.043,1.026
253,Loyola Mymt,1.021,0.937,1.025,1.004,1.033,0.976
254,UCSB,1.023,0.874,1.128,0.941,1.082,1
255,Canisius,1.023,0.992,1.167,0.977,1.063,1.086
256,Dartmouth,1.024,1.022,1.015,1.034,1.015,0.994
257,Penn State,1.024,1.072,1.3,0.987,1.069,1.012
258,Ball State,1.024,1.055,1.174,1,1.048,0.969
259,Troy,1.024,0.974,0.968,0.971,1.068,1.091
260,Cornell,1.025,1.145,1.112,1.05,1.006,0.974
261,Miami (OH),1.027,0.899,0.903,1.014,1.035,1.037
262,App State,1.027,0.905,1.033,0.993,1.052,1.033
263,Northeastrn,1.027,1.03,1.038,1.04,1.017,0.989
264,Stetson,1.028,0.931,0.995,1.021,1.033,1.059
265,Colgate,1.028,1.153,1.105,0.959,1.07,1.09
266,St Fran (NY),1.028,1.139,1.158,0.994,1.051,0.956
267,W Carolina,1.028,0.963,1.031,1.01,1.038,1.036
268,NC-Grnsboro,1.03,1.089,0.965,0.985,1.068,1.047
269,Lafayette,1.03,0.987,1.057,0.986,1.071,1.073
270,Texas State,1.03,1.01,1.07,1.074,0.999,1.024
271,SE Missouri,1.031,1.047,1.091,1.027,1.033,1.045
272,Siena,1.031,1.052,1.118,0.979,1.072,0.987
273,Iona,1.031,1.022,1.139,1.022,1.036,0.991
274,Marshall,1.031,1.133,1.035,0.915,1.136,0.991
275,Maryland BC,1.033,0.972,1.279,0.99,1.066,1.082
276,TN Tech,1.034,0.986,0.986,0.991,1.067,1.023
277,Mt St Marys,1.034,1.063,1.253,0.966,1.075,1.014
278,Maryland ES,1.035,1.092,1.124,0.925,1.08,1.011
279,N Florida,1.035,1.15,1.065,0.969,1.067,1.022
280,Drake,1.036,1.034,1.006,1.022,1.048,0.975
281,McNeese St,1.036,1.128,1.359,0.97,1.078,1.007
282,Utah Val St,1.037,1.011,0.992,0.987,1.064,0.976
283,Binghamton,1.037,1.09,1.26,1.007,1.061,1.061
284,Cal Poly,1.037,1.021,1.418,0.994,1.065,0.985
285,Liberty,1.037,1.084,1.11,1.004,1.056,1.069
286,E Illinois,1.038,0.962,1.23,1.007,1.064,1.05
287,St Bonavent,1.039,1.09,1.132,0.992,1.083,0.971
288,Boston Col,1.039,1.04,1.112,0.988,1.099,1.03
289,Central Ark,1.039,1.026,1.026,1.041,1.037,1.075
290,Cleveland St,1.039,1.14,1.109,0.976,1.08,0.922
291,Idaho State,1.04,1.066,1.057,1.031,1.046,1.066
292,American,1.04,1.157,1.077,0.976,1.089,0.962
293,Bryant,1.04,1.076,1.074,1.026,1.056,1.112
294,Campbell,1.041,1.046,1.096,0.991,1.08,1.05
295,TX-San Ant,1.041,0.943,1.196,1.062,1.03,0.982
296,Wm & Mary,1.041,1.069,1.143,1.034,1.046,1.081
297,Lg Beach St,1.042,1.226,1.429,0.91,1.123,0.942
298,Chattanooga,1.042,1.145,1.204,1.008,1.078,1.01
299,Texas Tech,1.043,1.095,1.261,1.009,1.108,1.017
300,WI-Milwkee,1.043,1.06,0.937,1.004,1.07,0.937
301,Cal St Nrdge,1.043,1.162,1.039,1.08,1.018,1.079
302,Nicholls St,1.045,0.99,0.981,0.996,1.072,1.124
303,Nevada,1.046,1.188,1.21,1.011,1.081,0.955
304,Old Dominion,1.046,1.067,0.951,1.055,1.035,0.914
305,Central Conn,1.047,1.062,1.017,1.026,1.061,0.985
306,Air Force,1.047,1.107,1.266,0.989,1.093,0.988
307,E Washingtn,1.048,1.027,0.987,0.993,1.093,1.014
308,Missouri St,1.048,0.982,1.133,1.016,1.072,0.968
309,UC Davis,1.05,1.136,1.063,1.071,1.034,1.099
310,N Colorado,1.05,0.952,1.083,1.027,1.064,1.091
311,Samford,1.052,0.991,1.041,1.035,1.062,1.076
312,S Car State,1.052,1.035,1.042,1.033,1.067,1.097
313,LIU-Brooklyn,1.053,0.983,1.076,0.993,1.088,1.015
314,NC-Wilmgton,1.053,1.084,0.972,0.964,1.128,1.045
315,CS Fullerton,1.055,1.141,1.254,1.05,1.057,1.017
316,New Orleans,1.056,0.986,0.934,0.971,1.108,1.101
317,Duquesne,1.056,1.174,1.284,1.018,1.091,1.015
318,N Arizona,1.057,1.109,1.147,1.008,1.087,1.085
319,Lipscomb,1.057,1.124,1.278,1.033,1.076,1.024
320,TX A&M-CC,1.059,1.06,1.134,1.056,1.061,0.995
321,VA Tech,1.059,1.237,1.146,0.994,1.131,0.961
322,Lamar,1.062,1.108,1.095,1.015,1.088,0.945
323,Kennesaw St,1.065,1.053,0.978,1.038,1.081,1.145
324,LA Monroe,1.067,1.024,1.11,1.038,1.089,1.083
325,VA Military,1.068,1.057,0.952,1.027,1.093,1.081
326,UMKC,1.069,0.934,1.101,1.074,1.066,1.079
327,Montana St,1.07,1.023,1.03,1.066,1.074,1.047
328,E Tenn St,1.071,1.06,0.987,1.144,1.025,0.972
329,Sacred Hrt,1.072,1.173,1.304,1.052,1.086,1.028
330,Central Mich,1.075,1.076,1.052,1.044,1.093,1.012
331,Oakland,1.076,1.156,1.235,1.047,1.089,1.091
332,Austin Peay,1.076,1.037,0.716,1.063,1.085,1.042
333,Furman,1.079,1.063,1.089,1.106,1.06,0.999
334,Fordham,1.08,1.1,1.072,1.035,1.104,1.028
335,Idaho,1.08,1.102,1.123,1.074,1.085,1.033
336,TN Martin,1.085,1.047,1.041,1.074,1.092,1.103
337,St Fran (PA),1.09,1.175,1.407,1.099,1.082,1.058
338,South Dakota,1.092,0.972,0.885,1.127,1.068,1.072
339,Portland St,1.097,1.215,1.072,1.06,1.13,1.071
340,Rice,1.1,1.111,1.033,1.082,1.118,0.962
341,F Dickinson,1.108,1.227,1.347,1.109,1.107,1.045
342,Longwood,1.114,1.112,1.258,1.091,1.126,1.154
343,Presbyterian,1.123,1.209,1.139,1.038,1.169,1.054
344,Citadel,1.132,1.043,1.172,1.084,1.167,1.076
345,Neb Omaha,1.136,1.124,1.162,1.09,1.167,1.148
346,Grambling St,1.142,1.019,0.891,1.127,1.149,1.045
347,IUPUI,1.147,1.122,1.295,1.079,1.195,1.08
