Rank,Team,2008,Last 3,Last 1,Home,Away,2007
1,Memphis,0.839,1.079,1.21,0.765,0.905,0.862
2,Ste F Austin,0.869,0.915,0.834,0.741,0.93,0.917
3,Illinois,0.88,0.974,1.036,0.817,0.944,0.947
4,Hampton,0.881,0.754,0.87,0.829,0.918,0.893
5,Purdue,0.882,0.964,0.997,0.809,0.959,0.912
6,Louisville,0.884,1.006,1.115,0.853,0.914,0.896
7,Connecticut,0.896,0.961,1.078,0.867,0.918,0.946
8,Gonzaga,0.9,1.139,1.235,0.79,0.96,0.902
9,Davidson,0.902,0.912,1.008,0.888,0.912,0.915
10,Wright State,0.903,1.006,1.055,0.865,0.934,0.972
11,Xavier,0.905,0.872,0.911,0.855,0.943,0.952
12,Akron,0.907,1.006,1.229,0.832,0.95,0.952
13,Lehigh,0.908,0.945,0.812,0.916,0.901,0.962
14,Dayton,0.911,0.976,0.838,0.844,0.978,0.998
15,Morgan St,0.912,1.035,1.155,0.852,0.936,0.925
16,W Virginia,0.913,1.051,1.099,0.856,0.962,0.926
17,Cleveland St,0.915,1.026,1.093,0.81,0.982,0.951
18,Butler,0.916,1.04,1.117,0.888,0.938,0.94
19,Army,0.916,0.817,0.986,0.873,0.955,0.934
20,Beth-Cook,0.918,0.861,0.978,0.884,0.932,0.996
21,Wash State,0.92,0.913,1.096,0.857,0.977,0.92
22,Kansas,0.921,0.874,0.983,0.875,0.982,0.874
23,Stony Brook,0.922,0.855,1.148,0.913,0.93,0.995
24,Missouri,0.922,1.075,1.059,0.818,1.016,0.974
25,Auburn,0.923,0.94,1.112,0.904,0.952,1.055
26,Miami (OH),0.923,0.953,1.18,0.842,0.971,0.983
27,Tulsa,0.923,0.984,0.939,0.91,0.936,0.945
28,Kentucky,0.924,1.058,1.26,0.903,0.953,0.97
29,Wake Forest,0.926,1.121,1.231,0.869,0.987,0.953
30,BYU,0.926,1.093,1.148,0.868,0.979,0.883
31,Niagara,0.926,0.991,1.014,0.925,0.927,0.992
32,Nebraska,0.927,1.031,1.093,0.869,1.006,0.917
33,Florida St,0.927,1.089,0.951,0.867,0.98,0.97
34,VCU,0.929,0.858,1.024,0.878,0.964,0.88
35,Holy Cross,0.929,0.886,1.06,0.949,0.91,0.958
36,Duke,0.929,1.009,1.024,0.877,0.977,0.914
37,Columbia,0.929,0.922,0.845,0.889,0.969,0.994
38,N Carolina,0.931,0.907,0.93,0.91,0.945,0.931
39,Geo Mason,0.931,0.985,1.112,0.838,1.002,0.961
40,San Diego St,0.931,0.987,1.153,0.881,0.987,0.94
41,Michigan St,0.932,1.015,1.15,0.877,0.974,0.947
42,American,0.932,0.972,1.11,0.865,0.971,0.983
43,Drexel,0.933,0.902,0.985,0.908,0.952,0.946
44,Buffalo,0.933,1.055,1.226,0.882,0.966,0.995
45,Old Dominion,0.933,0.834,0.958,0.906,0.965,0.972
46,Vermont,0.934,0.958,1.059,0.898,0.964,0.975
47,AR Lit Rock,0.935,0.925,0.85,0.983,0.888,0.924
48,S Carolina,0.935,0.907,0.891,0.882,1.016,1.019
49,Washington,0.935,0.961,1.02,0.882,0.997,0.992
50,Alabama St,0.935,0.824,0.849,0.902,0.951,0.962
51,Navy,0.936,0.951,0.935,0.911,0.963,0.947
52,Kansas St,0.936,0.998,1.119,0.888,0.995,0.935
53,Iona,0.937,0.884,0.72,0.96,0.925,0.977
54,Illinois St,0.939,0.943,1.064,0.91,0.968,0.935
55,Villanova,0.939,0.959,1.056,0.882,0.978,0.978
56,Kent State,0.939,0.982,1.077,0.895,0.976,0.92
57,Manhattan,0.94,0.978,1.049,0.924,0.952,1.022
58,Mt St Marys,0.94,0.968,1.082,0.884,0.977,0.965
59,Minnesota,0.941,0.995,1.151,0.901,0.99,0.943
60,LSU,0.943,1.087,1.232,0.9,1.005,0.989
61,Texas,0.943,1.099,1.168,0.901,0.979,0.973
62,McNeese St,0.943,1.124,1.104,0.947,0.941,0.975
63,GA Tech,0.944,0.992,0.877,0.915,0.977,1.027
64,Clemson,0.944,1.133,0.978,0.849,1.046,0.94
65,UNLV,0.945,1.08,1.079,0.905,0.998,0.926
66,Miss State,0.946,0.885,0.979,0.916,0.975,0.913
67,Oral Roberts,0.946,0.981,0.985,0.863,0.992,0.923
68,Hofstra,0.947,0.933,0.848,0.882,0.986,0.979
69,NC A&T,0.947,0.926,1.033,0.866,0.986,1.032
70,Vanderbilt,0.948,0.97,1.069,0.915,0.993,1.001
71,Rob Morris,0.948,0.922,1.14,0.965,0.934,0.935
72,Pittsburgh,0.948,1.054,1.141,0.927,0.971,0.961
73,USC,0.949,1.017,1.049,0.884,1.01,0.937
74,St Marys,0.949,0.931,1.028,0.916,0.97,0.907
75,Siena,0.949,0.942,1.121,0.897,0.983,0.985
76,Bowling Grn,0.95,1.025,1.072,0.937,0.959,1.014
77,E Tenn St,0.95,0.986,0.952,0.882,0.993,1.008
78,Yale,0.95,1.008,1.099,0.937,0.958,1.027
79,UAB,0.951,0.985,0.988,0.839,1.029,0.95
80,Creighton,0.951,1.069,1.031,0.927,0.982,0.961
81,Houston,0.952,0.981,0.869,0.9,0.994,0.97
82,Canisius,0.953,1.012,1.065,0.93,0.968,1.068
83,Princeton,0.953,1.004,0.89,0.898,1.012,1.038
84,Temple,0.954,1.024,1.114,0.878,0.99,1.011
85,Utah,0.954,0.935,1.124,0.956,0.954,0.978
86,TX A&M-CC,0.955,0.984,1.046,0.917,0.971,1.009
87,Savannah St,0.955,0.98,0.866,0.829,1.077,0.968
88,Ball State,0.955,0.957,1.039,0.896,1.012,1.002
89,Ark Pine Bl,0.955,0.891,0.876,0.851,0.997,0.952
90,Oklahoma,0.955,1.029,1.098,0.941,0.968,0.956
91,New Mexico,0.955,0.986,0.974,0.912,1.003,0.911
92,UCLA,0.956,1.024,1.186,0.899,1.028,0.891
93,Cornell,0.956,1.006,1.221,0.903,0.99,0.981
94,S Car State,0.957,0.953,0.99,0.93,0.975,1.024
95,Georgetown,0.957,0.969,1.305,0.9,1.019,0.9
96,Cal St Nrdge,0.958,0.959,1.121,0.913,0.984,0.94
97,St Peters,0.962,0.903,0.988,0.946,0.974,1.017
98,San Diego,0.963,1.011,1.087,0.952,0.972,0.94
99,Florida,0.963,0.989,1.145,0.928,1.012,0.972
100,Arkansas St,0.964,1.168,1.202,0.938,0.982,1.107
101,Saint Louis,0.964,0.961,1.181,0.928,1.002,0.989
102,Northeastrn,0.965,0.997,1.172,0.969,0.963,0.98
103,Miami (FL),0.966,1.007,1.168,0.933,0.995,0.966
104,Nicholls St,0.966,0.867,0.951,0.968,0.966,0.986
105,Georgia,0.967,1.062,1.158,0.915,1.035,0.973
106,LA Tech,0.967,1.055,1.104,0.889,1.023,1.064
107,Murray St,0.968,1.04,1.09,0.911,1.008,1.023
108,Ohio State,0.968,0.944,0.88,0.925,1.018,0.935
109,Marist,0.969,0.953,1.042,0.927,1.005,1.003
110,St Bonavent,0.969,0.99,0.931,0.979,0.959,1.069
111,Arizona St,0.97,1.136,1.254,0.946,0.989,0.982
112,Syracuse,0.97,0.951,1.165,0.918,1.019,0.99
113,Maryland,0.971,1.123,1.314,0.899,1.05,0.946
114,Weber State,0.971,0.97,0.985,0.95,0.985,0.981
115,Hawaii,0.972,0.955,0.953,0.943,1.032,1.04
116,La Salle,0.973,0.848,0.78,0.966,0.98,1.032
117,Binghamton,0.973,0.972,1.272,0.982,0.967,1.005
118,LIU-Brooklyn,0.973,0.926,1.025,0.933,1.014,0.979
119,W Michigan,0.974,1.035,0.876,0.956,0.988,0.96
120,Presbyterian,0.974,0.95,0.924,0.885,1.03,1.108
121,Ohio,0.974,1.019,1.17,0.852,1.071,0.989
122,Nevada,0.974,1.019,1.039,0.974,0.974,0.995
123,Wisconsin,0.975,0.962,0.913,0.942,1.004,0.857
124,St Josephs,0.975,0.953,1.05,1.008,0.952,1.007
125,,0.975,0.994,0.844,0.95,0.99,0.97
126,Northwestern,0.975,1.077,1.162,0.915,1.053,1.079
127,Belmont,0.976,1.051,0.967,0.94,0.998,1
128,Prairie View,0.976,0.93,1.023,0.933,0.996,1.034
129,Albany,0.976,0.978,1.043,0.949,0.993,0.981
130,UCSB,0.976,0.963,0.905,0.96,0.989,0.937
131,Santa Clara,0.977,1.049,1.313,0.922,1.012,0.976
132,Wichita St,0.977,1.048,1.201,0.939,1.017,1.002
133,Alab A&M,0.978,0.929,0.972,0.917,1.022,0.934
134,IL-Chicago,0.978,0.986,1.051,0.95,1,0.961
135,Penn State,0.978,0.964,1.007,0.937,1.024,1.019
136,Alabama,0.978,1.014,1.165,0.916,1.061,1.015
137,Drake,0.978,1.012,1.09,0.959,1.003,0.953
138,Rutgers,0.979,0.911,0.936,0.932,1.04,0.981
139,Colgate,0.979,0.995,1.013,0.944,0.999,0.949
140,Evansville,0.98,1.129,1.169,0.913,1.075,1.039
141,UC Riverside,0.981,1.053,0.946,0.958,0.997,1.028
142,Radford,0.981,1.064,1.154,1.003,0.966,1.075
143,St Johns,0.981,1.031,1.04,0.917,1.05,0.971
144,Utah Val St,0.982,0.781,0.655,0.95,1.016,1.026
145,Campbell,0.982,0.935,1.167,0.94,1.012,1.022
146,Wm & Mary,0.982,1.018,1.079,0.925,1.038,0.991
147,Boston U,0.982,0.96,1.079,0.947,1.019,0.981
148,Marquette,0.982,1.045,1.143,0.941,1.028,0.916
149,Jacksonville,0.982,1.179,1.203,0.918,1.04,1.008
150,Tulane,0.983,0.994,0.867,0.952,1.011,0.991
151,Jackson St,0.983,0.901,0.966,0.956,0.993,1.002
152,Michigan,0.983,1.038,1.168,0.924,1.037,1.026
153,Lipscomb,0.983,0.978,1.353,0.969,0.993,0.973
154,TX El Paso,0.983,1.165,1.331,0.969,0.997,0.97
155,Sacred Hrt,0.985,1.005,1.079,0.936,1.025,0.993
156,NJIT,0.985,1.128,0.982,0.957,1.009,1.053
157,N Dakota St,0.986,1.101,1.186,0.924,1.018,0.996
158,New Orleans,0.986,1.092,1.001,0.928,1.035,1.018
159,WI-Grn Bay,0.987,1.051,1.033,0.937,1.027,1.032
160,U Penn,0.987,1.009,0.937,1.024,0.95,1.032
161,Iowa State,0.987,1.149,1.186,0.923,1.076,0.977
162,Wagner,0.988,0.952,1.113,0.956,1.015,0.97
163,SE Louisiana,0.988,0.969,1.131,0.909,1.028,0.932
164,Detroit,0.989,1.026,0.909,0.966,1.003,1.06
165,Stetson,0.989,1.133,1.301,0.909,1.048,0.966
166,Cincinnati,0.989,1.001,0.952,0.95,1.047,1.011
167,Utah State,0.989,0.987,0.953,0.983,0.996,1.036
168,Texas A&M,0.99,1.15,1.354,0.944,1.038,0.916
169,James Mad,0.99,1.009,1.283,0.958,1.008,1.028
170,Morehead St,0.991,0.901,1.106,0.966,1.003,1.032
171,Bucknell,0.991,0.938,1.135,0.946,1.031,0.978
172,TN Martin,0.991,1.094,1.099,0.975,1.003,1.067
173,Central Mich,0.992,0.976,1.005,0.976,1.006,1.021
174,N Hampshire,0.992,0.97,1.037,0.962,1.012,1.016
175,Stanford,0.993,0.977,1.054,0.944,1.049,0.922
176,Tennessee,0.993,1.039,1.165,0.944,1.037,0.954
177,Portland,0.994,1.006,1.24,0.936,1.035,1.04
178,TX Christian,0.994,1.047,0.993,0.96,1.023,0.966
179,Missouri St,0.994,1.022,0.963,0.931,1.063,0.977
180,Virginia,0.994,1.019,1.044,0.957,1.053,1.017
181,N Illinois,0.995,1.025,0.918,0.933,1.046,1.04
182,Citadel,0.995,0.987,0.973,1.008,0.986,1.147
183,Quinnipiac,0.995,1.021,1.278,0.975,1.01,1.037
184,Arkansas,0.995,1.124,1.063,0.95,1.079,0.966
185,Fla Gulf Cst,0.996,0.981,0.978,0.934,1.065,1.02
186,Rider,0.997,0.997,1.071,0.977,1.013,0.979
187,TX-San Ant,0.997,1.046,1.106,0.952,1.026,1.016
188,Portland St,0.998,1.114,1.261,0.959,1.02,0.993
189,N Iowa,0.998,0.98,0.971,0.973,1.017,0.985
190,Georgia St,0.998,0.908,1.081,1.027,0.978,1.019
191,W Kentucky,0.998,1.042,1.163,0.929,1.039,0.94
192,Middle Tenn,0.999,1.131,1.191,0.978,1.018,1.043
193,Bradley,0.999,1.012,1.02,0.997,1.001,1.021
194,Rhode Island,1,1.12,1.225,0.956,1.032,1.011
195,Fairfield,1,1.057,1.168,0.959,1.025,1.062
196,E Michigan,1,0.932,1.023,0.976,1.017,1.025
197,S Illinois,1.001,0.95,1,0.984,1.013,0.94
198,Southern,1.001,1.011,0.92,0.921,1.054,0.966
199,Norfolk St,1.002,1.022,1.216,0.949,1.028,0.985
200,WI-Milwkee,1.002,1.033,1.213,0.949,1.054,0.993
201,Winthrop,1.002,0.94,1.093,0.942,1.044,0.906
202,High Point,1.003,1.034,1.17,0.995,1.009,0.997
203,Richmond,1.003,1.046,1.047,1.004,1.002,0.994
204,VA Tech,1.003,1.215,1.187,1.014,0.993,0.92
205,S Alabama,1.003,0.957,1.109,1.023,0.987,0.965
206,California,1.005,1.196,1.196,0.967,1.047,1.061
207,TN Tech,1.005,1.073,1.341,0.996,1.013,1.014
208,Pacific,1.006,1.049,1.022,0.999,1.012,0.997
209,Sam Hous St,1.008,1.083,1.239,0.972,1.032,0.871
210,Loyola-Chi,1.008,1.072,1.076,0.964,1.046,1.014
211,Longwood,1.009,0.96,0.893,0.994,1.019,1.075
212,Coppin State,1.009,1.03,1.05,0.967,1.023,0.993
213,Delaware,1.009,1.004,0.853,0.995,1.022,0.977
214,Iowa,1.01,1.083,1.227,0.931,1.098,0.949
215,Charlotte,1.01,1.07,1.126,0.947,1.066,0.95
216,Notre Dame,1.01,1.013,1.01,0.936,1.076,0.958
217,Dartmouth,1.01,1.015,1.157,0.976,1.043,1.026
218,Seton Hall,1.01,1.012,1.155,0.989,1.031,1.037
219,Boise State,1.01,1.089,1.175,0.936,1.077,1.012
220,S Florida,1.01,1.014,1.281,0.954,1.055,1.006
221,Denver,1.01,1.052,1.03,0.976,1.042,1.025
222,Geo Wshgtn,1.011,0.993,1.005,0.972,1.04,1.022
223,Valparaiso,1.011,1.044,1.093,0.998,1.022,1.001
224,Oklahoma St,1.012,1.11,1.312,0.953,1.062,0.98
225,St Fran (NY),1.012,1.039,1.04,0.959,1.047,1.007
226,Baylor,1.012,1.041,1.103,0.978,1.044,1.001
227,SC Upstate,1.013,1.016,1.202,0.964,1.043,1.015
228,Idaho,1.014,1.119,1.13,0.932,1.085,1.058
229,Boston Col,1.014,1.025,1.146,0.986,1.05,1.028
230,Central FL,1.014,1.112,1.17,0.994,1.038,0.982
231,Fresno St,1.015,1.054,1.279,0.969,1.059,0.975
232,Texas State,1.016,1.069,1.113,0.945,1.076,1.025
233,Montana,1.016,1.063,1.032,0.997,1.032,1.052
234,Toledo,1.017,0.988,1.034,0.987,1.042,0.993
235,NC State,1.017,1.17,1.231,0.972,1.086,1.03
236,San Jose St,1.019,1.26,1.063,1.004,1.032,1.03
237,Harvard,1.021,1.003,0.939,1.014,1.026,1.049
238,Youngs St,1.021,1.104,1.109,1.028,1.014,1.02
239,Providence,1.021,1.019,1.028,0.99,1.059,1.023
240,Coastal Car,1.021,1.066,1.178,1.003,1.032,1.077
241,IUPUI,1.022,1.083,0.844,1.02,1.023,1
242,LA Lafayette,1.023,1.084,1.124,0.959,1.093,0.978
243,Liberty,1.023,1.042,1.169,0.958,1.079,1.029
244,Howard,1.024,1.039,1.15,0.937,1.093,1.036
245,U Mass,1.024,1.026,1.175,1.001,1.045,0.976
246,Brown,1.026,0.944,0.99,1.006,1.043,1.007
247,,1.026,1.056,1.165,0.994,1.039,1.073
248,Duquesne,1.026,1.195,1.37,1.001,1.045,0.955
249,Chicago St,1.028,1.073,1.184,0.95,1.08,1.081
250,VA Military,1.028,0.964,1.105,1.012,1.041,1.06
251,Lg Beach St,1.029,1.008,1.102,1.001,1.053,1.07
252,Florida Intl,1.03,0.969,0.979,0.988,1.069,0.99
253,Samford,1.03,1.16,1.372,0.931,1.099,1.06
254,Loyola-MD,1.031,1.03,0.957,1.038,1.026,1.021
255,Central Conn,1.031,1.137,1.169,0.986,1.066,1.008
256,Lamar,1.031,1.069,0.808,0.988,1.059,1.005
257,N Mex State,1.032,0.959,1.134,1.006,1.058,0.972
258,Col Charlestn,1.032,1.164,1.177,1.015,1.042,1.03
259,TX-Pan Am,1.032,0.934,0.779,1.03,1.034,1.043
260,Air Force,1.032,1.072,1.221,1.021,1.044,0.958
261,N Colorado,1.032,0.853,0.942,1.044,1.024,1.009
262,S Methodist,1.032,1.217,1.208,1.025,1.041,1.032
263,E Washingtn,1.033,1.036,1.23,0.946,1.097,1.012
264,Florida A&M,1.033,0.962,1.118,0.941,1.077,1.006
265,Mississippi,1.034,1.12,1.05,0.977,1.101,0.988
266,Maine,1.034,1.147,1.098,1.006,1.054,1.028
267,North Texas,1.035,1.119,1.21,1.005,1.063,0.989
268,TX-Arlington,1.035,1.109,1.082,1.02,1.041,0.964
269,Mercer,1.036,1.085,0.978,1.039,1.034,1.021
270,Oregon St,1.036,1.127,1.2,0.977,1.105,1.049
271,Colorado,1.036,1.057,1.104,0.977,1.105,1.012
272,Cal Poly,1.036,1.045,1.17,1.026,1.048,1.019
273,S Mississippi,1.037,0.985,0.989,1.008,1.06,0.995
274,Lafayette,1.037,1.106,1.284,0.984,1.082,1.013
275,Gard-Webb,1.037,1.014,1.159,0.985,1.063,0.994
276,Towson,1.037,0.881,0.95,1.068,1.014,1.008
277,E Illinois,1.037,1.099,0.936,0.986,1.077,1.069
278,W Carolina,1.038,1.018,1.056,1.026,1.046,1.03
279,Wyoming,1.038,0.958,0.922,0.964,1.133,1.019
280,Montana St,1.041,1.047,1.322,1.009,1.057,1.053
281,Indiana St,1.041,0.978,1.226,1.008,1.064,1.02
282,Arizona,1.043,1.097,1.452,0.99,1.101,1.004
283,Idaho State,1.043,0.861,0.939,0.971,1.096,1.076
284,NW State,1.043,1.093,1.023,0.962,1.093,1.024
285,CS Fullerton,1.044,0.938,1.071,1.055,1.038,0.979
286,IPFW,1.045,1.022,1.134,1.041,1.047,1.024
287,Hartford,1.045,0.983,1.007,1.048,1.043,1.046
288,Maryland ES,1.045,1.158,0.911,0.971,1.089,1.066
289,UC Davis,1.046,1.143,1.069,1.067,1.03,1.109
290,Monmouth,1.047,1.123,1.21,1.021,1.068,1.012
291,Pepperdine,1.047,1.152,1.094,1,1.083,1.031
292,N Florida,1.048,1.121,1.148,1.007,1.072,1.034
293,App State,1.048,1.025,1.112,1.027,1.064,1.002
294,LA Monroe,1.048,1.041,1.069,1.005,1.083,1.09
295,S Utah,1.049,1.036,1.302,1.035,1.058,1.045
296,Elon,1.049,1.072,1.169,1.022,1.068,0.988
297,Oakland,1.049,1.062,1.164,1.017,1.064,1.064
298,Chattanooga,1.051,1.143,1.262,0.995,1.078,0.992
299,TX Southern,1.051,0.951,1.01,1.002,1.074,1.03
300,Jksnville St,1.051,1.146,1.265,1.054,1.049,1.08
301,Maryland BC,1.051,0.935,0.836,1.063,1.044,1.028
302,Kennesaw St,1.052,1.074,1.188,1.009,1.088,1.01
303,Marshall,1.053,0.943,0.822,1.042,1.061,1.002
304,Texas Tech,1.054,1.128,1.206,0.976,1.139,0.986
305,Wofford,1.055,0.904,1.027,1.059,1.053,1.07
306,Austin Peay,1.058,1.003,1.172,1.071,1.048,1.012
307,Miss Val St,1.059,0.884,0.934,0.925,1.118,0.981
308,CS Bakersfld,1.06,0.949,1.121,1.019,1.086,1.083
309,Indiana,1.06,1.173,1.058,1.011,1.108,0.945
310,Delaware St,1.06,1.036,0.956,1.01,1.081,1.063
311,E Kentucky,1.061,1.234,1.463,0.995,1.102,1.036
