Rank,Team,Rating,High,Low,Last
62,Kansas St,105.1,34,212,62
63,Miami (FL),105.1,58,265,63
64,Connecticut,104.9,55,329,64
65,Nebraska,104.7,30,297,65
66,Providence,104.7,55,309,66
67,Gonzaga,104.7,2,186,67
68,Missouri,104.6,54,309,68
69,Arizona St,104.6,67,324,69
70,Memphis,104.5,6,180,70
71,BYU,104.5,1,141,71
72,Butler,104.4,2,96,72
73,San Diego St,104.4,40,141,73
74,Indiana St,104.3,25,170,74
75,Air Force,104.3,2,157,75
76,Illinois St,104,13,120,76
77,Baylor,103.9,32,295,77
78,Evansville,103.9,45,258,78
79,Drake,103.8,67,325,79
80,Utah,103.6,78,308,80
81,Oregon St,103.5,79,316,82
82,Colorado St,103.5,79,275,83
83,Minnesota,103.5,78,256,81
84,Nevada,103.4,33,235,85
85,Cincinnati,103.4,77,325,84
86,Xavier,103.4,3,126,86
87,St Johns,103.3,29,319,87
88,Colorado,103.3,78,312,88
89,Northwestern,103.2,83,286,89
90,Utah State,103.2,69,284,90
91,Iowa State,103.2,78,331,91
92,Wyoming,103.1,80,244,92
93,Miami (OH),103,46,248,93
94,Houston,102.9,40,229,94
95,Seton Hall,102.8,49,336,96
96,Penn State,102.8,91,321,95
97,Hawaii,102.8,69,237,97
98,Winthrop,102.8,1,124,98
99,Drexel,102.7,8,159,99
100,U Mass,102.7,42,224,100
101,Saint Louis,102.7,12,217,101
102,App State,102.6,8,105,102
103,Santa Clara,102.6,17,269,103
104,Old Dominion,102.5,54,213,104
105,Toledo,102.3,5,112,105
106,Kent State,102.2,9,128,106
107,New Mexico,102.2,95,292,107
108,Rutgers,102.2,34,263,108
109,Boise State,102.1,53,213,109
110,UAB,102.1,21,112,110
111,St Josephs,102.1,91,276,111
112,VCU,102,42,199,112
113,S Florida,102,109,334,113
114,Chicago St,102,56,160,114
115,Loyola-Chi,102,26,135,115
116,Dayton,101.9,108,316,116
117,St Marys,101.9,76,249,117
118,Fresno St,101.8,83,281,118
119,Rhode Island,101.8,95,264,119
120,N Mex State,101.8,7,211,120
121,Geo Wshgtn,101.8,89,292,121
122,Hofstra,101.7,85,282,122
123,W Michigan,101.6,3,124,123
124,Geo Mason,101.6,17,136,124
125,Wright State,101.6,70,301,125
126,TX Christian,101.6,121,298,126
127,San Jose St,101.4,6,171,127
128,Detroit,101.4,18,207,128
129,WI-Milwkee,101.3,59,249,129
130,IL-Chicago,101.2,18,199,130
131,Ohio,101.2,115,267,131
132,Oral Roberts,101.2,7,141,132
133,San Fransco,101.1,10,136,133
134,Davidson,101.1,48,165,134
135,LA Tech,101.1,9,268,135
136,Temple,101.1,3,198,136
137,Loyola Mymt,101,28,139,137
138,Oakland,101,12,200,138
139,Cleveland St,101,32,180,139
140,Tulane,100.9,111,273,140
141,Tulsa,100.8,82,298,141
142,Charlotte,100.8,106,276,142
143,Marshall,100.8,108,312,144
144,Youngs St,100.8,31,203,143
145,S Mississippi,100.8,114,335,145
146,Akron,100.7,114,316,146
147,Rice,100.7,46,195,147
148,WI-Grn Bay,100.5,23,254,148
149,E Carolina,100.5,102,304,149
150,Northeastrn,100.2,2,153,150
151,San Diego,100.2,34,193,151
152,Valparaiso,100.2,16,292,152
153,Fordham,100.2,101,326,153
154,Pepperdine,100.2,38,168,155
155,TX El Paso,100.2,151,300,154
156,Towson,100.1,86,302,156
157,S Methodist,100.1,10,207,157
158,Central FL,100,148,336,158
159,Col Charlestn,100,68,191,159
160,Portland,99.9,147,326,160
161,Lg Beach St,99.9,4,179,161
162,Idaho,99.9,141,336,162
163,NC-Wilmgton,99.9,3,179,163
164,Idaho State,99.9,2,164,164
165,Holy Cross,99.8,102,327,165
166,TX A&M-CC,99.8,17,228,166
167,Bucknell,99.8,39,192,167
168,U Penn,99.7,58,254,168
169,N Illinois,99.7,87,324,169
170,W Kentucky,99.7,17,172,170
171,Buffalo,99.6,61,226,171
172,Albany,99.6,116,289,172
173,Duquesne,99.6,148,312,173
174,Ball State,99.6,130,336,174
175,N Arizona,99.5,60,244,175
176,W Carolina,99.4,14,267,176
177,Furman,99.4,73,228,177
178,S Alabama,99.4,83,220,179
179,Central Mich,99.4,173,323,178
180,Wins-Salem,99.3,8,191,180
181,UC Irvine,99.3,35,183,181
182,Weber State,99.3,74,235,182
183,Georgia St,99.2,120,328,183
184,Sam Hous St,99.1,16,194,184
185,Citadel,99.1,44,203,185
186,E Michigan,99,68,300,186
187,UMKC,99,89,307,187
188,Bowling Grn,99,134,334,188
189,E Washingtn,99,3,192,189
190,Pacific,99,15,194,190
191,NC-Grnsboro,98.9,150,293,191
192,NW State,98.9,2,200,192
193,Vermont,98.9,12,214,193
194,Chattanooga,98.9,70,296,195
195,Richmond,98.9,93,311,194
196,Marist,98.9,85,295,196
197,Elon,98.8,7,274,197
198,Middle Tenn,98.8,25,210,198
199,S Utah,98.8,155,319,199
200,UCSB,98.8,105,205,200
201,Wofford,98.7,17,225,201
202,Cal Poly,98.7,190,311,202
203,IUPUI,98.6,77,237,203
204,Portland St,98.5,51,283,204
205,Montana,98.5,24,210,205
206,Belmont,98.4,83,238,206
207,Centenary,98.4,204,320,207
208,Yale,98.4,15,266,208
209,N Dakota St,98.4,46,224,209
210,Delaware,98.4,172,296,210
211,St Bonavent,98.4,209,336,211
212,Fairfield,98.3,117,289,212
213,Nicholls St,98.3,9,215,213
214,Wm & Mary,98.3,13,335,214
215,James Mad,98.3,61,334,215
216,Sac State,98.2,113,264,216
217,North Texas,98.1,64,239,217
218,Boston U,98.1,146,294,218
219,Lamar,98.1,134,319,219
220,Troy,98.1,108,290,220
221,UC Davis,98.1,141,262,221
222,GA Southern,98,10,264,222
223,Montana St,98,164,308,223
224,IPFW,97.9,73,252,224
225,N Colorado,97.9,86,331,225
226,CS Fullerton,97.9,82,285,226
227,Fla Atlantic,97.9,75,288,227
228,Arkansas St,97.8,134,307,228
229,LA Lafayette,97.8,37,314,229
230,Siena,97.8,118,313,230
231,Austin Peay,97.7,22,254,231
232,NC-Asheville,97.7,56,315,233
233,TN Tech,97.7,55,306,232
234,Niagara,97.7,232,333,234
235,American,97.6,115,315,235
236,Utah Val St,97.6,116,239,236
237,Harvard,97.6,227,312,237
238,Brown,97.6,66,253,238
239,UC Riverside,97.6,178,321,240
240,Cornell,97.6,109,270,239
241,Florida Intl,97.6,207,322,241
242,New Orleans,97.6,210,323,242
243,SE Louisiana,97.6,160,309,243
244,La Salle,97.5,115,336,244
245,E Kentucky,97.5,28,298,245
246,AR Lit Rock,97.5,65,285,246
247,Cal St Nrdge,97.4,39,247,247
248,LA Monroe,97.4,47,304,249
249,Lafayette,97.4,81,286,248
250,Maryland BC,97.3,199,321,250
251,Maine,97.3,204,298,251
252,TX-San Ant,97.3,93,282,252
253,Lehigh,97.2,92,254,253
254,Loyola-MD,97.2,116,328,254
255,W Illinois,97.2,251,322,256
256,Hartford,97.2,62,297,255
257,Samford,97.2,9,270,257
258,Ste F Austin,97.2,68,262,258
259,E Tenn St,97.2,204,314,259
260,Central Ark,97.2,103,334,260
261,Lipscomb,97.2,83,268,261
262,McNeese St,97.1,29,279,262
263,Iona,97,49,282,263
264,Colgate,96.9,236,334,264
265,N Hampshire,96.9,123,331,265
266,Sacred Hrt,96.9,111,270,266
267,Princeton,96.9,183,305,267
268,TX-Arlington,96.9,30,272,268
269,Gard-Webb,96.8,38,289,269
270,Columbia,96.8,211,326,270
271,Army,96.7,215,313,271
272,Rider,96.7,159,317,272
273,Murray St,96.7,16,291,273
274,Manhattan,96.7,265,336,274
275,Canisius,96.6,93,301,275
276,Denver,96.6,256,335,276
277,Central Conn,96.6,92,335,277
278,Radford,96.5,124,303,278
279,Navy,96.5,34,302,279
280,Mt St Marys,96.5,106,327,280
281,Stony Brook,96.5,78,303,281
282,Binghamton,96.5,234,335,282
283,Delaware St,96.5,4,288,283
284,Dartmouth,96.4,35,318,284
285,High Point,96.4,151,312,285
286,Liberty,96.4,35,319,286
287,TN State,96.3,31,308,287
288,Charl South,96.3,152,320,288
289,Texas State,96.2,147,325,289
290,S Dakota St,96.1,255,336,290
291,TX-Pan Am,96.1,176,325,291
292,St Fran ,96,122,295,292
293,VA Military,96,213,329,293
294,Jacksonville,96,142,318,295
295,SE Missouri,96,181,328,294
296,F Dickinson,96,78,296,296
297,Monmouth,95.8,24,297,297
298,Coastal Car,95.7,62,311,298
299,Stetson,95.6,81,317,299
300,Quinnipiac,95.6,11,325,300
301,Jksnville St,95.6,188,328,301
302,Rob Morris,95.6,84,324,302
303,Longwood,95.5,119,303,303
304,Morehead St,95.5,189,326,304
305,N Florida,95.5,88,335,305
306,E Illinois,95.4,220,333,306
307,TN Martin,95.4,194,309,307
308,Kennesaw St,95.4,84,320,308
309,Savannah St,95.4,193,336,309
310,Wagner,95.3,262,335,310
311,Campbell,95.3,162,330,311
312,NJIT,95.3,263,331,312
313,Jackson St,95.3,35,318,313
314,St Peters,95.1,296,333,314
315,Mercer,95,217,324,315
316,LIU-Brooklyn,95,116,333,316
317,Miss Val St,95,58,328,317
318,St Fran ,95,247,333,318
319,Florida A&M,94.7,44,334,319
320,Coppin State,94.2,50,321,320
321,Hampton,94.2,180,324,321
322,Ark Pine Bl,94.2,3,329,322
323,Southern,94.1,37,325,323
324,Prairie View,93.7,40,326,324
325,NC A&T,93.6,144,332,325
326,Alabama St,93.6,83,334,326
327,TX Southern,93.3,2,330,327
328,Grambling St,93.1,5,335,328
329,Morgan St,93,70,336,329
330,S Car State,92.9,25,333,330
331,Norfolk St,92.9,190,336,331
332,Maryland ES,92.9,199,336,332
333,Howard,92.9,246,336,333
334,Alcorn State,92.8,244,336,334
335,Alab A&M,92.5,141,336,335
336,Beth-Cook,92,33,336,336
