Rank,Team,Rating,High,Low,Last
112,Evansville,101.8,8,240,112
113,Nevada,101.7,31,211,113
114,Miami (OH),101.7,1,115,114
115,Marshall,101.7,26,188,115
116,Geo Mason,101.7,23,205,116
117,Wright State,101.6,80,211,117
118,Saint Louis,101.6,3,278,118
119,IL-Chicago,101.5,59,235,119
120,W Kentucky,101.5,40,183,120
121,Valparaiso,101.4,38,250,121
122,WI-Milwkee,101.4,98,300,122
123,Davidson,101.3,3,155,124
124,Indiana St,101.3,65,279,123
125,Drake,101.3,3,296,125
126,Utah State,101.3,23,246,126
127,Portland,101.3,82,245,127
128,N Mex State,101.1,67,293,128
129,Oakland,101,3,244,129
130,Oral Roberts,101,24,167,130
131,Missouri St,101,64,225,131
132,Rice,101,125,316,132
133,Santa Clara,101,47,199,133
134,Central FL,101,92,306,134
135,S Methodist,100.9,53,330,135
136,Detroit,100.9,40,217,136
137,Cal St Nrdge,100.9,48,256,137
138,Niagara,100.9,17,236,138
139,Geo Wshgtn,100.9,73,278,139
140,Drexel,100.8,51,292,140
141,Old Dominion,100.8,13,269,141
142,San Diego,100.7,15,160,142
143,E Carolina,100.7,94,331,143
144,Buffalo,100.6,22,249,144
145,Tulane,100.6,68,318,145
146,N Dakota St,100.6,86,294,146
147,James Mad,100.5,54,326,147
148,Boise State,100.5,29,262,148
149,Air Force,100.5,124,332,149
150,Fordham,100.5,107,339,150
151,Akron,100.5,55,289,151
152,TX A&M-CC,100.5,5,226,152
153,Fairfield,100.4,46,223,153
154,Loyola Mymt,100.4,119,227,154
155,Kent State,100.3,50,252,155
156,Idaho,100.3,17,283,156
157,Hofstra,100.3,63,228,157
158,Youngs St,100.3,91,297,158
159,Lg Beach St,100.2,13,267,159
160,Ste F Austin,100.1,5,314,160
161,Weber State,100.1,15,275,161
162,St Bonavent,100,132,319,162
163,Pepperdine,100,43,274,163
164,Sam Hous St,99.9,41,296,164
165,Idaho State,99.9,11,315,165
166,San Jose St,99.9,93,296,166
167,San Fransco,99.9,43,241,168
168,Pacific,99.9,4,261,167
169,NC-Wilmgton,99.8,123,321,169
170,Georgia St,99.8,97,249,170
171,Loyola-Chi,99.8,37,248,171
172,Bowling Grn,99.7,32,240,172
173,Fresno St,99.7,166,335,173
174,LA Tech,99.6,169,335,174
175,Towson,99.6,57,276,175
176,TX-Arlington,99.6,91,322,176
177,Ohio,99.6,9,198,177
178,Loyola-MD,99.5,73,257,178
179,UCSB,99.5,2,227,180
180,Lamar,99.5,53,320,179
181,Canisius,99.5,144,279,181
182,Iona,99.4,12,311,182
183,Portland St,99.4,68,290,183
184,Centenary,99.4,30,304,184
185,Wm & Mary,99.4,20,270,185
186,North Texas,99.4,29,268,186
187,Morehead St,99.3,166,331,187
188,Delaware,99.3,91,265,188
189,CS Fullerton,99.3,93,302,189
190,IPFW,99.3,13,228,190
191,Rider,99.3,51,314,191
192,S Dakota St,99.3,161,332,192
193,Montana St,99.2,73,291,193
194,IUPUI,99.2,16,311,194
195,Radford,99.2,33,286,196
196,UMKC,99.2,55,298,195
197,Vermont,99.2,42,262,197
198,Jacksonville,99.1,15,269,198
199,S Utah,99.1,19,317,199
200,Belmont,99.1,45,318,200
201,Troy,99,121,335,201
202,Middle Tenn,99,47,343,202
203,Col Charlestn,99,107,265,205
204,CS Bakersfld,99,182,340,203
205,AR Lit Rock,99,182,314,204
206,Marist,98.9,84,304,206
207,UC Irvine,98.9,39,264,207
208,S Alabama,98.9,139,309,208
209,TX-San Ant,98.9,4,256,209
210,E Tenn St,98.8,32,265,210
211,Toledo,98.8,2,215,211
212,N Arizona,98.8,32,246,212
213,Manhattan,98.8,202,338,213
214,SE Louisiana,98.8,51,299,214
215,Sac State,98.8,165,298,215
216,E Washingtn,98.8,102,262,216
217,Chattanooga,98.8,1,243,217
218,Florida Intl,98.8,111,330,218
219,Fla Atlantic,98.8,140,326,219
220,Murray St,98.7,37,320,220
221,Austin Peay,98.7,9,265,221
222,Montana,98.6,153,298,222
223,Nicholls St,98.6,176,322,223
224,Hawaii,98.5,203,330,224
225,Cornell,98.5,42,257,225
226,LA Lafayette,98.5,192,326,226
227,UC Riverside,98.4,213,339,228
228,TN Martin,98.4,76,315,227
229,N Colorado,98.4,61,269,229
230,UC Davis,98.3,219,320,230
231,LA Monroe,98.3,181,342,231
232,Texas State,98.3,111,280,232
233,Liberty,98.3,52,277,233
234,American,98.3,73,261,234
235,Arkansas St,98.3,28,270,235
236,E Kentucky,98.1,137,325,236
237,Gard-Webb,98.1,20,264,237
238,Cal Poly,98.1,187,342,238
239,Mercer,98.1,12,323,239
240,Binghamton,98.1,79,306,240
241,Presbyterian,98.1,19,243,241
242,E Michigan,98,62,244,242
243,St Peters,98,201,338,243
244,Boston U,98,164,339,244
245,Denver,98,83,292,245
246,Wofford,98,16,252,246
247,McNeese St,97.9,154,321,247
248,Maryland BC,97.9,78,316,248
249,Citadel,97.9,104,335,249
250,Mt St Marys,97.9,20,272,250
251,Central Ark,97.9,88,319,251
252,NC-Asheville,97.8,10,327,252
253,NC-Grnsboro,97.8,87,289,253
254,Houston Bap,97.8,1,342,254
255,W Carolina,97.7,28,292,255
256,Morgan St,97.7,51,293,256
257,Rob Morris,97.7,136,324,257
258,Winthrop,97.7,6,259,258
259,TN Tech,97.7,205,320,259
260,VA Military,97.6,26,294,260
261,New Orleans,97.6,128,333,261
262,W Michigan,97.6,124,269,262
263,SE Missouri,97.6,30,319,263
264,Jksnville St,97.5,45,327,264
265,Ball State,97.5,82,322,265
266,Albany,97.5,26,279,266
267,Lipscomb,97.4,252,329,267
268,SC Upstate,97.4,56,300,268
269,N Hampshire,97.4,187,338,269
270,Stetson,97.4,18,317,271
271,Holy Cross,97.4,152,285,270
272,Hartford,97.4,170,331,272
273,NW State,97.4,35,339,273
274,TN State,97.3,228,322,274
275,E Illinois,97.3,162,330,275
276,GA Southern,97.3,13,284,276
277,Elon,97.3,27,288,277
278,App State,97.3,84,314,278
279,W Illinois,97.2,190,327,279
280,Furman,97.2,191,342,280
281,Stony Brook,97.1,278,342,281
282,Samford,97.1,131,315,282
283,Bucknell,97,58,306,283
284,Coastal Car,97,84,304,284
285,Maine,96.8,217,325,285
286,Central Mich,96.8,134,295,286
287,Charl South,96.7,168,343,287
288,Harvard,96.7,241,323,288
289,High Point,96.7,13,342,289
290,Campbell,96.6,96,326,290
291,N Florida,96.5,200,331,291
292,Yale,96.5,42,308,292
293,U Penn,96.4,87,296,293
294,N Illinois,96.4,153,339,294
295,Navy,96.3,243,330,295
296,Fla Gulf Cst,96.2,99,313,296
297,Sacred Hrt,96.2,102,322,297
298,Lafayette,96.1,164,316,298
299,Coppin State,96.1,4,333,299
300,Utah Val St,95.8,223,342,300
301,Brown,95.8,8,313,301
302,Colgate,95.6,186,338,302
303,Chicago St,95.5,25,306,303
304,Kennesaw St,95.4,304,343,304
305,Princeton,95.4,259,342,305
306,Dartmouth,95.4,120,343,306
307,St Fran ,95.3,147,323,307
308,Army,95.3,262,341,308
309,Delaware St,95.2,33,317,309
310,F Dickinson,95.2,6,328,310
311,Central Conn,95.2,145,318,311
312,St Fran ,95.2,96,329,312
313,Columbia,95.2,140,337,313
314,Savannah St,95.2,196,343,314
315,Hampton,95.1,12,318,315
316,Lehigh,95.1,263,337,316
317,LIU-Brooklyn,94.9,151,328,317
318,Quinnipiac,94.8,247,341,318
319,Jackson St,94.7,17,336,319
320,Bryant,94.7,168,343,320
321,Monmouth,94.7,120,339,321
322,NC Central,94.6,15,339,323
323,Wagner,94.6,278,343,322
324,Alabama St,94.5,69,330,324
325,Howard,94.4,163,338,325
326,Florida A&M,94.4,127,329,326
327,S Car State,94.3,169,336,327
328,NC A&T,94.2,40,333,328
329,Beth-Cook,94.1,59,340,329
330,Norfolk St,94,140,341,330
331,Ark Pine Bl,93.7,6,339,331
332,TX-Pan Am,93.7,27,338,332
333,NJIT,93.5,98,340,333
334,Wins-Salem,93.4,26,334,334
335,TX Southern,93.2,17,337,335
336,Miss Val St,93.1,25,337,336
337,Prairie View,93.1,10,337,337
338,Longwood,92.9,273,338,338
339,Maryland ES,92.4,307,343,339
340,Alcorn State,92.3,163,342,340
341,Grambling St,92.1,229,342,341
342,Southern,92.1,67,342,342
343,Alab A&M,91.6,64,343,343
