Rank,Team,Rating,High,Low,Last
59,W Virginia,104.8,27,265,59
60,Saint Louis,104.8,47,326,60
61,Arizona,104.7,7,106,61
62,Oregon,104.7,21,302,62
63,Kansas St,104.7,50,321,63
64,Temple,104.5,11,133,64
65,Arkansas,104.4,39,321,65
66,Northwestern,104.4,49,299,67
67,TX El Paso,104.4,54,303,66
68,Utah,104.3,13,249,68
69,Stanford,104.2,6,209,69
70,Gonzaga,104.2,1,77,70
71,Rice,104.1,55,201,71
72,UNLV,104,47,270,72
73,Boise State,104,27,228,73
74,Mississippi,103.9,43,288,74
75,California,103.9,6,197,75
76,Hawaii,103.9,15,259,76
77,Marquette,103.9,7,303,77
78,USC,103.8,8,257,78
79,Dayton,103.7,13,199,79
80,UCLA,103.7,42,316,80
81,St Johns,103.5,3,264,81
82,Rhode Island,103.5,24,243,83
83,Wash State,103.5,75,304,82
84,VA Tech,103.5,40,283,85
85,Fresno St,103.5,4,138,84
86,San Diego St,103.3,44,289,86
87,Minnesota,103.2,53,287,87
88,S Methodist,103.2,51,302,88
89,Colorado St,103.1,7,190,89
90,Ohio State,103,34,180,90
91,LA Tech,103,15,243,91
92,Penn State,102.9,52,274,92
93,Air Force,102.9,74,325,93
94,Arizona St,102.9,32,317,94
95,Miami (FL),102.9,13,299,96
96,Wyoming,102.8,53,219,95
97,S Illinois,102.8,22,160,97
98,Tulsa,102.8,24,242,98
99,N Iowa,102.8,56,321,99
100,Georgetown,102.7,14,318,100
101,WI-Milwkee,102.7,31,210,101
102,TX Christian,102.6,93,271,102
103,Oregon St,102.6,82,314,103
104,Wichita St,102.6,57,249,104
105,E Carolina,102.5,92,315,105
106,LA Lafayette,102.4,1,116,106
107,Missouri St,102.4,72,206,107
108,New Mexico,102.3,88,295,108
109,St Marys,102.3,53,259,109
110,Baylor,102.2,42,324,110
111,Creighton,102.2,88,293,111
112,Pepperdine,102,4,210,112
113,VCU,102,84,244,113
114,S Mississippi,102,46,320,114
115,Fordham,101.9,19,176,115
116,St Bonavent,101.9,78,276,116
117,Pacific,101.9,75,299,117
118,Duquesne,101.8,114,321,118
119,La Salle,101.8,68,249,119
120,S Florida,101.8,71,261,120
121,Toledo,101.7,35,255,122
122,Texas A&M,101.7,23,325,121
123,Evansville,101.7,35,250,123
124,San Jose St,101.6,62,268,124
125,Portland,101.5,20,296,125
126,Manhattan,101.4,124,318,126
127,Geo Mason,101.4,22,247,127
128,San Diego,101.4,89,234,128
129,Drake,101.4,25,283,129
130,Kent State,101.3,43,283,130
131,Illinois St,101.3,63,305,131
132,Santa Clara,101.3,47,264,132
133,W Michigan,101.3,10,164,133
134,Detroit,101.3,1,138,134
135,Old Dominion,101.2,1,204,135
136,San Fransco,101.2,45,196,136
137,Miami (OH),101.2,10,301,137
138,IL-Chicago,101.1,88,274,138
139,Houston,101.1,69,269,139
140,NC-Wilmgton,101.1,71,240,140
141,IPFW,101.1,89,267,141
142,U Mass,101,120,265,142
143,Bradley,101,120,298,143
144,Loyola-Chi,100.9,7,222,144
145,W Kentucky,100.9,22,147,145
146,Marshall,100.8,55,252,146
147,Drexel,100.8,49,234,147
148,Hofstra,100.8,26,241,148
149,Ball State,100.7,28,213,149
150,Butler,100.7,3,187,150
151,Davidson,100.6,2,169,152
152,Indiana St,100.6,125,323,151
153,Austin Peay,100.6,14,197,153
154,WI-Grn Bay,100.5,123,269,154
155,New Orleans,100.5,51,311,155
156,E Washingtn,100.4,16,177,156
157,Middle Tenn,100.4,52,302,157
158,Tulane,100.3,81,314,158
159,Central Mich,100.3,1,233,159
160,E Tenn St,100.2,37,217,160
161,Fairfield,100.2,85,311,161
162,Idaho,100.2,46,245,162
163,Utah State,100.2,46,203,163
164,Cleveland St,100.2,73,292,164
165,Buffalo,100.2,135,324,165
166,UCSB,100.2,12,190,166
167,Murray St,100.1,8,308,167
168,Loyola Mymt,100.1,123,316,168
169,Wright State,100.1,10,190,169
170,Delaware,100,154,274,170
171,Youngs St,100,49,216,171
172,U Penn,100,25,177,172
173,Niagara,100,156,281,173
174,UC Riverside,99.9,62,241,174
175,Valparaiso,99.9,1,245,175
176,Cal St Nrdge,99.9,65,233,176
177,Ohio,99.9,108,273,177
178,Chicago St,99.8,9,251,178
179,UC Irvine,99.8,53,231,179
180,Akron,99.8,11,189,180
181,Belmont,99.7,11,238,181
182,Denver,99.7,48,270,182
183,S Alabama,99.7,100,311,183
184,Chattanooga,99.7,9,275,184
185,IUPUI,99.7,19,294,185
186,Bowling Grn,99.6,31,254,186
187,Col Charlestn,99.6,48,210,187
188,Oakland,99.6,7,259,188
189,Central FL,99.5,56,265,189
190,App State,99.5,92,250,190
191,Cal Poly,99.4,31,227,191
192,North Texas,99.4,104,319,192
193,Troy,99.4,3,232,193
194,Oral Roberts,99.4,27,250,194
195,N Mex State,99.3,144,323,195
196,St Peters,99.3,38,244,196
197,CS Fullerton,99.3,46,253,197
198,Princeton,99.3,49,298,199
199,Lg Beach St,99.3,13,250,198
200,N Illinois,99.2,76,302,200
201,S Utah,99.1,36,253,201
202,Iona,99.1,94,219,202
203,E Michigan,99.1,89,259,203
204,Weber State,99.1,61,214,204
205,Arkansas St,99,64,265,205
206,James Mad,99,126,322,206
207,AR Lit Rock,99,59,306,207
208,UMKC,99,106,310,208
209,Wm & Mary,99,156,321,209
210,Centenary,98.9,61,283,210
211,Georgia St,98.7,33,260,211
212,TX-Pan Am,98.6,200,320,212
213,Montana,98.6,32,233,213
214,Siena,98.6,152,323,214
215,Florida Intl,98.6,149,320,215
216,Wofford,98.5,1,296,216
217,TX A&M-CC,98.4,175,324,217
218,W Illinois,98.4,82,323,218
219,Idaho State,98.4,154,267,219
220,Furman,98.4,91,301,220
221,N Arizona,98.3,68,308,221
222,GA Southern,98.3,49,268,222
223,Sac State,98.3,21,231,223
224,Morehead St,98.3,58,262,224
225,Canisius,98.3,98,325,225
226,Portland St,98.3,17,236,226
227,Towson,98.2,216,327,227
228,Mercer,98.1,50,244,229
229,Samford,98.1,6,249,228
230,W Carolina,98.1,25,281,230
231,TN State,98,5,249,231
232,Elon,98,170,312,232
233,Citadel,97.9,94,297,233
234,Marist,97.9,199,307,234
235,TN Tech,97.8,4,250,235
236,Yale,97.8,49,239,237
237,NC-Grnsboro,97.8,87,285,236
238,E Illinois,97.8,11,294,238
239,Rider,97.7,223,309,239
240,SE Missouri,97.7,166,301,240
241,Boston U,97.7,34,260,241
242,Brown,97.6,29,254,242
243,LA Monroe,97.5,11,269,243
244,Loyola-MD,97.5,242,316,244
245,TN Martin,97.5,108,266,245
246,TX-Arlington,97.4,86,301,246
247,McNeese St,97.4,3,306,247
248,Montana St,97.3,110,272,248
249,Liberty,97.2,61,319,249
250,NW State,97.2,30,291,250
251,E Kentucky,97.2,89,319,251
252,Gard-Webb,97.1,107,272,252
253,TX-San Ant,97,253,327,253
254,Stetson,97,2,294,254
255,Monmouth,96.9,42,293,255
256,Lafayette,96.8,67,300,256
257,Northeastrn,96.8,39,270,257
258,American,96.8,51,262,258
259,Campbell,96.8,87,310,259
260,Ste F Austin,96.8,158,313,260
261,Vermont,96.7,118,276,261
262,Texas State,96.6,52,290,262
263,Holy Cross,96.6,102,268,263
264,Bucknell,96.6,46,268,264
265,SE Louisiana,96.6,30,312,265
266,Fla Atlantic,96.6,15,321,266
267,Cornell,96.6,89,308,267
268,Lipscomb,96.6,32,320,268
269,Lamar,96.5,207,326,269
270,Harvard,96.5,109,304,270
271,Sam Hous St,96.3,8,316,271
272,Savannah St,96.2,110,302,272
273,NC-Asheville,96.2,17,287,273
274,Nicholls St,96.2,58,294,274
275,Columbia,96.1,204,325,275
276,Jksnville St,96,251,325,276
277,Dartmouth,95.9,230,323,277
278,Central Conn,95.9,204,324,278
279,Jacksonville,95.8,33,311,279
280,Binghamton,95.7,221,321,280
281,Maine,95.7,97,323,281
282,F Dickinson,95.7,124,309,282
283,Hartford,95.6,25,296,283
284,VA Military,95.6,202,320,284
285,Coastal Car,95.5,94,317,285
286,Winthrop,95.5,13,303,286
287,Maryland BC,95.5,258,324,287
288,Mt St Marys,95.4,117,311,288
289,Colgate,95.4,158,304,289
290,Rob Morris,95.3,23,318,290
291,Wagner,95.2,66,292,291
292,Bham Southern,95.2,192,318,292
293,Navy,95.1,126,313,293
294,High Point,95,14,322,294
295,Stony Brook,95,267,323,296
296,St Fran ,95,182,325,295
297,St Fran ,95,40,298,297
298,Delaware St,94.8,1,319,298
299,Lehigh,94.8,234,325,299
300,Radford,94.7,257,325,300
301,Coppin State,94.7,190,315,301
302,N Hampshire,94.6,194,319,302
303,Charl South,94.6,46,317,303
304,Florida A&M,94.6,50,323,304
305,LIU-Brooklyn,94.5,156,324,305
306,Sacred Hrt,94.5,80,322,306
307,Albany,94.4,22,325,307
308,S Car State,94.4,102,315,308
309,Hampton,94.4,151,317,309
310,Quinnipiac,94.3,194,322,310
311,Alabama St,93.9,280,326,311
312,Army,93.8,278,327,312
313,Miss Val St,93.7,242,323,313
314,Jackson St,93.6,71,318,314
315,Grambling St,93.5,9,319,315
316,Ark Pine Bl,93.4,66,320,316
317,NC A&T,93.3,257,326,317
318,Prairie View,93,107,320,318
319,Morgan St,92.9,103,326,319
320,Southern,92.9,86,326,320
321,Alcorn State,92.7,149,324,321
322,TX Southern,92.6,159,325,322
323,Howard,92.6,97,327,323
324,Alab A&M,92.4,219,325,324
325,Beth-Cook,92.3,110,326,325
326,Norfolk St,92.1,179,327,326
327,Maryland ES,92.1,5,327,327
