Rank,Team,Rating,High,Low,Last
158,Murray St ,100.2,17,256,157
159,S Dakota St ,100.2,61,178,159
160,Mercer ,100.2,20,260,160
161,Fla Atlantic ,100.2,48,218,161
162,Nevada ,100.1,18,271,162
163,Denver ,100.1,11,331,163
164,Fresno St ,100.1,74,298,164
165,Idaho ,100.1,5,222,165
166,E Tenn St ,100,22,212,166
167,TN State ,100,79,301,167
168,Northeastrn ,100,41,261,169
169,N Florida ,100,25,206,170
170,SC Upstate ,100,23,335,168
171,Davidson ,99.9,14,235,172
172,IL-Chicago ,99.9,136,319,171
173,W Kentucky ,99.9,165,290,173
174,Arkansas St ,99.8,2,252,174
175,AR Lit Rock ,99.8,78,303,175
176,Austin Peay ,99.8,5,220,176
177,Lamar ,99.7,14,315,177
178,Fla Gulf Cst ,99.7,93,301,178
179,NC-Wilmgton ,99.7,37,258,179
180,Tulane ,99.7,160,345,180
181,Jacksonville ,99.6,14,213,182
182,LA Tech ,99.6,53,321,181
183,Loyola-MD ,99.6,123,343,184
184,LA Monroe ,99.6,63,314,183
185,Bucknell ,99.6,14,238,186
186,Delaware ,99.6,139,324,185
187,North Texas ,99.6,60,310,187
188,San Diego ,99.5,147,341,188
189,Hawaii ,99.5,157,331,189
190,W Illinois ,99.5,2,257,190
191,Towson ,99.4,15,340,191
192,Georgia St ,99.4,58,344,192
193,TN Tech ,99.4,38,298,193
194,Lipscomb ,99.4,115,314,194
195,Loyola-Chi ,99.3,12,284,195
196,IUPUI ,99.3,57,325,196
197,LA Lafayette ,99.3,125,298,197
198,Stetson ,99.2,110,343,198
199,Florida Intl ,99.2,39,301,199
200,Rob Morris ,99.1,86,327,201
201,Col Charlestn ,99.1,46,305,200
202,Columbia ,99.1,25,306,202
203,Wm & Mary ,99,53,342,203
204,N Dakota St ,99,101,277,204
205,Troy ,99,44,249,205
206,Weber State ,99,73,273,206
207,Central Mich ,99,82,265,207
208,Hofstra ,99,95,320,209
209,Morehead St ,99,17,249,208
210,S Alabama ,99,1,310,210
211,Lehigh ,98.9,36,308,211
212,E Michigan ,98.9,145,331,213
213,Santa Clara ,98.9,35,259,212
214,Manhattan ,98.9,181,343,215
215,McNeese St ,98.8,47,292,214
216,TX-Arlington ,98.8,72,336,216
217,Rider ,98.8,10,318,217
218,San Jose St ,98.8,79,270,218
219,Neb Omaha ,98.8,92,320,219
220,TX-San Ant ,98.7,32,282,220
221,UC Irvine ,98.6,49,255,221
222,Siena ,98.6,130,330,223
223,S Utah ,98.5,189,329,222
224,Wagner ,98.5,49,234,224
225,Pepperdine ,98.5,91,287,225
226,NC-Asheville ,98.5,6,232,226
227,LIU-Brooklyn ,98.5,49,262,227
228,Boston U ,98.5,41,297,229
229,Kennesaw St ,98.5,29,283,228
230,Toledo ,98.4,188,343,230
231,American ,98.4,42,309,231
232,N Illinois ,98.3,14,326,232
233,Cal Poly ,98.3,48,308,233
234,Montana ,98.2,44,243,234
235,Ball State ,98.2,8,311,235
236,Quinnipiac ,98.2,91,317,236
237,Lafayette ,98.2,96,305,238
238,E Washingtn ,98.2,46,250,237
239,James Mad ,98.2,102,336,239
240,NW State ,98.1,140,337,240
241,TX A&M-CC ,98.1,46,294,241
242,Niagara ,98.1,139,335,245
243,IPFW ,98,50,326,242
244,Holy Cross ,98,67,294,244
245,Ste F Austin ,98,206,331,243
246,Wofford ,98,5,265,246
247,UMKC ,98,98,333,247
248,UC Riverside ,98,111,306,248
249,Portland St ,97.9,122,294,249
250,TN Martin ,97.9,6,306,250
251,Sam Hous St ,97.9,42,289,252
252,Cal St Nrdge ,97.9,27,285,251
253,Jksnville St ,97.8,32,333,253
254,GA Southern ,97.8,49,308,254
255,Central Conn ,97.8,176,345,256
256,CS Fullerton ,97.8,185,336,255
257,Dartmouth ,97.8,122,333,257
258,NC-Grnsboro ,97.7,10,332,258
259,Pacific ,97.7,44,276,259
260,St Peters ,97.6,62,319,261
261,South Dakota ,97.6,104,339,260
262,Vermont ,97.6,115,293,263
263,UC Davis ,97.6,177,321,262
264,Furman ,97.6,128,310,264
265,W Carolina ,97.6,32,304,265
266,Monmouth ,97.5,24,308,266
267,N Colorado ,97.5,20,296,267
268,Samford ,97.5,177,322,268
269,Charl South ,97.5,7,274,270
270,SE Missouri ,97.5,12,336,269
271,Texas State ,97.4,231,340,271
272,App State ,97.4,34,311,272
273,Marist ,97.4,43,344,273
274,Idaho State ,97.3,83,288,274
275,Seattle ,97.3,48,301,275
276,Citadel ,97.3,234,343,277
277,Central Ark ,97.3,122,316,276
278,Elon ,97.3,23,314,278
279,Brown ,97.3,214,345,279
280,Stony Brook ,97.3,46,313,280
281,Coastal Car ,97.2,35,306,281
282,Sacred Hrt ,97.2,256,343,282
283,St Fran ,97.2,67,321,283
284,Navy ,97.2,192,338,284
285,Nicholls St ,97.1,143,309,285
286,Winthrop ,97.1,91,310,286
287,Campbell ,97,68,343,287
288,NC Central ,97,41,325,288
289,E Kentucky ,97,197,313,289
290,Norfolk St ,97,1,328,290
291,CS Bakersfld ,96.8,26,295,291
292,High Point ,96.7,12,309,292
293,Maryland ES ,96.7,101,323,293
294,St Fran ,96.7,73,338,295
295,Albany ,96.7,91,326,297
296,Chattanooga ,96.7,29,317,294
297,Delaware St ,96.7,43,325,296
298,Montana St ,96.6,187,345,298
299,Bryant ,96.6,45,342,299
300,Savannah St ,96.6,47,302,300
301,Colgate ,96.6,259,343,302
302,N Arizona ,96.6,64,312,301
303,SIU Edward ,96.5,43,326,303
304,Gard-Webb ,96.5,38,307,304
305,Mt St Marys ,96.5,22,331,306
306,Chicago St ,96.5,55,326,305
307,Radford ,96.4,162,337,307
308,F Dickinson ,96.4,66,326,308
309,Howard ,96.3,122,343,309
310,E Illinois ,96.3,85,327,310
311,Beth-Cook ,96.3,184,330,312
312,Morgan St ,96.3,10,317,311
313,Liberty ,96.3,54,344,313
314,Presbyterian ,96.2,29,338,314
315,TX-Pan Am ,96.2,95,331,315
316,Canisius ,96.1,72,337,317
317,SE Louisiana ,96.1,54,340,316
318,Florida A&M ,96,150,330,318
319,NC A&T ,96,41,341,319
320,Maine ,95.9,34,333,320
321,Utah Val St ,95.8,146,335,321
322,Hampton ,95.8,281,342,322
323,Coppin State ,95.8,1,330,323
324,Sac State ,95.8,223,345,324
325,Hartford ,95.8,124,342,325
326,North Dakota ,95.7,140,341,326
327,VA Military ,95.7,213,343,327
328,Miss Val St ,95.6,2,337,328
329,Army ,95.3,151,345,329
330,S Car State ,95.3,125,336,330
331,Houston Bap ,95.1,210,333,331
332,Longwood ,94.9,286,344,332
333,Maryland BC ,94.8,208,344,333
334,Binghamton ,94.8,285,344,334
335,N Hampshire ,94.8,123,344,335
336,TX Southern ,94.4,10,336,336
337,NJIT ,94.1,94,340,337
338,Ark Pine Bl ,93.4,36,340,338
339,Jackson St ,93.3,4,342,339
340,Grambling St ,92.9,71,343,340
341,Alabama St ,92.7,76,343,341
342,Southern ,92.6,34,345,342
343,Prairie View ,92.3,71,345,343
344,Alcorn State ,92.2,34,345,344
345,Alab A&M ,92.1,2,345,345
