ID,Median Height,Median Weight,Max Height,Max Weight,Senior Count,Junior Count,Sophomore Count,Freshman Count
I643,78.0,191.0,82,230.0,2,2,5,4
I642,78.0,192.5,84,275.0,4,2,3,7
N839,76.0,205.0,84,245.0,4,4,4,5
N838,77.0,205.0,83,255.0,4,2,3,5
K748,75.0,197.5,80,230.0,0,0,0,12
N833,77.0,197.5,81,240.0,1,5,3,7
N832,76.0,195.0,84,245.0,3,2,4,6
N831,78.0,215.0,83,260.0,2,3,7,3
K749,75.0,215.0,82,235.0,1,1,5,4
N836,76.5,203.5,84,245.0,4,3,1,8
N835,77.5,210.0,81,255.0,4,4,3,1
N834,75.0,187.5,82,245.0,2,4,5,3
O658,77.0,185.0,83,230.0,5,5,2,3
O659,75.0,182.5,82,275.0,1,6,3,4
L542,75.0,198.0,81,245.0,0,0,1,13
Q785,77.0,207.5,81,275.0,4,5,4,1
O650,77.0,205.0,83,250.0,4,3,4,4
L545,77.0,185.0,81,270.0,1,2,2,8
O652,77.0,195.0,82,250.0,0,4,6,8
O653,78.0,180.0,82,230.0,4,2,5,4
O654,76.0,192.5,81,240.0,3,3,5,5
O655,77.5,202.5,83,245.0,2,3,5,4
L544,75.5,195.5,83,249.0,3,2,1,4
Q634,74.5,176.0,79,230.0,1,7,3,5
K559,77.5,215.0,83,260.0,4,2,3,7
K558,76.5,195.0,81,235.0,3,0,6,5
K557,75.5,202.5,84,260.0,2,0,4,6
K556,78.0,205.0,83,235.0,7,1,5,4
K555,76.5,217.0,82,251.0,3,4,4,1
K554,77.0,195.0,81,255.0,1,3,2,7
K553,77.0,195.0,80,240.0,2,2,3,8
K552,76.0,210.0,82,275.0,0,4,4,7
K551,77.0,208.0,82,250.0,3,1,4,5
K550,76.0,195.0,83,250.0,4,4,2,5
L549,76.0,200.0,81,240.0,0,0,5,6
J819,76.0,200.0,82,250.0,1,5,2,5
J818,78.0,210.0,83,260.0,6,1,3,6
L548,75.0,195.0,84,245.0,1,1,6,3
J815,75.5,192.5,80,230.0,3,1,3,7
J814,78.0,205.0,85,270.0,3,3,5,2
J817,77.0,205.0,81,260.0,1,2,7,3
J816,78.0,212.5,83,255.0,3,5,2,2
J811,77.0,205.0,83,268.0,2,3,3,5
J810,77.0,215.0,84,270.0,4,3,1,5
J813,77.0,215.0,81,250.0,2,3,5,3
J812,76.0,205.0,80,240.0,1,0,6,6
K666,78.0,205.0,83,290.0,2,1,3,9
K661,76.0,200.0,82,250.0,2,2,2,7
K660,80.0,220.0,84,272.0,3,0,4,6
P596,77.5,200.0,82,235.0,2,4,5,5
P597,78.0,205.0,82,270.0,1,4,5,4
P594,75.0,190.0,81,230.0,7,4,3,3
P595,77.0,202.0,84,260.0,3,6,5,2
P592,79.5,212.5,82,240.0,3,4,2,5
K663,78.0,200.0,81,255.0,1,5,4,3
P590,76.0,201.5,82,270.0,1,3,8,2
P591,77.0,202.0,81,253.0,3,4,4,5
K662,78.0,212.5,85,260.0,3,4,3,2
P598,78.0,205.0,82,240.0,5,7,2,3
P599,77.0,205.0,83,235.0,1,4,6,4
P730,79.0,210.0,84,340.0,4,7,3,2
P731,77.0,210.0,83,250.0,4,2,3,6
R523,77.5,192.5,80,220.0,4,4,3,1
R569,78.0,210.0,81,250.0,4,4,3,4
R568,78.5,195.0,83,235.0,4,4,5,3
R561,78.0,200.0,83,250.0,6,5,6,4
R560,76.5,202.0,81,210.0,1,6,2,5
R563,77.0,202.5,83,265.0,6,8,2,2
R562,77.0,200.0,84,260.0,4,4,3,6
R565,78.0,200.0,82,275.0,0,5,7,7
R564,76.0,195.0,81,250.0,6,4,3,3
R567,78.0,200.0,81,235.0,1,1,6,7
R566,76.0,190.0,81,275.0,5,6,2,2
L808,75.5,195.5,82,230.0,1,2,5,6
L809,78.0,210.0,83,230.0,2,6,6,12
N589,77.5,190.0,83,245.0,2,5,4,5
N588,75.0,190.0,86,250.0,0,7,5,3
P776,76.0,190.0,81,220.0,3,3,4,3
P738,76.5,194.5,82,257.0,3,3,5,3
P774,77.0,196.0,83,250.0,1,5,6,3
P775,77.0,211.5,82,226.0,1,3,6,2
L800,77.0,197.0,82,245.0,1,1,4,5
L801,78.0,205.0,80,265.0,2,3,4,2
L802,78.5,214.5,83,235.0,1,1,5,7
L803,75.0,195.0,83,240.0,0,4,5,4
L804,78.0,200.0,83,320.0,0,3,8,4
L805,75.0,200.0,82,240.0,1,2,3,7
L806,78.0,197.5,86,285.0,0,3,5,6
L807,77.5,199.5,81,255.0,1,2,4,7
S701,78.0,205.0,85,250.0,3,3,4,4
S706,76.5,205.0,82,240.0,1,2,5,6
P749,77.0,210.0,81,285.0,5,3,2,3
S707,78.0,200.0,85,245.0,8,5,2,0
S704,76.0,195.0,80,220.0,2,2,3,9
Q635,78.0,210.0,83,275.0,3,6,1,3
S705,76.5,190.0,82,225.0,3,1,7,7
N631,78.0,200.0,81,280.0,1,3,4,7
N630,76.0,190.0,82,240.0,2,2,6,6
N633,77.5,190.0,82,240.0,3,2,4,3
N632,76.0,182.5,81,251.0,4,6,3,5
N635,76.0,190.0,82,275.0,3,3,3,6
N634,76.0,195.0,83,235.0,2,3,2,6
N637,76.0,210.0,82,265.0,1,5,4,4
N636,76.5,206.5,83,250.0,2,3,5,6
N639,77.0,212.5,82,270.0,4,7,0,3
N638,78.0,205.0,85,240.0,1,6,3,6
Q815,76.0,205.0,82,240.0,3,5,7,2
S565,78.0,205.0,82,240.0,3,6,5,2
M528,77.0,205.0,82,245.0,0,5,7,3
M529,77.0,210.0,81,280.0,1,5,4,3
S583,76.0,200.0,82,250.0,2,5,5,4
M520,74.5,190.0,78,260.0,1,4,2,5
M521,77.5,207.5,84,260.0,3,5,2,2
M522,76.0,197.5,83,235.0,1,7,3,3
M523,76.0,195.0,79,260.0,4,4,0,4
M524,77.0,200.0,83,290.0,3,4,2,6
M526,78.5,211.0,82,265.0,4,4,3,3
M527,77.5,217.5,83,255.0,2,1,4,5
S763,76.5,195.0,83,255.0,2,4,4,4
R522,75.0,205.0,83,275.0,5,3,4,3
R741,77.5,202.5,82,245.0,4,2,5,5
R740,76.5,190.0,80,300.0,1,1,4,8
R743,75.0,190.0,83,270.0,3,2,3,7
R742,76.0,195.0,80,215.0,1,2,3,5
R745,77.0,195.0,81,235.0,5,5,4,1
R744,76.5,195.0,82,235.0,2,4,2,6
R747,76.0,185.0,83,270.0,1,7,2,6
R746,77.0,200.0,81,250.0,2,3,7,3
R749,76.0,186.0,81,264.0,4,3,4,5
R748,76.0,205.0,82,235.0,2,4,2,7
R587,75.5,205.0,82,230.0,6,0,5,5
R586,75.5,195.0,80,250.0,4,4,2,4
R585,77.5,200.0,82,235.0,4,5,3,4
R584,77.0,220.0,82,240.0,5,2,8,0
R583,76.0,205.0,82,250.0,4,5,2,5
R582,77.5,200.0,85,285.0,3,5,2,6
R581,76.0,190.0,84,283.0,2,9,2,2
O790,78.0,204.0,82,278.0,6,5,4,3
R589,75.0,180.0,84,228.0,3,2,2,6
R588,77.0,195.0,80,250.0,5,3,2,5
M634,76.0,187.5,83,235.0,3,3,3,7
M635,77.0,190.0,83,270.0,2,4,3,5
M636,75.0,205.0,83,250.0,6,4,3,4
M637,77.0,205.0,82,275.0,4,2,2,7
M630,77.0,192.0,81,230.0,7,2,0,4
M631,77.0,200.0,84,270.0,3,3,2,4
M632,76.5,180.0,84,295.0,4,4,5,3
J608,74.0,192.0,80,235.0,2,4,2,7
M638,77.0,210.0,85,240.0,2,5,6,3
M639,77.0,220.0,84,290.0,2,6,4,1
O794,77.0,205.0,84,250.0,5,5,2,5
O796,78.0,197.5,82,242.0,3,5,4,2
R639,77.0,212.5,82,250.0,3,4,5,4
R638,79.0,200.0,82,270.0,2,3,2,6
R635,78.0,207.5,83,265.0,6,1,2,5
R634,74.0,185.0,81,252.0,4,6,1,6
R637,76.0,210.0,83,275.0,3,4,6,2
R636,78.0,195.0,84,240.0,4,3,2,8
R631,77.0,200.0,81,275.0,2,8,3,4
R630,76.0,195.0,81,320.0,2,6,3,4
R633,76.5,189.0,81,260.0,1,4,3,6
R632,75.0,185.0,81,260.0,7,5,4,3
Q538,76.0,200.0,80,240.0,6,3,4,2
Q688,76.0,187.5,81,270.0,1,2,5,8
N813,77.5,207.5,81,230.0,3,2,2,3
N812,74.0,182.5,80,275.0,3,5,5,3
P739,77.0,200.0,80,255.0,3,4,5,4
Q679,76.5,187.5,85,245.0,4,4,1,5
Q674,79.0,210.0,81,276.0,2,5,2,7
Q675,78.0,195.0,83,280.0,3,5,5,4
Q676,77.0,210.0,81,267.0,9,3,2,1
Q677,77.5,195.0,83,275.0,5,3,4,2
Q670,77.0,207.5,82,250.0,3,4,5,4
P766,76.0,196.5,81,260.0,3,5,3,3
Q672,75.0,195.0,83,248.0,2,7,4,2
Q673,79.0,205.0,83,289.0,2,3,5,5
S603,79.0,219.0,84,350.0,5,5,4,1
S602,79.0,214.0,81,260.0,4,5,4,2
S601,77.0,205.0,82,245.0,4,5,3,3
S600,76.0,195.0,80,255.0,6,6,1,5
S607,76.0,200.0,85,305.0,3,4,4,5
S606,76.0,206.5,83,275.0,4,3,7,4
S605,76.0,185.0,81,240.0,4,4,4,3
S604,78.5,212.5,82,240.0,1,5,4,6
Q786,76.5,205.0,84,244.0,5,5,6,4
N819,76.0,200.0,82,275.0,2,6,2,3
N818,78.0,215.0,84,230.0,3,5,4,6
O733,77.0,205.0,82,270.0,3,8,1,3
O732,76.5,195.0,82,270.0,5,4,3,2
O731,76.5,215.0,82,250.0,2,4,2,6
O730,79.0,205.0,84,245.0,0,4,8,5
O737,76.5,200.5,83,265.0,4,4,1,7
K829,77.5,205.0,84,240.0,4,4,1,5
O735,76.0,187.5,82,245.0,0,4,2,6
O734,77.5,205.0,80,245.0,3,4,4,5
Q787,74.5,187.5,84,230.0,1,4,3,6
O739,76.0,190.0,81,240.0,3,4,4,4
K828,78.0,205.0,83,270.0,0,2,5,6
J640,77.0,211.0,87,270.0,2,5,4,4
J641,75.0,185.0,82,230.0,0,3,2,8
J642,77.0,200.0,84,275.0,2,2,3,6
J643,77.0,190.0,82,222.0,0,2,6,5
I528,78.0,205.0,82,258.0,5,2,3,3
I529,76.0,200.0,83,260.0,3,3,4,5
J646,75.0,200.0,81,250.0,1,3,3,6
J647,77.0,210.0,83,255.0,3,1,4,5
I524,76.0,205.0,84,255.0,1,3,5,6
J649,77.0,190.0,83,260.0,0,0,0,15
I526,78.0,202.0,84,220.0,3,1,3,5
I527,78.0,205.0,84,262.0,1,2,4,6
I520,75.0,205.0,83,230.0,2,2,3,5
I521,76.5,205.0,82,250.0,2,1,5,6
I522,76.0,205.0,82,225.0,2,5,4,2
I523,76.0,200.0,80,225.0,1,2,2,6
Q788,78.0,197.5,82,265.0,4,5,3,2
Q789,77.0,207.5,83,240.0,4,4,1,4
K779,77.0,196.0,85,245.0,3,2,4,5
K824,78.0,210.0,82,255.0,2,3,4,4
K773,77.0,202.5,82,255.0,2,1,2,7
K772,76.0,210.0,82,245.0,1,2,1,8
K771,76.0,192.5,82,250.0,0,3,2,7
Q783,79.0,212.5,83,245.0,4,2,6,4
K777,77.0,180.0,82,250.0,1,1,4,5
K776,77.0,197.5,81,240.0,3,1,7,3
K775,78.0,207.5,82,245.0,1,2,4,5
K774,77.0,200.0,84,275.0,2,0,3,8
L659,76.0,193.0,84,250.0,3,5,4,1
L658,77.0,200.0,80,255.0,1,1,2,8
S739,76.0,190.0,81,265.0,2,8,3,3
R559,75.0,200.0,85,240.0,3,5,4,3
L655,78.0,197.0,83,295.0,2,2,6,2
L654,79.0,195.0,83,250.0,3,3,5,4
L657,77.5,216.5,82,310.0,3,1,4,4
S734,78.5,202.5,83,225.0,5,6,2,1
L651,77.0,205.0,84,265.0,4,3,4,5
L650,76.0,200.0,79,225.0,1,0,9,3
L653,77.0,205.0,82,270.0,3,3,3,3
J788,77.0,208.0,81,257.0,4,3,5,3
S557,76.0,185.0,82,246.0,4,6,3,3
S556,77.0,200.0,84,245.0,2,4,5,6
S555,77.0,205.0,83,256.0,4,6,2,5
S554,78.0,203.5,86,265.0,4,3,4,5
S553,76.5,205.0,82,240.0,2,2,6,4
S552,77.5,212.5,82,260.0,4,4,6,2
S551,76.5,200.0,82,260.0,0,5,5,4
S550,78.0,199.5,81,238.0,0,2,6,4
S559,78.0,200.0,84,230.0,4,5,5,2
S558,75.5,197.5,85,258.0,1,5,5,5
Q524,76.0,190.0,81,235.0,0,5,4,6
Q526,77.0,203.0,81,251.0,2,3,3,7
Q527,77.0,193.5,84,279.0,3,1,2,9
Q520,76.0,205.0,82,296.0,3,2,5,2
Q521,78.0,197.5,83,250.0,4,3,5,2
Q522,75.0,200.0,83,275.0,3,5,2,5
Q523,77.0,195.0,81,250.0,3,5,3,3
Q528,78.0,200.0,85,265.0,6,0,5,3
Q529,77.0,201.0,82,240.0,3,4,2,6
N806,77.0,197.5,86,270.0,5,1,6,4
I639,76.0,205.0,84,270.0,5,2,2,4
N804,79.0,200.0,83,265.0,10,4,0,5
N805,77.0,205.0,80,240.0,5,1,2,1
N802,78.5,210.0,84,245.0,2,4,3,5
N803,76.0,185.0,81,250.0,2,5,5,3
N800,77.5,190.5,84,235.0,4,9,0,1
N801,77.0,200.0,81,265.0,3,3,4,3
I630,78.0,200.0,83,260.0,0,0,9,4
I631,76.0,205.0,84,270.0,1,2,4,8
I632,75.0,200.0,84,265.0,4,1,5,5
I633,76.0,195.0,84,240.0,0,0,4,7
I634,76.0,190.0,81,240.0,3,2,4,2
I635,76.0,192.5,81,240.0,2,1,2,9
I636,76.5,210.0,83,255.0,1,4,6,5
I637,78.0,205.0,83,255.0,0,2,5,9
J792,78.0,210.0,81,240.0,1,4,2,5
J793,77.5,215.0,82,245.0,3,2,1,6
J790,77.0,205.0,82,250.0,3,5,2,5
J791,78.0,200.0,81,240.0,2,2,4,3
J796,78.0,211.0,81,250.0,1,0,8,3
J797,76.5,195.0,82,235.0,1,2,7,4
J794,76.0,202.5,81,250.0,0,1,6,9
J795,76.5,200.0,80,235.0,1,2,5,6
M681,77.5,202.5,82,250.0,4,2,5,5
J798,77.0,205.0,82,270.0,2,3,5,3
J799,78.0,204.0,84,280.0,2,2,5,4
M680,77.0,205.0,84,245.0,2,4,5,4
M683,76.5,195.0,82,225.0,2,5,5,0
M682,76.0,195.0,80,240.0,2,3,2,6
O649,74.0,185.0,79,230.0,4,5,3,1
O648,77.0,200.0,82,225.0,1,3,4,6
O643,78.0,210.0,83,260.0,3,3,4,6
O642,77.0,205.0,82,280.0,3,4,7,3
O641,78.0,210.0,82,245.0,4,5,0,4
O640,79.0,215.0,83,265.0,3,2,3,5
O647,77.0,205.0,84,290.0,4,3,6,4
O646,76.5,200.0,82,255.0,1,4,5,6
O645,76.0,200.0,83,220.0,2,1,5,7
O644,77.0,200.0,85,250.0,4,4,3,4
I744,77.5,205.0,84,245.0,1,3,4,4
I745,77.0,205.0,81,245.0,3,2,3,4
I746,77.0,205.0,82,265.0,2,3,2,6
I747,74.5,182.5,80,280.0,1,1,4,6
I740,78.0,199.0,81,245.0,1,2,5,5
I741,77.0,206.0,83,270.0,3,4,6,2
I742,77.0,195.0,82,240.0,3,3,4,5
I743,78.0,215.0,83,250.0,4,2,3,4
K562,75.5,207.5,83,255.0,3,2,3,6
K560,74.0,181.0,79,230.0,0,1,8,5
K561,77.0,207.5,82,242.0,2,4,3,5
K566,78.0,205.0,81,235.0,2,1,6,4
I749,75.0,205.0,81,255.0,4,1,3,3
K564,76.0,205.0,82,305.0,2,2,4,5
K565,78.0,194.0,82,253.0,1,5,3,5
J603,79.5,219.0,86,278.0,1,4,4,5
S591,78.0,205.0,82,225.0,1,9,4,3
P581,75.0,180.0,82,285.0,3,5,7,0
P580,77.0,200.0,80,240.0,4,4,2,5
P583,77.5,205.0,82,270.0,4,3,4,3
P582,78.0,200.0,81,230.0,0,6,3,6
P585,77.5,198.5,84,245.0,3,4,4,7
P584,76.0,204.0,82,254.0,4,7,2,2
P587,75.5,197.0,82,256.0,3,4,5,2
P586,78.0,210.0,82,235.0,5,5,3,2
P589,77.0,200.0,84,228.0,6,4,2,3
P588,76.0,185.0,80,250.0,3,3,2,5
Q730,77.0,205.0,84,300.0,6,3,4,3
O679,77.0,205.0,85,250.0,3,6,4,2
K720,77.0,215.0,81,260.0,3,2,3,3
O651,77.0,200.0,82,260.0,4,2,5,5
K721,76.5,206.5,83,270.0,1,1,6,4
S689,77.0,200.0,81,250.0,6,2,3,4
L819,76.0,200.0,81,250.0,0,3,4,4
L818,78.0,200.0,83,220.0,1,4,2,8
O512,75.0,207.0,84,257.0,3,4,1,7
P768,77.0,184.5,81,254.0,4,2,5,3
L813,77.0,200.0,82,240.0,2,1,5,3
L812,75.0,200.0,80,240.0,0,1,7,5
L811,78.0,201.5,81,255.0,3,2,2,5
L810,77.0,207.0,80,240.0,0,3,6,6
L817,77.0,205.0,81,260.0,2,1,6,5
L816,76.0,212.5,82,255.0,1,4,1,4
L815,76.0,203.0,83,242.0,2,3,4,4
L814,79.0,200.0,90,335.0,3,2,5,3
I548,75.0,195.0,85,240.0,1,0,4,8
I549,77.0,197.5,82,260.0,1,3,7,1
S683,77.5,204.0,86,260.0,4,3,4,3
R828,77.0,200.0,82,260.0,2,9,0,4
R829,76.0,205.0,83,260.0,2,3,4,6
S682,77.0,200.0,83,265.0,3,8,3,3
R824,78.5,207.5,85,240.0,3,1,5,4
R825,76.5,210.0,84,260.0,2,4,4,4
R826,77.0,202.5,82,250.0,7,4,1,0
R827,77.0,210.0,83,230.0,0,2,6,7
R820,76.0,192.5,82,295.0,3,6,3,4
R821,77.0,205.0,87,261.0,4,3,4,5
R822,78.0,205.0,83,270.0,1,7,3,4
R823,77.0,190.0,81,220.0,3,6,1,1
S680,77.0,200.5,84,245.0,2,6,2,4
S687,75.0,190.0,80,265.0,1,3,7,2
S686,75.0,185.0,84,245.0,4,2,4,5
S685,75.0,186.0,83,255.0,6,6,3,4
I541,78.0,218.0,82,295.0,2,3,5,3
Q681,76.5,200.0,82,255.0,2,5,5,6
Q816,78.0,199.0,84,247.0,2,2,4,8
M539,78.0,220.0,86,250.0,2,1,11,5
M538,77.0,195.0,81,290.0,4,6,2,5
M533,75.0,192.5,83,250.0,3,3,5,3
M531,78.0,210.0,81,235.0,3,3,3,7
M530,77.0,200.0,84,256.0,3,6,2,4
M537,74.5,197.5,83,260.0,5,4,4,3
M536,77.5,197.5,83,250.0,3,5,2,6
M535,76.0,184.0,80,225.0,5,1,5,4
M534,77.0,210.0,84,260.0,1,6,6,2
Q736,80.0,205.0,83,255.0,3,5,5,4
Q689,76.5,192.5,81,245.0,2,2,7,3
J740,78.0,203.5,82,304.0,1,3,5,5
O657,78.0,202.5,81,250.0,1,5,5,3
Q767,76.0,200.0,81,255.0,3,2,2,8
M627,76.0,190.0,84,270.0,4,4,6,3
M626,76.0,195.0,82,265.0,3,2,4,5
M625,78.0,210.0,81,295.0,4,3,1,5
M624,75.0,190.0,83,255.0,5,4,3,1
M623,77.0,200.0,85,245.0,3,6,0,7
M622,76.5,187.5,84,260.0,3,4,3,4
M621,78.0,210.0,83,240.0,2,4,5,2
M620,76.0,205.0,82,255.0,3,9,0,3
M629,77.0,210.0,83,230.0,4,3,3,5
M628,79.0,208.0,84,250.0,3,3,2,3
P772,75.0,190.0,82,235.0,5,3,2,4
R789,78.0,210.0,82,230.0,3,1,4,3
R648,77.0,200.0,80,235.0,6,2,3,3
R649,77.0,205.0,81,250.0,1,4,3,5
R640,77.0,198.0,84,244.0,2,2,5,4
R641,75.0,185.0,83,280.0,2,4,4,3
R642,78.0,205.0,82,230.0,2,2,4,5
R643,76.5,202.5,83,240.0,3,2,3,6
R644,76.5,190.0,81,235.0,4,3,4,3
R645,76.5,192.5,82,245.0,2,5,6,3
R646,76.0,200.0,82,285.0,1,3,4,7
R647,79.0,197.0,82,255.0,2,6,3,5
S750,76.0,210.0,83,230.0,2,4,3,4
S752,76.0,182.5,82,250.0,2,5,3,6
Q669,78.5,204.0,83,256.0,2,3,5,4
Q668,78.0,202.0,83,284.0,4,4,5,2
Q667,77.0,190.0,83,250.0,1,5,6,5
Q666,77.5,191.0,82,243.0,3,5,6,2
Q665,77.5,212.5,83,240.0,2,4,4,2
Q664,77.0,198.5,81,285.0,5,5,1,3
Q663,79.0,217.5,85,260.0,3,4,3,4
Q662,77.0,195.0,85,225.0,3,2,4,6
Q661,78.0,220.0,86,245.0,3,3,2,5
Q660,77.0,212.5,83,290.0,2,3,4,3
L718,76.0,205.0,82,275.0,3,2,5,1
L719,78.0,210.0,81,255.0,5,2,2,2
S638,78.0,195.0,83,270.0,3,4,6,2
S639,77.0,201.0,88,255.0,4,3,6,3
L714,75.0,197.5,85,255.0,2,4,1,5
L715,77.0,195.0,82,285.0,3,2,4,4
L716,76.5,195.0,81,265.0,3,3,4,6
L717,79.0,214.0,83,250.0,2,1,5,5
L710,76.5,195.0,80,225.0,0,0,6,6
L711,77.0,205.0,82,245.0,2,3,6,4
L712,76.0,200.0,81,245.0,4,1,1,5
L713,76.0,205.0,81,225.0,2,3,4,6
O708,76.5,210.0,84,245.0,6,1,4,5
O709,78.0,205.0,83,246.0,3,2,2,8
O706,75.5,200.0,82,250.0,2,2,4,6
O707,76.0,200.0,83,290.0,4,5,4,2
O704,77.0,195.0,83,260.0,5,2,4,3
O705,75.0,190.0,80,250.0,0,7,6,6
O702,77.0,195.0,84,240.0,3,4,4,8
O703,1590.0,0.39600000000000002,3624,0.463,0,0,0,0
O700,77.0,190.0,81,250.0,2,4,3,3
O701,78.0,195.0,81,235.0,1,2,4,4
J653,77.0,202.5,83,250.0,3,3,3,5
K747,76.5,190.0,84,245.0,1,1,5,7
K744,77.0,210.0,82,245.0,3,2,3,5
K745,75.0,200.0,82,260.0,0,1,3,7
J657,76.0,215.0,82,251.0,4,2,3,2
K743,78.0,218.0,83,240.0,2,3,4,4
K740,76.5,186.5,82,304.0,2,4,2,4
I538,77.5,200.0,81,265.0,2,4,2,6
I537,77.0,217.5,80,250.0,4,2,3,5
I536,75.0,200.0,83,280.0,2,4,2,5
I535,77.0,220.0,84,250.0,3,1,4,5
I534,78.0,210.0,82,310.0,0,4,4,5
I533,78.0,210.0,83,264.0,5,1,5,4
I531,78.0,210.0,83,250.0,3,1,4,5
I530,76.0,215.0,85,260.0,4,2,4,5
Q799,78.5,207.5,83,237.0,3,2,3,6
Q798,76.0,200.0,81,230.0,0,2,6,5
Q793,76.0,197.0,82,245.0,2,3,0,6
Q792,77.0,192.5,84,265.0,6,4,2,4
Q791,76.0,192.0,83,243.0,2,6,3,4
Q790,77.0,201.0,81,265.0,2,5,5,7
Q797,77.0,195.0,80,250.0,1,4,7,4
Q796,78.5,187.5,83,245.0,1,3,3,7
Q795,77.0,201.0,82,250.0,5,4,1,6
Q794,77.5,209.5,82,237.0,5,4,3,4
L628,78.0,200.0,84,245.0,2,1,3,7
L629,78.0,200.0,83,245.0,1,4,3,7
S708,78.0,220.0,82,290.0,4,5,4,3
S709,75.5,190.0,81,230.0,7,5,2,2
L620,78.0,207.5,82,255.0,0,0,3,11
L621,77.0,195.0,81,285.0,1,3,2,5
L622,76.0,185.0,83,250.0,1,5,7,2
L623,80.0,220.0,83,265.0,3,2,5,3
L624,77.0,202.5,83,258.0,2,1,3,6
L625,78.0,203.0,83,256.0,2,4,3,4
L626,75.5,195.0,83,265.0,2,2,3,7
L627,78.0,205.0,84,270.0,2,3,1,7
S562,77.5,200.0,84,250.0,4,5,4,7
O720,77.0,205.0,84,265.0,5,6,4,0
S560,76.0,200.0,81,210.0,3,6,3,3
S561,75.0,185.0,83,250.0,3,5,3,6
S566,76.5,185.0,82,235.0,3,5,3,3
S567,78.0,200.0,82,235.0,1,2,7,5
S564,76.5,192.5,81,250.0,4,6,1,5
O721,78.0,217.0,82,296.0,3,3,3,6
S568,78.0,195.0,83,235.0,6,3,4,4
S569,78.0,204.0,82,250.0,4,2,5,3
O722,77.0,215.0,83,245.0,1,5,2,6
Q537,75.0,188.0,81,236.0,3,4,6,4
Q536,77.5,195.0,83,235.0,2,5,1,8
Q535,77.0,191.0,83,240.0,3,3,3,6
O723,77.0,205.0,84,250.0,2,4,4,3
Q533,78.5,212.5,83,252.0,3,5,3,3
Q532,76.0,200.0,84,250.0,0,5,7,3
Q531,77.0,207.5,81,230.0,1,7,3,5
Q530,78.0,210.0,85,240.0,3,5,2,5
O724,75.0,192.5,82,245.0,3,3,5,5
Q539,78.0,197.5,82,250.0,2,3,6,5
O725,77.0,204.0,82,250.0,2,1,10,2
N811,79.0,195.0,82,260.0,0,11,4,2
N810,77.0,197.5,82,250.0,4,5,1,8
I629,76.5,210.0,85,260.0,4,1,2,7
I628,79.0,200.0,83,255.0,5,0,3,5
N815,75.5,197.5,80,242.0,0,6,5,3
N814,77.5,207.5,91,370.0,2,3,5,8
N817,76.0,205.0,82,255.0,5,2,3,3
N816,76.5,202.5,82,230.0,1,5,4,4
I623,78.0,220.0,86,256.0,1,4,4,4
I622,78.0,205.0,82,245.0,3,3,6,3
I621,77.0,195.0,82,270.0,1,3,1,6
I620,76.0,198.0,81,245.0,0,2,5,6
I627,75.0,200.0,81,245.0,3,0,6,5
I626,77.0,190.0,82,237.0,1,2,5,5
I625,75.5,206.5,83,240.0,2,4,4,4
I624,77.0,200.0,83,258.0,0,5,5,6
L534,77.0,207.5,84,280.0,3,3,5,5
L535,76.5,200.0,79,240.0,3,3,3,3
L536,78.0,205.0,83,250.0,3,2,4,4
L537,78.0,205.0,85,260.0,1,5,4,5
L530,76.5,208.0,81,260.0,2,3,3,4
L531,78.0,217.5,81,250.0,3,4,2,3
L533,76.0,195.0,83,241.0,3,3,3,5
J785,77.0,190.0,81,255.0,5,2,4,4
J784,77.0,215.0,85,245.0,1,5,3,4
J787,76.0,197.5,84,265.0,4,1,4,3
J786,77.5,207.0,84,258.0,3,3,6,4
L538,78.0,210.0,81,290.0,3,5,5,2
J780,76.5,212.5,84,270.0,1,3,4,6
J783,78.0,210.0,83,260.0,3,3,3,3
J782,75.5,207.0,84,270.0,2,5,2,3
O676,78.0,200.0,81,264.0,3,2,5,3
O677,76.5,200.0,81,225.0,0,5,5,4
O674,77.5,211.0,82,251.0,1,4,8,1
O675,78.5,195.0,85,265.0,2,6,4,6
O672,76.0,195.0,82,250.0,6,3,3,6
O673,78.0,205.0,83,258.0,3,4,3,4
O670,77.0,210.0,84,265.0,2,2,5,7
O671,78.0,225.0,84,285.0,3,6,4,3
O678,77.0,215.0,83,260.0,1,5,4,3
O516,76.5,205.0,80,255.0,4,3,2,5
K575,74.0,182.0,80,260.0,1,3,4,5
K574,76.0,190.0,80,235.0,4,4,2,3
K577,76.5,200.0,82,250.0,5,1,2,6
K576,76.0,205.0,82,240.0,2,5,4,4
K571,77.0,190.0,81,250.0,0,4,7,4
K570,78.0,215.0,86,240.0,2,2,4,4
K573,78.0,215.0,81,295.0,1,4,4,5
K572,77.0,200.0,83,260.0,1,3,3,4
K579,78.5,191.0,81,240.0,2,0,5,5
K578,78.5,202.5,82,250.0,2,2,5,3
I757,77.0,210.0,81,245.0,6,0,4,3
I756,78.0,212.0,80,230.0,1,4,4,4
I755,75.5,195.0,81,245.0,4,2,4,6
I754,78.0,198.0,84,235.0,2,5,2,2
I753,76.5,197.5,82,250.0,0,3,3,6
I752,77.0,200.0,82,235.0,5,2,3,3
I751,76.0,193.0,79,221.0,1,0,4,7
I750,76.0,202.5,86,240.0,8,8,4,4
I759,76.0,195.0,80,235.0,0,0,9,7
I758,76.5,205.0,83,245.0,2,3,5,4
P808,77.0,202.5,80,225.0,1,9,1,1
P809,77.0,205.0,84,250.0,4,5,6,2
