ID,Median Height,Median Weight,Max Height,Max Weight,Senior Count,Junior Count,Sophomore Count,Freshman Count
K617,77.0,210.0,82,240.0,1,1,4,9
S658,77.0,195.0,82,240.0,3,3,4,4
S659,77.0,190.0,82,240.0,4,5,2,3
S654,76.0,201.0,82,245.0,2,3,5,5
S655,78.0,217.0,84,256.0,2,4,2,7
S657,78.0,210.0,81,225.0,0,3,6,6
S650,78.0,210.0,82,290.0,4,5,3,2
S651,76.0,195.0,82,250.0,4,4,1,6
S652,76.5,200.0,82,250.0,4,2,5,5
S653,77.0,195.0,81,261.0,3,3,4,5
O568,78.0,217.0,82,234.0,4,1,6,3
O569,76.0,200.0,82,250.0,7,4,4,2
O566,77.0,190.0,81,280.0,7,5,0,3
O567,76.0,200.0,81,235.0,3,2,5,5
O564,78.0,200.0,83,240.0,5,9,1,1
O565,77.5,205.0,84,240.0,7,8,3,0
O562,77.0,191.0,81,250.0,3,6,1,5
O563,75.0,198.0,82,280.0,4,6,3,3
O560,76.5,208.5,82,245.0,0,7,3,2
O561,79.0,200.0,84,265.0,9,4,2,6
O768,76.0,195.0,81,250.0,3,6,2,8
O769,77.0,200.0,81,230.0,5,5,0,3
O764,77.0,195.0,83,340.0,2,6,4,1
O765,77.0,190.0,82,230.0,3,7,2,2
O766,76.0,207.0,81,245.0,4,4,4,4
O767,76.0,195.0,85,250.0,2,5,5,3
O760,77.0,200.0,87,260.0,3,3,3,4
O761,75.0,180.0,81,220.0,2,7,4,2
O762,77.0,210.0,80,230.0,3,6,2,4
O763,76.5,200.0,82,260.0,3,6,4,1
K724,78.0,205.0,83,270.0,3,3,4,1
K725,77.0,205.0,84,255.0,2,4,6,1
K726,77.0,210.0,87,320.0,3,3,4,5
K727,77.0,190.0,81,245.0,2,1,2,8
I599,80.0,220.0,83,254.0,1,3,6,5
I598,78.5,205.0,83,245.0,2,3,2,7
K722,78.5,215.0,82,260.0,0,1,4,7
K723,76.5,202.5,87,275.0,2,5,5,2
I595,78.0,212.5,82,250.0,3,2,5,4
I594,75.0,211.0,81,260.0,1,2,2,7
I597,79.0,215.0,82,315.0,2,1,3,7
I596,76.0,190.0,85,234.0,3,2,6,3
K728,78.0,200.0,80,230.0,2,3,2,8
K729,77.0,207.0,83,255.0,0,2,4,9
I593,76.5,199.0,81,230.0,2,4,3,3
I592,79.5,207.5,82,255.0,1,2,5,4
R796,76.0,197.5,83,240.0,1,5,4,4
O755,78.0,210.0,84,240.0,3,1,4,5
O754,78.0,220.0,83,297.0,3,5,3,4
O757,75.0,193.0,86,240.0,3,5,6,3
O756,77.0,200.0,82,255.0,4,4,2,5
O751,78.0,204.0,81,265.0,4,4,3,2
R797,77.0,195.0,80,250.0,2,5,4,3
O750,76.5,195.5,84,245.0,5,2,4,3
O753,76.0,202.5,82,260.0,4,5,2,7
S773,78.0,200.0,82,250.0,5,5,1,4
O752,77.0,192.5,82,235.0,3,4,4,3
S698,77.0,198.0,85,255.0,2,6,5,4
O614,75.0,185.0,83,230.0,2,4,3,4
O615,77.0,200.0,82,250.0,2,5,0,6
O616,76.5,200.0,81,235.0,2,3,5,4
O617,76.0,195.0,81,270.0,4,6,1,4
O610,77.0,206.5,82,250.0,4,4,6,2
O611,77.0,200.0,81,250.0,2,7,3,3
O612,78.0,207.5,82,240.0,4,0,7,7
O613,79.0,207.5,84,265.0,6,5,5,0
O618,74.0,190.0,83,270.0,2,5,2,6
O619,77.0,190.0,81,220.0,6,2,1,6
S817,77.0,210.0,83,230.0,2,6,1,6
O584,75.5,185.5,82,245.0,3,4,4,3
O585,77.0,205.0,84,245.0,4,3,4,4
O586,76.0,205.0,80,230.0,2,4,3,5
O587,75.5,200.0,82,255.0,1,4,3,6
O580,76.0,192.0,80,245.0,5,3,4,1
O581,78.0,190.5,82,290.0,2,3,5,4
O582,76.0,182.5,81,270.0,5,2,2,5
O583,77.0,197.5,82,255.0,1,4,3,6
O588,75.0,187.5,86,250.0,4,6,2,2
O589,77.0,197.0,83,245.0,4,4,5,2
S821,77.0,195.0,84,250.0,1,7,4,3
K599,78.5,215.0,83,251.0,4,3,2,5
K598,77.5,202.5,81,240.0,2,4,3,5
K593,76.0,200.0,82,260.0,2,4,2,4
K592,78.5,197.5,83,255.0,1,2,6,3
K590,76.0,200.0,80,245.0,0,3,5,5
K597,75.5,207.5,81,275.0,0,0,5,5
K596,77.0,210.0,82,235.0,3,1,8,3
K595,78.0,210.0,82,250.0,2,2,4,5
K594,77.0,190.0,81,243.0,0,1,4,8
R852,76.0,190.0,82,250.0,3,2,6,4
O809,75.0,190.0,88,280.0,1,2,5,8
O808,75.0,190.0,81,240.0,7,5,2,5
M588,75.0,185.0,86,250.0,4,1,5,3
M589,78.0,200.0,81,235.0,3,4,6,4
M586,76.0,210.0,81,225.0,3,4,3,3
M587,76.0,183.0,84,237.0,1,4,4,6
O803,74.5,180.0,81,250.0,0,10,4,2
M585,77.0,195.0,84,240.0,2,3,6,4
M582,75.0,195.0,81,240.0,2,3,3,3
M583,76.5,190.0,82,240.0,3,1,3,7
M580,76.0,195.0,80,235.0,2,4,4,5
M581,76.5,204.0,83,240.0,4,4,3,5
N529,76.0,200.0,81,285.0,3,4,2,2
N528,76.5,202.5,82,240.0,3,9,2,2
P792,77.5,190.0,84,265.0,2,6,4,4
P793,76.0,195.0,82,245.0,5,1,4,3
P794,78.0,205.0,81,230.0,5,5,3,4
P795,77.0,202.0,82,240.0,7,3,3,4
P796,78.0,198.0,82,256.0,7,2,2,4
P797,77.0,195.0,81,245.0,4,1,2,6
N521,78.5,205.5,85,280.0,5,3,2,4
N520,76.0,205.0,82,280.0,5,3,2,5
N523,76.0,205.0,81,250.0,3,4,1,5
N522,76.0,200.0,83,235.0,5,2,2,6
N524,76.0,185.0,83,290.0,3,4,4,2
N527,77.5,214.5,82,260.0,1,1,7,3
N526,78.5,205.0,82,260.0,3,6,4,1
N701,78.0,205.0,82,265.0,3,1,2,7
N700,77.0,205.0,81,240.0,2,1,6,4
N702,77.0,191.0,83,245.0,1,2,4,6
N705,77.0,195.0,81,250.0,2,2,6,5
N704,78.0,195.0,83,260.0,1,5,2,5
N707,76.0,200.0,83,300.0,4,4,3,2
N706,75.0,197.0,81,260.0,0,2,4,6
N708,76.0,210.0,84,250.0,8,4,1,4
R529,78.5,208.5,82,248.0,4,2,5,3
R528,77.5,190.0,80,240.0,2,3,4,5
L844,77.0,207.5,81,250.0,2,3,4,3
L845,77.0,197.5,81,245.0,1,4,2,9
L846,76.5,208.0,82,250.0,2,4,3,5
L847,77.5,202.5,82,250.0,3,4,3,4
L840,79.0,205.0,84,250.0,2,1,3,5
L841,77.5,204.5,82,257.0,0,5,7,4
L842,77.0,200.0,81,230.0,1,0,3,9
L843,78.0,205.0,84,250.0,2,2,3,4
S597,76.0,195.0,82,226.0,2,4,4,5
L848,77.0,200.0,82,242.0,3,3,3,4
L849,77.5,207.5,83,260.0,3,4,4,3
S596,75.0,190.0,82,275.0,3,3,7,6
I850,76.0,196.5,81,250.0,1,5,3,5
I851,77.0,210.0,80,225.0,3,0,1,7
I852,77.0,210.0,84,255.0,4,2,3,3
I853,79.0,217.5,83,260.0,3,1,5,3
I854,78.0,215.0,82,235.0,5,3,3,5
I855,76.5,205.0,80,300.0,2,3,4,5
M692,77.0,211.0,82,255.0,2,5,4,4
M693,78.0,204.0,82,230.0,7,4,2,3
M690,77.0,207.0,83,244.0,6,2,5,6
M694,74.0,185.0,81,219.0,1,4,3,5
M695,77.0,205.0,82,242.0,2,3,5,5
K715,76.5,197.5,82,250.0,5,4,0,5
K714,75.0,205.0,82,290.0,3,2,5,3
K717,79.0,215.0,83,256.0,3,2,2,5
R663,79.0,205.0,84,250.0,4,3,3,3
K716,76.0,216.0,82,275.0,7,2,2,4
J626,76.0,194.0,82,265.0,1,1,5,6
J627,75.0,190.0,81,245.0,1,6,3,3
Q810,76.0,200.0,82,305.0,5,4,5,4
P645,76.0,200.0,83,220.0,1,6,3,6
N679,76.0,195.0,83,250.0,3,2,6,3
J624,76.0,195.0,83,258.0,3,2,2,6
N675,77.5,192.5,81,254.0,2,3,7,4
N674,77.5,209.5,82,251.0,2,2,2,6
N677,76.0,195.0,79,220.0,1,1,5,6
K712,77.0,200.0,82,245.0,3,4,3,5
N671,78.0,217.5,84,260.0,4,3,5,4
N670,77.0,200.0,82,235.0,3,2,3,5
N673,77.0,210.0,83,285.0,2,5,3,3
N672,76.0,190.0,82,250.0,4,9,1,2
M766,77.0,208.0,81,259.0,1,2,6,5
M767,79.0,198.0,85,255.0,3,1,1,8
M764,77.0,205.0,83,265.0,2,2,3,4
M765,76.0,190.0,81,240.0,3,5,2,5
M762,76.0,195.0,82,300.0,3,5,5,3
M760,76.0,190.0,86,250.0,2,4,2,7
M761,77.0,205.0,81,215.0,3,2,4,4
M768,77.0,205.0,80,233.0,3,7,3,2
M769,78.0,197.5,82,260.0,1,2,7,4
M564,77.0,220.0,86,280.0,6,7,0,0
M565,76.5,190.0,81,240.0,4,5,2,3
M566,76.0,200.0,80,245.0,5,3,4,3
M567,77.0,205.0,84,265.0,2,6,3,5
M560,76.5,192.5,80,245.0,5,3,0,4
M561,78.0,210.0,84,245.0,2,5,7,2
M562,75.5,187.5,81,225.0,3,3,2,6
M563,76.0,195.0,81,260.0,3,4,3,3
M568,78.0,205.0,81,230.0,3,3,5,4
M569,76.0,193.0,82,240.0,3,2,6,6
Q507,76.0,205.0,82,265.0,0,6,3,4
J561,76.0,205.0,82,245.0,2,2,4,5
J560,75.0,197.5,83,330.0,1,1,4,8
J562,78.0,215.0,83,245.0,2,3,3,4
J565,78.0,204.0,82,253.0,2,1,6,4
J564,76.0,200.0,81,250.0,0,2,4,6
J567,76.5,202.5,82,244.0,4,4,2,6
J566,78.0,217.5,81,235.0,2,2,1,7
J569,77.5,207.5,83,255.0,1,3,4,8
J568,76.0,205.0,81,235.0,2,7,1,3
S829,77.0,202.0,83,255.0,3,2,5,3
L573,78.0,220.0,85,295.0,4,4,2,3
R709,78.0,193.0,83,236.0,3,8,2,3
R708,77.5,210.0,82,260.0,2,5,5,4
R705,75.5,182.5,79,240.0,3,3,4,8
R704,77.0,200.0,80,240.0,2,3,5,3
R707,78.0,197.5,85,235.0,4,8,3,1
R706,77.0,200.0,82,265.0,4,1,4,4
R701,77.0,195.0,84,250.0,2,5,3,4
R700,77.0,205.0,82,240.0,5,4,2,3
R702,77.0,210.0,89,360.0,2,4,4,5
P769,78.0,213.0,82,256.0,2,1,4,6
O826,76.5,205.0,85,235.0,2,2,5,5
Q728,78.0,207.5,82,225.0,6,0,6,6
Q729,77.0,210.0,83,260.0,1,2,5,7
Q726,79.0,205.0,83,280.0,1,3,8,3
Q727,76.5,200.0,85,245.0,1,8,5,2
Q724,77.0,192.5,81,245.0,5,5,1,5
Q725,78.0,215.0,83,250.0,5,4,2,4
Q722,77.5,210.0,84,270.0,2,4,1,7
Q723,77.0,200.0,84,240.0,4,2,2,5
Q720,78.5,217.5,83,265.0,1,2,6,5
Q721,78.5,218.0,82,270.0,2,8,3,1
P765,76.5,190.0,79,230.0,4,3,2,3
P764,77.5,212.5,83,236.0,5,4,1,4
P767,76.5,193.5,85,250.0,6,5,2,3
O828,77.0,210.0,82,260.0,3,4,2,4
P761,76.0,190.0,80,250.0,5,4,2,4
P760,77.0,200.0,79,260.0,2,2,3,8
P763,78.0,200.0,80,230.0,2,4,3,4
M838,77.5,215.0,83,270.0,3,3,4,4
M839,76.0,205.0,84,245.0,0,5,5,3
M836,77.0,207.0,81,256.0,5,4,4,2
M834,76.0,200.0,82,245.0,4,3,2,6
M835,78.0,205.0,82,260.0,6,4,3,3
M832,76.0,195.0,84,245.0,1,4,2,7
M833,78.0,210.0,80,240.0,4,0,3,2
M830,79.0,215.0,83,252.0,4,2,6,5
M831,78.0,207.5,81,258.0,2,2,3,7
Q588,76.0,200.0,81,235.0,4,6,3,2
Q589,75.0,180.0,84,230.0,3,4,4,2
I698,78.0,205.0,83,255.0,2,3,6,4
I699,77.0,210.0,83,245.0,2,2,2,5
Q582,78.0,200.0,82,240.0,4,5,4,3
Q583,77.0,205.0,82,250.0,2,6,3,3
Q580,76.5,198.5,80,264.0,3,3,5,3
I695,77.0,205.0,84,248.0,3,3,3,4
I692,77.0,216.0,83,275.0,3,2,8,8
I693,76.0,195.0,83,265.0,2,3,3,6
I690,78.0,211.0,82,240.0,4,0,5,4
Q585,77.0,200.0,82,240.0,1,5,6,3
J771,75.0,210.0,82,250.0,4,0,3,4
J772,76.0,197.5,81,290.0,2,2,6,4
J773,77.0,205.0,81,240.0,5,1,4,3
J774,77.0,202.5,82,260.0,1,2,4,5
J775,76.0,205.0,83,250.0,1,1,5,6
J776,76.5,192.5,80,240.0,3,3,2,6
J777,77.0,197.5,82,260.0,3,2,3,4
J778,78.0,206.0,82,240.0,1,0,6,6
J779,78.0,200.0,85,240.0,2,4,4,4
K608,76.0,195.0,79,250.0,4,2,2,6
K603,78.0,220.0,86,278.0,4,3,4,4
K602,76.5,207.5,79,275.0,2,5,3,2
K601,76.5,205.0,81,250.0,3,1,4,4
K600,76.0,187.5,81,245.0,1,3,4,4
K607,77.5,209.5,83,269.0,3,4,3,4
K606,77.0,209.5,82,251.0,1,1,5,7
K605,77.0,210.0,83,275.0,1,2,3,6
K604,76.0,205.0,84,255.0,1,3,6,7
S649,76.5,198.5,82,255.0,4,3,3,6
S648,76.0,200.0,80,290.0,1,5,3,5
S647,77.5,202.5,83,260.0,2,9,0,5
S646,76.0,197.5,81,220.0,1,5,3,5
S645,76.0,190.0,82,245.0,6,4,2,3
S644,76.0,195.0,82,225.0,2,3,4,6
S643,76.0,195.0,81,230.0,1,6,4,2
S642,78.0,195.0,82,255.0,2,4,5,4
S641,75.0,195.0,83,280.0,4,3,5,3
S640,78.0,215.0,84,265.0,2,3,2,9
O579,76.0,198.0,83,253.0,6,3,3,2
O578,77.0,200.0,84,270.0,1,4,6,4
O571,76.0,205.0,80,260.0,4,4,3,6
O570,76.5,202.5,81,255.0,1,2,5,6
O573,77.0,200.0,86,275.0,1,4,5,5
O572,77.0,200.0,81,225.0,2,3,6,4
O575,78.5,204.0,84,245.0,4,1,2,9
O574,77.5,197.5,83,260.0,4,3,5,2
O577,78.0,215.0,85,260.0,4,4,3,3
O576,76.5,203.5,81,270.0,4,4,2,4
O522,78.0,205.0,83,250.0,2,2,4,7
Q646,76.0,185.0,80,270.0,2,2,2,7
O779,75.5,195.0,83,246.0,3,2,6,3
O523,75.0,200.0,81,320.0,3,3,3,4
O777,77.0,192.0,80,220.0,4,2,1,8
O776,78.0,195.0,81,220.0,3,4,3,1
O775,76.5,200.5,82,235.0,2,4,4,6
O774,76.0,195.5,84,230.0,3,1,3,7
O773,76.5,187.5,81,250.0,7,12,3,6
O520,76.0,200.0,82,270.0,2,2,5,6
O771,76.0,207.5,83,255.0,5,3,4,4
K695,78.0,212.0,82,235.0,3,1,6,3
K737,77.0,225.0,83,250.0,1,3,4,5
K736,77.0,200.0,81,220.0,1,4,6,5
K734,75.0,195.0,82,225.0,0,1,9,5
K733,78.0,210.0,83,245.0,0,2,5,5
K732,77.0,192.5,83,280.0,2,4,3,5
K731,75.0,200.0,84,270.0,1,5,3,4
K730,76.0,195.0,84,255.0,2,4,3,5
J604,77.0,207.5,84,350.0,0,1,6,9
J605,77.0,207.5,81,260.0,0,1,6,5
J606,76.5,216.5,85,250.0,5,2,1,6
J607,78.0,208.0,85,269.0,2,3,4,4
J600,77.0,190.0,81,250.0,2,3,4,5
J601,76.0,210.0,81,250.0,1,4,3,5
K739,76.0,190.0,81,245.0,1,4,3,5
K738,76.0,214.0,82,270.0,3,1,3,6
O524,77.0,205.0,81,245.0,1,7,1,6
S688,77.0,192.5,82,260.0,4,5,2,5
I674,78.5,212.0,80,270.0,2,4,0,8
I675,77.0,200.0,86,270.0,2,5,4,4
I676,77.0,215.5,81,270.0,4,1,3,4
I677,76.0,200.0,81,322.0,1,1,2,5
I670,78.0,210.0,83,250.0,2,1,6,6
I671,77.0,216.5,83,270.0,1,4,4,7
I672,76.0,200.0,82,225.0,2,1,3,7
I673,77.0,213.0,84,270.0,5,6,1,2
I678,77.0,195.0,80,260.0,1,3,4,6
I679,77.0,200.0,83,260.0,4,3,5,3
N842,76.0,187.5,81,240.0,2,4,2,4
N843,79.0,215.0,82,240.0,1,4,4,4
N840,78.0,215.0,84,255.0,3,2,3,5
N841,79.0,213.0,83,250.0,5,1,1,9
N846,76.0,204.0,84,242.0,2,2,6,5
N847,77.0,195.0,82,250.0,4,3,5,3
N844,77.0,195.0,81,240.0,4,3,3,3
N845,75.0,192.5,80,340.0,3,8,2,5
N848,76.5,198.0,80,240.0,1,4,6,3
N849,78.5,214.5,84,270.0,4,2,6,4
S777,73.0,185.0,79,250.0,0,5,5,4
O607,77.0,211.0,89,273.0,2,2,3,9
O606,77.5,214.5,84,252.0,2,5,3,6
O605,76.5,200.0,82,230.0,6,4,3,1
O604,76.0,198.0,83,265.0,3,3,5,3
O603,78.5,211.5,83,247.0,0,5,3,4
O602,76.5,202.0,81,249.0,1,2,4,7
O601,75.0,205.0,83,275.0,6,3,2,4
O600,74.0,197.5,83,280.0,6,3,3,2
O608,76.0,190.0,81,245.0,5,7,8,5
O597,78.0,197.5,82,275.0,1,4,4,5
O596,76.5,195.0,82,235.0,4,1,4,7
O595,77.5,204.5,85,251.0,2,3,5,4
O594,75.0,190.0,81,239.0,5,9,3,2
O593,78.0,207.5,81,290.0,1,3,4,4
O592,80.0,215.0,82,248.0,1,4,5,3
O591,77.0,190.0,82,240.0,3,4,3,5
O590,77.0,210.0,82,270.0,0,2,5,7
S702,77.0,195.0,89,360.0,2,5,3,3
O599,77.0,206.5,83,236.0,4,2,4,6
O598,77.0,200.0,81,240.0,1,4,7,3
J824,77.0,195.0,82,250.0,1,3,5,6
J825,78.0,205.0,82,245.0,2,2,5,4
J826,77.5,197.5,82,310.0,1,3,4,6
J827,78.0,220.0,86,261.0,3,2,2,5
J820,75.5,200.0,83,240.0,2,1,5,6
J821,78.0,205.0,84,245.0,0,5,3,4
J822,76.0,200.0,82,235.0,2,1,5,6
J823,76.0,0.0,82,260.0,1,1,0,11
J828,77.5,200.0,81,254.0,5,0,1,6
J829,77.0,205.0,84,240.0,3,4,4,1
Q695,78.0,203.0,85,258.0,3,6,2,4
J516,77.0,195.0,83,255.0,2,0,6,7
M599,78.0,205.0,82,225.0,1,5,5,4
M598,75.0,197.5,82,240.0,1,2,4,7
J517,74.0,193.0,83,248.0,1,1,8,7
M591,78.0,190.0,82,240.0,7,3,3,4
M590,76.0,215.0,81,250.0,3,4,5,4
M593,75.0,187.5,82,231.0,4,6,1,3
M592,79.0,199.5,82,245.0,0,2,3,7
M595,78.0,211.0,85,245.0,4,3,1,5
M594,77.0,209.5,84,250.0,2,5,3,2
M597,77.0,210.0,83,275.0,6,2,1,4
M596,77.0,192.5,82,239.0,5,2,6,1
S700,77.0,202.5,82,240.0,4,2,3,5
Q807,77.0,200.0,82,260.0,0,4,2,8
P783,78.5,209.0,83,230.0,0,5,1,10
P782,75.5,190.0,80,235.0,5,3,5,1
P781,78.5,215.0,81,250.0,2,4,5,5
P780,75.0,195.0,83,240.0,0,2,4,6
P787,75.0,190.0,84,260.0,4,5,2,4
P786,77.0,210.0,84,244.0,1,5,6,6
P785,76.5,207.5,81,250.0,1,5,4,4
P784,77.0,200.0,82,280.0,1,2,8,4
P789,78.0,205.0,83,240.0,3,5,3,3
P788,76.5,205.0,82,240.0,2,7,3,4
R550,78.0,194.0,81,244.0,2,0,7,4
R551,77.0,200.0,82,255.0,2,0,7,5
R552,77.0,210.0,81,260.0,1,3,5,4
R553,76.5,196.5,82,245.0,4,1,2,7
R554,78.0,197.5,86,265.0,3,5,5,3
R555,77.0,209.0,83,263.0,6,4,3,2
R556,77.0,190.0,84,250.0,1,5,3,6
R557,76.0,185.0,84,282.0,6,4,3,2
R558,75.5,192.5,83,258.0,4,2,6,6
J518,76.0,200.0,82,252.0,1,1,5,9
J519,77.0,205.0,84,235.0,2,2,4,6
M685,75.0,202.5,82,230.0,8,4,1,3
R507,76.5,200.0,82,235.0,4,5,2,3
L855,78.0,200.0,82,235.0,2,3,3,5
L854,78.0,200.0,82,225.0,3,4,4,4
L853,79.0,212.0,84,255.0,4,4,2,3
L852,79.0,210.0,83,260.0,0,2,4,8
L851,75.0,180.0,80,220.0,2,1,4,3
L850,75.5,185.0,82,240.0,2,2,5,5
M689,76.0,206.0,82,255.0,0,7,3,4
M688,76.0,190.0,81,240.0,4,2,4,5
S681,76.0,200.0,81,250.0,4,3,3,4
I843,77.0,210.0,83,255.0,0,4,5,3
I842,78.0,212.5,83,270.0,4,3,2,5
I841,78.0,216.0,85,253.0,1,3,4,7
I840,78.0,205.0,82,260.0,1,2,5,6
I847,78.0,220.0,82,250.0,3,2,2,4
I846,77.0,208.0,82,250.0,1,5,4,3
I845,76.0,205.0,83,240.0,2,2,8,4
I844,75.0,205.0,80,250.0,3,2,1,5
R503,78.0,207.5,84,240.0,3,4,3,6
I849,77.5,200.0,83,265.0,3,3,4,2
I848,78.0,215.0,82,242.0,2,2,5,4
R502,78.0,205.0,82,235.0,5,1,7,8
S630,74.0,185.0,81,320.0,4,4,2,5
N608,77.0,190.0,81,240.0,2,5,5,1
N600,76.5,197.5,83,280.0,4,5,2,5
N601,75.0,190.0,83,275.0,2,7,4,3
N602,76.0,211.0,81,275.0,4,1,2,6
N603,78.0,225.0,83,250.0,2,1,5,3
N604,76.5,195.0,82,265.0,2,2,4,6
N605,78.0,195.0,82,235.0,2,8,2,1
N606,77.0,200.0,84,240.0,5,2,5,3
N607,77.0,214.0,89,273.0,5,3,3,1
M771,76.5,195.0,82,270.0,3,5,4,4
M773,76.0,195.0,81,230.0,3,7,4,3
M772,75.0,205.0,85,260.0,2,2,5,4
M775,76.0,208.5,82,256.0,3,3,2,4
M774,77.0,197.5,82,225.0,4,5,4,3
M777,77.0,180.0,81,220.0,0,7,5,1
M776,77.0,215.0,81,250.0,6,1,3,3
M779,77.0,205.0,82,235.0,3,3,5,2
M778,78.0,208.5,83,270.0,3,2,1,8
M577,77.0,200.0,85,260.0,1,4,5,3
M576,76.0,190.0,81,255.0,2,4,5,4
M575,74.5,187.0,80,235.0,3,5,3,3
M574,76.0,188.0,81,255.0,3,3,7,2
M573,77.0,210.0,86,300.0,4,3,2,5
M572,77.0,195.0,81,245.0,4,1,1,7
M571,76.5,191.5,82,240.0,2,3,10,5
M570,78.5,202.5,81,237.0,3,5,2,4
S845,77.0,205.0,82,230.0,6,3,7,3
Q806,77.0,195.0,84,230.0,3,3,6,4
M579,76.0,190.0,83,250.0,5,1,2,5
M578,76.0,190.0,82,240.0,3,4,3,5
K854,78.0,195.0,82,235.0,1,4,4,6
K855,77.0,202.5,83,235.0,1,2,5,4
K852,80.0,210.0,84,270.0,0,0,8,5
K853,79.0,215.0,84,248.0,4,4,4,3
K850,75.5,185.0,81,250.0,3,2,2,5
K851,77.0,210.0,82,270.0,0,2,4,7
S849,77.0,200.0,83,250.0,2,6,3,6
J598,77.5,202.5,81,245.0,2,2,6,2
J599,80.0,220.0,83,254.0,2,6,5,2
Q694,76.5,194.0,80,250.0,7,3,3,1
J594,78.0,205.0,80,260.0,0,2,4,8
J595,78.0,210.0,82,250.0,3,1,3,6
J596,75.5,190.0,80,233.0,1,5,2,8
J597,76.0,197.5,82,315.0,2,0,1,11
J590,78.0,210.0,81,245.0,3,1,2,10
J592,80.0,210.5,83,255.0,1,3,3,7
J593,76.5,200.0,81,260.0,3,5,2,4
R778,78.0,204.0,81,233.0,3,1,8,5
R779,77.0,207.0,81,256.0,2,4,6,4
R770,75.0,190.0,82,235.0,2,5,4,4
R771,77.0,206.0,87,334.0,6,3,2,3
R772,77.0,207.5,83,240.0,4,7,3,4
R773,77.0,190.0,82,250.0,4,3,4,1
R774,78.0,190.0,83,260.0,5,3,3,4
R775,77.0,205.0,84,235.0,5,3,2,3
R776,76.0,190.0,80,230.0,3,4,6,1
O620,76.5,198.0,82,250.0,7,4,2,3
Q850,77.5,200.0,81,245.0,5,1,3,7
Q851,76.5,202.5,82,245.0,1,3,4,8
Q852,76.0,197.5,82,235.0,6,3,0,5
Q739,76.5,195.5,81,265.0,2,3,3,8
Q738,77.0,206.0,81,257.0,3,4,3,4
Q581,76.0,192.5,84,285.0,4,6,3,1
Q731,77.0,205.0,83,240.0,3,2,4,5
Q586,76.0,200.0,80,235.0,3,5,1,4
Q733,76.0,195.0,82,290.0,3,4,2,5
Q596,76.0,195.0,82,243.0,3,1,4,7
Q735,76.5,197.5,82,260.0,3,3,3,5
Q734,76.0,205.0,83,230.0,3,5,4,3
Q737,76.0,191.5,81,250.0,0,2,7,4
Q587,76.5,192.5,80,240.0,4,5,1,4
Q584,76.0,202.0,81,230.0,3,6,2,5
L688,76.0,180.0,81,255.0,0,4,2,7
L689,76.0,208.0,81,252.0,0,0,8,3
L686,76.0,205.0,84,248.0,3,3,3,5
L687,77.0,200.0,81,250.0,1,0,5,9
L685,74.0,190.0,84,250.0,2,3,4,6
L682,76.0,185.0,82,235.0,0,0,5,6
L683,75.0,190.0,81,220.0,4,0,3,7
L680,77.0,205.0,84,245.0,1,3,6,4
L681,77.0,200.0,82,252.0,3,1,0,9
R604,79.5,210.0,83,240.0,3,2,5,4
R605,77.5,192.5,82,260.0,1,4,6,5
R606,76.0,209.0,83,257.0,1,4,3,6
R607,77.5,200.0,85,305.0,3,6,2,3
R600,76.0,192.5,80,226.0,2,6,3,3
R601,77.0,190.0,83,250.0,3,2,5,4
R602,78.0,196.0,81,244.0,1,6,4,4
R603,80.0,212.0,84,275.0,0,4,6,5
R608,75.0,195.0,84,260.0,4,2,4,4
M829,77.5,210.0,82,275.0,0,4,4,4
M828,78.0,210.0,82,250.0,3,4,2,5
M821,76.5,205.0,85,265.0,2,5,3,4
M820,75.0,205.0,81,230.0,4,4,1,6
M823,78.0,0.0,81,182.0,3,4,2,4
M822,76.0,200.0,81,240.0,3,3,0,7
M825,76.0,200.0,81,250.0,3,2,3,7
M824,79.0,205.0,83,285.0,4,3,0,6
M827,78.0,210.0,83,265.0,4,0,2,9
M826,78.5,205.0,85,245.0,3,3,2,4
Q849,76.0,200.0,83,250.0,2,6,3,6
Q848,77.5,205.0,81,240.0,4,3,3,6
I681,77.0,200.0,84,255.0,2,0,4,7
I680,78.5,212.5,83,270.0,2,2,5,5
I683,76.0,185.0,80,220.0,2,2,1,9
I682,76.0,185.0,80,255.0,4,3,2,3
I685,77.5,205.0,84,250.0,3,1,3,5
Q846,77.0,203.0,84,255.0,6,5,0,6
I687,77.0,205.0,84,260.0,5,2,2,4
I686,76.0,190.0,82,235.0,4,3,5,3
K636,79.0,207.5,83,250.0,3,0,6,5
J762,76.0,195.0,80,240.0,3,1,2,5
J761,75.0,190.0,82,260.0,1,4,6,3
K635,77.0,192.5,83,250.0,1,5,2,6
J767,77.5,206.5,81,255.0,4,2,2,4
J766,75.5,186.5,82,275.0,3,2,2,5
J765,77.0,202.5,80,230.0,1,2,5,4
J764,78.0,215.0,84,252.0,2,4,2,4
J769,78.0,198.0,83,247.0,2,2,6,3
J768,76.0,195.0,82,280.0,0,2,4,5
S783,79.0,215.0,83,255.0,6,6,3,4
K638,76.0,185.0,80,230.0,0,0,1,10
K639,77.0,192.5,81,260.0,3,1,2,4
L598,76.0,200.0,81,240.0,4,1,3,6
L599,77.5,214.0,81,225.0,3,1,4,6
Q593,75.5,195.0,80,245.0,5,6,3,2
L592,79.0,207.5,83,255.0,2,6,2,4
L593,76.0,200.0,82,240.0,2,2,4,5
L590,76.0,210.0,81,250.0,0,1,5,7
