Team,Player,Height,Weight,Age
Alabama A&M,Anthony Lanier,78,260,Sophomore
Alabama A&M,Jose Long,77,210,Sophomore
Alabama A&M,Demarquelle Tabb,77,210,Junior
Alabama A&M,Justin Wagner,76,190,Senior
Alabama A&M,Nicholas West,82,190,Freshman
Alabama State,Umut Akkepenek,77,210,Freshman
Alabama State,Tony Armstrong,78,185,Freshman
Alabama State,Bobby Brown,78,185,Freshman
Alabama State,Stephawn Brown,76,190,Senior
Alabama State,London Burris,69,160,Freshman
Alabama State,Timothy Coleman,82,220,Junior
Alabama State,Phillip Crawford,79,210,Senior
Alabama State,Joshua Freelove,74,180,Junior
Alabama State,Terrelle Green,74,190,Freshman
Alabama State,Billy Ingram,78,185,Freshman
Alabama State,Devin Jackson,74,165,Freshman
Alabama State,Jonathan Jefferson,78,190,Junior
Alabama State,Kimani Key,72,170,Freshman
Alabama State,Josh Mason,75,170,Senior
Alabama State,Denaell McDaniel,75,185,Junior
Alabama State,Dominique Miller,77,215,Freshman
Alabama State,Devonte` Neal,82,220,Freshman
Alabama State,Luther Page,78,190,Sophomore
Alabama State,Shawntez Patterson,79,200,Senior
Alabama State,Anthony Price,70,190,Senior
Alabama State,Eric Tucker,82,245,Junior
Alabama State,Jamel Waters,69,160,Freshman
Alabama State,Ryan Watts,73,170,Junior
Albany,Mike Black,72,180,Senior
Albany,Luke Devlin,80,235,Junior
Albany,DJ Evans,69,175,Junior
Albany,Tanner Gibson,74,185,Sophomore
Albany,Jayson Guerrier,76,210,Senior
Albany,Peter Hooley,76,200,Freshman
Albany,Jacob Iati,70,165,Senior
Albany,Gary Johnson,78,200,Junior
Albany,Blake Metcalf,81,235,Senior
Albany,Chris Page,77,190,Freshman
Albany,John Puk,82,235,Junior
Albany,Sam Rowley,78,230,Sophomore
Albany,Dave Wiegmann,80,210,Junior
Albany,Reece Williams,73,190,Freshman
Alcorn State,McDarion Abron,83,285,Freshman
Alcorn State,Marquiz Baker,74,200,Senior
Alcorn State,Terrance Birdie,72,175,Freshman
Alcorn State,Anthony Evans,73,175,Junior
Alcorn State,Ian Francis,80,225,Senior
Alcorn State,Devonte Hampton,74,175,Freshman
Alcorn State,Jamaal Hester,80,260,Freshman
Alcorn State,Tyrel Hunt,78,202,Freshman
Alcorn State,Larry Johnson,73,165,Freshman
Alcorn State,LeAntwan Luckett,77,180,Sophomore
Alcorn State,Marius Myles,78,215,Junior
Alcorn State,Josh Nicholas,84,225,Junior
Alcorn State,Anthony Nieves,76,185,Junior
Alcorn State,Clint Nwosuh,74,195,Freshman
Alcorn State,Twann Oakley,76,195,Senior
Alcorn State,Stephan Raquil,82,220,Junior
Alcorn State,Martrevious Sanders,71,175,Senior
Alcorn State,Michael Starks,80,230,Senior
American University,Mike Bersch,78,205,Senior
American University,Jordan Borucki,76,195,Senior
American University,Austin Carroll,75,210,Sophomore
American University,Billy Dooley,76,185,Freshman
American University,Zach Elcano,83,230,Freshman
American University,Daniel Fisher,79,235,Senior
American University,Warren Flood Jr.,74,205,Senior
American University,Darius Gardner,69,165,Junior
American University,Blake Jolivette,71,175,Senior
American University,Kyle Kager,80,195,Sophomore
American University,Stephen Lumpkins,80,230,Senior
American University,Daniel Munoz,73,175,Junior
American University,Jesse Reed,77,185,Freshman
American University,John Schoof,77,205,Sophomore
American University,Marko Vasic,77,200,Freshman
American University,Tony Wroblicky,82,230,Junior
Appalachian State,Tevin Baskin,78,210,Junior
Appalachian State,Chris Burgess,68,175,Freshman
Appalachian State,Jay Canty,78,200,Sophomore
Appalachian State,Dustin Clarke,75,165,Sophomore
Appalachian State,Frank Eaves,74,175,Freshman
Appalachian State,Jonathan Frye,76,195,Freshman
Appalachian State,Rantavious Gilbert,80,235,Freshman
Appalachian State,Tabarris Hamilton,75,180,Sophomore
Appalachian State,Nathan Healy,79,210,Senior
Appalachian State,Mike Neal,74,185,Sophomore
Appalachian State,Michael Obacha,80,215,Freshman
Appalachian State,Brian Okam,84,245,Junior
Appalachian State,Bennett Rutherford,74,190,Freshman
Appalachian State,Tommy Spagnolo,79,210,Junior
Appalachian State,Jamaal Trice,78,220,Senior
Arizona,Brandon Ashley,80,235,Freshman
Arizona,Angelo Chol,81,225,Sophomore
Arizona,Quinton Crawford,74,200,Senior
Arizona,Jacob Hazzard,71,165,Freshman
Arizona,Solomon Hill,79,220,Senior
Arizona,Grant Jerrett,82,235,Freshman
Arizona,Nick Johnson,75,200,Sophomore
Arizona,Matt Korcheck,82,225,Junior
Arizona,Mark Lyons,73,200,Senior
Arizona,Jordin Mayes,75,200,Junior
Arizona,T.J. McConnell,73,190,Junior
Arizona,Drew Mellon,78,210,Sophomore
Arizona,Kevin Parrom,78,220,Senior
Arizona,Kaleb Tarczewski,84,255,Freshman
Arizona,Max Wiepking,78,220,Senior
Arizona,Gabe York,74,185,Freshman
Arizona State,Jordan Bachynski,86,250,Junior
Arizona State,Bo Barnes,76,195,Sophomore
Arizona State,Jahii Carson,70,175,Freshman
Arizona State,Chris Colvin,74,185,Senior
Arizona State,Richie Edwards,79,225,Senior
Arizona State,Carrick Felix,78,197,Senior
Arizona State,Jonathan Gilling,79,219,Sophomore
Arizona State,Evan Gordon,73,187,Junior
Arizona State,Joey Hormes,72,197,Senior
Arizona State,Eric Jacobsen,82,245,Freshman
Arizona State,Kenny Martin,80,220,Freshman
Arizona State,Ruslan Pateev,84,250,Senior
Arizona State,Jarett Upchurch,72,190,Junior
Arizona State,David Whitmore,78,215,Sophomore
Arkansas,Anthlon Bell,75,190,Freshman
Arkansas,Coty Clarke,79,225,Junior
Arkansas,Fred Gulley III,74,177,Junior
Arkansas,Alandise Harris,78,230,Junior
Arkansas,Kikko Haydar,70,162,Junior
Arkansas,Charlie Henderson,77,200,Sophomore
Arkansas,Rashad Madden,77,181,Sophomore
Arkansas,Hunter Mickelson,82,245,Sophomore
Arkansas,Marshawn Powell,79,240,Junior
Arkansas,Michael Qualls,77,205,Freshman
Arkansas,Rickey Scott,75,205,Junior
Arkansas,Davion Spivey,74,210,Sophomore
Arkansas,Mardracus Wade,74,176,Junior
Arkansas,DeQuavious Wagner,70,176,Freshman
Arkansas,Jacorey Williams,80,204,Freshman
Arkansas,B.J. Young,75,180,Sophomore
Arkansas State,Kristopher Brown,79,247,Freshman
Arkansas State,Rakeem Dickerson,72,177,Sophomore
Arkansas State,Kelvin Downs,81,232,Freshman
Arkansas State,Trey Finn,74,213,Senior
Arkansas State,Cameron Golden,72,154,Freshman
Arkansas State,Darion Griswold,77,240,Sophomore
Arkansas State,Marcus Hooten,75,208,Senior
Arkansas State,Melvin Johnson III,78,167,Senior
Arkansas State,Seth Kisler,80,198,Junior
Arkansas State,Brandon Peterson,79,215,Senior
Arkansas State,Josh Pierre,72,181,Freshman
Arkansas State,Ed Townsel,72,166,Junior
Arkansas State,Kirk Van Slyke,82,235,Senior
Arkansas State,Kendrick Washington,79,274,Junior
Arkansas State,Jordan Weaver,75,204,Sophomore
Arkansas State,Raeford Worsham,77,190,Freshman
Arkansas-Little Rock,Stetson Billings,77,190,Freshman
Arkansas-Little Rock,Ted Crass,70,166,Senior
Arkansas-Little Rock,Ben Dillard,74,190,Sophomore
Arkansas-Little Rock,Mike Evans,80,215,Junior
Arkansas-Little Rock,John Gillon,72,166,Freshman
Arkansas-Little Rock,Josh Hagins,73,168,Freshman
Arkansas-Little Rock,Leroy Isler,77,196,Junior
Arkansas-Little Rock,Mareik Isom,79,193,Freshman
Arkansas-Little Rock,Michael Javes,82,239,Sophomore
Arkansas-Little Rock,Gus Leeper,82,249,Sophomore
Arkansas-Little Rock,Taggart Lockhart,76,220,Sophomore
Arkansas-Little Rock,Will Neighbour,82,219,Junior
Arkansas-Little Rock,Kemy Osse,73,190,Freshman
Arkansas-Little Rock,Andrew Poulter,83,282,Freshman
Arkansas-Little Rock,Jalen Washington,77,175,Sophomore
Arkansas-Little Rock,James White,80,215,Freshman
Arkansas-Little Rock,Casey Wilmath,74,176,Freshman
Arkansas-Pine Bluff,Austin Allen,78,230,Junior
Arkansas-Pine Bluff,Mitchell Anderson,79,190,Senior
Arkansas-Pine Bluff,Warren Boyd,75,195,Freshman
Arkansas-Pine Bluff,Daniel Broughton,80,225,Junior
Arkansas-Pine Bluff,Jaylon Floyd,76,190,Sophomore
Arkansas-Pine Bluff,Tevin Hammond,72,185,Sophomore
Arkansas-Pine Bluff,DaVon Haynes,80,215,Junior
Arkansas-Pine Bluff,Lazabian Jackson,75,190,Senior
Arkansas-Pine Bluff,Kyle Jones,70,185,Junior
Arkansas-Pine Bluff,Terrell Kennedy,78,250,Senior
Arkansas-Pine Bluff,Marcel Mosley,72,180,Junior
Arkansas-Pine Bluff,Chandler Savage,73,185,Freshman
Arkansas-Pine Bluff,Demetrius Smith,74,185,Senior
Arkansas-Pine Bluff,Trent Whiting,78,195,Freshman
Arkansas-Pine Bluff,Jarrod Young,70,175,Freshman
Army,Sean Billerman,76,195,Sophomore
Army,Dylan Cox,76,185,Freshman
Army,Ella Ellis,79,195,Senior
Army,Michael Felton,79,220,Sophomore
Army,Kevin Ferguson,82,200,Freshman
Army,Matt Gramling,75,190,Freshman
Army,Jalen Harris,70,150,Sophomore
Army,Josh Herbeck,75,190,Junior
Army,Cartavious Kincade,76,192,Junior
Army,Maxwell Lenox,72,190,Sophomore
Army,Zach Lord,82,205,Sophomore
Army,Billy Morrison,76,200,Freshman
Army,Tanner Omlid,79,205,Freshman
Army,Jason Pancoe,74,170,Senior
Army,Tanner Plomb,79,200,Freshman
Army,Zach Schmidt,75,195,Freshman
Army,Jordan Springer,78,220,Senior
Army,Andrew Stire,79,227,Junior
Army,Larry Toomey,78,205,Freshman
Army,Kyle Toth,73,175,Freshman
Army,Myles Walters,75,194,Freshman
Army,Milton Washington,72,180,Sophomore
Army,Kyle Weldon,81,195,Freshman
Army,Mo Williams,73,185,Sophomore
Army,Kyle Wilson,76,190,Freshman
Auburn,Shareif Adamu,80,225,Junior
Auburn,Rob Chubb,82,250,Senior
Auburn,Chris Denson,74,175,Junior
Auburn,Asauhn Dixon-Tatum,84,230,Junior
Auburn,Jordon Granger,80,215,Freshman
Auburn,Brian Greene Jr,75,205,Freshman
Auburn,K.T. Harrell,76,215,Junior
Auburn,C.J. Holmes,72,195,Freshman
Auburn,Noel Johnson,78,205,Senior
Auburn,Shaquille Johnson,77,210,Freshman
Auburn,Allen Payne,78,215,Junior
Auburn,Nick Pellar,78,200,Freshman
Auburn,Jordan Price,77,230,Freshman
Auburn,Dylan Spencer,76,195,Senior
Auburn,Frankie Sullivan,73,206,Senior
Auburn,Josh Wallace,70,170,Senior
Austin Peay,Cory Arentsen,77,185,Freshman
Austin Peay,Travis Betran,75,185,Junior
Austin Peay,Anthony Campbell,79,215,Senior
Austin Peay,Jerome Clyburn,73,180,Senior
Austin Peay,Kevin Covington,73,175,Sophomore
Austin Peay,Chris Freeman,78,205,Sophomore
Austin Peay,Thomas Greer,77,180,Sophomore
Austin Peay,Joe Harms,79,215,Sophomore
Austin Peay,Matt Hasse,81,225,Junior
Austin Peay,Preston Herring,79,180,Freshman
Austin Peay,Chris Horton,80,195,Freshman
Austin Peay,Herdie Lawrence,73,175,Sophomore
Austin Peay,A.J. Lynch,74,170,Freshman
Austin Peay,Jeremy Purvis,70,150,Junior
Austin Peay,Will Triggs,78,230,Junior
Ball State,Rocco Belcaster,79,201,Freshman
Ball State,Jesse Berry,74,192,Junior
Ball State,Chris Bond,76,195,Junior
Ball State,Chase Brogna,71,181,Freshman
Ball State,Bo Calhoun,77,228,Freshman
Ball State,George Cater,70,160,Freshman
Ball State,Zach Fields,82,269,Senior
Ball State,Matt Kamieniecki,80,238,Junior
Ball State,Tyler Koch,78,229,Junior
Ball State,Majok Majok,80,245,Junior
Ball State,Marcus Posley,72,201,Freshman
Ball State,Michael Ramey,76,198,Freshman
Ball State,Jauwan Scaife,74,204,Senior
Ball State,Mading Thok,83,200,Freshman
Baylor,Isaiah Austin,85,220,Freshman
Baylor,Deuce Bello,76,197,Sophomore
Baylor,Gary Franklin,74,195,Junior
Baylor,Rico Gathers,80,260,Freshman
Baylor,Brady Heslip,74,180,Junior
Baylor,Pierre Jackson,70,180,Senior
Baylor,Cory Jefferson,81,210,Junior
Baylor,Logan Lowery,78,190,Sophomore
Baylor,J`mison Morgan,83,275,Senior
Baylor,Jacob Neubert,77,205,Senior
Baylor,Taurean Prince,79,202,Freshman
Baylor,L.J. Rose,76,190,Freshman
Baylor,Chad Rykhoek,83,230,Freshman
Baylor,A.J. Walton,73,184,Senior
Belmont,Brandon Baker,78,220,Senior
Belmont,Adam Barnes,74,190,Senior
Belmont,Craig Bradshaw,75,205,Freshman
Belmont,Reece Chamberlain,73,175,Sophomore
Belmont,Caleb Chowbay,74,170,Freshman
Belmont,Ian Clark,75,175,Senior
Belmont,Blake Jenkins,79,205,Junior
Belmont,Kerron Johnson,73,175,Senior
Belmont,Jeff Laidig,76,210,Freshman
Belmont,Chad Lang,83,275,Sophomore
Belmont,J.J. Mann,78,210,Junior
Belmont,Holden Mobley,75,200,Sophomore
Belmont,Trevor Noack,79,240,Senior
Belmont,Spencer Turner,75,185,Sophomore
Belmont,Drew Windler,81,205,Junior
Bethune-Cookman,Jarvoris Bryant,78,200,Senior
Bethune-Cookman,Adrien Coleman,77,190,Junior
Bethune-Cookman,Allan Dempster,79,210,Freshman
Bethune-Cookman,Kevin Dukes,69,155,Senior
Bethune-Cookman,Malik Jackson,78,188,Junior
Bethune-Cookman,Ricky Johnson,69,160,Sophomore
Bethune-Cookman,Marc Mack,78,195,Sophomore
Bethune-Cookman,Myron Respress,80,220,Junior
Bethune-Cookman,Paul Scotland,72,185,Senior
Bethune-Cookman,Alex Smith,79,210,Senior
Bethune-Cookman,Brandon Stewart,74,185,Sophomore
Bethune-Cookman,Mikel Trapp,74,195,Junior
Binghamton,K.J. Brown,73,190,Junior
Binghamton,Roland Brown,80,240,Junior
Binghamton,Brian Freeman,80,225,Junior
Binghamton,Jimmy Gray,72,175,Senior
Binghamton,Mike Horn,72,185,Senior
Binghamton,Taylor Johnston,79,210,Senior
Binghamton,Chris Longoria,75,180,Freshman
Binghamton,Robert Mansell,76,200,Sophomore
Binghamton,Rayner Moquete,73,185,Junior
Binghamton,Alex Ogundadegbe,80,235,Junior
Binghamton,Javon Ralling,78,225,Senior
Binghamton,Jordan Reed,76,205,Freshman
Binghamton,Chris Rice,75,195,Sophomore
Binghamton,Karon Waller,76,195,Freshman
Binghamton,Jabrille Williams,78,190,Sophomore
Boise State,Thomas Bropleh,77,203,Junior
Boise State,Kenny Buckner,79,251,Senior
Boise State,Anthony Drmic,78,196,Sophomore
Boise State,Edmunds Dukulis,81,225,Freshman
Boise State,Jeff Elorriaga,74,180,Junior
Boise State,Igor Hadziomerovic,76,202,Sophomore
Boise State,Darrious Hamilton,80,222,Freshman
Boise State,Joe Hanstad,76,193,Sophomore
Boise State,Derrick Marks,75,206,Sophomore
Boise State,Joey Nebeker,79,222,Freshman
Boise State,Jake Ness,80,214,Sophomore
Boise State,Mikey Thompson,75,167,Freshman
Boise State,Vukasin Vujovic,81,220,Freshman
Boise State,Ryan Watkins,81,229,Junior
Boston College,Ryan Anderson,80,220,Sophomore
Boston College,John Cain Carney,79,220,Sophomore
Boston College,K.C. Caudill,83,275,Sophomore
Boston College,Dennis Clifford,84,250,Sophomore
Boston College,Alex Dragicevich,79,221,Junior
Boston College,Olivier Hanlan,76,188,Freshman
Boston College,Patrick Heckmann,77,205,Sophomore
Boston College,Lonnie Jackson,75,173,Sophomore
Boston College,Drew Jacobs,74,185,Freshman
Boston College,Eddie Odio,79,205,Sophomore
Boston College,Steve Perpiglia,70,160,Freshman
Boston College,Joe Rahon,74,195,Freshman
Boston College,Danny Rubin,78,190,Junior
Boston College,Andrew Van Nest,82,247,Senior
Boston University,Justin Alston,80,220,Freshman
Boston University,Zach Chionuma,77,190,Sophomore
Boston University,Cameron Curry,69,160,Sophomore
Boston University,Nathan Dieudonne,79,210,Freshman
Boston University,Jamaal Gill,69,160,Senior
Boston University,D.J. Irving,72,165,Junior
Boston University,James Kennedy,78,225,Sophomore
Boston University,Chris Kurz,80,210,Senior
Boston University,Dom Morris,79,240,Junior
Boston University,K.C. Nwosu,78,205,Freshman
Boston University,John Papale,75,190,Freshman
Boston University,Travis Robinson,77,190,Junior
Boston University,Malik Thomas,79,190,Sophomore
Boston University,Maurice Watson Jr.,70,165,Freshman
Bowling Green,Cameron Black,82,248,Junior
Bowling Green,A`uston Calhoun,79,234,Senior
Bowling Green,Jehvon Clarke,73,179,Sophomore
Bowling Green,Jordon Crawford,66,150,Senior
Bowling Green,James Erger,79,201,Senior
Bowling Green,Josh Gomez,82,231,Freshman
Bowling Green,Anthony Henderson,73,173,Sophomore
Bowling Green,Richaun Holmes,80,214,Sophomore
Bowling Green,Luke Kraus,73,210,Senior
Bowling Green,Damarkeo Lyshe,71,158,Sophomore
Bowling Green,Chauncey Orr,76,207,Sophomore
Bowling Green,Spencer Parker,79,207,Freshman
Bowling Green,Desmond Rorie,81,234,Freshman
Bowling Green,Craig Sealey,78,212,Junior
Bradley,Mason Alwan,74,200,Junior
Bradley,Ka`Darryl Bell,73,193,Freshman
Bradley,Jalen Crawford,74,202,Sophomore
Bradley,Jake Eastman,77,207,Senior
Bradley,Will Egolf,81,235,Senior
Bradley,Anthony Fields,73,158,Sophomore
Bradley,Jimmy Gavin,74,180,Sophomore
Bradley,Omari Grier,76,178,Sophomore
Bradley,Darrion Harris,70,150,Freshman
Bradley,Milos Knezevic,80,223,Senior
Bradley,Walt Lemon Jr.,75,178,Junior
Bradley,Tyshon Pickett,78,220,Junior
Bradley,Jordan Prosser,81,235,Sophomore
Bradley,Shayok Shayok,80,228,Sophomore
Bradley,Dyricus Simms-Edwards,75,197,Senior
Bradley,Nate Wells,85,245,Freshman
Brigham Young,Cooper Ainge,72,175,Freshman
Brigham Young,Agustin Ambrosino,80,225,Junior
Brigham Young,Nate Austin,83,230,Sophomore
Brigham Young,Cory Calvert,75,185,Freshman
Brigham Young,Matt Carlino,74,175,Sophomore
Brigham Young,Craig Cusick,74,185,Senior
Brigham Young,Brandon Davies,81,235,Senior
Brigham Young,Raul Delgado,74,195,Junior
Brigham Young,Ian Harward,83,215,Freshman
Brigham Young,Tyler Haws,77,200,Sophomore
Brigham Young,Bronson Kaufusi,79,260,Freshman
Brigham Young,Stephen Rogers,80,195,Senior
Brigham Young,Kyle Rose,72,180,Freshman
Brigham Young,Josh Sharp,79,185,Sophomore
Brigham Young,Jaren Sweeney,77,190,Freshman
Brigham Young,Anson Winder,75,195,Sophomore
Brigham Young,Brock Zylstra,78,210,Senior
Brown,Stephen Albrecht,75,175,Senior
Brown,Joshua Feshbach,69,165,Freshman
Brown,Eddie Fitzpatrick,78,180,Sophomore
Brown,Tucker Halpern,80,220,Junior
Brown,Cedric Kuakumensah,80,245,Freshman
Brown,Rafael Maia,81,230,Sophomore
Brown,Sean McGonagill,73,180,Junior
Brown,Tyler Ponticelli,80,220,Senior
Brown,Jon Schmidt,79,210,Sophomore
Brown,Joe Sharkey,74,190,Sophomore
Brown,Matt Sullivan,77,205,Senior
Brown,Taylor Wright,77,185,Sophomore
Brown,Longi Yiljep,77,185,Sophomore
Bryant,Daniel Calandrillo,75,195,Senior
Bryant,Frankie Dobbs,75,185,Senior
Bryant,Alex Francis,78,205,Junior
Bryant,Raphael Jordan,73,185,Senior
Bryant,Vladyslav Kondratyev,80,225,Senior
Bryant,Patrick Matthews,78,220,Sophomore
Bryant,Corey Maynard,75,185,Junior
Bryant,Tim McKinney,77,210,Junior
Bryant,Shane McLaughlin,73,185,Freshman
Bryant,Claybrin McMath,80,210,Junior
Bryant,Curtis Oakley,76,215,Freshman
Bryant,Joe O`Shea,76,190,Sophomore
Bryant,Andrew Scocca,80,235,Freshman
Bryant,Erick Smith,75,180,Senior
Bryant,Declan Soukup,75,180,Freshman
Bryant,Dyami Starks,74,195,Sophomore
Bucknell,Cameron Ayers,77,203,Junior
Bucknell,Matt Banas,80,220,Freshman
Bucknell,Ben Brackney,78,208,Junior
Bucknell,Brian Fitzpatrick,80,238,Senior
Bucknell,Ryan Frazier,72,185,Freshman
Bucknell,Chris Hass,76,170,Freshman
Bucknell,Ryan Hill,75,202,Junior
Bucknell,Dom Hoffman,79,220,Freshman
Bucknell,Bryson Johnson,74,194,Senior
Bucknell,Steven Kaspar,74,181,Sophomore
Bucknell,Colin Klebon,80,233,Senior
Bucknell,Mike Muscala,83,234,Senior
Bucknell,Ben Oberfeld,75,212,Sophomore
Bucknell,Cory Starkey,79,208,Sophomore
Bucknell,Joe Willman,79,217,Senior
Buffalo,Cameron Downing,81,260,Junior
Buffalo,Xavier Ford,79,210,Sophomore
Buffalo,Javon McCrea,79,250,Junior
Buffalo,Andre McPhail,79,240,Freshman
Buffalo,Auraum Nuiriankh,78,200,Junior
Buffalo,Jarod Oldham,75,185,Junior
Buffalo,Corey Raley-Ross,75,195,Junior
Buffalo,Will Regan,80,230,Sophomore
Buffalo,Richie Sebuharara,73,160,Senior
Buffalo,Jarryn Skeete,75,175,Freshman
Buffalo,Raphell Thomas-Edwards,78,240,Sophomore
Buffalo,Tony Watson II,74,180,Senior
Buffalo,Stan Wier,75,210,Freshman
Butler,Jackson Aldridge,72,187,Sophomore
Butler,Alex Barlow,71,187,Sophomore
Butler,Rotnei Clarke,72,184,Senior
Butler,Kellen Dunham,78,185,Freshman
Butler,Erik Fromm,80,223,Junior
Butler,Roosevelt Jones,76,227,Sophomore
Butler,Elliott Kampen,77,180,Sophomore
Butler,Emerson Kampen,80,201,Senior
Butler,Khyle Marshall,78,216,Junior
Butler,Devontae Morgan,75,176,Freshman
Butler,Andy Smeathers,78,185,Sophomore
Butler,Andrew Smith,83,243,Senior
Butler,Chase Stigall,75,196,Senior
Butler,Kameron Woods,81,200,Sophomore
Cal Poly,Zach Allmon,79,205,Freshman
Cal Poly,Joel Awich,79,205,Freshman
Cal Poly,Brian Bennett,81,240,Freshman
Cal Poly,Chris Eversley,79,225,Junior
Cal Poly,Zach Gordon,80,215,Freshman
Cal Poly,Joshua Hall,80,190,Freshman
Cal Poly,Jamal Johnson,72,170,Junior
Cal Poly,Maliik Love,74,205,Junior
Cal Poly,Reese Morgan,74,195,Freshman
Cal Poly,Kyle Odister,72,185,Sophomore
Cal Poly,Chris O`Brien,76,210,Senior
Cal Poly,Dylan Royer,73,190,Senior
Cal Poly,Anthony Silvestri,79,210,Sophomore
Cal Poly,Drake U`u,77,215,Senior
Cal State Bakersfield,Abdul Ahmed,82,250,Junior
Cal State Bakersfield,Brandon Barnes,73,195,Junior
Cal State Bakersfield,Stephon Carter,75,180,Senior
Cal State Bakersfield,Issiah Grayson,71,165,Senior
Cal State Bakersfield,Corey Hall,79,210,Junior
Cal State Bakersfield,Mo Hughley,79,240,Senior
Cal State Bakersfield,Stefon Johnson,78,210,Senior
Cal State Bakersfield,Kregg Jones,80,235,Junior
Cal State Bakersfield,Erik Kinney,76,210,Freshman
Cal State Bakersfield,Zach Lamb,75,180,Senior
Cal State Bakersfield,Javonte Maynor,72,175,Junior
Cal State Bakersfield,Justin Omogun,80,240,Sophomore
Cal State Bakersfield,Matt Ratto,71,160,Junior
Cal State Bakersfield,Zech Smith,83,265,Junior
Cal State Bakersfield,Dee Wallace,70,150,Sophomore
Cal State Bakersfield,Tyrone White,79,185,Senior
Cal State Bakersfield,Britton Williams,71,155,Freshman
Cal State Bakersfield,Adam Young,80,235,Junior
Cal State Fullerton,Ronell Abaekobe,78,210,Freshman
Cal State Fullerton,Jared Brandon,76,200,Freshman
Cal State Fullerton,Chris Collins,76,185,Sophomore
Cal State Fullerton,James Douglas,72,175,Sophomore
Cal State Fullerton,Mike Gee,72,175,Junior
Cal State Fullerton,Alex Harris,73,170,Sophomore
Cal State Fullerton,Marquis Horne,78,225,Junior
Cal State Fullerton,James Johnson,79,240,Junior
Cal State Fullerton,Jordan Knox,72,180,Senior
Cal State Fullerton,Steven McClellan,79,250,Junior
Cal State Fullerton,Darius Nelson,78,235,Freshman
Cal State Fullerton,D.J. Seeley,76,195,Senior
Cal State Fullerton,John Underwood,81,230,Senior
Cal State Fullerton,Kwame Vaughn,75,195,Senior
Cal State Fullerton,Michael Williams,72,175,Senior
Cal State Fullerton,Sammy Yeager,76,190,Senior
Cal State Northridge,Ian Clark,68,150,Junior
Cal State Northridge,Grey Cooksey,78,175,Freshman
Cal State Northridge,Landon Drew,73,175,Freshman
Cal State Northridge,Frankie Eteuati,82,210,Junior
Cal State Northridge,Ishmael Godfrey,71,175,Freshman
Cal State Northridge,Josh Greene,72,180,Junior
Cal State Northridge,Allan Guei,69,160,Sophomore
Cal State Northridge,Tre Hale-Edmerson,81,215,Freshman
Cal State Northridge,Stephan Hicks,78,200,Sophomore
