Air Force,30,14,16,46.7,1784.0,59.5,46.6,96.1,572,1405,40.7,338,489,69.1,233,639,36.5,49.0,52.4,34.8,39.5,19.7,40.8,0.96,1715,57.2,55.5,935,31.2,30.5,281,9.4,80.6,654,21.8,73,2.4,63.6,364,12.1,0.85,9.9,176,5.9,23.9,427,14.2,6.5,84,2.8,568,18.9,6
Akron,35,11,24,31.4,2294.0,65.5,49.8,97.2,795,1793,44.3,460,663,69.4,180,565,31.9,49.4,52.9,37.0,55.2,20.6,24.2,0.97,2230,63.7,50.6,1143,32.7,35.0,380,10.9,66.1,763,21.8,104,3.0,50.3,400,11.4,0.7,8.5,196,5.6,24.8,568,16.2,5.4,102,2.9,664,19.0,8
Alabama,33,16,17,48.5,2317.0,70.2,50.9,103.8,838,1927,43.5,470,654,71.9,258,727,35.5,50.2,53.7,33.9,48.3,19.6,32.2,1.04,2404,72.8,47.7,1161,35.2,31.9,381,11.5,63.5,780,23.6,127,3.8,53.9,452,13.7,0.97,9.8,228,6.9,20.2,467,14.2,5.4,109,3.3,596,18.1,12
Alabama A&M,29,15,14,51.7,2086.0,71.9,48.3,93.6,677,1611,42.0,434,638,68.0,164,473,34.7,47.1,51.0,39.6,52.6,22.2,25.2,0.94,1952,67.3,50.6,1108,38.2,34.8,365,12.6,66.3,743,25.6,114,3.9,55.8,378,13.0,0.69,12.3,257,8.9,26.2,546,18.8,9.2,152,5.2,577,19.9,12
Alabama State,31,11,20,35.5,2086.0,67.3,49.8,96.6,704,1743,40.4,428,660,64.8,180,525,34.3,45.6,49.0,37.9,52.0,21.2,26.8,0.97,2016,65.0,47.1,1032,33.3,30.1,348,11.2,64.0,684,22.1,93,3.0,50.7,357,11.5,0.96,8.1,168,5.4,17.8,371,12.0,5.2,92,3.0,579,18.7,12
Albany,30,15,15,50.0,1989.0,66.3,47.7,100.2,671,1564,42.9,447,641,69.7,203,564,36.0,49.4,53.3,41.0,47.0,22.4,30.6,1.0,1992,66.4,44.4,905,30.2,25.3,255,8.5,63.5,650,21.7,84,2.8,52.8,354,11.8,0.94,9.4,187,6.2,19.0,377,12.6,6.8,112,3.7,571,19.0,21
Alcorn State,31,24,7,77.4,2260.0,72.9,53.9,108.1,859,1741,49.3,551,814,67.7,175,453,38.6,54.4,57.4,46.8,56.0,22.5,21.5,1.08,2444,78.8,50.6,1095,35.3,33.1,327,10.5,68.0,768,24.8,71,2.3,44.0,378,12.2,0.82,10.6,239,7.7,20.3,459,14.8,5.9,106,3.4,582,18.8,6
American University,33,12,21,36.4,2037.0,61.7,48.9,100.6,685,1652,41.5,473,642,73.7,206,588,35.0,47.7,52.4,38.9,46.8,23.1,30.2,1.01,2049,62.1,48.6,975,29.5,30.0,319,9.7,67.1,656,19.9,120,3.6,54.6,374,11.3,0.93,10.4,211,6.4,19.7,402,12.2,7.9,125,3.8,610,18.5,13
Appalachian State,31,13,18,41.9,2105.0,67.9,51.9,102.0,771,1850,41.7,376,559,67.3,229,650,35.2,47.9,50.7,30.2,50.5,17.5,32.0,1.02,2147,69.3,50.9,1057,34.1,33.1,388,12.5,68.8,669,21.6,100,3.2,48.8,376,12.1,0.98,9.7,205,6.6,18.3,385,12.4,4.3,71,2.3,573,18.5,8
Arizona,34,15,19,44.1,2237.0,65.8,52.1,101.7,842,1909,44.1,407,580,70.2,185,535,34.6,49.0,52.1,30.4,57.7,17.9,24.4,1.02,2276,66.9,52.4,1103,32.4,32.8,377,11.1,72.1,726,21.4,100,2.9,52.9,445,13.1,1.03,7.8,174,5.1,19.2,430,12.6,5.0,89,2.6,629,18.5,12
