Team,Player,Height,Weight,Age
Appalachian State,Clint Deas,80,235,Sophomore
Appalachian State,Vincent James,79,200,Freshman
Appalachian State,Herbert Jones,79,210,Sophomore
Appalachian State,Lennox Marshall,80,250,Freshman
Appalachian State,Chris McFarland,77,200,Senior
Appalachian State,Doug McLaughlin-Williams,80,220,Freshman
Appalachian State,Jay McMillan,79,195,Freshman
Appalachian State,Cortney Polk,69,170,Freshman
Appalachian State,Demetrius Scott,74,190,Sophomore
Appalachian State,Derek Thomas,76,230,Sophomore
Appalachian State,D.J. Thompson,68,170,Sophomore
Arizona,Hassan Adams,76,220,Junior
Arizona,Matt Brase,78,225,Sophomore
Arizona,Bret Brielmaier,78,237,Freshman
Arizona,Daniel Dillon,75,203,Freshman
Arizona,Isaiah Fox,81,255,Senior
Arizona,Channing Frye,83,248,Senior
Arizona,Jawann McClellan,76,211,Freshman
Arizona,Ivan Radenovic,82,240,Sophomore
Arizona,Chris Rodgers,76,205,Junior
Arizona,Mustafa Shakur,75,190,Sophomore
Arizona,Salim Stoudamire,73,179,Senior
Arizona,Mohamed Tangara,81,241,Freshman
Arizona,Jesus Verdejo,76,205,Freshman
Arizona,Kirk Walters,83,254,Sophomore
Arizona State,Robby Alridge,73,201,Freshman
Arizona State,Jamie Andrisevic,81,215,Junior
Arizona State,Serge Angounou,80,230,Sophomore
Arizona State,Craig Austin,82,235,Freshman
Arizona State,Jason Braxton,74,205,Senior
Arizona State,Ike Diogu,80,255,Junior
Arizona State,Andrew Ecker,82,226,Freshman
Arizona State,Wil Fameni,79,240,Sophomore
Arizona State,Tyrone Jackson,74,193,Freshman
Arizona State,Bryson Krueger,79,190,Freshman
Arizona State,Kevin Kruger,74,185,Sophomore
Arizona State,Steve Moore,77,205,Sophomore
Arizona State,Allen Morill,79,232,Sophomore
Arizona State,Tim Pierce,79,215,Freshman
Arizona State,Keith Wooden,81,245,Sophomore
Arkansas,Ronnie Brewer,79,217,Sophomore
Arkansas,Olu Famutimi,77,212,Sophomore
Arkansas,Eric Ferguson,73,200,Junior
Arkansas,Steven Hill,84,250,Freshman
Arkansas,Dontell Jefferson,77,181,Freshman
Arkansas,Michael Jones,81,222,Senior
Arkansas,Jonathon Modica,77,208,Junior
Arkansas,Marcus Monk,78,225,Freshman
Arkansas,Sammy Munsey,74,181,Freshman
Arkansas,Rashard Sullivan,80,239,Junior
Arkansas,Charles Thomas,80,235,Freshman
Arkansas,Darian Townes,82,255,Freshman
Arkansas State,Marcus Ardison,77,205,Freshman
Arkansas State,Joseph Bailey,72,166,Senior
Arkansas State,Yual Banks,70,175,Sophomore
Arkansas State,Lorenzo Hampton,77,190,Sophomore
Arkansas State,Tyler King,76,195,Freshman
Arkansas State,Andre' King-Holland,75,190,Sophomore
Arkansas State,Theo Little,83,255,Sophomore
Arkansas State,J.J. Montgomery,77,200,Sophomore
Arkansas State,Jerry Nichols,78,200,Freshman
Arkansas State,Evgueni Sokolov,82,255,Senior
Arkansas State,Dewarick Spencer,76,180,Sophomore
Arkansas State,Dereke Tipler,70,190,Freshman
Arkansas State,Isaac Wells,80,225,Freshman
Arkansas State,Geffery Wiles,72,175,Freshman
Arkansas State,Kitus Witherspoon,80,255,Freshman
Arkansas-Little Rock,Darius Eason,81,245,Senior
Arkansas-Little Rock,Brandon Freeman,74,175,Sophomore
Arkansas-Little Rock,Zack Graber,71,165,Sophomore
Arkansas-Little Rock,Buddy Harding,73,182,Freshman
Arkansas-Little Rock,Richard Hardman,78,225,Senior
Arkansas-Little Rock,Josh Jacobs,78,195,Senior
Arkansas-Little Rock,Jarryd Knight,74,175,Freshman
Arkansas-Little Rock,Alexei Korolev,84,240,Sophomore
Arkansas-Little Rock,Elijah Muldrow,74,172,Freshman
Arkansas-Little Rock,Michael Pridgeon,79,210,Sophomore
Arkansas-Little Rock,Columbus Willis,77,215,Senior
Arkansas-Little Rock,Zack Wright,74,182,Sophomore
Arkansas-Pine Bluff,Jamaal Bibles,73,180,Senior
Arkansas-Pine Bluff,Tamarius Brown,73,145,Freshman
Arkansas-Pine Bluff,William Byrd,79,180,Freshman
Arkansas-Pine Bluff,Martese Coleman,70,165,Freshman
Arkansas-Pine Bluff,Ben Culp,77,180,Senior
Arkansas-Pine Bluff,Jason Frierson,72,175,Freshman
Arkansas-Pine Bluff,Jarvis Gunter,82,210,Sophomore
Arkansas-Pine Bluff,Julian Harris,80,245,Freshman
Arkansas-Pine Bluff,Cortney Lee,82,250,Junior
Arkansas-Pine Bluff,Torian Noel,78,210,Sophomore
Arkansas-Pine Bluff,Richard Patterson,78,185,Freshman
Arkansas-Pine Bluff,Larry Williams,75,175,Freshman
Arkansas-Pine Bluff,Virgil Young,78,185,Sophomore
Army,Corban Bates,76,213,Freshman
Army,Matt Bell,72,173,Sophomore
Army,Jarell Brown,74,183,Freshman
Army,Grant Carter,75,193,Freshman
Army,Lance Dietz,70,189,Freshman
Army,Erik Engstrom,78,248,Junior
Army,Ray Fredrick,68,174,Senior
Army,Colin Harris,78,225,Sophomore
Army,Ryan Hodgson,73,204,Freshman
Army,Marshall Jackson,71,167,Sophomore
Army,Travis Owsley,70,189,Sophomore
Army,Seth Sanert,74,185,Sophomore
Army,Jimmy Sewell,83,235,Freshman
Army,Cory Sinning,73,199,Sophomore
Army,Luke Slater,76,214,Freshman
Army,Steve Stoll,74,191,Sophomore
Army,Ryan Wallace,78,223,Sophomore
Auburn,Quinnel Brown,78,210,Sophomore
Auburn,Scott Campbell,75,187,Freshman
Auburn,Maurice Carrington,73,175,Freshman
Auburn,Ryan Daniel,82,230,Freshman
Auburn,Kyle Derozan,76,252,Freshman
Auburn,Toney Douglas,76,196,Freshman
Auburn,Moses Edun,77,205,Sophomore
Auburn,Troy Gaines,73,185,Junior
Auburn,Daniel Hayles,77,215,Freshman
Auburn,Brett Howell,73,175,Sophomore
Auburn,Ronny LeMelle,77,200,Sophomore
Auburn,Michael O'Connor,74,170,Freshman
Auburn,Chris Rogers,76,196,Freshman
Auburn,Frank Tolbert,76,210,Freshman
Auburn,Nathan Watson,75,200,Senior
Auburn,Ian Young,75,200,Sophomore
Austin Peay,Todd Babington,77,200,Freshman
Austin Peay,Levi Carmichael,72,175,Senior
Austin Peay,Anthony Davis,75,205,Senior
Austin Peay,William Durden,77,205,Sophomore
Austin Peay,Maurice Hampton,74,180,Junior
Austin Peay,Brandon Harriford,74,180,Sophomore
Austin Peay,Justin Hunter,78,235,Freshman
Austin Peay,Ryan Isom,72,180,Freshman
Austin Peay,Tomas Janusauskas,84,220,Freshman
Austin Peay,Fernandez Lockett,77,210,Sophomore
Austin Peay,Kareem Matthews,82,235,Freshman
Austin Peay,Zac Schlader,81,235,Junior
Austin Peay,Derek Wright,69,160,Freshman
Austin Peay,Eric Young,78,215,Sophomore
Ball State,Michael Bennett,77,205,Senior
Ball State,Terrance Chapman,78,210,Sophomore
Ball State,Tom Howland,83,230,Junior
Ball State,Anthony Kent,83,215,Freshman
Ball State,Jesse McClung,73,165,Sophomore
Ball State,Matt McCollom,74,205,Senior
Ball State,Julien 'Skip' Mills,75,205,Sophomore
Ball State,Peyton Stovall,73,190,Sophomore
Ball State,Dennis Trammell,75,190,Senior
Ball State,Darren Yates,75,208,Sophomore
Baylor,Roscoe Biggers,71,195,Freshman
Baylor,Aaron Bruce,75,190,Freshman
Baylor,Tim Bush,78,245,Sophomore
Baylor,Patrick Fields,78,210,Freshman
Baylor,Hall Henderson,78,185,Freshman
Baylor,Richard Hurd,77,205,Freshman
Baylor,Turner Phipps,73,190,Sophomore
Baylor,Ryan Pryor,74,170,Sophomore
Baylor,Mark Shepherd,81,225,Freshman
Baylor,Kevis Shipman,72,170,Freshman
Baylor,Tommy Swanson,82,225,Junior
Belmont,Chad Caterson,75,210,Senior
Belmont,Brian Collins,76,175,Junior
Belmont,Josh Goodwin,75,205,Junior
Belmont,Justin Hare,74,195,Freshman
Belmont,Adrian Jones,77,200,Sophomore
Belmont,Michael Modlin,81,225,Junior
Belmont,Dan Oliver,78,215,Junior
Belmont,Nick Otis,76,200,Senior
Belmont,Vann Patton,69,150,Senior
Belmont,Will Peeples,77,220,Freshman
Belmont,Andrew Preston,82,210,Sophomore
Belmont,Jese Snyder,75,195,Senior
Bethune-Cookman,Nick Berry,80,250,Sophomore
Bethune-Cookman,John Burris,77,200,Freshman
Bethune-Cookman,Jordan Carrier,70,160,Freshman
Bethune-Cookman,O'Neal Carter,73,172,Senior
Bethune-Cookman,Dajuan Clayton,78,205,Sophomore
Bethune-Cookman,Kory Crumbley,75,215,Freshman
Bethune-Cookman,Brandon Edwards,72,175,Freshman
Bethune-Cookman,Diondre Larmond,77,200,Senior
Bethune-Cookman,Walter Murray,75,180,Freshman
Bethune-Cookman,Anis Taylor,73,185,Sophomore
Bethune-Cookman,Jay Townsend,75,220,Freshman
Bethune-Cookman,Antonio Webb,70,165,Freshman
Bethune-Cookman,Cleveland Williams,76,200,Freshman
Bethune-Cookman,Michael Williams II,79,210,Junior
Binghamton,Alex Adediran,80,245,Sophomore
Binghamton,Nick Billings,84,255,Senior
Binghamton,Joel Casseus,76,215,Junior
Binghamton,Jordan Fithian,78,245,Freshman
Binghamton,Mike Gordon,72,170,Freshman
Binghamton,Troy Hailey,73,175,Sophomore
Binghamton,Andre Heard,75,180,Freshman
Binghamton,Sebastian Hermenier,78,220,Senior
Binghamton,Schafer Jackson,74,180,Freshman
Binghamton,Joe White,81,225,Junior
Binghamton,Billy Williams,75,205,Junior
Boise State,Tez Banks,81,231,Freshman
Boise State,Jermaine Blackburn,78,216,Sophomore
Boise State,Jason Ellis,79,220,Senior
Boise State,Kenney Gainous,80,202,Senior
Boise State,Andrew Green,78,255,Freshman
Boise State,Franco Harris,71,186,Sophomore
Boise State,Coby Karl,76,204,Sophomore
Boise State,Eric Lane,73,194,Sophomore
Boise State,Kareem Lloyd,78,195,Freshman
Boise State,Seth Robinson,78,209,Freshman
Boise State,McNeal Thompson,71,171,Freshman
Boston College,Nate Doornekamp,84,260,Senior
Boston College,Jared Dudley,79,225,Sophomore
Boston College,Ted Dunlap,75,195,Sophomore
Boston College,Steve Hailey,72,170,Sophomore
Boston College,Louis Hinnant,76,200,Junior
Boston College,Sean Marshall,78,212,Sophomore
Boston College,Akida McLain,80,220,Freshman
Boston College,Tyler Neville,75,200,Sophomore
Boston College,John Oates,82,255,Freshman
Boston College,Craig Smith,79,250,Junior
Boston College,Jermaine Watson,75,205,Senior
Boston College,Gordon Watt,78,225,Freshman
Boston College,Sean Williams,82,235,Freshman
Boston University,Rashad Bell,80,212,Senior
Boston University,Etienne Brower,79,200,Sophomore
Boston University,Kevin Burton,78,201,Sophomore
Boston University,Chaz Carr,72,184,Senior
Boston University,Ben Coblyn,80,252,Freshman
Boston University,Tony Gaffney,80,195,Freshman
Boston University,Kevin Gardner,80,225,Junior
Boston University,Bryan Geffen,70,170,Freshman
Boston University,Pat Martin,75,204,Sophomore
Boston University,Omari Peterkin,80,276,Freshman
Boston University,Chris Vasiliou,75,185,Freshman
Boston University,Matt Wolff,77,204,Freshman
Boston University,Shaun Wynn,74,205,Junior
Bowling Green,Josh Almanson,80,243,Senior
Bowling Green,Cory Eyink,80,240,Senior
Bowling Green,Germain Fitch,76,220,Senior
Bowling Green,John Floyd,74,185,Sophomore
Bowling Green,Alvin Freeman,78,206,Freshman
Bowling Green,Matt Lefeld,83,260,Sophomore
Bowling Green,Austin Montgomery,77,190,Sophomore
Bowling Green,Patrick Phillips,75,200,Junior
Bowling Green,John Reimold,78,240,Senior
Bowling Green,Perrick Robinson,69,170,Freshman
Bowling Green,Mawel Soler,77,215,Freshman
Bowling Green,Scott VanderMeer,83,250,Freshman
Bowling Green,Steven Wright,75,170,Sophomore
Bradley,Danny Adams,76,217,Sophomore
Bradley,Tony Bennett,72,175,Freshman
Bradley,Jeremy Crouch,77,211,Freshman
Bradley,Brandyn Heemskerk,85,260,Senior
Bradley,Montana Heirman,70,180,Freshman
Bradley,Kevin Jones,73,195,Sophomore
Bradley,Patrick O'Bryant,84,260,Freshman
Bradley,Michael Rembert,81,250,Sophomore
Bradley,Daniel Ruffin,70,165,Freshman
Bradley,Sam Singh,81,260,Freshman
Bradley,Marcellus Sommerville,79,225,Sophomore
Bradley,Lance Stemler,80,210,Freshman
Bradley,J.J. Tauai,75,215,Sophomore
Bradley,Lawrence Wright,76,198,Freshman
Brigham Young,Austin Ainge,74,180,Sophomore
Brigham Young,Jimmy Balderson,78,205,Sophomore
Brigham Young,Josh Burgess,80,230,Freshman
Brigham Young,Sam Burgess,75,190,Freshman
Brigham Young,David Burgess,82,270,Freshman
Brigham Young,Derek Dawes,83,275,Sophomore
Brigham Young,Mike Hall,75,205,Sophomore
Brigham Young,Jared Jensen,81,250,Senior
Brigham Young,Garner Meads,80,230,Sophomore
Brigham Young,Chris Miles,82,230,Freshman
Brigham Young,Terry Nashif,70,165,Senior
Brigham Young,Trent Plaisted,83,245,Freshman
Brigham Young,Brock Reichner,76,205,Freshman
Brigham Young,Joshua Reisman,73,180,Sophomore
Brigham Young,Mike Rose,75,185,Sophomore
Brigham Young,Keena Young,78,215,Freshman
Brown,Marcus Becker,74,195,Sophomore
Brown,Adolphe Coulibaly,77,205,Freshman
Brown,James Daniels,74,185,Freshman
Brown,Nathan Eads,80,235,Sophomore
Brown,P.J. Flaherty,80,230,Sophomore
Brown,Jason Forte,73,165,Senior
Brown,Damon Huffman,73,180,Freshman
Brown,Keenan Jeppesen,79,215,Freshman
Brown,Mark MacDonald,81,235,Freshman
Brown,Sam Manhanga,78,250,Sophomore
Brown,Mark McAndrew,74,190,Freshman
Brown,Eric Nordrum,80,190,Freshman
Brown,Kyle Nordrum,80,175,Freshman
Brown,Luke Ruscoe,79,225,Junior
Bucknell,Abe Badmus,72,187,Sophomore
Bucknell,Kevin Bettencourt,74,180,Junior
Bucknell,Donald Brown,78,220,Sophomore
Bucknell,John Clark,79,206,Sophomore
Bucknell,John Griffin,73,175,Freshman
Bucknell,Charles Lee,75,221,Junior
Bucknell,Holland Mack,77,210,Junior
Bucknell,Darren Mastropaolo,80,239,Freshman
Bucknell,Chris McNaughton,83,238,Sophomore
Bucknell,Andrew Morrison,79,232,Freshman
Bucknell,Chris Niesz,80,205,Senior
Bucknell,Rob Thomas,75,189,Freshman
Bucknell,Tarik Viaer-McClymont,79,264,Junior
Buffalo,Brian Andre,81,310,Sophomore
Buffalo,Andrew Atman,84,210,Freshman
Buffalo,Turner Battle,75,190,Senior
Buffalo,Jason Bird,76,195,Senior
Buffalo,Mark Bortz,82,255,Senior
Buffalo,Calvin Cage,72,170,Junior
Buffalo,Daniel Gilbert,78,215,Senior
Buffalo,Wallace Hall,75,185,Freshman
Buffalo,Yassin Idbihi,82,280,Sophomore
Buffalo,Mario Jordan,78,205,Junior
Buffalo,Roderick Middleton,75,210,Junior
Buffalo,Barnard Onyenucheya,78,205,Freshman
Buffalo,Christian Schmidt,80,210,Freshman
Buffalo,Parnell Smith,78,225,Sophomore
Buffalo,Darwin Young,74,185,Sophomore
Butler,Nick Brooks,77,220,Sophomore
Butler,Brandon Crone,78,225,Sophomore
Butler,A.J. Graves,73,155,Freshman
Butler,Andy Grunst,80,240,Junior
Butler,Bruce Horan,75,195,Junior
Butler,Brian Ligon,79,240,Sophomore
Butler,Gary Patterson,70,175,Freshman
Butler,Brandon Polk,78,205,Freshman
Butler,Avery Sheets,72,175,Junior
Butler,Jamie Smalligan,84,250,Sophomore
Butler,Drew Streicher,79,205,Freshman
Cal Poly,Nick Enzweiler,78,230,Senior
Cal Poly,Lew Finnegan,76,195,Freshman
Cal Poly,Andrew Haskins,77,210,Freshman
Cal Poly,Joe Henry,79,230,Sophomore
Cal Poly,Phil Johnson,83,275,Junior
Cal Poly,Glenn Jones,71,170,Sophomore
Cal Poly,Vladimir Lisinac,81,250,Senior
Cal Poly,John Manley,80,225,Sophomore
Cal Poly,Tyler McGinn,78,220,Sophomore
Cal Poly,Fernando Sampson,73,180,Junior
Cal Poly,R.J. Socci,72,185,Junior
Cal Poly,Derek Stockalper,77,220,Sophomore
Cal Poly,Zach Thurow,81,290,Freshman
Cal Poly,Mike Titchenal,77,200,Senior
Cal Poly,Dawin Whiten,75,205,Freshman
Cal State Fullerton,Hardy Asprilla,77,225,Sophomore
Cal State Fullerton,Andrew Awad,75,190,Freshman
Cal State Fullerton,Jamaal Brown,79,235,Junior
Cal State Fullerton,Bobby Brown,74,175,Sophomore
Cal State Fullerton,Justin Burns,79,205,Freshman
Cal State Fullerton,John Clemmons,72,170,Freshman
Cal State Fullerton,Vershan Cottrell,74,195,Freshman
Cal State Fullerton,Jermaine Harper,75,170,Junior
Cal State Fullerton,Ralphy Holmes,76,190,Sophomore
Cal State Fullerton,Yaphett King,76,235,Sophomore
Cal State Fullerton,Danny Lambert,78,205,Freshman
Cal State Fullerton,Derek Quinet,81,250,Freshman
Cal State Northridge,Bakari Altheimer,70,180,Junior
Cal State Northridge,Ian Boylan,78,215,Senior
Cal State Northridge,Calvin Chitwood,80,219,Freshman
Cal State Northridge,Joseph Frazier,74,185,Senior
Cal State Northridge,Jonathan Heard,78,185,Freshman
Cal State Northridge,Terrell Jones,78,185,Sophomore
Cal State Northridge,Robert Locke,73,165,Freshman
Cal State Northridge,Greg Okwudibonye,75,210,Freshman
Cal State Northridge,Eto Onyenegecha,78,204,Sophomore
Cal State Northridge,Thomas Shewmake,82,253,Sophomore
Cal State Northridge,Sal Vance,80,220,Sophomore
Cal State Northridge,Austin Waggener,81,225,Sophomore
Cal State Northridge,Davin White,73,185,Sophomore
California,Rod Benson,82,220,Junior
California,Jason Gant,75,185,Freshman
California,DeVon Hardin,83,235,Freshman
California,Marquise Kately,77,220,Sophomore
California,Kevin Langford,79,225,Freshman
California,Brett Lowenthal,78,190,Freshman
California,Dominic McGuire,80,210,Sophomore
California,Richard Midgley,75,195,Junior
California,Steve Panawek,78,205,Sophomore
California,David Paris,80,260,Junior
California,Christian Prelle,76,210,Freshman
California,Alex Pribble,76,215,Sophomore
California,Martin Smith,72,175,Junior
California,Ayinde Ubaka,76,200,Sophomore
California,Eric Vierneisel,79,205,Freshman
Campbell,Diego Aguiar,79,235,Sophomore
Campbell,Anthony Atkinson,70,160,Sophomore
Campbell,Reggie Bishop,75,185,Freshman
Campbell,Ben Coleman,70,155,Freshman
Campbell,Russ Gibson,81,200,Sophomore
Campbell,Stephon Griffin,74,185,Freshman
Campbell,Colin Hunt,80,230,Sophomore
Campbell,Dominique Klein,78,210,Senior
Campbell,Maurice Latham,78,205,Freshman
Campbell,Comerlee Poole,78,220,Freshman
Campbell,Ruell Pringle,73,195,Freshman
Campbell,Jake Wohlfeil,76,185,Freshman
Canisius,Anthony Byrd,73,165,Freshman
Canisius,Dewitt Doss,70,172,Senior
Canisius,Kevin Downey,75,200,Junior
Canisius,Mike Hanley,82,256,Junior
Canisius,Chuck Harris,75,188,Sophomore
Canisius,Jess Poe,75,175,Freshman
Canisius,Jon Popofski,74,188,Junior
Canisius,Rigoberto Sargeant,80,253,Freshman
Canisius,Andrew Spitler,72,168,Junior
Canisius,Marcus Vanderheide,78,206,Freshman
Canisius,Darnell Wilson,78,215,Sophomore
Central Connecticut State,DeMario Anderson,76,205,Sophomore
Central Connecticut State,Gervais Barger,74,194,Freshman
Central Connecticut State,Ingo Beaudet,83,249,Freshman
Central Connecticut State,Tristan Blackwood,72,170,Freshman
Central Connecticut State,Andre Brooks,78,195,Freshman
Central Connecticut State,Justin Chiera,73,181,Junior
Central Connecticut State,Ed Gerrity,78,220,Freshman
Central Connecticut State,Jason Hickenbottom,76,205,Freshman
Central Connecticut State,Lenny Jefferson,72,195,Junior
Central Connecticut State,Javier Mojica,75,180,Sophomore
Central Connecticut State,Zack Niland,75,206,Sophomore
Central Connecticut State,Obie Nwadike,76,224,Sophomore
Central Connecticut State,Rich Pittman,78,220,Senior
Central Connecticut State,Jemino Sobers,79,245,Sophomore
Central Michigan,Sefton Barrett,78,205,Sophomore
Central Michigan,Justin Blevins,79,255,Freshman
Central Michigan,Jeff Bohnhoff,80,235,Freshman
Central Michigan,Tony Bowne,75,220,Senior
Central Michigan,Steve Harris,80,250,Sophomore
Central Michigan,Kevin Nelson,75,180,Junior
Central Michigan,Tom Pantlind,80,215,Senior
Central Michigan,Robert Sevalia,77,200,Sophomore
Central Michigan,Eddie Spencer,78,200,Freshman
Central Michigan,Drew Walker,85,260,Freshman
Central Michigan,Reynold Walters,71,185,Freshman
Central Michigan,Giordan Watson,70,175,Freshman
Charleston Southern,Nathan Ball,81,205,Senior
Charleston Southern,Terrell Brown,69,155,Junior
Charleston Southern,Ferdiand Cain,80,210,Junior
Charleston Southern,Donnell Covington,74,165,Sophomore
Charleston Southern,VJ Fails,79,240,Freshman
Charleston Southern,Thomas Harrison,73,180,Junior
Charleston Southern,Michael Himes,75,185,Freshman
Charleston Southern,Jovan Jegdic,81,235,Sophomore
Charleston Southern,Isaac Jones,80,220,Sophomore
Charleston Southern,Darius Lane,70,165,Freshman
Charleston Southern,Chris Moore,74,180,Freshman
Charleston Southern,Kurtis Rice,77,215,Sophomore
Charleston Southern,Carter Stiglbauer,81,220,Sophomore
Charleston Southern,Mario Williams,75,205,Freshman
Charlotte,Mitchell Baldwin,74,180,Senior
Charlotte,Eddie Basden,77,205,Senior
Charlotte,E.J. Drayton,81,208,Freshman
Charlotte,Leemire Goldwire,71,190,Freshman
Charlotte,Travis Gordon,77,205,Sophomore
Charlotte,Martin Iti,84,240,Sophomore
Charlotte,Tripp Miller,79,225,Freshman
Charlotte,Chris Nance,80,250,Freshman
Charlotte,Brendan Plavich,74,207,Senior
Charlotte,Chris Sager,76,180,Senior
Charlotte,Curtis Withers,80,245,Junior
Chattanooga,Charles Anderson,80,240,Junior
Chattanooga,Chris Brown,79,195,Sophomore
Chattanooga,Steve Cherry,76,190,Freshman
Chattanooga,Jerice Crouch,72,185,Freshman
Chattanooga,Ricky Hood,75,195,Sophomore
Chattanooga,Kenny Hunt,71,175,Freshman
Chattanooga,Mindaugas Katelynas,81,225,Sophomore
Chattanooga,Casey Long,74,190,Sophomore
