Abilene Christian,1,0,1,0.0,73.0,73.0,44.2,95.9,23,52,44.2,14,17,82.4,10,28,35.7,53.8,58.3,32.7,37.1,20.0,42.9,0.96,70,70.0,47.1,31,31.0,35.5,11,11.0,58.8,20,20.0,2,2.0,43.5,10,10.0,0.4,5.5,4,4.0,34.2,25,25.0,1.8,1,1.0,20,20.0,2
Air Force,29,22,7,75.9,1584.0,54.6,49.5,109.7,585,1216,48.1,322,453,71.1,245,647,37.9,58.2,60.7,37.3,39.1,18.5,42.3,1.1,1737,59.9,43.2,623,21.5,24.4,174,6.0,62.1,449,15.5,39,1.3,66.0,386,13.3,1.21,14.2,225,7.8,20.1,318,11.0,5.7,68,2.3,481,16.6,5
Akron,28,13,15,46.4,1917.0,68.5,53.1,104.8,696,1492,46.6,444,688,64.5,173,477,36.3,52.4,55.2,46.1,52.1,22.1,25.8,1.05,2009,71.8,48.1,940,33.6,33.9,314,11.2,62.2,626,22.4,96,3.4,60.8,423,15.1,1.03,10.8,207,7.4,21.3,409,14.6,4.3,71,2.5,545,19.5,13
Alabama,33,20,13,60.6,2208.0,66.9,53.0,107.8,813,1803,45.1,521,735,70.9,233,616,37.8,51.6,55.3,40.8,48.7,21.9,29.4,1.08,2380,72.1,49.8,1148,34.8,33.3,366,11.1,66.3,782,23.7,116,3.5,48.6,395,12.0,0.93,9.6,213,6.5,19.2,423,12.8,5.9,111,3.4,595,18.0,13
Alabama A&M,30,13,17,43.3,2195.0,73.2,49.3,96.3,721,1762,40.9,485,705,68.8,186,586,31.7,46.2,50.4,40.0,50.6,23.0,26.4,0.96,2113,70.4,49.2,1112,37.1,33.3,387,12.9,65.0,725,24.2,137,4.6,52.4,378,12.6,0.78,10.0,219,7.3,22.1,486,16.2,4.5,79,2.6,648,21.6,18
Alabama State,31,16,15,51.6,2032.0,65.5,48.6,93.7,639,1519,42.1,453,691,65.6,173,517,33.5,47.8,51.5,45.5,48.9,23.8,27.3,0.94,1904,61.4,51.4,1065,34.4,36.4,360,11.6,66.4,705,22.7,98,3.2,49.3,315,10.2,0.59,10.8,219,7.1,26.4,537,17.3,5.8,95,3.1,581,18.7,16
Albany,28,5,23,17.9,1832.0,65.4,45.7,88.5,598,1493,40.1,290,393,73.8,135,455,29.7,44.6,48.3,26.3,57.1,17.9,25.0,0.88,1621,57.9,46.7,916,32.7,30.4,286,10.2,63.0,630,22.5,98,3.5,52.5,314,11.2,0.71,10.3,188,6.7,24.1,441,15.8,4.0,63,2.2,474,16.9,15
Alcorn State,29,11,18,37.9,2026.0,69.9,46.9,91.6,646,1520,42.5,401,592,67.7,162,461,35.1,47.8,51.5,38.9,52.2,21.6,26.2,0.92,1855,64.0,49.4,962,33.2,34.8,329,11.3,64.0,633,21.8,105,3.6,50.9,329,11.3,0.59,8.8,179,6.2,27.6,560,19.3,3.8,62,2.1,564,19.4,10
American University,31,18,13,58.1,2049.0,66.1,51.2,102.1,726,1643,44.2,434,642,67.6,206,560,36.8,50.5,53.7,39.1,49.7,20.7,29.5,1.02,2092,67.5,52.2,1067,34.4,34.2,341,11.0,70.2,726,23.4,99,3.2,56.6,411,13.3,0.93,11.7,240,7.7,21.5,441,14.2,4.3,72,2.3,564,18.2,12
Appalachian State,30,9,21,30.0,2221.0,74.0,49.5,94.1,766,1874,40.9,355,554,64.1,204,626,32.6,46.3,48.9,29.6,53.8,17.0,29.3,0.94,2091,69.7,48.3,1047,34.9,33.7,407,13.6,62.8,640,21.3,94,3.1,57.0,437,14.6,0.88,14.6,324,10.8,22.2,494,16.5,8.2,138,4.6,609,20.3,11
