Team,Player,Height,Weight,Age
Albany,Brian Connelly,80,225,Freshman
Albany,Jimmie Covington,79,240,Freshman
Albany,Kiel Graham,81,215,Freshman
Albany,Jon Iati,69,175,Junior
Albany,Courtney Johnson,72,200,Junior
Albany,Lucious Jordan,74,207,Senior
Albany,Jerrad Knotts,78,245,Senior
Albany,Levi Levine,78,220,Senior
Albany,Brian Lillis,77,220,Sophomore
Albany,Jason Siggers,76,195,Freshman
Albany,Brent Wilson,80,240,Sophomore
Albany,Jamar Wilson,73,185,Senior
Albany,Kirsten Zoellner,85,280,Senior
Alcorn State,O'Brian Calahan,75,170,Freshman
Alcorn State,Clifton Douglass,75,185,Freshman
Alcorn State,Anthony Ford,76,195,Freshman
Alcorn State,Alleo Frazier,66,165,Junior
Alcorn State,Patrick Horton,78,195,Sophomore
Alcorn State,Almaad Jackson,81,190,Junior
Alcorn State,James Kendrick,80,200,Junior
Alcorn State,Cornell Landry,71,180,Freshman
Alcorn State,Brandon Parker,77,205,Freshman
Alcorn State,Jumane Reed,76,200,Freshman
Alcorn State,Delvin Thompson,74,175,Sophomore
Alcorn State,Sirdonta Washington,78,208,Freshman
Alcorn State,Jarvis Williams,79,210,Freshman
Alcorn State,Juan Wyatt,81,225,Junior
American University,Brayden Billbe,82,235,Junior
American University,Garrison Carr,71,155,Freshman
American University,Arvydas Eitutavicius,74,190,Junior
American University,Gary Garris,77,190,Freshman
American University,Brian Gilmore,80,210,Freshman
American University,Andre Ingram,75,190,Junior
American University,Paulius Joneliunas,83,240,Junior
American University,Travis Lay,77,210,Sophomore
American University,Linas Lekavicius,71,185,Junior
American University,Sekou Lewis,77,180,Junior
American University,Derrick Mercer,69,160,Freshman
American University,Jordan Nichols,77,210,Freshman
American University,Romone Penny,71,150,Sophomore
American University,Craig Weinstein,71,180,Senior
Appalachian State,Ryann Abraham,70,175,Freshman
Appalachian State,Eduardo Bermudez,75,190,Freshman
Appalachian State,Jeremy Clayton,79,215,Sophomore
Appalachian State,Nathan Cranford,74,190,Senior
Appalachian State,Jeremy Harper,70,165,Freshman
Appalachian State,P.L. Henderson,79,210,Sophomore
Appalachian State,A.J. Highsmith,76,200,Freshman
Appalachian State,Jarvis Jackson,77,205,Freshman
Appalachian State,Doug McLaughlin-Williams,80,220,Sophomore
Appalachian State,Jay McMillan,79,195,Sophomore
Appalachian State,Demetrius Scott,74,190,Junior
Appalachian State,D.J. Thompson,68,170,Junior
Appalachian State,Tyler Webb,81,225,Freshman
Arizona,Hassan Adams,76,220,Senior
Arizona,David Bagga,77,186,Freshman
Arizona,Bret Brielmaier,78,237,Sophomore
Arizona,Daniel Dillon,75,203,Sophomore
Arizona,Isaiah Fox,81,255,Senior
Arizona,Jawann McClellan,76,211,Sophomore
Arizona,Fendi Onobun,78,239,Freshman
Arizona,J.P. Prince,78,180,Freshman
Arizona,Ivan Radenovic,82,240,Junior
Arizona,Chris Rodgers,76,205,Senior
Arizona,Mustafa Shakur,75,190,Junior
Arizona,Mohamed Tangara,81,241,Sophomore
Arizona,Kirk Walters,83,254,Junior
Arizona,Marcus Williams,79,205,Freshman
Arizona State,Robby Alridge,73,201,Sophomore
Arizona State,Serge Angounou,80,230,Junior
Arizona State,Antwi Atuahene,76,205,Freshman
Arizona State,Craig Austin,82,235,Sophomore
Arizona State,Bruno Claudino,80,220,Freshman
Arizona State,Chad Goldstein,81,241,Freshman
Arizona State,Tyrone Jackson,74,193,Sophomore
Arizona State,Bryson Krueger,79,190,Sophomore
Arizona State,Kevin Kruger,74,185,Junior
Arizona State,Allen Morill,79,232,Junior
Arizona State,Jeff Pendergraph,82,210,Freshman
Arizona State,Sylvester Seay,81,205,Freshman
Arkansas,Ronnie Brewer,79,217,Junior
Arkansas,Preston Cranford,79,214,Sophomore
Arkansas,Eric Ferguson,73,200,Senior
Arkansas,Steven Hill,84,250,Sophomore
Arkansas,Vincent Hunter,82,225,Sophomore
Arkansas,Dontell Jefferson,77,181,Sophomore
Arkansas,Sean McCurdy,73,186,Freshman
Arkansas,Cyrus McGowan,81,236,Freshman
Arkansas,Jonathon Modica,77,208,Senior
Arkansas,Sammy Munsey,74,181,Sophomore
Arkansas,Charles Thomas,80,235,Sophomore
Arkansas,Darian Townes,82,255,Sophomore
Arkansas State,Marcus Ardison,77,205,Sophomore
Arkansas State,Brandon Ballard,75,200,Freshman
Arkansas State,Yual Banks,70,175,Junior
Arkansas State,Lorenzo Hampton,77,190,Junior
Arkansas State,Korrel Henderson,76,230,Freshman
Arkansas State,Jim Jones,75,190,Freshman
Arkansas State,Tyler King,76,195,Sophomore
Arkansas State,Theo Little,83,255,Junior
Arkansas State,Jerry Nichols,78,200,Sophomore
Arkansas State,Creighton Parker,71,170,Freshman
Arkansas State,Dereke Tipler,70,190,Sophomore
Arkansas State,Isaac Wells,80,225,Sophomore
Arkansas State,Kitus Witherspoon,80,255,Sophomore
Arkansas State,Kyle Wray,77,180,Freshman
Arkansas-Little Rock,Terrance Akins,73,182,Freshman
Arkansas-Little Rock,De'Andre Eggins,77,192,Freshman
Arkansas-Little Rock,Buddy Harding,73,182,Sophomore
Arkansas-Little Rock,Rashad Jones-Jennings,80,231,Freshman
Arkansas-Little Rock,Jarryd Knight,74,175,Sophomore
Arkansas-Little Rock,Lekheythan Malone,78,201,Freshman
Arkansas-Little Rock,Elijah Muldrow,74,172,Sophomore
Arkansas-Little Rock,Nathan Neal,79,240,Freshman
Arkansas-Little Rock,Brandon Nichols,80,222,Freshman
Arkansas-Little Rock,Byron Ray,79,256,Freshman
Arkansas-Little Rock,Lorenzo Razz,77,221,Freshman
Arkansas-Little Rock,Chris Thornton,78,223,Freshman
Arkansas-Little Rock,Zack Wright,74,182,Junior
Arkansas-Pine Bluff,Stacy Augustine,70,150,Freshman
Arkansas-Pine Bluff,Phillip Brooks,74,180,Sophomore
Arkansas-Pine Bluff,Tamarius Brown,73,145,Sophomore
Arkansas-Pine Bluff,William Byrd,79,180,Sophomore
Arkansas-Pine Bluff,Martese Coleman,70,165,Sophomore
Arkansas-Pine Bluff,Jason Frierson,72,175,Sophomore
Arkansas-Pine Bluff,Marcelle Goins,74,200,Freshman
Arkansas-Pine Bluff,Jarvis Gunter,82,210,Junior
Arkansas-Pine Bluff,Timothy Hamilton,75,190,Freshman
Arkansas-Pine Bluff,Torian Noel,78,210,Junior
Arkansas-Pine Bluff,Cory Norman,75,180,Freshman
Arkansas-Pine Bluff,Richard Patterson,78,185,Sophomore
Arkansas-Pine Bluff,V'Angelo Smith,76,175,Freshman
Arkansas-Pine Bluff,Larry Williams,75,175,Sophomore
Arkansas-Pine Bluff,Virgil Young,78,185,Junior
Army,Corban Bates,76,213,Sophomore
Army,Matt Bell,72,173,Junior
Army,Dan Borcherdt,72,162,Freshman
Army,Brandon Brandewie,81,204,Freshman
Army,Kenny Brewer,77,210,Freshman
Army,Jarell Brown,74,183,Sophomore
Army,Grant Carter,75,193,Sophomore
Army,Lance Dietz,70,189,Sophomore
Army,Erik Engstrom,78,248,Senior
Army,Colin Harris,78,225,Junior
Army,Ryan Hodgson,73,204,Sophomore
Army,Marshall Jackson,71,167,Junior
Army,D.J. Jemibewon,78,230,Freshman
Army,John Moonshower,77,198,Freshman
Army,Jimmy Sewell,83,235,Sophomore
Army,Cory Sinning,73,199,Junior
Army,Steve Stoll,74,191,Junior
Army,Doug Williams,79,210,Freshman
Auburn,Korvotney Barber,79,220,Freshman
Auburn,Rasheem Barrett,77,220,Freshman
Auburn,Joey Cameron,80,250,Freshman
Auburn,Josh Dollard,79,225,Freshman
Auburn,Moses Edun,77,205,Junior
Auburn,Kerry Harvis,71,165,Freshman
Auburn,Daniel Hayles,77,215,Sophomore
Auburn,Brett Howell,73,175,Junior
Auburn,Ronny LeMelle,77,200,Junior
Auburn,Quantez Robertson,75,190,Freshman
Auburn,Drew Smith,72,160,Freshman
Auburn,Frank Tolbert,76,210,Sophomore
Auburn,Emanuel Willis,79,210,Sophomore
Auburn,Michael Woodard,71,175,Freshman
Austin Peay,Todd Babington,77,200,Sophomore
Austin Peay,Brandon Burney,73,165,Freshman
Austin Peay,Kyle Duncan,77,215,Freshman
Austin Peay,J.P. Felder,79,235,Freshman
Austin Peay,Maurice Hampton,74,180,Senior
Austin Peay,Brandon Harriford,74,180,Junior
Austin Peay,Justin Hunter,78,235,Sophomore
Austin Peay,Tomas Janusauskas,84,220,Sophomore
Austin Peay,Fernandez Lockett,77,210,Junior
Austin Peay,Kareem Matthews,82,235,Sophomore
Austin Peay,Drake Reed,77,236,Freshman
Austin Peay,Zac Schlader,81,235,Senior
Austin Peay,Landon Shipley,73,170,Freshman
Austin Peay,Derek Wright,69,160,Sophomore
Ball State,Maurice Acker,68,165,Freshman
Ball State,Landon Adler,81,210,Freshman
Ball State,Chris Ames,75,200,Freshman
Ball State,Charles Bass,81,215,Junior
Ball State,Derrick DeShone,75,170,Freshman
Ball State,Tom Howland,83,230,Senior
Ball State,Anthony Kent,83,215,Sophomore
Ball State,Brandon Lampley,72,170,Freshman
Ball State,Julien 'Skip' Mills,75,205,Junior
Ball State,Pat Nelson,81,240,Freshman
Ball State,Anthony Newell,77,205,Freshman
Ball State,Jalon Perryman,76,180,Freshman
Ball State,D'Andre Peyton,78,220,Freshman
Ball State,Peyton Stovall,73,190,Junior
Ball State,Darren Yates,75,208,Junior
Baylor,Aaron Bruce,75,190,Sophomore
Baylor,Tim Bush,78,245,Junior
Baylor,Mamadou Diene,84,255,Freshman
Baylor,Henry Dugat,72,170,Freshman
Baylor,Patrick Fields,78,210,Sophomore
Baylor,Richard Hurd,77,205,Sophomore
Baylor,Curtis Jerrells,73,195,Freshman
Baylor,Kevin Rogers,81,235,Freshman
Baylor,Mark Shepherd,81,225,Sophomore
Baylor,Kevis Shipman,72,170,Sophomore
Baylor,Carl Sims,70,170,Freshman
Baylor,Tommy Swanson,82,225,Senior
Belmont,Brian Collins,76,175,Senior
Belmont,Matthew Dotson,80,220,Freshman
Belmont,Josh Goodwin,75,205,Senior
Belmont,Justin Hare,74,195,Sophomore
Belmont,Henry Harris,73,170,Freshman
Belmont,Boomer Herndon,82,255,Junior
Belmont,Andrew House,76,200,Freshman
Belmont,Adrian Jones,77,200,Junior
Belmont,Michael Modlin,81,225,Senior
Belmont,Dan Oliver,78,215,Senior
Belmont,Andrew Preston,82,210,Junior
Belmont,Andy Wicke,74,195,Freshman
Bethune-Cookman,Sam Barber,78,210,Junior
Bethune-Cookman,Jordan Carrier,70,160,Sophomore
Bethune-Cookman,Kevan Creppy,76,180,Freshman
Bethune-Cookman,Kory Crumbley,75,215,Sophomore
Bethune-Cookman,Aaron Devoe,74,190,Freshman
Bethune-Cookman,Brandon Edwards,72,175,Sophomore
Bethune-Cookman,Ron Mitchell,81,210,Freshman
Bethune-Cookman,Walter Murray,75,180,Sophomore
Bethune-Cookman,Anis Taylor,73,185,Junior
Bethune-Cookman,Antonio Webb,70,165,Sophomore
Bethune-Cookman,Cleveland Williams,76,200,Sophomore
Bethune-Cookman,Michael Williams II,79,210,Senior
Binghamton,Drew Davison,74,175,Freshman
Binghamton,Jordan Fithian,78,245,Sophomore
Binghamton,Mike Gordon,72,170,Sophomore
Binghamton,Troy Hailey,73,175,Junior
Binghamton,Andre Heard,75,180,Sophomore
Binghamton,Sebastian Hermenier,78,220,Senior
Binghamton,Dwayne Jackson,75,200,Freshman
Binghamton,Schafer Jackson,74,180,Sophomore
Binghamton,Duane James,78,220,Freshman
Binghamton,Ian Milne,81,210,Freshman
Binghamton,Jaan Montgomery,83,290,Freshman
Binghamton,Giovanni Olomo,80,220,Sophomore
Binghamton,Steve Proctor,76,200,Freshman
Boise State,Tez Banks,81,231,Sophomore
Boise State,Matt Bauscher,74,197,Freshman
Boise State,Kurt Cunningham,81,277,Freshman
Boise State,Colin Hallberg,83,260,Freshman
Boise State,Coby Karl,76,204,Junior
Boise State,Eric Lane,73,194,Junior
Boise State,Kareem Lloyd,78,195,Sophomore
Boise State,Seth Robinson,78,209,Sophomore
Boise State,McNeal Thompson,71,171,Sophomore
Boise State,Tyler Tiedeman,79,210,Freshman
Boise State,Kenny Wilson,76,178,Freshman
Boston College,Jared Dudley,79,225,Junior
Boston College,Ted Dunlap,75,195,Junior
Boston College,Marquez Haynes,75,185,Freshman
Boston College,Louis Hinnant,76,200,Senior
Boston College,Sean Marshall,78,212,Junior
Boston College,Akida McLain,80,220,Sophomore
Boston College,Evan Neisler,80,210,Freshman
Boston College,Tyler Neville,75,200,Junior
Boston College,John Oates,82,255,Sophomore
Boston College,Tyrese Rice,73,190,Freshman
Boston College,Craig Smith,79,250,Senior
Boston College,Sean Williams,82,235,Sophomore
Boston University,Ben Coblyn,80,252,Sophomore
Boston University,Tony Gaffney,80,195,Sophomore
Boston University,Kevin Gardner,80,225,Senior
Boston University,Bryan Geffen,70,170,Sophomore
Boston University,Corey Hassan,76,196,Freshman
Boston University,Marques Johnson,71,159,Freshman
Boston University,Ibrahim Konate,80,197,Freshman
Boston University,Brian Macon,68,158,Freshman
Boston University,Omari Peterkin,80,276,Sophomore
Boston University,Brendan Sullivan,80,207,Freshman
Boston University,Matt Wolff,77,204,Sophomore
Boston University,Shaun Wynn,74,205,Senior
Bowling Green,Darryl Clements,76,190,Freshman
Bowling Green,John Floyd,74,185,Junior
Bowling Green,Alvin Freeman,78,206,Sophomore
Bowling Green,Brian Guerin,72,180,Freshman
Bowling Green,Matt Lefeld,83,260,Junior
Bowling Green,Erik Marschall,79,235,Freshman
Bowling Green,Brian Moten,76,175,Freshman
Bowling Green,Patrick Phillips,75,200,Senior
Bowling Green,Dusan Radivojevic,79,205,Freshman
Bowling Green,Perrick Robinson,69,170,Sophomore
Bowling Green,Martin Samarco,74,195,Freshman
Bowling Green,Mawel Soler,77,215,Sophomore
Bowling Green,Nicholas Wilson,77,210,Freshman
Bowling Green,Steven Wright,75,170,Junior
Bradley,Danny Adams,76,217,Junior
Bradley,Zach Andrews,80,225,Freshman
Bradley,Tony Bennett,72,175,Sophomore
Bradley,Ray Brown,78,213,Freshman
Bradley,Jeremy Crouch,77,211,Sophomore
Bradley,Will Franklin,72,185,Freshman
Bradley,Brandyn Heemskerk,85,260,Senior
Bradley,Brian Lavin,72,168,Freshman
Bradley,Patrick O'Bryant,84,260,Sophomore
Bradley,Daniel Ruffin,70,165,Sophomore
Bradley,Sam Singh,81,260,Sophomore
Bradley,Marcellus Sommerville,79,225,Junior
Bradley,J.J. Tauai,75,215,Junior
Bradley,Lawrence Wright,76,198,Sophomore
Brigham Young,Austin Ainge,74,180,Junior
Brigham Young,Jimmy Balderson,78,205,Junior
Brigham Young,Rashaun Broadus,72,190,Freshman
Brigham Young,David Burgess,82,270,Sophomore
Brigham Young,Lee Cummard,78,180,Freshman
Brigham Young,Derek Dawes,83,275,Junior
Brigham Young,Jackson Emery,75,175,Freshman
Brigham Young,Fernando Malaman,81,220,Freshman
Brigham Young,Jermaine Odjegba,79,190,Freshman
Brigham Young,Trent Plaisted,83,245,Sophomore
Brigham Young,Brock Reichner,76,205,Sophomore
Brigham Young,Mike Rose,75,185,Junior
Brigham Young,Keena Young,78,215,Sophomore
Brown,Marcus Becker,74,195,Junior
Brown,James Daniels,74,185,Sophomore
Brown,Nathan Eads,80,235,Junior
Brown,P.J. Flaherty,80,230,Junior
Brown,Scott Friske,79,225,Freshman
Brown,Damon Huffman,73,180,Sophomore
Brown,Keenan Jeppesen,79,215,Sophomore
Brown,Aaron Jimenez,79,215,Freshman
Brown,John Kresse,73,175,Freshman
Brown,Mark MacDonald,81,235,Sophomore
Brown,Sam Manhanga,78,250,Junior
Brown,Mark McAndrew,74,190,Sophomore
Brown,Luke Ruscoe,79,225,Senior
Brown,Chris Skrelja,77,205,Freshman
Bucknell,Abe Badmus,72,187,Junior
Bucknell,Kevin Bettencourt,74,180,Senior
Bucknell,Donald Brown,78,220,Junior
Bucknell,Justin Castleberry,73,195,Freshman
Bucknell,John Griffin,73,175,Sophomore
Bucknell,Charles Lee,75,221,Senior
Bucknell,Josh Linthicum,83,241,Freshman
Bucknell,Holland Mack,77,210,Senior
Bucknell,Darren Mastropaolo,80,239,Sophomore
Bucknell,Chris McNaughton,83,238,Junior
Bucknell,Andrew Morrison,79,232,Sophomore
Bucknell,Rob Thomas,75,189,Sophomore
Bucknell,Jason Vegotsky,74,187,Freshman
Bucknell,Tarik Viaer-McClymont,79,264,Senior
Buffalo,Andrew Atman,84,210,Sophomore
Buffalo,Calvin Cage,72,170,Senior
Buffalo,Vadim Fedotov,81,275,Freshman
Buffalo,Greg Gamble,76,195,Freshman
Buffalo,Yassin Idbihi,82,280,Junior
Buffalo,Mario Jordan,78,205,Senior
Buffalo,Roderick Middleton,75,210,Senior
Buffalo,Eric Moore,73,190,Freshman
Buffalo,Barnard Onyenucheya,78,205,Sophomore
Buffalo,Andy Robinson,73,190,Freshman
Buffalo,Christian Schmidt,80,210,Sophomore
Buffalo,Sean Smiley,73,165,Freshman
Buffalo,Parnell Smith,78,225,Junior
Buffalo,Chad Upshaw,,0,Freshman
Buffalo,Darwin Young,74,185,Junior
Butler,Julian Betko,77,200,Junior
Butler,Brandon Crone,78,225,Junior
Butler,A.J. Graves,73,155,Sophomore
Butler,Bruce Horan,75,195,Senior
Butler,Brian Ligon,79,240,Junior
Butler,Marcus Nellems,76,200,Freshman
Butler,Brandon Polk,78,205,Sophomore
Butler,Avery Sheets,72,175,Senior
Butler,Ben Slaton,73,170,Freshman
Butler,Drew Streicher,79,205,Sophomore
Cal Poly,Travis Busch,76,220,Freshman
Cal Poly,Trae Clark,71,170,Freshman
Cal Poly,Joe Henry,79,230,Junior
Cal Poly,Coby Leavitt,81,210,Freshman
Cal Poly,Tyler McGinn,78,220,Junior
Cal Poly,Clayton Osborn,73,185,Sophomore
Cal Poly,Titus Shelton,79,220,Freshman
Cal Poly,R.J. Socci,72,185,Senior
Cal Poly,Gabe Stephenson,80,230,Senior
Cal Poly,Derek Stockalper,77,220,Junior
Cal Poly,Chaz Thomas,73,175,Freshman
Cal Poly,Zach Thurow,81,290,Sophomore
Cal Poly,Dawin Whiten,75,205,Sophomore
Cal State Fullerton,Curtis Battles,82,305,Freshman
Cal State Fullerton,Bobby Brown,74,175,Junior
Cal State Fullerton,Jamaal Brown,79,235,Senior
Cal State Fullerton,Justin Burns,79,205,Sophomore
Cal State Fullerton,John Clemmons,72,170,Sophomore
Cal State Fullerton,Vershan Cottrell,74,195,Sophomore
Cal State Fullerton,Jermaine Harper,75,170,Senior
Cal State Fullerton,Damien Massey,71,165,Freshman
Cal State Fullerton,Manny Montano,82,210,Freshman
Cal State Fullerton,Jerard Moret,76,200,Freshman
Cal State Fullerton,Gary Nunez,79,245,Freshman
Cal State Fullerton,Frank Robinson,76,220,Sophomore
Cal State Fullerton,Adam Tancredi,81,250,Junior
Cal State Northridge,Bakari Altheimer,70,180,Senior
Cal State Northridge,Calvin Chitwood,80,219,Sophomore
Cal State Northridge,Mike Efevberha,77,195,Junior
Cal State Northridge,Keith Everage,79,220,Junior
Cal State Northridge,Rob Haynes,76,175,Freshman
Cal State Northridge,Jonathan Heard,78,185,Sophomore
Cal State Northridge,Jason Hill,77,180,Freshman
Cal State Northridge,Terrell Jones,78,185,Junior
Cal State Northridge,Robert Locke,73,165,Sophomore
Cal State Northridge,Jayme Miller,80,225,Freshman
Cal State Northridge,Austen Powers,80,210,Freshman
Cal State Northridge,Thomas Shewmake,82,253,Junior
Cal State Northridge,Austin Waggener,81,225,Junior
Cal State Northridge,Ryan Walton,76,193,Freshman
California,Rod Benson,82,220,Senior
California,DeVon Hardin,83,235,Sophomore
California,Nikola Knezevic,74,190,Freshman
California,Ivan Kovacevic,78,210,Freshman
California,Richard Midgley,75,195,Senior
California,Steve Panawek,78,205,Junior
California,Leon Powe,80,240,Sophomore
California,Alex Pribble,76,215,Junior
California,Theo Robertson,77,240,Freshman
California,Martin Smith,72,175,Senior
California,Ayinde Ubaka,76,200,Junior
California,Eric Vierneisel,79,205,Sophomore
California,Jordan Wilkes,83,225,Freshman
California,Omar Wilkes,76,185,Sophomore
Campbell,Diego Aguiar,79,235,Junior
Campbell,Reggie Bishop,75,185,Sophomore
Campbell,Ben Coleman,70,155,Sophomore
Campbell,Ledell Eackles,70,160,Freshman
Campbell,Oladapo Fagbenle,81,215,Freshman
Campbell,Russ Gibson,81,200,Junior
Campbell,Colin Hunt,80,230,Junior
Campbell,Matthew Johnson,80,225,Sophomore
Campbell,J'Quincy Jones,74,185,Freshman
Campbell,Maurice Latham,78,205,Sophomore
Campbell,Comerlee Poole,78,220,Sophomore
Campbell,Ruell Pringle,73,195,Sophomore
Campbell,Eric Smith,73,175,Freshman
Campbell,Jake Wohlfeil,76,185,Sophomore
Canisius,Anthony Byrd,73,165,Sophomore
Canisius,Kevin Downey,75,200,Senior
Canisius,Mike Hanley,82,256,Senior
Canisius,Chuck Harris,75,188,Junior
Canisius,Corey Herring,77,210,Junior
Canisius,Ola Matti,79,220,Junior
Canisius,Steve McLean,81,224,Freshman
Canisius,Jess Poe,75,175,Sophomore
Canisius,Jon Popofski,74,188,Senior
Canisius,Rigoberto Sargeant,80,253,Sophomore
Canisius,Bret Wackerly,70,160,Freshman
Canisius,Darnell Wilson,78,215,Junior
Canisius,Joe Young,72,180,Freshman
Central Connecticut State,Ingo Beaudet,83,249,Sophomore
Central Connecticut State,Tristan Blackwood,72,170,Sophomore
Central Connecticut State,James Brown,70,206,Freshman
Central Connecticut State,Justin Chiera,73,181,Senior
Central Connecticut State,Ed Gerrity,78,220,Sophomore
Central Connecticut State,Jason Hickenbottom,76,205,Sophomore
Central Connecticut State,Lenny Jefferson,72,195,Senior
Central Connecticut State,Jermaine Middleton,87,232,Freshman
Central Connecticut State,Javier Mojica,75,180,Junior
Central Connecticut State,Zack Niland,75,206,Junior
Central Connecticut State,Obie Nwadike,76,224,Junior
Central Connecticut State,Jemino Sobers,79,245,Junior
Central Connecticut State,John Williams,74,175,Freshman
Central Connecticut State,Chris Winters,78,206,Freshman
Central Michigan,Sefton Barrett,78,205,Junior
Central Michigan,Justin Blevins,79,255,Sophomore
Central Michigan,Jeff Bohnhoff,80,235,Sophomore
Central Michigan,Tyrone Jordan,69,170,Freshman
Central Michigan,Chris Kellermann,80,240,Freshman
Central Michigan,Aaron Richie,79,190,Freshman
Central Michigan,Eddie Spencer,78,200,Sophomore
Central Michigan,John Tiemeyer,82,225,Freshman
Central Michigan,Drew Walker,85,260,Sophomore
Central Michigan,Reynold Walters,71,185,Sophomore
Central Michigan,Giordan Watson,70,175,Sophomore
Central Michigan,Jon Yeazel,74,200,Freshman
Charleston Southern,Terrell Brown,69,155,Senior
Charleston Southern,Ferdiand Cain,80,210,Senior
Charleston Southern,Donnell Covington,74,165,Junior
Charleston Southern,Trent Drafts,80,185,Senior
Charleston Southern,VJ Fails,79,240,Sophomore
Charleston Southern,Thomas Harrison,73,180,Senior
Charleston Southern,Vernon Huger,80,215,Freshman
Charleston Southern,Dwayne Jackson,76,185,Freshman
Charleston Southern,Isaac Jones,80,220,Junior
Charleston Southern,Giedrius Knysas,81,205,Freshman
Charleston Southern,Chris Moore,74,180,Sophomore
Charleston Southern,Carter Stiglbauer,81,220,Junior
Charleston Southern,Mario Williams,75,205,Sophomore
Charleston Southern,Byron Wimphrie,73,170,Freshman
Charlotte,De'Angelo Alexander,77,220,Junior
Charlotte,Mitchell Baldwin,74,180,Senior
Charlotte,Marcus Bennett,75,185,Freshman
Charlotte,Antwon Coleman,79,265,Freshman
Charlotte,E.J. Drayton,81,208,Sophomore
Charlotte,Leemire Goldwire,71,190,Sophomore
Charlotte,Travis Gordon,77,205,Junior
Charlotte,Jerell Jamison,77,206,Freshman
Charlotte,Jerrell Lewis,72,197,Freshman
Charlotte,Eric Marsh,,0,Freshman
Charlotte,Tripp Miller,79,225,Sophomore
Charlotte,Chris Nance,80,250,Sophomore
Charlotte,Courtney Williams,81,245,Sophomore
Charlotte,Curtis Withers,80,245,Senior
Chattanooga,Charles Anderson,80,240,Senior
Chattanooga,Steve Cherry,76,190,Sophomore
Chattanooga,Jerice Crouch,72,185,Sophomore
Chattanooga,Nicchaeus Doaks,79,220,Freshman
Chattanooga,Zach Ferrell,73,170,Freshman
Chattanooga,Khalil Hartwell,80,215,Freshman
Chattanooga,Jaycen Herring,77,175,Freshman
Chattanooga,Ricky Hood,75,195,Junior
Chattanooga,Omar Johnson,68,160,Freshman
Chattanooga,Casey Long,74,190,Junior
Chattanooga,Keddric Mays,72,180,Freshman
