Team,Player,Height,Weight,Age
Arkansas-Little Rock,Taggart Lockhart,77,210,Freshman
Arkansas-Little Rock,Marlon Louzeiro,79,244,Senior
Arkansas-Little Rock,Will Neighbour,82,209,Sophomore
Arkansas-Little Rock,Tramar Sutherland,75,197,Senior
Arkansas-Little Rock,James White,79,190,Freshman
Arkansas-Little Rock,Tre`von Wilkerson,67,147,Freshman
Arkansas-Little Rock,D`Andre Williams,70,160,Senior
Arkansas-Little Rock,Casey Wilmath,74,163,Freshman
Arkansas-Pine Bluff,Austin Allen,78,230,Sophomore
Arkansas-Pine Bluff,Mitchell Anderson,79,190,Junior
Arkansas-Pine Bluff,Rontrell Bailey,74,243,Senior
Arkansas-Pine Bluff,Daniel Broughton,80,225,Sophomore
Arkansas-Pine Bluff,Edward Buford,72,215,Junior
Arkansas-Pine Bluff,Jaylon Floyd,76,190,Freshman
Arkansas-Pine Bluff,Jamar Harris,79,205,Junior
Arkansas-Pine Bluff,Lazabian Jackson,75,190,Junior
Arkansas-Pine Bluff,Clay Johnson,72,185,Senior
Arkansas-Pine Bluff,Kyle Jones,70,185,Sophomore
Arkansas-Pine Bluff,Terrell Kennedy,78,250,Senior
Arkansas-Pine Bluff,Marcel Mosley,72,180,Sophomore
Arkansas-Pine Bluff,Derrius Nelson,70,175,Senior
Arkansas-Pine Bluff,Demetrius Smith,74,185,Senior
Arkansas-Pine Bluff,Savalance Townsend,75,190,Senior
Arkansas-Pine Bluff,Lavoris Weathers,80,230,Senior
Army,Sean Billerman,76,195,Freshman
Army,Aaron Deister,72,175,Sophomore
Army,Ella Ellis,79,195,Junior
Army,Michael Felton,79,220,Freshman
Army,Chris Gramling,71,170,Freshman
Army,Pat Harris,78,236,Senior
Army,Jalen Harris,70,150,Freshman
Army,Josh Herbeck,74,190,Sophomore
Army,Brian Hornstein,82,204,Sophomore
Army,Josh Johnson,79,215,Senior
Army,Cartavious Kincade,76,192,Sophomore
Army,Maxwell Lenox,72,190,Freshman
Army,Zach Lord,82,205,Freshman
Army,Jason Pancoe,74,170,Junior
Army,Julian Simmons,71,187,Senior
Army,Jordan Springer,78,220,Junior
Army,Andrew Stire,79,227,Sophomore
Army,Whit Thornton,79,215,Freshman
Army,Matt Walker,79,230,Freshman
Army,Milton Washington,72,180,Freshman
Army,Chris Welker,76,205,Sophomore
Army,Mo Williams,73,185,Freshman
Auburn,Rob Chubb,82,242,Junior
Auburn,Chris Denson,74,172,Sophomore
Auburn,Jake Drum,77,253,Senior
Auburn,Adrian Forbes,80,232,Senior
Auburn,Kenny Gabriel,80,209,Senior
Auburn,Noel Johnson,78,200,Sophomore
Auburn,Willy Kouassi,82,219,Freshman
Auburn,Josh Langford,79,209,Sophomore
Auburn,Cedrick McAfee,75,175,Freshman
Auburn,Bernard Morena,80,190,Freshman
Auburn,Tony Neysmith,77,217,Senior
Auburn,Allen Payne,78,210,Sophomore
Auburn,T.J. Rice,69,160,Sophomore
Auburn,Dylan Spencer,76,190,Junior
Auburn,Frankie Sullivan,73,206,Junior
Auburn,Josh Wallace,70,170,Junior
Auburn,Varez Ward,74,208,Sophomore
Austin Peay,Melvin Baker,79,215,Senior
Austin Peay,Justin Blake,75,190,Junior
Austin Peay,Andre Brown,77,211,Freshman
Austin Peay,Anthony Campbell,79,215,Junior
Austin Peay,Jerome Clyburn,73,180,Junior
Austin Peay,Kevin Covington,73,175,Freshman
Austin Peay,TyShwan Edmondson,76,175,Senior
Austin Peay,John Fraley,80,220,Senior
Austin Peay,Chris Freeman,78,205,Freshman
Austin Peay,Thomas Greer,77,180,Freshman
Austin Peay,Joe Harms,79,215,Freshman
Austin Peay,Matt Hasse,81,225,Sophomore
Austin Peay,Herdie Lawrence,73,175,Freshman
Austin Peay,Josh Terry,77,200,Senior
Austin Peay,Will Triggs,78,230,Sophomore
Austin Peay,Alton Williams,75,190,Sophomore
Ball State,Aaron Adeoye,78,253,Freshman
Ball State,Jesse Berry,73,189,Sophomore
Ball State,Chris Bond,76,195,Sophomore
Ball State,Zeke Chapman,74,183,Freshman
Ball State,Randy Davis,71,180,Senior
Ball State,Zach Fields,82,296,Junior
Ball State,Jarrod Jones,81,234,Senior
Ball State,Matt Kamieniecki,79,238,Sophomore
Ball State,Tyler Koch,77,222,Sophomore
Ball State,Tyrae Robinson,74,185,Sophomore
Ball State,Jauwan Scaife,74,204,Junior
Ball State,Pierre Sneed,76,206,Senior
Baylor,Quincy Acy,79,235,Senior
Baylor,Deuce Bello,76,185,Freshman
Baylor,Fred Ellis,78,220,Senior
Baylor,Gary Franklin,74,195,Sophomore
Baylor,Brady Heslip,74,180,Sophomore
Baylor,Pierre Jackson,70,180,Junior
Baylor,Cory Jefferson,81,210,Sophomore
Baylor,Anthony Jones,82,195,Senior
Baylor,Perry Jones III,83,235,Sophomore
Baylor,Logan Lowery,78,185,Sophomore
Baylor,Quincy Miller,81,210,Freshman
Baylor,J`mison Morgan,83,250,Senior
Baylor,Jacob Neubert,77,200,Junior
Baylor,A.J. Walton,73,185,Junior
Belmont,Brandon Baker,78,220,Junior
Belmont,Adam Barnes,74,190,Junior
Belmont,Seth Cavera,74,195,Freshman
Belmont,Reece Chamberlain,73,175,Freshman
Belmont,Ian Clark,75,175,Junior
Belmont,Drew Hanlen,71,180,Senior
Belmont,Mick Hedgepeth,81,235,Senior
Belmont,Blake Jenkins,79,205,Sophomore
Belmont,Kerron Johnson,73,175,Junior
Belmont,Chad Lang,83,275,Freshman
Belmont,J.J. Mann,78,210,Sophomore
Belmont,Holden Mobley,75,200,Freshman
Belmont,Trevor Noack,79,240,Junior
Belmont,Scott Saunders,82,250,Senior
Belmont,Spencer Turner,75,185,Freshman
Bethune-Cookman,David Baroum,81,250,Junior
Bethune-Cookman,Anthony Breeze,77,230,Senior
Bethune-Cookman,Jarvoris Bryant,78,200,Junior
Bethune-Cookman,Adrien Coleman,77,190,Sophomore
Bethune-Cookman,Kevin Dukes,69,155,Junior
Bethune-Cookman,Stanley Elliott,75,160,Senior
Bethune-Cookman,Garrius Holloman,78,210,Senior
Bethune-Cookman,Ricky Johnson,69,160,Freshman
Bethune-Cookman,Marc Mack,78,200,Freshman
Bethune-Cookman,Raymond McAfee,79,195,Sophomore
Bethune-Cookman,Paul Scotland,72,185,Junior
Bethune-Cookman,Alex Smith,79,210,Junior
Bethune-Cookman,Brandon Stewart,74,185,Freshman
Bethune-Cookman,Mikel Trapp,74,195,Sophomore
Binghamton,K.J. Brown,73,190,Sophomore
Binghamton,Byron Brown,67,160,Sophomore
Binghamton,Storm Clonch,77,195,Freshman
Binghamton,Ben Dickinson,81,230,Freshman
Binghamton,Carlyle Francis,74,185,Junior
Binghamton,Jimmy Gray,72,175,Junior
Binghamton,Mike Horn,72,180,Junior
Binghamton,Taylor Johnston,79,210,Junior
Binghamton,Chris Longoria,75,180,Freshman
Binghamton,Robert Mansell,76,190,Sophomore
Binghamton,Alex Ogundadegbe,80,235,Sophomore
Binghamton,Javon Ralling,78,225,Junior
Binghamton,Chris Rice,75,195,Freshman
Binghamton,Omar Richards,80,220,Freshman
Binghamton,Jabrille Williams,78,190,Freshman
Boise State,Thomas Bropleh,77,203,Sophomore
Boise State,Kenny Buckner,79,251,Junior
Boise State,Jarrell Crayton,79,212,Junior
Boise State,Anthony Drmic,78,196,Freshman
Boise State,Jeff Elorriaga,74,183,Sophomore
Boise State,Igor Hadziomerovic,76,202,Freshman
Boise State,Darrious Hamilton,80,222,Freshman
Boise State,Joe Hanstad,76,193,Freshman
Boise State,Derrick Marks,75,206,Freshman
Boise State,Jake Ness,80,214,Freshman
Boise State,Tre Nichols,71,170,Senior
Boise State,Westly Perryman,74,179,Senior
Boise State,Mikey Thompson,75,167,Freshman
Boise State,Ryan Watkins,81,229,Sophomore
Boise State,Drew Wiley,79,214,Junior
Boston College,Salah Abdo,74,188,Senior
Boston College,Ryan Anderson,80,217,Freshman
Boston College,John Cahill,73,170,
Boston College,John Cain Carney,79,218,Freshman
Boston College,K.C. Caudill,82,279,Freshman
Boston College,Dennis Clifford,84,241,Freshman
Boston College,Jordan Daniels,69,153,Freshman
Boston College,Patrick Heckmann,77,196,Freshman
Boston College,Matt Humphrey,77,192,Junior
Boston College,Lonnie Jackson,75,170,Freshman
Boston College,Ryan Kilcullen,79,214,Freshman
Boston College,Gabriel Moton,73,177,Sophomore
Boston College,Eddie Odio,79,195,Freshman
Boston College,Peter Rehnquist,76,220,Senior
Boston College,Danny Rubin,77,181,Sophomore
Boston College,Deirunas Visockas,76,192,Senior
Boston University,Zach Chionuma,77,190,Freshman
Boston University,Matt Griffin,70,180,Senior
Boston University,Patrick Hazel,78,220,Senior
Boston University,D.J. Irving,72,165,Sophomore
Boston University,James Kennedy,78,225,Freshman
Boston University,Chris Kurz,80,210,Senior
Boston University,Dom Morris,79,240,Sophomore
Boston University,Jake O`Brien,80,220,Senior
Boston University,Darryl Partin,78,190,Senior
Boston University,Jeff Pelage,80,240,Senior
Boston University,Mat Piotrowski,85,265,Freshman
Boston University,Travis Robinson,77,190,Sophomore
Boston University,Mike Terry Jr.,72,180,Sophomore
Boston University,Malik Thomas,79,190,Sophomore
Bowling Green,Cameron Black,82,240,Sophomore
Bowling Green,Dee Brown,74,202,Senior
Bowling Green,A`uston Calhoun,79,232,Junior
Bowling Green,Jehvon Clarke,73,176,Freshman
Bowling Green,Jordon Crawford,66,151,Junior
Bowling Green,James Erger,79,192,Junior
Bowling Green,Antonio Ferrell Jr.,77,236,Freshman
Bowling Green,Anthony Henderson,73,168,Freshman
Bowling Green,Luke Kraus,73,205,Junior
Bowling Green,Damarkeo Lyshe,71,154,Freshman
Bowling Green,Torian Oglesby,79,206,Senior
Bowling Green,Chauncey Orr,76,201,Freshman
Bowling Green,Desmond Rorie,81,223,Freshman
Bowling Green,Craig Sealey,78,195,Sophomore
Bowling Green,Scott Thomas,79,201,Senior
Bradley,Taylor Brown,78,210,Senior
Bradley,Jalen Crawford,74,185,Freshman
Bradley,Jake Eastman,77,200,Junior
Bradley,Will Egolf,81,230,Senior
Bradley,Aaron Ganson,70,170,Junior
Bradley,Devon Hodges,79,225,Freshman
Bradley,Milos Knezevic,80,225,Junior
Bradley,Walt Lemon Jr.,75,180,Sophomore
Bradley,Jordan Prosser,81,235,Sophomore
Bradley,Shayok Shayok,80,215,Freshman
Bradley,Dyricus Simms-Edwards,75,200,Junior
Bradley,Donivine Stewart,71,190,Freshman
Bradley,Anthony Thompson,82,225,Senior
Bradley,Nate Wells,85,240,Freshman
Bradley,Charonn Woods,71,175,Junior
Brigham Young,Charles Abouo,77,215,Senior
Brigham Young,Nate Austin,83,230,Freshman
Brigham Young,Matt Carlino,74,175,Freshman
Brigham Young,Chris Collinsworth,81,235,Sophomore
Brigham Young,Craig Cusick,74,185,Junior
Brigham Young,Brandon Davies,81,235,Junior
Brigham Young,Damarcus Harrison,77,190,Freshman
Brigham Young,Noah Hartsock,80,230,Senior
Brigham Young,Ian Harward,83,215,Freshman
Brigham Young,Nick Martineau,72,170,Junior
Brigham Young,Austin Nelson,72,160,Freshman
Brigham Young,Stephen Rogers,80,195,Junior
Brigham Young,Josh Sharp,79,185,Freshman
Brigham Young,Jaren Sweeney,77,190,Freshman
Brigham Young,Anson Winder,75,195,Freshman
Brigham Young,Brock Zylstra,78,210,Junior
Brown,Stephen Albrecht,75,175,Junior
Brown,Josh Biber,77,210,Sophomore
Brown,Patrick Donnelly,75,185,Junior
Brown,Christian Gore,74,175,Freshman
Brown,Tucker Halpern,80,220,Junior
Brown,Jean Harris,74,185,Senior
Brown,Tellef Lundevall,76,210,Junior
Brown,Rafael Maia,81,230,Freshman
Brown,Andrew McCarthy,80,210,Junior
Brown,Sean McGonagill,73,180,Sophomore
Brown,Tyler Ponticelli,80,220,Junior
Brown,Jon Schmidt,79,210,Freshman
Brown,Joe Sharkey,74,190,Freshman
Brown,Matt Sullivan,77,205,Junior
Brown,Dockery Walker,79,215,Sophomore
Brown,Longi Yiljep,77,185,Freshman
Bryant,Ben Altit,82,215,Freshman
Bryant,Daniel Calandrillo,75,195,Junior
Bryant,Frankie Dobbs,75,185,Junior
Bryant,Alex Francis,78,205,Sophomore
Bryant,Jordan Harris,74,200,Sophomore
Bryant,Alex Herzing,84,250,Sophomore
Bryant,Raphael Jordan,73,185,Junior
Bryant,Vladyslav Kondratyev,80,225,Junior
Bryant,Patrick Matthews,78,220,Freshman
Bryant,Corey Maynard,75,185,Sophomore
Bryant,Claybrin McMath,80,210,Sophomore
Bryant,Joe O`Shea,76,190,Sophomore
Bryant,Troy Robinson,78,210,Freshman
Bryant,Erick Smith,75,180,Junior
Bryant,Dyami Starks,74,195,Sophomore
Bucknell,Enoch Andoh,80,252,Senior
Bucknell,Cameron Ayers,77,203,Sophomore
Bucknell,Ben Brackney,78,208,Sophomore
Bucknell,Bryan Cohen,78,213,Senior
Bucknell,Brian Fitzpatrick,80,238,Junior
Bucknell,Ryan Hill,75,202,Sophomore
Bucknell,Bryson Johnson,74,194,Junior
Bucknell,Steven Kaspar,74,181,Freshman
Bucknell,Colin Klebon,80,233,Junior
Bucknell,Probese Leo,81,230,Senior
Bucknell,Mike Muscala,83,234,Junior
Bucknell,Ben Oberfeld,75,212,Freshman
Bucknell,Cory Starkey,79,208,Freshman
Bucknell,Joe Willman,79,217,Junior
Buffalo,Dave Barnett,77,215,Senior
Buffalo,Cameron Downing,81,260,Sophomore
Buffalo,Zach Filzen,75,185,Senior
Buffalo,Xavier Ford,79,210,Freshman
Buffalo,Javon McCrea,79,245,Sophomore
Buffalo,Auraum Nuiriankh,77,200,Sophomore
Buffalo,Jarod Oldham,75,185,Sophomore
Buffalo,Corey Raley-Ross,75,190,Sophomore
Buffalo,Will Regan,80,230,Sophomore
Buffalo,Titus Robinson,79,210,Senior
Buffalo,Richie Sebuharara,73,160,Junior
Buffalo,Raphell Thomas-Edwards,77,230,Freshman
Buffalo,Tony Watson II,74,185,Junior
Buffalo,Mitchell Watt,82,225,Senior
Butler,Jackson Aldridge,72,180,Freshman
Butler,Alex Barlow,71,187,Freshman
Butler,Garrett Butcher,78,223,Senior
Butler,Rotnei Clarke,72,190,Senior
Butler,Erik Fromm,80,220,Sophomore
Butler,Chrishawn Hopkins,73,161,Sophomore
Butler,Roosevelt Jones,76,222,Freshman
Butler,Elliott Kampen,77,188,Freshman
Butler,Emerson Kampen,80,208,Junior
Butler,Khyle Marshall,78,212,Sophomore
Butler,Ronald Nored,72,177,Senior
Butler,Andy Smeathers,78,173,Freshman
Butler,Andrew Smith,83,240,Junior
Butler,Chase Stigall,75,197,Junior
Butler,Kameron Woods,80,191,Freshman
Cal Poly,Joel Awich,79,195,Freshman
Cal Poly,Will Donahue,80,240,Senior
Cal Poly,Chris Eversley,78,210,Sophomore
Cal Poly,Amaurys Fermin,75,195,Senior
Cal Poly,David Hanson,77,215,Senior
Cal Poly,Jamal Johnson,72,175,Sophomore
Cal Poly,Jordan Lewis,77,220,Senior
Cal Poly,Maliik Love,74,200,Sophomore
Cal Poly,Reese Morgan,74,195,Freshman
Cal Poly,Kyle Odister,72,185,Sophomore
Cal Poly,Chris O`Brien,76,210,Junior
Cal Poly,Dylan Royer,73,190,Junior
Cal Poly,Will Taylor,79,230,Senior
Cal Poly,Matt Titchenal,75,185,Senior
Cal Poly,Drake U`u,77,210,Junior
Cal State Bakersfield,Brandon Barnes,73,195,Sophomore
Cal State Bakersfield,Stephon Carter,75,180,Junior
Cal State Bakersfield,Issiah Grayson,71,165,Junior
Cal State Bakersfield,Robert Hayes,70,186,Senior
Cal State Bakersfield,Mo Hughley,79,240,Junior
Cal State Bakersfield,Andre Jackson,82,285,Junior
Cal State Bakersfield,Donald Johnson,80,215,Senior
Cal State Bakersfield,Kregg Jones,80,235,Sophomore
Cal State Bakersfield,Zach Lamb,75,180,Junior
Cal State Bakersfield,Ivan Matip,75,205,Sophomore
Cal State Bakersfield,Javonte Maynor,72,175,Sophomore
Cal State Bakersfield,Kwai Pearson,72,177,Freshman
Cal State Bakersfield,Rashad Savage,78,220,Senior
Cal State Bakersfield,Tyrone White,79,185,Junior
Cal State Bakersfield,Adam Young,80,235,Junior
Cal State Fullerton,Omondi Amoke,79,225,Senior
Cal State Fullerton,Orlando Brown,74,175,Senior
Cal State Fullerton,Orane Chin,79,195,Senior
Cal State Fullerton,Chris Collins,76,185,Freshman
Cal State Fullerton,Cameron Glover,72,155,Freshman
Cal State Fullerton,Andre Hardy,78,230,Senior
Cal State Fullerton,Alex Harris,73,170,Sophomore
Cal State Fullerton,Conway James,66,150,Freshman
Cal State Fullerton,Jordan Knox,72,180,Junior
Cal State Fullerton,Sedric Martin,78,255,Senior
Cal State Fullerton,D.J. Seeley,76,195,Junior
Cal State Fullerton,Isiah Umipig,73,180,Sophomore
Cal State Fullerton,John Underwood,81,230,Junior
Cal State Fullerton,Kwame Vaughn,75,195,Junior
Cal State Fullerton,Bernard Webb,81,255,Junior
Cal State Fullerton,Perry Webster,73,195,Senior
Cal State Fullerton,Sammy Yeager,76,190,Senior
Cal State Northridge,Teddy Agbonwaneten,75,210,Freshman
Cal State Northridge,Frankie Eteuati,82,190,Sophomore
Cal State Northridge,Ari Feldman,81,220,Senior
Cal State Northridge,Ishmael Godfrey,71,175,Freshman
Cal State Northridge,Josh Greene,72,180,Sophomore
Cal State Northridge,Allan Guei,69,160,Freshman
Cal State Northridge,John Hayward-Mayhew,80,220,Senior
Cal State Northridge,Stephan Hicks,77,190,Freshman
Cal State Northridge,Thomas Jacobs,78,215,Sophomore
Cal State Northridge,Allen Jiles IV,76,200,Sophomore
Cal State Northridge,Michael Lizarraga,79,230,Senior
Cal State Northridge,Stephen Maxwell,77,215,Freshman
Cal State Northridge,Vinnie McGhee,70,170,Senior
Cal State Northridge,Jordan Mitchell,81,195,Sophomore
Cal State Northridge,Davon Potts,74,175,Freshman
