Air Force,31,21,10,67.7,1848.0,59.6,49.4,104.8,629,1501,41.9,439,595,73.8,239,681,35.1,49.9,54.3,39.6,40.3,22.7,37.0,1.05,1936,62.5,52.6,951,30.7,30.9,290,9.4,74.3,661,21.3,69,2.2,62.3,392,12.6,1.09,10.1,187,6.0,19.5,360,11.6,8.0,111,3.6,574,18.5,11
Akron,36,13,23,36.1,2372.0,65.9,47.5,91.5,718,1783,40.3,563,819,68.7,172,592,29.1,45.1,50.0,45.9,50.3,25.9,23.8,0.92,2171,60.3,50.6,1238,34.4,35.7,430,11.9,65.6,808,22.4,115,3.2,48.9,351,9.8,0.55,11.2,266,7.4,26.7,633,17.6,4.5,89,2.5,674,18.7,14
Alabama,32,14,18,43.8,2270.0,70.9,51.7,98.3,799,1970,40.6,420,620,67.7,213,689,30.9,46.0,49.3,31.5,52.5,18.8,28.6,0.98,2231,69.7,48.9,1180,36.9,35.7,457,14.3,62.1,723,22.6,117,3.7,52.7,421,13.2,0.92,9.9,224,7.0,20.3,460,14.4,7.3,139,4.3,589,18.4,13
Alabama A&M,27,19,8,70.4,1984.0,73.5,52.3,98.5,705,1551,45.5,412,639,64.5,132,395,33.4,49.7,52.7,41.2,58.6,21.1,20.3,0.98,1954,72.4,53.3,1113,41.2,38.2,376,13.9,68.4,737,27.3,104,3.9,53.3,376,13.9,0.73,11.7,232,8.6,25.9,514,19.0,7.3,114,4.2,541,20.0,13
Alabama State,32,10,22,31.2,2123.0,66.3,51.3,95.4,731,1850,39.5,409,613,66.7,154,509,30.3,43.7,47.3,33.1,57.0,20.2,22.8,0.95,2025,63.3,50.8,1120,35.0,35.8,431,13.5,65.8,689,21.5,108,3.4,46.4,339,10.6,0.81,9.6,203,6.3,19.6,417,13.0,4.7,83,2.6,569,17.8,14
Albany,31,16,15,51.6,2047.0,66.0,48.0,99.6,691,1600,43.2,465,696,66.8,191,595,32.1,49.2,52.8,43.5,49.1,22.8,28.1,1.0,2038,65.7,43.2,937,30.2,25.0,261,8.4,61.4,676,21.8,104,3.4,56.2,388,12.5,1.01,11.2,230,7.4,18.8,384,12.4,7.0,120,3.9,573,18.5,15
Alcorn State,31,25,6,80.6,2372.0,76.5,55.8,109.1,942,1970,47.8,493,736,67.0,211,619,34.1,53.2,55.8,37.4,56.5,19.0,24.5,1.09,2588,83.5,56.1,1322,42.6,38.4,420,13.5,73.9,902,29.1,83,2.7,51.8,488,15.7,1.04,9.8,232,7.5,19.8,470,15.2,6.0,114,3.7,578,18.6,10
American University,32,8,24,25.0,1989.0,62.2,47.0,95.1,644,1623,39.7,424,583,72.7,179,542,33.0,45.2,49.8,35.9,49.2,22.4,28.4,0.95,1891,59.1,49.0,970,30.3,29.5,312,9.8,68.5,658,20.6,110,3.4,52.0,335,10.5,0.81,9.8,195,6.1,20.8,413,12.9,6.3,102,3.2,552,17.2,12
Appalachian State,31,18,13,58.1,2255.0,72.7,51.2,105.6,824,1837,44.9,526,738,71.3,207,590,35.1,50.5,54.4,40.2,51.8,22.1,26.1,1.06,2381,76.8,45.2,988,31.9,27.7,313,10.1,62.6,675,21.8,103,3.3,49.0,404,13.0,1.06,11.9,268,8.6,16.9,382,12.3,7.0,124,4.0,620,20.0,18
Arizona,35,14,21,40.0,2279.0,65.1,53.3,106.2,889,2030,43.8,352,509,69.2,291,833,34.9,51.0,53.3,25.1,49.4,14.5,36.1,1.06,2421,69.2,49.2,1107,31.6,34.4,417,11.9,64.1,690,19.7,80,2.3,61.8,549,15.7,1.31,8.5,194,5.5,18.4,420,12.0,4.3,81,2.3,627,17.9,14
Arizona State,35,10,25,28.6,2151.0,61.5,48.8,98.4,746,1814,41.1,413,560,73.8,212,665,31.9,47.0,50.9,30.9,50.4,19.5,30.0,0.98,2117,60.5,50.5,1044,29.8,30.1,343,9.8,70.9,701,20.0,85,2.4,56.8,424,12.1,1.01,9.5,205,5.9,19.5,419,12.0,4.0,69,2.0,609,17.4,16
Arkansas,30,16,14,53.3,2180.0,72.7,50.4,101.5,796,1791,44.4,377,568,66.4,244,661,36.9,51.3,53.7,31.7,49.9,17.0,33.1,1.02,2213,73.8,48.6,1079,36.0,31.1,337,11.2,66.1,742,24.7,97,3.2,60.2,479,16.0,1.05,8.6,187,6.2,20.9,455,15.2,8.3,151,5.0,572,19.1,19
Arkansas State,30,17,13,56.7,2014.0,67.1,48.7,96.7,702,1671,42.0,364,513,71.0,180,491,36.7,47.4,50.9,30.7,53.6,18.7,27.7,0.97,1948,64.9,48.3,1022,34.1,29.4,311,10.4,67.2,711,23.7,96,3.2,49.3,346,11.5,0.85,8.0,161,5.4,20.3,408,13.6,4.7,80,2.7,525,17.5,8
Arkansas-Little Rock,31,8,23,25.8,2058.0,66.4,48.2,95.4,663,1649,40.2,468,667,70.2,170,533,31.9,45.4,50.0,40.4,50.2,23.8,26.0,0.95,1964,63.4,49.1,1010,32.6,31.5,342,11.0,66.6,668,21.5,117,3.8,55.5,368,11.9,0.85,7.9,162,5.2,21.1,434,14.0,6.1,97,3.1,608,19.6,21
Arkansas-Pine Bluff,31,18,13,58.1,2230.0,71.9,50.5,98.2,722,1674,43.1,584,875,66.7,162,485,33.4,48.0,52.4,52.3,51.1,26.7,22.2,0.98,2190,70.6,48.8,1147,37.0,34.6,388,12.5,63.0,759,24.5,115,3.7,55.5,401,12.9,0.76,13.2,294,9.5,23.5,525,16.9,6.8,121,3.9,595,19.2,11
Army,30,19,11,63.3,1962.0,65.4,47.0,92.9,619,1486,41.7,385,570,67.5,200,592,33.8,48.4,51.9,38.4,46.0,21.1,32.9,0.93,1823,60.8,54.6,1047,34.9,34.0,329,11.0,75.2,718,23.9,89,3.0,59.0,365,12.2,0.69,10.3,203,6.8,27.0,530,17.7,7.1,109,3.6,531,17.7,8
