Team,Player,Height,Weight,Age
Alcorn State,Lawrence Cage,68,150,Sophomore
Alcorn State,Anthony Ford,75,183,Senior
Alcorn State,Darius Hobson,77,195,Freshman
Alcorn State,JaMarkus Holt,80,255,Sophomore
Alcorn State,Troy Jackson,75,185,Junior
Alcorn State,Antonio Jones,74,170,Junior
Alcorn State,Jumane Reed,76,170,Senior
Alcorn State,Brandon Rogers,73,195,Junior
Alcorn State,Alex Savannah,70,160,Freshman
Alcorn State,Jarvis Williams,79,210,Senior
American University,Frank Borden,76,180,Senior
American University,Garrison Carr,71,170,Senior
American University,Brian Gilmore,80,220,Senior
American University,Riley Grafft,82,190,Freshman
American University,Nick Hendra,75,210,Sophomore
American University,Joe Hill,74,185,Freshman
American University,Stephen Lumpkins,80,215,Freshman
American University,Steve Luptak,75,185,Sophomore
American University,Frane Markusovic,82,240,Senior
American University,Simon McCormack,76,185,Freshman
American University,Derrick Mercer,69,180,Senior
American University,Jordan Nichols,77,235,Senior
American University,Bryce Simon,78,200,Senior
American University,Mike Technow,81,230,Freshman
American University,Matthew Wilson,74,175,Sophomore
Appalachian State,Ryann Abraham,70,180,Junior
Appalachian State,J.R. Archer,75,195,Sophomore
Appalachian State,Eduardo Bermudez,75,195,Senior
Appalachian State,Jeremi Booth,77,205,Sophomore
Appalachian State,Kellen Brand,73,185,Junior
Appalachian State,Isaac Butts,82,285,Sophomore
Appalachian State,Quinche Dowdell,77,230,Freshman
Appalachian State,A.J. Highsmith,76,200,Junior
Appalachian State,Donterious Hughes,74,195,Freshman
Appalachian State,Josh Hunter,78,235,Junior
Appalachian State,Josh Nirenberg,81,260,Freshman
Appalachian State,Donald Sims,73,170,Sophomore
Appalachian State,Tyler Webb,81,230,Junior
Appalachian State,Andre Williamson,79,215,Freshman
Appalachian State,Marcus Wright,73,185,Freshman
Arizona,David Bagga,76,180,Senior
Arizona,Chase Budinger,79,218,Junior
Arizona,Kyle Fogg,74,175,Freshman
Arizona,Jordan Hill,82,235,Junior
Arizona,Jamelle Horne,78,209,Sophomore
Arizona,Alex Jacobson,83,253,Freshman
Arizona,Zane Johnson,77,204,Sophomore
Arizona,Garland Judkins,75,195,Freshman
Arizona,Brendon Lavender,75,205,Freshman
Arizona,Fendi Onobun,78,249,Senior
Arizona,D.J. Shumpert,78,177,Freshman
Arizona,Nic Wise,70,177,Junior
Arizona State,Ty Abbott,75,215,Sophomore
Arizona State,Trent Anderson,79,210,Freshman
Arizona State,Eric Boateng,82,245,Junior
Arizona State,Nico Fricchione,73,175,Freshman
Arizona State,Derek Glasser,73,190,Junior
Arizona State,James Harden,77,218,Sophomore
Arizona State,Rihards Kuksiks,78,205,Sophomore
Arizona State,Jamelle McMillan,74,180,Sophomore
Arizona State,Jeff Pendergraph,81,240,Senior
Arizona State,Stephen Rogers,80,185,Freshman
Arizona State,Taylor Rohde,80,220,Freshman
Arizona State,Virgil Sanders,74,205,Freshman
Arizona State,Jerren Shipp,75,220,Junior
Arizona State,Brenton Thomas,75,175,Freshman
Arizona State,Kraidon Woods,80,199,Sophomore
Arkansas,Marcus Britt,74,191,Sophomore
Arkansas,Andre Clark,81,205,Freshman
Arkansas,Rotnei Clarke,72,184,Freshman
Arkansas,Stephen Cox,75,201,Junior
Arkansas,Courtney Fortson,71,180,Freshman
Arkansas,Jason Henry,78,189,Freshman
Arkansas,Nick Mason,,0,
Arkansas,Montrell McDonald,,0,
Arkansas,Marcus Monk,78,225,Sophomore
Arkansas,Brandon Moore,81,215,Freshman
Arkansas,John Paul Noland,75,185,Senior
Arkansas,Michael Sanchez,80,236,Freshman
Arkansas,Michael Washington,81,239,Junior
Arkansas,Stefan Welsh,75,185,Junior
Arkansas State,Martavius Adams,80,255,Sophomore
Arkansas State,Brandon Ayers,76,175,Sophomore
Arkansas State,Donald Boone,77,205,Junior
Arkansas State,JeJuan Brown,79,232,Junior
Arkansas State,Daniel Bryant,70,170,Freshman
Arkansas State,Yima Chia-Kur,77,225,Senior
Arkansas State,Trey Finn,74,205,Freshman
Arkansas State,Larry Handy,80,262,Senior
Arkansas State,P.J. Keaton,76,180,Senior
Arkansas State,Ifeanyi Koggu,73,185,Senior
Arkansas State,Michael Lance,75,185,Junior
Arkansas State,Eric McKinney,80,235,Junior
Arkansas State,Shawn Morgan,78,215,Senior
Arkansas State,Jeremy Thomas,77,195,Sophomore
Arkansas-Little Rock,Derrick Bails,81,267,Sophomore
Arkansas-Little Rock,Wayne Burton,80,224,Junior
Arkansas-Little Rock,Shane Edwards,79,212,Senior
Arkansas-Little Rock,Lionel Foster,73,200,Freshman
Arkansas-Little Rock,John Fowler,76,210,Senior
Arkansas-Little Rock,Curtis Jackson,73,180,Freshman
Arkansas-Little Rock,LaMarvon Jackson,78,205,Senior
Arkansas-Little Rock,Courtney Jackson,78,206,Freshman
Arkansas-Little Rock,Steven Moore,,0,
Arkansas-Little Rock,Matt Mouzy,72,180,Sophomore
Arkansas-Little Rock,Brandon Patterson,78,198,Senior
Arkansas-Little Rock,Mike Smith,79,295,Junior
Arkansas-Little Rock,Kelson Stewart,,0,
Arkansas-Pine Bluff,Hugh Barnett,81,265,Junior
Arkansas-Pine Bluff,Eric Brooks,71,165,Freshman
Arkansas-Pine Bluff,Terrance Calvin,74,170,Junior
Arkansas-Pine Bluff,George Davis,78,210,Junior
Arkansas-Pine Bluff,Tyrees Glass,79,220,Junior
Arkansas-Pine Bluff,Kyle Jones,,0,
Arkansas-Pine Bluff,Terrell Kennedy,78,250,Freshman
Arkansas-Pine Bluff,Antoni Lasker,72,175,Freshman
Arkansas-Pine Bluff,Nicholas Livisay,80,220,Freshman
Arkansas-Pine Bluff,Gavin Montgomery,78,200,Sophomore
Arkansas-Pine Bluff,Cory Norman,75,180,Junior
Arkansas-Pine Bluff,Antonio Ootsey,73,180,Sophomore
Arkansas-Pine Bluff,Ricky Parks,77,235,Sophomore
Arkansas-Pine Bluff,Lencoya Strain,73,170,Sophomore
Arkansas-Pine Bluff,Jason Tolliver,73,160,Junior
Arkansas-Pine Bluff,Savalance Townsend,73,160,Freshman
Arkansas-Pine Bluff,Tavaris Washington,77,215,Junior
Arkansas-Pine Bluff,Lebaron Weathers,80,245,Junior
Army,Kenny Brewer,78,216,Senior
Army,Nathan Hedgecock,75,200,Sophomore
Army,Jeremy Hence,76,206,Sophomore
Army,Curtis Koszuta,80,225,Senior
Army,Mitch McDonald,,0,
Army,Josh Miller,71,185,Junior
Army,John Moonshower,77,207,Senior
Army,Marcus Nelson,70,196,Junior
Army,Cleveland Richard,75,193,Junior
Army,Rickey Royal,73,174,Sophomore
Army,Julian Simmons,72,185,Freshman
Army,Jon Sizemore,75,198,Junior
Army,Jesse Steele,,0,
Army,Tyrell Thompson,74,197,Junior
Army,Ross Trampler,81,246,Sophomore
Army,Chris Walker,81,232,Junior
Army,Doug Williams,79,210,Senior
Army,Eric Zastoupil,78,208,Junior
Auburn,Francis Aihe,81,205,Junior
Auburn,Korvotney Barber,79,225,Senior
Auburn,Rasheem Barrett,77,220,Senior
Auburn,Jake Drum,77,215,Freshman
Auburn,Lucas Hargrove,78,205,Junior
Auburn,Brendan Knox,82,220,Junior
Auburn,Johnnie Lett,80,210,Junior
Auburn,DeWayne Reed,73,175,Junior
Auburn,Quantez Robertson,75,200,Senior
Auburn,Drew Smith,72,160,Senior
Auburn,Frankie Sullivan,73,185,Freshman
Auburn,Tay Waller,74,180,Junior
Auburn,Larry Williams Jr,74,160,Sophomore
Austin Peay,Caleb Brown,72,185,Sophomore
Austin Peay,Tyrone Caldwell,72,175,Freshman
Austin Peay,Anthony Campbell,79,205,Freshman
Austin Peay,Wesley Channels,75,205,Junior
Austin Peay,Kyle Duncan,77,180,Senior
Austin Peay,Ernest Fields,78,210,Junior
Austin Peay,John Fraley,80,215,Freshman
Austin Peay,James Harris,73,170,Freshman
Austin Peay,Drake Reed,77,210,Senior
Austin Peay,Duran Roberson,80,205,Junior
Austin Peay,Jim Ross,79,220,Freshman
Austin Peay,Clark Stepp,76,180,Freshman
Austin Peay,Marcel Williams,79,215,Freshman
Ball State,Othello Banaci,69,184,Sophomore
Ball State,Brawley Chisholm,74,165,Junior
Ball State,Joey Clawson,76,194,Junior
Ball State,Randy Davis,71,170,Freshman
Ball State,Zach Fields,82,280,Freshman
Ball State,Laron Frazier,72,165,Senior
Ball State,Rob Giles,76,205,Senior
Ball State,Mo Hubbard,78,216,Freshman
Ball State,Jarrod Jones,81,225,Freshman
Ball State,Brandon Lampley,72,170,Senior
Ball State,Anthony Newell,77,205,Senior
Ball State,Malik Perry,76,240,Sophomore
Ball State,Pierre Sneed,76,195,Freshman
Ball State,Terrence Watson,77,211,Senior
Ball State,Eric Wormely,80,216,Junior
Baylor,Quincy Acy,79,215,Freshman
Baylor,Tweety Carter,71,185,Junior
Baylor,Duran Diaz,75,201,Sophomore
Baylor,Mamadou Diene,85,246,Senior
Baylor,Henry Dugat,72,177,Senior
Baylor,LaceDarius Dunn,76,201,Sophomore
Baylor,Fred Ellis,78,210,Freshman
Baylor,Curtis Jerrells,73,201,Senior
Baylor,Anthony Jones,82,196,Freshman
Baylor,Josh Lomers,84,280,Junior
Baylor,Kevin Rogers,81,250,Senior
Baylor,Delbert Simpson,80,224,Senior
Baylor,Ekpe Udoh,82,236,Junior
Baylor,Kendall Wright,72,180,Freshman
Belmont,Brandon Baker,78,205,Freshman
Belmont,Adam Barnes,74,175,Freshman
Belmont,Keaton Belcher,81,215,Junior
Belmont,Jordan Campbell,77,200,Sophomore
Belmont,Shane Dansby,76,210,Senior
Belmont,Mike Dejworek,83,235,Junior
Belmont,Matthew Dotson,80,220,Senior
Belmont,Drew Hanlen,71,180,Freshman
Belmont,Henry Harris,73,170,Senior
Belmont,Mick Hedgepeth,81,225,Freshman
Belmont,Jon House,78,210,Sophomore
Belmont,Alex Renfroe,74,165,Senior
Belmont,Jonny Rice,72,165,Freshman
Belmont,David Stanley,73,165,Freshman
Belmont,Andy Wicke,74,195,Senior
Bethune-Cookman,Tyrel Adams,81,250,Junior
Bethune-Cookman,Kene Anusionwu,80,215,Junior
Bethune-Cookman,Kevan Creppy,76,185,Senior
Bethune-Cookman,Stanley Elliott,75,160,Freshman
Bethune-Cookman,Daniel Feliciano,77,205,Freshman
Bethune-Cookman,John Holmes,77,220,Senior
Bethune-Cookman,Jerry Jones Jr.,74,205,Freshman
Bethune-Cookman,Tobias Mahone,75,215,Senior
Bethune-Cookman,Alvin Pegues,74,185,Junior
Bethune-Cookman,C.J. Reed,75,175,Freshman
Bethune-Cookman,Alexander Starling,78,205,Sophomore
Bethune-Cookman,Jarrell Thomas,75,180,Junior
Bethune-Cookman,Dominique Whatley,,0,
Bethune-Cookman,Mike White Jr.,80,220,Freshman
Binghamton,Malik Alvin,72,175,Junior
Binghamton,Moussa Camara,77,185,Sophomore
Binghamton,Theo Davis,81,198,Sophomore
Binghamton,David Fine,73,180,Junior
Binghamton,Reggie Fuller,78,195,Senior
Binghamton,Brandon Herbert,72,180,Sophomore
Binghamton,Dwayne Jackson,,0,
Binghamton,Chretien Lukusa,74,210,Sophomore
Binghamton,Emanuel Mayben,75,180,Junior
Binghamton,Jaan Montgomery,83,290,Senior
Binghamton,Matt Mullins,73,170,Freshman
Binghamton,D.J. Rivera,76,190,Junior
Binghamton,Kyrie Sutton,81,240,Freshman
Binghamton,Sean Watson,77,185,Senior
Boise State,La`Shard Anderson,73,161,Sophomore
Boise State,Kurt Cunningham,81,260,Junior
Boise State,Aaron Garner,75,170,Senior
Boise State,Jamar Greene,72,200,Senior
Boise State,Sean Imadiyi,79,205,Junior
Boise State,Nate Larsen,74,185,Junior
Boise State,Zack Moritz,82,250,Sophomore
Boise State,Paul Noonan,79,210,Sophomore
Boise State,Ike Okoye,81,230,Junior
Boise State,Shawn Rouse,78,205,Sophomore
Boise State,Justin Salzwedel,73,190,Junior
Boise State,Mark Sanchez,79,235,Senior
Boise State,Anthony Thomas,72,205,Junior
Boise State,Tyler Young,80,215,Freshman
Boston College,Cortney Dunn,80,234,Sophomore
Boston College,Dallas Elmore,77,205,Freshman
Boston College,Reggie Jackson,75,193,Freshman
Boston College,Nick Mosakowski,73,180,Sophomore
Boston College,Biko Paris,73,196,Sophomore
Boston College,Corey Raji,78,214,Sophomore
Boston College,Evan Ravenel,80,260,Freshman
Boston College,Tyrese Rice,73,190,Senior
Boston College,Tyler Roche,79,215,Junior
Boston College,Rakim Sanders,77,225,Sophomore
Boston College,Josh Southern,82,242,Sophomore
Boston College,Joe Trapani,80,218,Sophomore
Boston University,Tunde Agboola,76,197,Junior
Boston University,Scott Brittain,81,221,Junior
Boston University,John Holland,77,190,Sophomore
Boston University,Marques Johnson,71,170,Senior
Boston University,Matt Killen,82,224,Sophomore
Boston University,Corey Lowe,74,200,Junior
Boston University,Tyler Morris,74,190,Junior
Boston University,Jake O`Brien,80,205,Freshman
Boston University,Jeff Pelage,81,240,Freshman
Boston University,Michael Schulze,72,185,Junior
Boston University,Valdas Sirutis,79,215,Junior
Boston University,Sherrod Smith,76,185,Junior
Boston University,Carlos Strong,75,215,Junior
Boston University,Brendan Sullivan,79,205,Junior
Boston University,Brendan Sullivan,,0,
Boston University,Sam Tully,74,175,Senior
Boston University,Matt Wolff,78,215,Senior
Bowling Green,Dee Brown,74,200,Freshman
Bowling Green,Darryl Clements,76,191,Senior
Bowling Green,Joe Jakubowski,74,191,Sophomore
Bowling Green,Matt Karaffa,75,204,Junior
Bowling Green,Chris Knight,79,197,Sophomore
Bowling Green,Marc Larson,81,236,Junior
Bowling Green,Erik Marschall,79,224,Junior
Bowling Green,Nate Miller,76,250,Senior
Bowling Green,Brian Moten,76,175,Senior
Bowling Green,Otis Polk,81,285,Junior
Bowling Green,Ryan Sims,,0,
Bowling Green,Scott Thomas,78,183,Freshman
Bradley,Taylor Brown,78,205,Freshman
Bradley,David Collins,84,242,Senior
Bradley,Dodie Dunson,75,204,Junior
Bradley,Will Egolf,81,233,Sophomore
Bradley,Ned Goertzen,73,185,Freshman
Bradley,Brian Lavin,72,178,Senior
Bradley,Sam Maniscalco,72,176,Sophomore
Bradley,Eddren McCain,71,177,Freshman
Bradley,Darian Norris,71,190,Freshman
Bradley,Ryan Phillips,75,207,Junior
Bradley,Chris Roberts,76,205,Junior
Bradley,James Robertson,74,175,Freshman
Bradley,Sam Singh,81,240,Senior
Bradley,Anthony Thompson,82,211,Freshman
Bradley,Andrew Warren,77,203,Junior
Bradley,Theron Wilson,77,200,Senior
Brigham Young,Charles Abouo,77,210,Freshman
Brigham Young,James Anderson,82,230,Freshman
Brigham Young,Michael Boswell,81,215,Freshman
Brigham Young,Lee Cummard,79,190,Senior
Brigham Young,Jackson Emery,75,185,Sophomore
Brigham Young,Jimmer Fredette,74,195,Sophomore
Brigham Young,Noah Hartsock,80,215,Freshman
Brigham Young,Michael Loyd, Jr.,73,170,Sophomore
Brigham Young,Gavin MacGregor,82,240,Senior
Brigham Young,Chris Miles,83,235,Junior
Brigham Young,Lamont Morgan, Jr.,70,170,Junior
Brigham Young,Matt Pinegar,72,190,Freshman
Brigham Young,Archie Rose,77,210,Senior
Brigham Young,Jonathan Tavernari,78,215,Junior
Brown,Colin Aldridge,79,210,Junior
Brown,Marques Coleman,75,185,Freshman
Brown,Scott Friske,79,235,Senior
Brown,Steve Gruber,71,170,Junior
Brown,Jean-Herbert Harris,74,185,Freshman
Brown,Noel Hollingsworth,81,235,Freshman
Brown,Stefan Kaluz,81,225,Freshman
Brown,Sean Kane,77,200,Sophomore
Brown,Morgan Kelly,81,230,Sophomore
Brown,Garrett Leffelman,76,210,Sophomore
Brown,Matt Mullery,80,235,Junior
Brown,Chris Skrelja,78,220,Senior
Brown,Peter Sullivan,77,210,Sophomore
Brown,Chris Taylor,80,225,Sophomore
Brown,Adrian Williams,73,180,Sophomore
Bryant,Chris Birrell,74,185,Junior
Bryant,Michael Chroney,74,190,Sophomore
Bryant,Cecil Gresham,77,205,Junior
Bryant,Peter Lambert,73,180,Senior
Bryant,Barry Latham,76,185,Sophomore
Bryant,Sam LeClerc,73,180,Freshman
Bryant,Papa Lo,81,202,Sophomore
Bryant,Andrew Lyell,77,200,Senior
Bryant,Ryan McLean,79,210,Senior
Bryant,Adam Parzych,75,205,Sophomore
Bryant,Nick Pontes,78,240,Junior
Bryant,Anthony Thomas,72,185,Junior
Bryant,Don Trifari,74,175,Freshman
Bryant,Ray Witkos,72,175,Junior
Bryant,Jerrann Wright,79,215,Senior
Bucknell,Enoch Andoh,80,235,Freshman
Bucknell,Patrick Behan,80,226,Junior
Bucknell,G.W. Boon,76,216,Sophomore
Bucknell,Justin Castleberry,73,207,Senior
Bucknell,Bryan Cohen,77,190,Freshman
Bucknell,Ryan Ebner,79,210,Freshman
Bucknell,Zach Evans,77,196,Junior
Bucknell,Matt Fiery,73,179,Junior
Bucknell,Probese Leo,81,210,Freshman
Bucknell,Josh Linthicum,83,270,Senior
Bucknell,Joe Mackey,69,170,Freshman
Bucknell,Darryl Shazier,72,174,Sophomore
Bucknell,Stephen Tyree,75,190,Junior
Bucknell,Jason Vegotsky,74,196,Senior
Buffalo,Brian Addison,80,225,Senior
Buffalo,Jawaan Alston,80,220,Sophomore
Buffalo,Dave Barnett,77,200,Freshman
Buffalo,Calvin Betts,75,225,Junior
Buffalo,Max Boudreau,79,230,Junior
Buffalo,John Boyer,73,185,Junior
Buffalo,Vadim Fedotov,81,260,Senior
Buffalo,Greg Gamble,76,200,Senior
Buffalo,Kambi Laleye,81,210,Sophomore
Buffalo,Adekambi Laleye,,0,
Buffalo,Byron Mulkey,72,170,Junior
Buffalo,Rodney Pierce,74,195,Junior
Buffalo,Titus Robinson,79,190,Freshman
Buffalo,Andy Robinson,73,190,Senior
Buffalo,Sean Smiley,73,165,Junior
Buffalo,Mitchell Watt,81,210,Freshman
Butler,Alex Anglin,76,171,Junior
Butler,Garrett Butcher,79,206,Freshman
Butler,Zach Hahn,73,177,Sophomore
Butler,Gordon Hayward,80,200,Freshman
Butler,Matt Howard,80,230,Sophomore
Butler,Avery Jukes,80,217,Junior
Butler,Emerson Kampen,81,192,Freshman
Butler,Grant Leiendecker,76,178,Sophomore
Butler,Shelvin Mack,75,214,Freshman
Butler,Ronald Nored,72,178,Freshman
Butler,Nick Rodgers,74,162,Junior
Butler,Chase Stigall,75,187,Freshman
Butler,Shawn Vanzant,73,171,Sophomore
Butler,Willie Veasley,75,200,Junior
Cal Poly,Charles Anderson,78,185,Junior
Cal Poly,Justin Brown,71,190,Freshman
Cal Poly,Trae Clark,71,185,Senior
Cal Poly,Ryan Darling,79,215,Freshman
Cal Poly,Wes Dipprey,80,215,Sophomore
Cal Poly,Jonathan Gunderson,76,190,Junior
Cal Poly,David Hanson,77,195,Freshman
Cal Poly,Bo Henning,75,180,Freshman
Cal Poly,Lorenzo Keeler,74,175,Junior
Cal Poly,Jordan Lewis,77,195,Freshman
Cal Poly,Shawn Lewis,76,210,Sophomore
Cal Poly,John Manley,80,225,Senior
Cal Poly,Dylan Royer,74,180,Freshman
Cal Poly,Titus Shelton,79,240,Senior
Cal Poly,Chaz Thomas,73,175,Senior
Cal Poly,Matt Titchenal,75,175,Freshman
Cal State Bakersfield,James Albright,78,212,Freshman
Cal State Bakersfield,Trent Blakely,76,220,Junior
Cal State Bakersfield,Donavan Bragg,75,196,Sophomore
Cal State Bakersfield,Cory Brown,82,223,Sophomore
Cal State Bakersfield,Ryan Brown,76,205,Junior
Cal State Bakersfield,Patrick Carlson,76,211,Junior
Cal State Bakersfield,Justin Dennis,73,174,Junior
Cal State Bakersfield,Bryan Emanuel,74,200,Freshman
Cal State Bakersfield,Terrence Johns,75,213,Senior
Cal State Bakersfield,Alex Johnson,70,170,Sophomore
Cal State Bakersfield,Jose Lara,80,280,Junior
Cal State Bakersfield,Santwon Latunde,78,262,Junior
Cal State Bakersfield,Donald Lee,78,228,Senior
Cal State Bakersfield,Jonathan Machado,70,172,Junior
Cal State Bakersfield,Jeff Osborne,70,163,Freshman
Cal State Fullerton,Josh Akognon,71,185,Senior
Cal State Fullerton,Regan Andersen,79,215,Junior
Cal State Fullerton,Gerard Anderson,78,205,Senior
Cal State Fullerton,Papa Guisse,80,210,Junior
Cal State Fullerton,Marcio Lassiter,74,185,Senior
Cal State Fullerton,Kwasi Mensah,75,185,Freshman
Cal State Fullerton,Ray Miller,80,225,Junior
Cal State Fullerton,Chris Rhymes,76,190,Junior
Cal State Fullerton,Ameer Shamsud-din,74,175,Freshman
Cal State Fullerton,Jacques Streeter,72,175,Freshman
Cal State Fullerton,Adam Thomas,86,235,Senior
Cal State Fullerton,Aaron Thompson,76,190,Freshman
Cal State Northridge,Vincent Cordell,78,210,Junior
Cal State Northridge,Xavier Crawford,84,220,Junior
Cal State Northridge,Kenny Daniels,76,210,Junior
Cal State Northridge,Willie Galick,80,225,Junior
Cal State Northridge,Rob Haynes,76,185,Senior
Cal State Northridge,Mark Hill,70,175,Junior
Cal State Northridge,Josh Jenkins,70,185,Senior
Cal State Northridge,Michael Lizarraga,79,230,Sophomore
Cal State Northridge,Rodrigue Mels,75,180,Senior
Cal State Northridge,Tony Osunsanmi,76,190,Junior
Cal State Northridge,Dallas Rutherford,74,175,Freshman
Cal State Northridge,Jermaine Smith,81,230,Junior
Cal State Northridge,Therin Taylor,78,185,Junior
Cal State Northridge,Tremaine Townsend,81,225,Senior
Cal State Northridge,Deon Tresvant,72,170,Senior
Cal State Northridge,Matthew Wallace,74,170,Freshman
California,Omondi Amoke,79,215,Freshman
California,Jamal Boykin,80,230,Junior
California,Nigel Carter,76,210,Freshman
California,Patrick Christopher,77,215,Junior
California,Jorge Gutierrez,75,185,Freshman
California,Taylor Harrison,82,250,Sophomore
California,Harper Kamp,80,255,Sophomore
California,Nikola Knezevic,75,185,Junior
California,Eddie Miller,77,190,Sophomore
California,Jerome Randle,70,160,Junior
California,Theo Robertson,78,225,Junior
California,Nican Robinson,70,185,Junior
California,D.J. Seeley,76,185,Freshman
California,Jordan Wilkes,84,225,Junior
California,Max Zhang,87,225,Freshman
Campbell,Jabril Bailey,76,190,Sophomore
Campbell,Jake Capin,74,190,Freshman
Campbell,Amir Celestin,74,170,Freshman
Campbell,Cole Dewey,74,160,Freshman
Campbell,Preston Dodson,77,210,Sophomore
Campbell,Matt Gwynne,82,250,Junior
Campbell,Junard Hartley,75,205,Sophomore
Campbell,William Kossangue,78,210,Freshman
Campbell,Lorne Merthie,73,170,Freshman
Campbell,Jonathan Perry,69,150,Sophomore
Campbell,Chris Reynolds,77,190,Freshman
Campbell,Jonathan Rodriguez,77,200,Junior
Campbell,Miles Taylor,76,198,Freshman
Campbell,Chad Thompson,75,200,Junior
Campbell,Kyle Vejraska,80,195,Junior
Canisius,Bob Bevilacqua,73,170,Senior
Canisius,Brett Chance,74,188,Freshman
Canisius,Julius Coles,76,180,Freshman
Canisius,Elton Frazier,77,196,Sophomore
Canisius,Chris Gadley,81,320,Junior
Canisius,Robert Goldsberry,72,175,Sophomore
Canisius,A.J. Hawkins,79,215,Freshman
Canisius,Rishawn Johnson,78,275,Sophomore
Canisius,Greg Logins,79,240,Sophomore
Canisius,Frank Turner,70,165,Junior
Canisius,Tomas Vazquez-Simmons,79,190,Sophomore
Central Arkansas,Landrell Brewer,80,225,Senior
Central Arkansas,Chris Brown,80,210,Sophomore
Central Arkansas,King Cannon,77,215,Junior
Central Arkansas,Dewan Clayborn,71,180,Freshman
