Air Force,31,10,21,32.3,1848.0,59.6,46.8,98.5,611,1389,44.0,393,583,67.4,206,546,37.7,51.4,54.7,42.0,44.5,21.6,33.9,0.99,1821,58.7,47.4,879,28.4,25.7,229,7.4,69.1,650,21.0,78,2.5,61.9,378,12.2,0.93,8.4,155,5.0,22.0,407,13.1,4.7,70,2.3,542,17.5,8
Akron,36,23,13,63.9,2372.0,65.9,50.7,101.3,823,1969,41.8,499,705,70.8,258,776,33.2,48.3,52.2,35.8,47.0,20.8,32.2,1.01,2403,66.8,49.3,1199,33.3,34.4,424,11.8,64.3,775,21.5,150,4.2,54.2,446,12.4,0.91,11.4,270,7.5,20.7,490,13.6,4.5,80,2.2,746,20.7,13
Alabama,32,18,14,56.2,2270.0,70.9,54.1,103.5,845,1913,44.2,502,711,70.6,157,479,32.8,48.3,52.2,37.2,58.6,21.4,20.1,1.03,2349,73.4,51.1,1264,39.5,37.9,441,13.8,64.3,823,25.7,124,3.9,42.2,357,11.2,0.77,10.4,235,7.3,20.4,464,14.5,7.3,144,4.5,544,17.0,11
Alabama A&M,27,8,19,29.6,1984.0,73.5,47.1,88.8,608,1565,38.8,424,638,66.5,121,454,26.7,42.7,47.1,40.8,55.3,24.1,20.6,0.89,1761,65.2,46.7,948,35.1,31.6,340,12.6,61.8,608,22.5,94,3.5,49.0,298,11.0,0.67,11.3,224,8.3,22.6,448,16.6,5.8,90,3.3,549,20.3,15
Alabama State,32,22,10,68.8,2123.0,66.3,53.7,103.7,816,1752,46.6,389,614,63.4,181,550,32.9,51.7,53.9,35.0,57.7,17.7,24.7,1.04,2202,68.8,49.2,1130,35.3,34.2,358,11.2,64.2,772,24.1,91,2.8,54.5,445,13.9,1.02,8.6,182,5.7,20.5,435,13.6,8.3,153,4.8,558,17.4,14
Albany,31,15,16,48.4,2047.0,66.0,52.1,96.9,715,1713,41.7,424,590,71.9,130,442,29.4,45.5,49.8,34.4,59.0,21.4,19.7,0.97,1984,64.0,56.8,1206,38.9,38.6,425,13.7,75.0,781,25.2,118,3.8,51.3,367,11.8,0.77,7.8,160,5.2,23.2,474,15.3,3.9,63,2.0,626,20.2,15
Alcorn State,31,6,25,19.4,2372.0,76.5,45.0,90.9,742,1901,39.0,485,709,68.4,187,571,32.7,44.0,48.2,37.3,51.5,22.5,26.0,0.91,2156,69.5,43.9,992,32.0,26.1,318,10.3,61.6,674,21.7,77,2.5,41.6,309,10.0,0.68,10.8,257,8.3,19.2,455,14.7,2.8,55,1.8,609,19.6,22
American University,32,24,8,75.0,1989.0,62.2,51.7,103.8,751,1614,46.5,333,514,64.8,230,615,37.4,53.7,55.6,31.8,50.5,16.1,33.4,1.04,2065,64.5,51.0,1046,32.7,31.5,302,9.4,70.5,744,23.2,89,2.8,56.1,421,13.2,1.0,8.8,176,5.5,21.2,422,13.2,4.9,79,2.5,580,18.1,4
Appalachian State,31,13,18,41.9,2255.0,72.7,52.1,104.5,799,1768,45.2,519,733,70.8,239,642,37.2,52.0,55.7,41.5,47.5,22.0,30.4,1.04,2356,76.0,54.8,1220,39.4,37.4,404,13.0,72.3,816,26.3,112,3.6,50.9,407,13.1,0.75,8.3,187,6.0,24.0,542,17.5,5.8,106,3.4,625,20.2,11
Arizona,35,21,14,60.0,2279.0,65.1,55.0,111.0,897,1892,47.4,523,709,73.8,212,548,38.7,53.0,56.7,37.5,54.2,20.7,25.1,1.11,2529,72.3,50.8,1182,33.8,35.9,387,11.1,65.6,795,22.7,100,2.9,55.7,500,14.3,1.13,9.5,217,6.2,19.4,442,12.6,5.1,104,3.0,547,15.6,11
