Team,Player,Height,Weight,Age
American University,Charlie Jones,77,185,Freshman
American University,Kade Kager,75,200,Freshman
American University,Kyle Kager,80,195,Junior
American University,Justice Montgomery,71,160,Freshman
American University,Langdon Neal,72,165,Freshman
American University,Kevin Panzer,81,225,Senior
American University,Jesse Reed,77,185,Sophomore
American University,Jalen Rhea,74,205,Freshman
American University,John Schoof,77,205,Junior
American University,Marko Vasic,77,200,Sophomore
American University,Tony Wroblicky,82,230,Senior
American University,Yilret Yiljep,79,235,Freshman
Appalachian State,Tevin Baskin,78,210,Senior
Appalachian State,Chris Burgess,68,175,Sophomore
Appalachian State,Jay Canty,78,200,Junior
Appalachian State,Dustin Clarke,75,165,Sophomore
Appalachian State,Frank Eaves,74,175,Sophomore
Appalachian State,Rantavious Gilbert,80,235,Sophomore
Appalachian State,Tabarris Hamilton,75,180,Junior
Appalachian State,Mike Kobani,80,250,Freshman
Appalachian State,Jacob Lawson,80,217,Junior
Appalachian State,Mike Neal,74,185,Junior
Appalachian State,Michael Obacha,80,215,Sophomore
Appalachian State,Mitch Purgason,68,170,Junior
Appalachian State,Aaron Scott,76,180,Freshman
Appalachian State,Tommy Spagnolo,79,210,Senior
Appalachian State,Ty Toney,74,185,Freshman
Arizona,Brandon Ashley,80,230,Sophomore
Arizona,Eric Conklin,78,235,Freshman
Arizona,Aaron Gordon,81,225,Freshman
Arizona,Jacob Hazzard,72,160,Sophomore
Arizona,Rondae Hollis-Jefferson,79,215,Freshman
Arizona,Chris Johnson,78,215,Junior
Arizona,Nick Johnson,75,200,Junior
Arizona,Matt Korcheck,82,230,Junior
Arizona,Trey Mason,74,185,Freshman
Arizona,Jordin Mayes,75,190,Senior
Arizona,T.J. McConnell,73,195,Junior
Arizona,Drew Mellon,78,205,Junior
Arizona,Zach Peters,82,240,Freshman
Arizona,Elliott Pitts,77,180,Freshman
Arizona,Kaleb Tarczewski,84,235,Sophomore
Arizona,Gabe York,75,180,Sophomore
Arizona State,Jordan Bachynski,86,248,Senior
Arizona State,Bo Barnes,76,195,Junior
Arizona State,Jahii Carson,70,180,Sophomore
Arizona State,Richie Edwards,79,220,
Arizona State,Jonathan Gilling,79,219,Junior
Arizona State,Eric Jacobsen,82,235,Sophomore
Arizona State,Brandan Kearney,77,190,Junior
Arizona State,Egor Koulechov,77,205,Freshman
Arizona State,Jermaine Marshall,76,215,Senior
Arizona State,Shaquielle McKissic,77,200,Junior
Arizona State,Chance Murray,74,180,Freshman
Arizona State,Calaen Robinson,74,190,Sophomore
Arizona State,Sai Tummala,79,215,Sophomore
Arizona State,Jarett Upchurch,73,192,Senior
Arizona State,David Whitmore,78,215,Sophomore
Arkansas,Anthlon Bell,75,188,Sophomore
Arkansas,Coty Clarke,79,232,Senior
Arkansas,Fred Gulley III,74,182,Senior
Arkansas,Alandise Harris,78,237,Junior
Arkansas,Kikko Haydar,70,170,Senior
Arkansas,Moses Kingsley,82,230,Freshman
Arkansas,Rashad Madden,77,180,Junior
Arkansas,Keaton Miles,79,217,Junior
Arkansas,Bobby Portis,82,242,Freshman
Arkansas,Michael Qualls,78,210,Sophomore
Arkansas,Rickey Scott,75,209,Senior
Arkansas,Mardracus Wade,74,178,Senior
Arkansas,DeQuavious Wagner,70,176,Freshman
Arkansas,Manuale Watkins,75,208,Freshman
Arkansas,Jacorey Williams,80,218,Sophomore
Arkansas State,Rakeem Dickerson,72,178,Junior
Arkansas State,Kelvin Downs,81,221,Sophomore
Arkansas State,Sean Gardner,77,174,Junior
Arkansas State,Cameron Golden,72,157,Sophomore
Arkansas State,P.J. Hardwick,70,162,Sophomore
Arkansas State,Melvin Johnson III,78,168,Senior
Arkansas State,Seth Kisler,80,208,Junior
Arkansas State,Josh Pierre,72,184,Sophomore
Arkansas State,Brandon Reed,76,182,Senior
Arkansas State,Jammar Sturdivant,72,187,Freshman
Arkansas State,Ed Townsel,72,171,Senior
Arkansas State,Kirk Van Slyke,82,228,Senior
Arkansas State,Kendrick Washington,79,256,Senior
Arkansas State,Raeford Worsham,77,190,Sophomore
Arkansas-Little Rock,Stetson Billings,77,192,Sophomore
Arkansas-Little Rock,Ben Dillard,74,185,Junior
Arkansas-Little Rock,Josh Hagins,73,175,Sophomore
Arkansas-Little Rock,Maurius Hill,77,220,Freshman
Arkansas-Little Rock,Leroy Isler,77,204,Senior
Arkansas-Little Rock,Mareik Isom,79,208,Freshman
Arkansas-Little Rock,Gus Leeper,82,237,Junior
Arkansas-Little Rock,Will Neighbour,82,225,Senior
Arkansas-Little Rock,Kemy Osse,73,208,Sophomore
Arkansas-Little Rock,Andrew Poulter,83,266,Freshman
Arkansas-Little Rock,DeVonte Smith,71,165,Junior
Arkansas-Little Rock,J.T. Thomas,73,180,Junior
Arkansas-Little Rock,James White,80,216,Sophomore
Arkansas-Pine Bluff,Daniel Broughton,80,225,Junior
Arkansas-Pine Bluff,Jordan Brown,76,185,Freshman
Arkansas-Pine Bluff,Jaylon Floyd,78,190,Junior
Arkansas-Pine Bluff,Tevin Hammond,72,185,Junior
Arkansas-Pine Bluff,DaVon Haynes,80,215,Senior
Arkansas-Pine Bluff,Roy Jackson,72,170,Junior
Arkansas-Pine Bluff,Trent Jeffries,74,175,Freshman
Arkansas-Pine Bluff,DeAndre McIntyre,76,180,Junior
Arkansas-Pine Bluff,Marcel Mosley,72,180,Junior
Arkansas-Pine Bluff,Ghiavonni Robinson,75,190,Freshman
Arkansas-Pine Bluff,Chandler Savage,75,185,Junior
Arkansas-Pine Bluff,David Tillman,81,215,Freshman
Arkansas-Pine Bluff,Sean Tingle,81,230,Junior
Arkansas-Pine Bluff,Trent Whiting,79,195,Sophomore
Arkansas-Pine Bluff,Jarrod Young,70,170,Junior
Army,Sean Billerman,76,195,Junior
Army,Richard Brown,78,210,Freshman
Army,Dylan Cox,76,185,Sophomore
Army,Kennedy Edwards,78,200,Freshman
Army,Kevin Ferguson,82,200,Sophomore
Army,Matt Gramling,75,190,Sophomore
Army,Jalen Harris,70,150,Junior
Army,David Hellstrom,75,193,Freshman
Army,Josh Herbeck,75,190,Senior
Army,Mac Hoffman,80,200,Freshman
Army,Zach Johnson,77,210,Freshman
Army,Kieffer Jordan,82,240,Freshman
Army,Maxwell Lenox,72,190,Junior
Army,Scott Mammel,71,180,Freshman
Army,Tanner Omlid,75,215,Freshman
Army,Tanner Plomb,79,200,Sophomore
Army,Travis Rollo,79,205,Sophomore
Army,Shane Smith,76,190,Freshman
Army,Larry Toomey,78,205,Sophomore
Army,Milton Washington,72,180,Junior
Army,Kyle Weldon,81,195,Sophomore
Army,Mo Williams,73,185,Junior
Army,Austin Williamson,80,240,Freshman
Army,Kyle Wilson,76,190,Sophomore
Auburn,Matthew Atewe,81,230,Freshman
Auburn,Malcolm Canada,75,224,Junior
Auburn,Ronald Delph,84,235,Freshman
Auburn,Chris Denson,74,181,Senior
Auburn,Asauhn Dixon-Tatum,84,226,Senior
Auburn,Jordon Granger,80,200,Sophomore
Auburn,Benas Griciunas,84,225,Freshman
Auburn,Chris Griffin,79,229,Junior
Auburn,K.T. Harrell,76,216,Junior
Auburn,C.J. Holmes,72,191,Sophomore
Auburn,Allen Payne,78,225,Senior
Auburn,Tahj Shamsid-Deen,70,163,Freshman
Auburn,Alex Thompson,80,204,Freshman
Auburn,Devin Waddell,78,209,Sophomore
Auburn,Dion Wade,77,170,Freshman
Austin Peay,Cory Arentsen,77,185,Sophomore
Austin Peay,Travis Betran,75,185,Senior
Austin Peay,Ed Dyson,76,190,Junior
Austin Peay,Chris Freeman,78,205,Junior
Austin Peay,Fred Garmon,71,175,Junior
Austin Peay,Thomas Greer,77,180,Junior
Austin Peay,Preston Herring,79,180,Sophomore
Austin Peay,Chris Horton,80,195,Sophomore
Austin Peay,Josh Ledbetter,78,200,Freshman
Austin Peay,Serigne Mboup,79,190,Sophomore
Austin Peay,Jeremy Purvis,70,150,Senior
Austin Peay,Demarius Smith,74,190,Junior
Austin Peay,Will Triggs,78,230,Senior
Austin Peay,Zavion Williams,70,170,Sophomore
Ball State,Mark Alstork,76,190,Freshman
Ball State,Rocco Belcaster,79,201,Sophomore
Ball State,Jesse Berry,74,192,Senior
Ball State,Chris Bond,76,195,Senior
Ball State,Chase Brogna,71,181,Sophomore
Ball State,Bo Calhoun,77,228,Sophomore
Ball State,Kindon Crowder,74,170,Senior
Ball State,Franko House,78,245,Freshman
Ball State,Matt Kamieniecki,80,238,Senior
Ball State,Tyler Koch,78,229,Senior
Ball State,Kameran Madison,69,185,Junior
Ball State,Majok Majok,81,245,Senior
Ball State,Kaleb Mallory,68,140,Freshman
Ball State,Quinten Payne,77,190,Freshman
Ball State,Mading Thok,83,200,Sophomore
Ball State,Zavier Turner,69,170,Freshman
Baylor,Isaiah Austin,85,225,Sophomore
Baylor,Kenny Chery,71,180,Junior
Baylor,Josh Clemons,80,230,Junior
Baylor,Gary Franklin,74,190,Senior
Baylor,Allerik Freeman,75,200,Freshman
Baylor,Rico Gathers,80,270,Sophomore
Baylor,John Heard,77,200,Sophomore
Baylor,Brady Heslip,74,180,Senior
Baylor,Cory Jefferson,81,220,Senior
Baylor,Logan Lowery,78,190,Junior
Baylor,Johnathan Motley,81,210,Freshman
Baylor,Royce O`Neale,78,220,Junior
Baylor,Taurean Prince,79,210,Sophomore
Baylor,Chad Rykhoek,83,230,Freshman
Baylor,Ish Wainright,77,245,Freshman
Belmont,Taylor Barnette,75,172,Sophomore
Belmont,Evan Bradds,78,200,Freshman
Belmont,Craig Bradshaw,75,210,Sophomore
Belmont,Reece Chamberlain,73,175,Junior
Belmont,Caleb Chowbay,74,170,Freshman
Belmont,Tyler Hadden,82,235,Freshman
Belmont,Blake Jenkins,80,220,Senior
Belmont,Jeff Laidig,76,210,Sophomore
Belmont,Chad Lang,83,285,Junior
Belmont,Josh Lester,77,220,Freshman
Belmont,Austin Luke,75,185,Freshman
Belmont,J.J. Mann,78,215,Senior
Belmont,Holden Mobley,75,205,Junior
Belmont,Burton Sampson,76,195,Freshman
Belmont,Nick Smith,80,210,Freshman
Belmont,Spencer Turner,75,190,Junior
Belmont,Drew Windler,81,205,Senior
Bethune-Cookman,Daquan Brown,82,215,Senior
Bethune-Cookman,Allan Dempster,79,210,Sophomore
Bethune-Cookman,Travis Elliott,80,230,Junior
Bethune-Cookman,Malik Jackson,78,188,Senior
Bethune-Cookman,Ricky Johnson,69,160,Junior
Bethune-Cookman,Tony Kynard,73,160,Freshman
Bethune-Cookman,Clemmye Owens,73,185,Freshman
Bethune-Cookman,Troy Simmons,73,170,Junior
Bethune-Cookman,Barry Smith,78,200,Junior
Bethune-Cookman,Maurice Taylor,75,180,Junior
Bethune-Cookman,Mikel Trapp,74,195,Junior
Binghamton,Marlon Beck II,71,175,Freshman
Binghamton,Roland Brown,80,240,Senior
Binghamton,Nick Madray,81,215,Freshman
Binghamton,Robert Mansell,76,200,Junior
Binghamton,Rayner Moquete,73,195,Senior
Binghamton,Alex Ogundadegbe,80,235,Senior
Binghamton,Jordan Reed,76,205,Sophomore
Binghamton,Chris Rice,75,195,Junior
Binghamton,Magnus Richards,79,210,Freshman
Binghamton,John Rinaldi,73,190,Freshman
Binghamton,Matt Smith,70,180,Freshman
Binghamton,Karon Waller,76,200,Sophomore
Binghamton,Jabrille Williams,78,190,Junior
Binghamton,Yosef Yacob,72,170,Freshman
Boise State,Thomas Bropleh,77,203,Senior
Boise State,Anthony Drmic,78,196,Junior
Boise State,Edmunds Dukulis,81,225,Sophomore
Boise State,Nick Duncan,79,225,Freshman
Boise State,Jeff Elorriaga,74,180,Senior
Boise State,Igor Hadziomerovic,76,202,Junior
Boise State,Joe Hanstad,76,193,Junior
Boise State,Robert Heyer,75,207,Senior
Boise State,Derrick Marks,75,206,Junior
Boise State,Chris Nealey,74,191,Freshman
Boise State,Joey Nebeker,79,222,Freshman
Boise State,Jake Ness,80,214,Junior
Boise State,Mikey Thompson,75,167,Sophomore
Boise State,Dezmyn Trent,76,201,Freshman
Boise State,Ryan Watkins,81,229,Senior
Boise State,James Webb III,80,185,Sophomore
Boston College,Ryan Anderson,81,216,Junior
Boston College,John Cain Carney,81,223,Junior
Boston College,K.C. Caudill,83,269,Junior
Boston College,Dennis Clifford,85,250,Junior
Boston College,Sam Donahue,73,178,Freshman
Boston College,Alex Dragicevich,80,211,Junior
Boston College,Olivier Hanlan,76,184,Sophomore
Boston College,Patrick Heckmann,78,208,Junior
Boston College,Darryl Hicks,74,186,Freshman
Boston College,Lonnie Jackson,76,182,Junior
Boston College,Drew Jacobs,74,191,Sophomore
Boston College,Will Magarity,83,225,Freshman
Boston College,Eddie Odio,80,209,Junior
Boston College,Garland Owens,77,203,Freshman
Boston College,Steve Perpiglia,70,168,Sophomore
Boston College,Joe Rahon,74,195,Sophomore
Boston College,Danny Rubin,78,198,Senior
Boston University,Justin Alston,80,220,Sophomore
Boston University,Dylan Brossman,69,160,Junior
Boston University,Cameron Curry,69,170,Freshman
Boston University,Nathan Dieudonne,79,210,Sophomore
Boston University,Eric Fanning,77,190,Sophomore
Boston University,Dylan Haines,84,230,Freshman
Boston University,Cedric Hankerson,77,190,Freshman
Boston University,D.J. Irving,72,165,Senior
Boston University,James Kennedy,78,225,Junior
Boston University,Braiten Madrigal,76,180,Freshman
Boston University,Blaise Mbargorba,83,210,Sophomore
Boston University,Dom Morris,79,240,Senior
Boston University,John Papale,75,190,Sophomore
Boston University,Travis Robinson,77,190,Senior
Boston University,Malik Thomas,79,190,Junior
Boston University,Maurice Watson Jr.,70,165,Sophomore
Bowling Green,Cameron Black,82,258,Senior
Bowling Green,Jehvon Clarke,73,181,Junior
Bowling Green,Zack Denny,74,180,Freshman
Bowling Green,Josh Gomez,82,226,Sophomore
Bowling Green,Anthony Henderson,73,178,Junior
Bowling Green,Richaun Holmes,80,232,Junior
Bowling Green,Shaun Joplin,74,209,Senior
Bowling Green,Damarkeo Lyshe,71,160,Junior
Bowling Green,Garrett Mayleben,81,230,Freshman
Bowling Green,Chauncey Orr,76,201,Junior
Bowling Green,Spencer Parker,79,202,Sophomore
Bowling Green,Craig Sealey,78,217,Senior
Bowling Green,J.D. Tisdale,76,177,Freshman
Bradley,Mason Alwan,74,200,Senior
Bradley,Auston Barnes,80,215,Junior
Bradley,Ka`Darryl Bell,73,195,Sophomore
Bradley,Chris Blake,79,215,Junior
Bradley,Anthony Fields,72,160,Sophomore
Bradley,Omari Grier,76,180,Sophomore
Bradley,Darrion Harris,70,155,Sophomore
Bradley,Walt Lemon Jr.,75,180,Senior
Bradley,Tyshon Pickett,78,230,Senior
Bradley,Jordan Prosser,80,245,Senior
Bradley,Mike Shaw,80,230,Junior
Bradley,Jordan Swopshire,78,205,Freshman
Bradley,Xzavier Taylor,81,225,Freshman
Bradley,Nate Wells,85,260,Sophomore
Bradley,Stefan Zecevic,78,200,Freshman
Brigham Young,Nate Austin,83,230,Junior
Brigham Young,Frank Bartley IV,75,200,Freshman
Brigham Young,Matt Carlino,74,175,Junior
Brigham Young,Kyle Collinsworth,78,210,Sophomore
Brigham Young,Chase Fischer,75,195,Junior
Brigham Young,Skyler Halford,73,180,Junior
Brigham Young,Tyler Haws,77,200,Junior
Brigham Young,Andrew Johnston,75,185,Sophomore
Brigham Young,Eric Mika,81,220,Freshman
Brigham Young,Graham Pingree,80,235,Freshman
Brigham Young,Josh Sharp,79,185,Junior
Brigham Young,Anson Winder,75,195,Junior
Brigham Young,Luke Worthington,82,245,Freshman
Brown,Josh Biber,77,220,Senior
Brown,Tavon Blackmon,72,180,Freshman
Brown,Norman Hobbie,76,185,Freshman
Brown,Leland King,79,215,Freshman
Brown,Cedric Kuakumensah,80,235,Sophomore
Brown,Matty Madigan,76,190,Freshman
Brown,Rafael Maia,81,235,Junior
Brown,Aram Martin,82,190,Freshman
Brown,Sean McGonagill,73,180,Senior
Brown,Zeve Sanderson,73,180,Junior
Brown,Jon Schmidt,79,210,Junior
Brown,Joe Sharkey,74,190,Junior
Brown,Steven Spieth,78,210,Freshman
Brown,Dockery Walker,79,215,Junior
Brown,Longi Yiljep,77,185,Junior
Bryant,Justin Brickman,69,155,Freshman
Bryant,Zach Chionuma,77,185,Junior
Bryant,Alex Francis,78,205,Senior
Bryant,Dan Garvin,78,205,Freshman
Bryant,Bosco Kostur,79,200,Freshman
Bryant,Corey Maynard,75,185,Senior
Bryant,Tim McKinney,77,210,Senior
Bryant,Shane McLaughlin,73,185,Sophomore
Bryant,Claybrin McMath,80,210,Senior
Bryant,Curtis Oakley,76,215,Sophomore
Bryant,Joe O`Shea,76,190,Junior
Bryant,Andrew Scocca,80,235,Freshman
Bryant,Declan Soukup,75,180,Freshman
Bryant,Dyami Starks,74,195,Junior
Bryant,Terrill Toe,72,165,Freshman
Bryant,Ellis Williams,80,250,Freshman
Bucknell,Cameron Ayers,77,205,Senior
Bucknell,John Azzinaro,71,155,Freshman
Bucknell,Matt Banas,81,205,Sophomore
Bucknell,Ben Brackney,78,205,Senior
Bucknell,Brian Fitzpatrick,80,238,Senior
Bucknell,Ryan Frazier,72,181,Sophomore
Bucknell,Chris Hass,76,170,Sophomore
Bucknell,Ryan Hill,75,191,Senior
Bucknell,Dom Hoffman,79,216,Sophomore
Bucknell,Steven Kaspar,75,193,Junior
Bucknell,D.J. MacLeay,78,205,Freshman
Bucknell,Ben Oberfeld,81,235,Freshman
Bucknell,Joshea Singleton,75,209,Junior
Bucknell,Cory Starkey,80,213,Junior
Buffalo,Shannon Evans,73,170,Freshman
Buffalo,Xavier Ford,79,210,Junior
Buffalo,Joshua Freelove,74,180,Senior
Buffalo,Jamir Hanner,80,210,Junior
Buffalo,Javon McCrea,79,250,Senior
Buffalo,Justin Moss,79,240,Sophomore
Buffalo,Deyshonee Much,77,170,Freshman
Buffalo,Auraum Nuiriankh,78,200,Senior
Buffalo,Jarod Oldham,75,185,Senior
Buffalo,Corey Raley-Ross,75,195,Senior
Buffalo,Will Regan,80,230,Junior
Buffalo,Jarryn Skeete,75,175,Sophomore
Butler,Jackson Aldridge,72,187,Junior
Butler,Alex Barlow,71,187,Junior
Butler,Steven Bennett,74,175,Freshman
Butler,Nolan Berry,82,200,Freshman
Butler,Elijah Brown,76,185,Freshman
Butler,Rene Castro,74,180,Freshman
Butler,Andrew Chrabascz,79,225,Freshman
Butler,Kellen Dunham,78,185,Sophomore
Butler,Erik Fromm,80,223,Senior
Butler,Roosevelt Jones,76,227,Junior
Butler,Elliott Kampen,77,180,Junior
Butler,Khyle Marshall,78,216,Senior
Butler,Devontae Morgan,75,176,Sophomore
Butler,Andy Smeathers,78,185,Junior
Butler,Michael Volovic,69,165,Freshman
Butler,Kameron Woods,81,200,Junior
Cal Poly,Joel Awich,79,205,Sophomore
Cal Poly,Brian Bennett,81,240,Sophomore
Cal Poly,Max Betkowski,75,210,Freshman
Cal Poly,Michael Bolden,77,195,Junior
Cal Poly,Chris Eversley,79,225,Senior
Cal Poly,Zach Gordon,80,225,Sophomore
Cal Poly,Jamal Johnson,72,170,Senior
Cal Poly,Markel Leonard,72,165,Freshman
Cal Poly,Maliik Love,74,205,Junior
Cal Poly,Reese Morgan,74,195,Sophomore
Cal Poly,David Nwaba,76,195,Sophomore
Cal Poly,Kyle Odister,72,175,Senior
Cal Poly,Andy Rowley,72,170,Freshman
Cal Poly,Ridge Shipley,72,185,Freshman
Cal Poly,Anthony Silvestri,79,210,Junior
Cal Poly,Taylor Sutlive,75,185,Freshman
Cal State Bakersfield,Abdul Ahmed,82,250,Junior
Cal State Bakersfield,Aly Ahmed,81,270,Sophomore
Cal State Bakersfield,Jaylin Airington,76,180,Sophomore
Cal State Bakersfield,Brandon Barnes,73,195,Senior
Cal State Bakersfield,Tyrell Corbin,72,180,Junior
Cal State Bakersfield,Deng Deng,80,175,Sophomore
Cal State Bakersfield,Issiah Grayson,71,165,Senior
Cal State Bakersfield,Corey Hall,79,210,Senior
Cal State Bakersfield,Stefon Johnson,78,210,Senior
Cal State Bakersfield,Kregg Jones,80,235,Junior
Cal State Bakersfield,Erik Kinney,76,210,Sophomore
Cal State Bakersfield,Zach Lamb,75,180,Senior
Cal State Bakersfield,Javonte Maynor,72,175,Junior
Cal State Bakersfield,Matt Ratto,71,160,Senior
Cal State Bakersfield,Zech Smith,83,265,Junior
Cal State Bakersfield,Dee Wallace,70,150,Sophomore
Cal State Bakersfield,Brent Wrapp,75,170,Freshman
Cal State Fullerton,Sheldon Blackwell,77,175,Freshman
Cal State Fullerton,Joe Boyd,81,240,Freshman
Cal State Fullerton,Jared Brandon,76,200,Sophomore
Cal State Fullerton,Chris Collins,76,185,Junior
Cal State Fullerton,James Douglas,72,175,Junior
Cal State Fullerton,Josh Gentry,76,180,Junior
Cal State Fullerton,Alex Harris,73,170,Junior
Cal State Fullerton,Marquis Horne,78,225,Senior
Cal State Fullerton,James Johnson,79,240,Junior
Cal State Fullerton,Steven McClellan,79,250,Junior
Cal State Fullerton,Moses Morgan,78,220,Senior
Cal State Fullerton,Ian Spruce,76,185,Freshman
Cal State Fullerton,Floris Versteeg,81,215,Freshman
Cal State Fullerton,Hidde Vos,76,195,Freshman
Cal State Fullerton,Corey Walker,77,190,Senior
Cal State Fullerton,Michael Williams,74,185,Senior
Cal State Northridge,Robert Cid,70,160,Junior
Cal State Northridge,Landon Drew,73,175,Sophomore
Cal State Northridge,Devonte Elliott,82,220,Senior
Cal State Northridge,Amir Garrett,78,210,Junior
Cal State Northridge,Josh Greene,72,180,Senior
Cal State Northridge,Tre Hale-Edmerson,81,215,Sophomore
Cal State Northridge,Stephan Hicks,78,200,Junior
Cal State Northridge,Kevin Johnson,82,240,Sophomore
